Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
04/03/1993,111.993004,-34.291,1.81,0.0,13.784,93.296003,74.332003,18.54383,0.147745,1.03922,6.090215,9.605272,5.101921,115.8465,97.149499,1.093381,,
07/04/1993,68.725999,-25.929001,1.825,0.0,12.996,57.617998,67.049001,19.38284,0.225555,0.66169,5.001128,10.161904,4.786048,72.484997,61.376996,0.733576,,
10/03/1993,84.749252,-25.439,1.84,0.0,12.278,73.428252,51.442997,23.867194,0.167211,0.849196,9.819237,56.439854,,84.585376,73.264376,0.934107,,
12/31/1993,72.754375,-21.693,1.856,0.0,11.872,64.789375,52.024997,22.819799,0.18324,0.777224,10.659654,,,74.00075,66.03575,0.82095,,
04/03/1994,82.483501,-20.602,0.228,0.0,11.494,73.603502,52.523001,21.883746,0.156161,0.886341,11.823856,,,83.052753,74.172754,0.920228,,
07/03/1994,83.258685,-15.295,0.23,0.0,11.08,79.273685,53.738997,20.618174,0.139769,0.947004,11.846038,158.865074,,83.168625,79.183625,0.974453,,
10/02/1994,141.322498,-15.331,0.232,0.0,11.486,137.709498,58.391004,19.670838,0.083407,1.540409,111.505675,,,151.992499,148.379498,1.674809,,
12/31/1994,159.46925,-15.83,0.234,0.0,9.069,152.94225,43.934004,20.642325,0.059297,1.459874,26.988222,,,204.60925,198.08225,1.828228,,
04/02/1995,279.284493,-18.937,14.611,0.0,10.801,285.759493,67.056001,16.107432,0.037798,2.375489,26.106294,73.954322,,352.440257,358.915257,3.293374,,
07/02/1995,385.381485,-20.049999,7.021,0.0,11.021,383.373486,74.541002,14.785151,0.028747,2.733053,20.464049,34.928343,,442.309242,440.301243,3.948071,,
10/01/1995,668.836864,-22.618,0.0,0.0,11.386,657.604864,65.564002,17.366237,0.017314,4.002659,16.843093,21.631028,,668.836864,657.604864,6.037503,,
12/31/1995,369.116639,-45.936999,0.0,0.0,42.958,366.13764,123.958004,34.655285,0.117327,1.940069,7.786352,9.601092,,418.442264,415.463265,3.440755,,
03/31/1996,512.316013,-31.606001,14.295,0.0,28.059,523.064013,133.928999,20.950653,0.053644,2.419565,9.448752,11.463663,,585.010017,595.758017,4.849651,,
06/30/1996,317.873998,-22.043999,0.0,0.0,31.612,327.441998,132.564999,23.846415,0.096542,1.442463,5.582984,6.793684,,355.46924,365.03724,2.993728,,
09/30/1996,341.639992,-27.07,0.0,0.0,15.771,330.340992,48.603992,32.447952,0.047742,1.565389,7.064455,9.244445,,357.383995,346.084995,2.900782,,
12/31/1996,429.704985,-42.062,0.0,0.0,6.269,393.911985,54.713,11.457972,0.015915,2.09115,7.562578,11.800131,,476.595,440.802,3.437637,,
03/31/1997,470.05986,-51.782999,0.0,0.0,25.007001,443.283862,84.627995,29.549324,0.056413,2.813625,8.965916,14.051983,,514.306882,487.530884,3.801618,,
06/30/1997,769.256258,-54.967002,0.0,0.0,24.927,739.216256,94.827001,26.286816,0.033721,5.333797,14.693519,22.307881,,849.817514,819.777512,6.30623,,
09/30/1997,756.151497,-67.059999,0.0,0.0,23.454999,712.546497,103.820001,22.591985,0.032917,5.411198,11.675539,15.933865,,846.293993,802.688993,6.007373,,
12/28/1997,819.984375,-69.24,0.0,0.0,13.744,764.488375,104.308999,13.176236,0.017978,6.011736,13.481138,16.074864,,912.621939,857.125939,6.424272,,
03/29/1998,1128.366227,-80.131002,0.0,0.0,12.619,1060.854225,116.170994,10.862436,0.011895,8.295247,17.751911,21.133396,,1261.681195,1194.169193,8.799388,,
06/28/1998,1491.474641,-60.872002,0.0,0.0,12.738,1443.34064,117.124002,10.875653,0.008825,10.787461,22.909442,27.533634,,1666.135595,1618.001594,11.763934,,
09/27/1998,1076.33285,-63.968002,0.0,0.0,11.444,1023.808847,122.596008,9.334725,0.011178,6.913517,14.94546,18.488314,,1222.684682,1170.16068,8.278421,,
12/27/1998,1933.985994,-89.400002,0.0,0.0,11.005,1855.590992,141.680003,7.767504,0.005931,11.467574,25.374909,32.050418,,2192.61007,2114.215068,14.766759,,
03/28/1999,2212.9582,-104.759003,0.0,0.0,9.008,2117.207198,151.371995,5.950903,0.004255,11.649136,28.515343,37.895921,,2679.794872,2584.04387,16.683009,,
06/27/1999,3519.86558,-149.853002,0.0,0.0,3.003,3373.015578,186.695007,1.608506,0.00089,16.167065,42.341589,57.840312,,4350.145317,4203.295315,26.59226,,
09/26/1999,6075.086837,-173.612999,0.0,0.0,3.701,5905.174838,212.569996,1.741073,0.000627,23.690444,63.061179,86.003537,,7323.56637,7153.654371,43.437651,,
12/26/1999,10749.15382,-214.264999,39.949001,0.0,9.198,10584.035822,273.989002,3.357069,0.000869,35.784925,98.086613,133.436326,,12184.00622,12018.888222,71.509406,,
03/26/2000,33209.071419,-223.192993,0.0,0.0,2.676,32988.554426,274.515994,0.974807,8.1e-05,92.689734,243.422042,327.833316,,41094.517226,40874.000233,229.776524,,
06/25/2000,27317.405792,-249.917,0.0,0.0,5.771,27073.259793,340.083996,1.696934,0.000213,61.592427,156.214718,206.156227,,33755.897921,33511.751921,185.142886,,
09/24/2000,35460.284185,-333.293991,0.0,0.0,6.128,35133.118194,775.727024,0.789969,0.000174,63.305995,156.650565,241.057172,,36495.776463,36168.610471,219.827922,,
12/31/2000,12759.579231,-375.115997,0.0,0.0,2.333,12386.796234,853.651005,0.273297,0.000188,17.830836,42.887302,70.193273,,14486.262741,14113.479744,76.327897,,
04/01/2001,4052.263717,-343.605009,0.0,0.0,1.804,3710.462708,808.43098,0.223148,0.000486,5.299049,14.44378,38.513449,,4460.448802,4118.647793,22.653226,,
07/01/2001,5109.95862,-344.408,0.0,0.0,1.544,4767.09462,597.923,0.258227,0.000324,7.404287,26.823776,,,5214.07419,4871.21019,28.985289,,
09/30/2001,1695.42295,-519.863,0.0,0.0,276.003,1451.56295,831.111,33.208922,0.190142,2.861728,19.788464,,,1729.35503,1485.49503,8.792822,,
12/30/2001,3774.69156,-410.729,0.0,0.0,275.47,3639.43256,547.697,50.296058,0.07569,11.27674,,,,3846.94972,3711.69072,21.963721,,
03/31/2002,2706.956901,-407.562012,0.0,0.0,275.362,2574.756889,526.338013,52.316571,0.106947,10.125477,,,,2759.671648,2627.471636,15.484931,,
06/30/2002,1548.164119,-424.011993,0.0,0.0,275.158,1399.310126,510.444987,53.905515,0.196638,6.518546,,,,1574.027498,1425.173505,8.378701,,
09/30/2002,649.321872,-421.874985,0.0,0.0,275.093,502.539887,500.725996,54.938829,0.547405,2.362737,,,,661.636976,514.854992,3.002909,,
12/29/2002,972.593965,-411.329987,0.0,0.0,275.0,836.263978,478.69104,57.448328,0.328844,3.834437,,,,991.151106,854.821119,4.995603,,
03/30/2003,1049.68646,-401.052994,0.0,0.0,275.0,923.633466,470.658997,58.428714,0.297737,4.159818,,,,1067.834415,941.781421,5.481862,,
06/29/2003,1972.286729,-472.597015,0.0,0.0,275.0,1774.689713,466.274963,58.978076,0.154957,7.787006,,,,2007.166867,1809.569852,10.482824,,
09/28/2003,2217.807231,-348.598007,0.0,0.0,175.0,2044.209224,378.48999,46.236361,0.085608,8.83333,,,,2397.444475,2223.846468,11.871823,,
12/28/2003,3400.378419,-409.381004,4.519,0.0,175.0,3170.516414,405.815997,43.122992,0.055196,12.708346,137.245851,,,3720.439945,3490.57794,18.191145,,
03/28/2004,2910.105813,-322.534004,4.434,0.0,68.070999,2660.076807,326.70495,20.835619,0.02559,9.752552,61.68437,139.3148,,3171.02705,2920.998045,15.07322,,
06/27/2004,2521.809717,-224.304005,4.434,0.0,68.070999,2370.010712,342.421991,19.879272,0.028722,7.950868,37.124227,54.706862,,2711.339383,2559.540377,13.401627,,
09/26/2004,1632.279361,-251.966003,4.434,0.0,68.070999,1452.818357,356.450983,19.096875,0.046854,4.745369,21.380067,29.041265,,1734.944661,1555.483657,8.215207,,
12/26/2004,1929.6931,-274.686,4.434,0.0,68.071,1727.5121,371.842,18.306431,0.039404,5.809048,29.517002,40.63109,,2038.8741,1836.6931,9.677397,,
04/03/2005,1540.9665,-224.229,,0.0,4.139,1320.8765,313.969,1.318283,0.003134,4.637355,29.014948,42.46099,,1613.1969,1393.1069,7.328838,,
07/03/2005,1672.7529,-306.736,,0.0,3.636,1369.6529,319.704,1.137302,0.002655,5.060194,41.904632,70.648006,,1738.05515,1434.95515,7.55754,,
10/02/2005,1613.48983,-375.862,0.0,0.0,3.37,1240.99783,338.25,0.996305,0.002716,4.501229,32.381741,48.510587,,1680.41059,1307.91859,6.776114,,
12/31/2005,1413.28926,-627.476,3.362,0.0,225.0,1014.17526,582.409,38.632645,0.221855,3.480223,21.318743,28.608611,,1418.64,1019.526,5.53269,,
04/02/2006,2286.93549,-202.603,0.0,0.0,225.0,2309.33249,587.935,38.269537,0.097431,7.37615,43.434632,59.086391,,2300.90922,2323.30622,12.410362,,
07/02/2006,1962.3628,-232.326,2.732,0.0,225.0,1957.7688,826.904,27.20993,0.114927,5.433417,59.159605,249.016637,,1908.8298,1904.2358,9.377994,,
10/01/2006,1245.03588,-250.469,2.732,0.0,225.0,1222.29888,827.023,27.206015,0.184079,3.050934,47.202119,,,1255.11012,1232.37312,5.831523,,
12/31/2006,1413.4615,-258.914,2.732,0.0,225.0,1382.2795,798.16,28.189837,0.162775,3.252484,120.828628,,,1424.49945,1393.31745,6.561972,,
04/01/2007,1490.76763,-280.701,2.732,0.0,225.0,1437.79863,804.605,27.964032,0.156489,3.261231,1713.705161,,,1499.30581,1446.33681,6.760925,,
07/01/2007,1654.17362,-298.274,2.732,0.0,226.065,1584.69662,801.121,28.218584,0.142655,3.713077,106.828679,,,1667.26824,1597.79124,7.405332,,
09/30/2007,1806.82006,-328.001,2.732,0.0,226.012,1707.56306,811.109,27.864566,0.132359,3.992161,65.723531,,,1819.26243,1720.00543,7.929098,,
12/30/2007,1434.081,-364.922,0.0,0.0,225.958,1295.117,824.625,27.401304,0.174469,2.882002,26.446611,,,1444.8192,1305.8552,5.960453,,
03/30/2008,1222.9728,-285.624,2.671,0.0,128.232,1068.2518,713.158,17.980868,0.120039,2.269226,12.203153,61.172296,,1231.6136,1076.8926,4.891532,,
06/29/2008,1707.23542,-322.274,2.655,0.0,127.503,1515.11942,861.022,14.808332,0.084154,2.994881,11.746113,34.577558,,1750.37552,1558.25952,6.904513,,
09/28/2008,1699.66848,-319.17,0.0,0.0,127.503,1508.00148,877.68,14.527276,0.084551,2.857124,11.7878,27.59633,,1734.16704,1542.50004,6.813947,,
12/28/2008,1007.07425,-307.524,2.655,,55.86,758.06525,837.773,6.667677,0.073688,1.443728,5.992421,14.326094,,1016.30165,767.29265,3.424968,,
03/29/2009,1472.10264,-317.977,2.638,0.0,62.831,1219.59464,851.472,7.379103,0.051518,2.426537,12.593004,32.421369,,1481.84728,1229.33928,5.484479,,
06/28/2009,1761.64492,-237.333,2.637,0.0,62.308,1589.25692,872.067,7.144864,0.039206,3.270332,19.65151,44.270228,,1795.71804,1623.33004,7.108893,,
09/27/2009,2174.5163,-275.063,2.115,0.0,62.162,1963.7303,921.031,6.749176,0.031655,4.112679,20.54455,51.851772,,2221.24754,2010.46154,8.651366,,
12/27/2009,1951.00335,-260.769,2.003,0.0,64.567,1756.80435,947.093,6.817388,0.036753,3.540952,15.529488,31.06639,,2003.24607,1809.04707,7.716959,,
03/28/2010,1941.5808,-224.331,2.003,0.0,68.968,1788.2208,989.868,6.967394,0.038568,3.272774,12.139085,19.705781,,1981.37744,1828.01744,7.810189,,
06/27/2010,1782.004,-501.463,1.931,0.0,68.547,1351.019,1026.564,6.677324,0.050737,2.313912,8.230995,12.20918,,1820.66875,1389.68375,5.875631,,
09/26/2010,1727.70642,-245.404,1.826,0.0,68.633,1552.76142,1063.832,6.451489,0.044201,2.523474,9.331555,13.315395,,1750.16124,1575.21624,6.713599,,
12/26/2010,1969.74792,-348.156,0.0,0.0,251.536,1873.12792,1272.323,19.769823,0.134287,2.949427,11.946578,17.240811,,2005.99173,1909.37173,8.073549,,
03/27/2011,1740.59704,-205.776,0.0,0.0,71.153,1605.97404,1100.094,6.467902,0.044305,2.51055,11.570752,20.096782,,1746.07268,1611.44968,6.883021,,
06/26/2011,1672.1106,-264.537,0.0,0.0,70.798,1478.3716,1115.346,6.347627,0.047889,2.274281,11.35654,22.230483,,1700.54296,1506.80396,6.330407,,
10/02/2011,1376.08172,-243.869,0.0,0.0,69.814,1202.02672,1140.283,6.122515,0.05808,1.818489,9.321505,20.149639,,1397.20906,1223.15406,5.223614,,
12/31/2011,1268.58383,-286.962,0.0,0.0,67.634,1049.25583,1161.966,5.820652,0.064459,1.603621,8.372012,19.877917,,1278.47428,1059.14628,4.557365,,
04/01/2012,1676.08029,-323.427,0.0,0.0,68.569,1421.22229,1158.736,5.917569,0.048246,2.259624,13.204827,32.304912,,1678.38666,1423.52866,6.130635,,
07/01/2012,1288.1106,-169.462,0.0,0.0,71.592,1190.2406,1000.332,7.156824,0.060149,1.998027,13.967829,55.746363,,1378.7984,1280.9284,5.673486,,
09/30/2012,1161.16543,-171.09,0.0,0.0,71.164,1061.23943,708.955,10.037873,0.067057,1.915138,,,,1174.31476,1074.38876,5.122653,,
12/29/2012,1028.73088,-181.401,0.0,0.0,23.981,871.31088,672.668,3.565057,0.027523,1.640896,,,,1038.848,881.428,4.33652,,
03/30/2013,1384.40631,-106.855,0.0,0.0,16.171,1293.72231,662.661,2.440313,0.0125,2.468634,,,,1380.45453,1289.77053,6.345229,,
06/29/2013,1297.341475,-136.339,0.0,0.0,11.751,1172.753475,654.892,1.794342,0.01002,2.282128,,,,1292.015985,1167.427985,5.744708,,
09/28/2013,1348.6746,-100.689,0.0,0.0,12.074,1260.0596,652.931,1.8492,0.009582,2.467927,19.068121,,,1361.64951,1273.03451,6.194374,,
12/28/2013,1244.256,-110.932,0.0,0.0,42.296,1175.62,629.12,6.723042,0.035978,2.317584,20.413259,,,1290.336,1221.7,6.046961,,
03/29/2014,1451.35685,-92.454,0.0,0.0,15.396,1374.29885,604.344,2.547556,0.011203,2.702291,21.872246,,,1454.1506,1377.0926,7.054451,,
06/28/2014,1474.41684,-107.606,0.0,0.0,14.996,1381.80684,608.004,2.466431,0.010852,2.721131,21.191731,,,1478.69956,1386.08956,7.066403,,
09/27/2014,1493.993695,-125.359,0.0,0.0,37.162,1405.796695,644.662,5.764571,0.026435,2.73046,20.581168,,,1516.62092,1428.42392,7.108995,,
12/27/2014,1819.60416,-158.455,0.0,0.0,37.05,1698.19916,663.541,5.583679,0.021817,3.230954,22.187371,153.516467,,1841.6472,1720.2422,8.511509,,
03/28/2015,1836.87454,-110.128,0.0,0.0,35.488,1762.23454,642.917,5.519842,0.020138,3.311189,21.652797,93.5766,,1910.84152,1836.20152,8.912508,,
06/27/2015,1710.80235,-110.25,0.0,0.0,62.198,1662.75035,628.316,9.899159,0.037407,3.136371,23.699069,210.368212,,1732.2282,1684.1762,8.601426,,
09/26/2015,1246.23954,-115.477,0.0,0.0,58.871,1189.63354,637.963,9.227965,0.049487,2.251972,16.211517,103.644672,,1254.03005,1197.42405,6.080665,,
09/12/2020,,-115.477,0.0,0.0,58.871,,637.963,9.22796463117767,,,,,,,,6.08066539904519,,
12/31/2015,,,,,,,,,,,,,,,,,,
03/31/2016,,,,,,,,,,,,,,,,,,
