Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,1381.107056,70.446999,70.446999,0.0,51.667999,,0.0,0.0,0.0,0.0,0.0,28.702,150.817001,1104.060059,1207.921997,-103.862,0,126.230003,115.987,,,10.243003,1230.290062,,65.632004,65.632004,0.289,0.289,0.0,0.0,46.407998,46.407998,112.329002,778.382996,778.382996,0.0,0.0,20.375999,20.375999,798.758995,911.087997,0.0,655.129028,0,,-185.110001,470.019027,0,470.019027,1381.107024,
12/31/2001,1429.010986,13.904,13.904,0.0,56.796001,,0.0,0.0,0.0,0.0,0.0,21.587,92.287003,1198.55896,1326.718018,-128.158997,0,138.164993,117.086998,,,21.077995,1336.723953,,56.292999,56.292999,0.365,0.365,0.0,0.0,57.042997,57.042997,113.700996,845.088013,845.088013,0.0,0.0,19.577999,19.577999,864.666012,978.367008,0.0,665.463989,0,,-214.820007,450.643982,0,450.643982,1429.01099,
03/31/2002,1422.546997,32.276001,32.276001,0.0,49.091999,,0.0,0.0,0.0,0.0,0.0,25.332001,106.699997,1179.355957,1333.31604,-153.960007,0,136.490997,92.374001,86.948997,5.425004,44.116996,1315.846954,,38.442001,38.442001,0.188,0.188,0.0,0.0,38.117001,38.117001,76.747002,947.223022,947.223022,0.0,0.0,24.785999,24.785999,972.009021,1048.756023,0.0,671.840027,0,,-298.049011,373.791016,0,373.791016,1422.547039,
06/30/2002,1322.686035,31.313999,31.313999,0.0,47.625999,,0.0,0.0,0.0,0.0,0.0,22.618,101.557999,1168.890991,1340.780029,-171.889008,0,52.237,4.925,0.0,4.925,47.312,1221.127991,,28.228001,28.228001,0.124,0.124,0.0,0.0,67.999996,67.999996,96.351997,959.742004,959.742004,0.0,0.0,20.135,20.135,979.877004,1076.229001,0.0,672.435974,0,,-425.979004,246.45697,0,246.45697,1322.685971,
09/30/2002,1323.978,42.349,42.349,0.0,45.684,45.684,16.334,0.0,16.334,0.0,0.0,7.367,111.734,1154.392,1352.322,-197.93,0,57.852,4.66,0.0,4.66,53.192,1212.244,,19.863,19.863,2.603,2.603,0.0,0.0,56.602,56.602,79.068,1009.024,1009.024,0.0,0.0,20.307,20.307,1029.331,1108.399,0.0,673.231,0,-457.652,0.0,215.579,0,215.579,1323.978,
12/31/2002,1303.36499,61.140999,61.140999,0.0,36.292,,0.0,0.0,0.0,0.0,0.0,218.878998,316.312012,940.052979,1119.722046,-179.669006,0,47.0,3.704,0.0,3.704,43.296,987.052979,,16.809999,16.809999,60.083,60.083,0.0,0.0,56.646002,56.646002,133.539001,964.198975,964.198975,0.0,0.0,2.137,2.137,966.335975,1099.874976,0.0,667.953003,0,-464.463013,0.0,203.48999,0,203.48999,1303.364966,
03/31/2003,1264.624023,47.856998,47.856998,0.0,28.163,,0.0,0.0,0.0,0.0,0.0,16.382999,92.403,1121.93396,1365.639038,-243.705002,0,50.286999,3.874,,,46.412999,1172.220959,,13.877,13.877,60.066002,60.066002,0.0,0.0,46.108001,46.108001,120.051003,969.10199,969.10199,0.0,0.0,23.483999,23.483999,992.585989,1112.636992,0.0,673.72699,0,,-521.73999,151.987,0,151.987,1264.623992,
06/30/2003,1084.517944,45.050001,22.040001,23.01,26.304001,,0.0,0.0,0.0,0.0,0.0,55.007999,126.362,898.023987,1113.510986,-215.487,0,60.132,3.019,,,57.113,958.155987,,11.524,11.524,6.558,6.558,0.0,0.0,61.849,61.849,79.931,888.130005,888.130005,0.0,0.0,20.639,20.639,908.769005,988.700005,0.0,673.966,0,-578.14801,1e-05,95.818,0,95.818,1084.518005,
09/30/2003,1036.687,35.285,35.285,0.0,18.929,18.929,10.181,0.0,10.181,0.0,0.0,36.57,100.965,878.985,1113.965,-234.98,0,56.737,2.709,,,54.028,935.722,,13.36,13.36,13.042,13.042,0.0,0.0,47.343,47.343,73.745,867.598,867.598,0.0,0.0,3.904,3.904,871.502,945.247,0.0,676.906,0,-585.466,0.0,91.44,0,91.44,1036.687,
12/31/2003,982.982,23.538,8.338,15.2,19.414,,0.0,0.0,0.0,0.0,0.0,25.975,68.927,856.213,1110.973,-254.76,0,57.842,2.408,,,55.434,914.055,,11.352,11.352,11.538,11.538,0.0,0.0,53.157,53.157,76.047,859.22,859.22,0.0,0.0,3.838,3.838,863.058,939.105,0.0,680.511,0,-636.634,0.0,43.877,0,43.877,982.982,
03/31/2004,954.221985,19.164,19.164,0.0,16.083,,0.0,0.0,0.0,0.0,0.0,27.441999,62.688999,837.005005,1110.713989,-273.709015,0,54.528,2.155,,,52.373,891.533005,,10.965,10.965,2.458,2.458,0.0,0.0,35.855999,35.855999,49.278999,898.590027,898.590027,0.0,0.0,3.887,3.887,902.477027,951.756026,0.0,687.021973,0,-684.55603,0.0,2.465943,0,2.465943,954.221969,
06/30/2004,934.460022,21.827999,21.827999,0.0,16.827,,0.0,0.0,0.0,0.0,0.0,26.336,64.990997,816.544983,1108.744019,-292.199005,0,52.924,1.888,,,51.036,869.468983,,12.535,12.535,3.254,3.254,0.0,0.0,43.871,43.871,59.66,889.572998,889.572998,0.0,0.0,4.192,4.192,893.764998,953.424998,0.0,688.836975,0,-707.802002,0.0,-18.965027,0,-18.965027,934.459971,
09/30/2004,915.484985,20.996,20.996,0.0,15.157,,0.0,0.0,0.0,0.0,0.0,28.719999,64.873001,798.202026,1109.817017,-311.61499,0,52.41,1.626,,,50.784,850.612026,,12.805,12.805,3.251,3.251,0.0,0.0,37.839,37.839,53.895,884.775024,884.775024,0.0,0.0,4.287,4.287,889.062025,942.957025,0.0,704.338989,0,-731.810974,0.0,-27.471985,0,-27.471985,915.48504,
