Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/27/1989,4008.041992,,-3605.51709,,402.524902,,-286.628998,,,115.896004,-36.662,,44.98,,0.0,,-8.318,79.234004,-29.249001,49.985001,0.0,,,49.985003,0.0,49.985001,-1.01,,48.975001,48.975001,,366.417011,0.133333,0.133333,,366.417011,0.133333,0.133333,0.133333,
11/26/1989,3860.535889,,-3444.971924,,415.563965,,-273.371002,,,142.192993,-42.275001,,46.589001,,0.0,,-4.314,99.917993,-35.973,63.945,0.0,,,63.944993,0.0,63.945,-0.147,,63.798,63.798,,367.95599,0.173333,0.173333,,367.95599,0.173333,0.173333,0.173333,
02/26/1990,3626.309082,,-3226.302002,,400.00708,,-294.682007,,,105.324997,-38.247998,,44.099998,,0.0,,-5.852,67.076999,-22.837999,44.238998,0.0,,,44.238999,0.0,44.238998,-0.078,,44.160998,44.160998,,371.048996,0.12,0.12,,371.048996,0.12,0.12,0.12,
05/29/1990,4006.341064,,-3569.789062,,436.552002,,-296.632996,,,139.919006,-29.234999,,51.313999,,0.0,,-22.079,110.684007,-37.143002,73.541,0.0,,,73.541005,0.0,73.541,-0.075,,73.466,73.466,,367.161003,0.196667,0.196667,0.196667,367.161003,0.196667,0.196667,0.196667,
08/27/1990,4652.600098,,-4158.399902,,494.200195,,-338.399994,,,155.800003,-48.6,,51.0,,0.0,,-2.4,107.200003,-44.099998,63.099998,0.0,,,63.100005,0.0,63.099998,-0.8,,62.299998,62.299998,,411.599991,0.15,0.15,,411.599991,0.15,0.15,0.15,
11/26/1990,5498.700195,,-4732.299805,,766.400391,,-512.400024,,,254.0,-87.4,,90.5,,0.0,,-3.1,166.6,-71.400002,95.199997,0.0,,,95.199998,0.0,95.199997,-6.1,,89.099997,89.099997,,441.201004,0.2,0.2,,441.201004,0.2,0.2,0.2,
02/25/1991,5039.5,,-4319.399902,,720.100098,,-513.5,,,206.600006,-90.300002,,92.900002,,0.0,,-2.6,116.300004,-46.5,69.800003,0.0,,,69.800004,0.0,69.800003,-5.9,,63.900003,63.900003,,454.60199,0.14,0.14,,454.60199,0.14,0.14,0.14,
05/26/1991,4986.600098,,-4238.899902,,747.700196,,-510.600006,,,237.100006,-70.500002,,75.400002,,0.0,,-4.9,166.600004,-62.700001,103.900002,0.0,,,103.900003,0.0,103.900002,-6.7,,97.200002,97.200002,,454.601991,0.216667,0.216667,0.216667,454.601991,0.216667,0.216667,0.216667,
08/25/1991,5325.200195,,-4650.200195,,675.0,,-474.100006,,,200.899994,-85.399997,,88.699997,,0.0,,-3.3,115.499997,-46.799999,68.699997,0.0,,,68.699998,0.0,68.699997,-6.0,,62.699997,62.699997,,458.400009,0.136667,0.136667,,458.400009,0.136667,0.136667,0.136667,
11/24/1991,5470.700195,,-4682.299805,,788.400391,,-515.799988,,,272.600006,-85.299998,,90.599998,,0.0,,-5.3,187.300008,-75.599998,111.699997,0.0,,,111.700009,0.0,111.699997,-6.0,,105.699997,105.699997,,459.398987,0.23,0.23,,459.398987,0.23,0.23,0.23,
02/23/1992,4848.5,,-4107.0,,741.5,,-532.299988,,,209.199997,-82.199997,,86.199997,,0.0,,-4.0,127.0,-42.900002,84.099998,0.0,,,84.099998,0.0,84.099998,-6.1,,77.999999,77.999999,,466.799988,0.165,0.165,,466.799988,0.165,0.165,0.165,
05/31/1992,5574.600098,,-4755.5,,819.100098,,-614.099976,,,205.0,-47.1,,52.0,,0.0,,-4.9,157.9,-50.0,107.900002,0.0,,,107.9,0.0,107.900002,-6.4,,101.500002,101.500002,,463.721008,0.215,0.215,0.215,463.721008,0.215,0.215,0.215,
08/30/1992,5516.0,,-4854.700195,,661.299805,,-486.200012,,,175.100006,-61.099998,,67.099998,,0.0,,-6.0,114.000008,-44.299999,69.699997,121.199997,,,-51.499989,0.0,-51.5,-6.0,,-57.5,-57.5,,470.600006,-0.125,0.135,,470.600006,-0.125,0.135,0.135,
11/29/1992,5564.399902,,-4767.799805,,796.600098,,-522.700012,,,273.899994,-64.700002,,72.900002,,0.0,,-8.2,209.199992,-81.599998,127.599998,0.0,,,127.599994,0.0,127.599998,-6.0,,121.599998,121.599998,,470.200012,0.26,0.26,,470.200012,0.26,0.26,0.26,
02/28/1993,5060.399902,,-4358.399902,,702.0,,-503.0,,,199.0,-57.599999,,62.299999,,0.0,,-4.7,141.400001,-50.299999,91.099998,0.0,,,91.100001,0.0,91.099998,-6.0,,85.099998,85.099998,,463.200012,0.185,0.185,,463.200012,0.185,0.185,0.185,
05/31/1993,5378.299805,,-4659.5,,718.799805,,-502.399994,,,216.399994,-49.599998,,56.099998,,0.0,,-6.5,166.799996,-63.700001,103.099998,0.0,,,103.099995,0.0,103.099998,-6.0,,97.099998,97.099998,,459.799988,0.21,0.21,0.21,459.799988,0.21,0.21,0.21,
08/29/1993,5687.399902,,-5029.700195,,657.699707,,-489.700012,,,168.0,-57.300002,,62.400002,,0.0,,-5.1,110.699998,-43.099998,67.599998,0.0,,,67.6,0.0,67.599998,-6.0,,61.599998,61.599998,,460.200012,0.135,0.135,,460.200012,0.135,0.135,0.135,
11/28/1993,6355.100098,,-5525.799805,,829.300293,,-537.200012,,,292.100006,-66.799997,,65.199997,,0.0,,1.6,225.300009,-91.300003,134.0,0.0,,,134.000006,0.0,134.0,-6.0,,128.0,128.0,,457.600006,0.28,0.28,,457.600006,0.28,0.28,0.28,
02/27/1994,5581.299805,,-4825.399902,,755.899902,,-518.799988,,,237.100006,-65.999998,,67.099998,,0.0,,-1.1,171.100008,-67.400002,103.699997,0.0,,,103.700006,0.0,103.699997,-6.0,,97.699997,97.699997,,454.600006,0.215,0.215,,454.600006,0.215,0.215,0.215,
05/29/1994,5888.399902,,-5071.299805,,817.100097,,-545.299988,,,271.799988,-58.9,,59.5,,0.0,,-0.6,212.899988,-81.099998,131.800003,0.0,,,131.79999,0.0,131.800003,-6.0,,125.800003,125.800003,,455.399994,0.275,0.275,0.275,455.399994,0.275,0.275,0.275,
08/28/1994,6245.899902,,-5506.799805,,739.100098,,-545.099976,,,194.0,-65.999997,,68.699997,,0.0,,-2.7,128.000003,-51.200001,76.800003,0.0,,,76.800002,0.0,76.800003,-6.0,,70.800003,70.800003,,457.200012,0.155,0.155,,457.200012,0.155,0.155,0.155,
11/30/1994,6288.600098,,-5392.299805,,896.300293,,-575.200012,,,321.100006,-71.299999,,74.099998,,0.0,,-2.8,249.800008,-99.900002,149.899994,0.0,,,149.900006,0.0,149.899994,-6.0,,143.899994,143.899994,,458.600006,0.315,0.315,,458.600006,0.315,0.315,0.315,
02/26/1995,5757.600098,,-4918.100098,,839.5,,-569.299988,,,270.200012,-72.699997,,72.199997,,0.0,,0.5,197.500015,-79.0,118.5,0.0,,,118.500015,0.0,118.5,-6.0,,112.5,112.5,,459.200012,0.245,0.245,,459.200012,0.245,0.245,0.245,
05/31/1995,5816.799805,,-4961.200195,,855.59961,,-540.299988,,,315.299988,-64.699998,,63.099998,,0.0,,1.6,250.59999,-100.199997,150.399994,0.0,,,150.399993,0.0,150.399994,-6.0,,144.399994,144.399994,,456.799988,0.315,0.315,0.315,456.799988,0.315,0.315,0.315,
08/27/1995,6436.399902,,-5634.399902,,802.0,,-578.299988,,,223.699997,-76.100002,,75.900002,,0.0,,0.2,147.599995,-60.5,87.099998,0.0,,,87.099995,0.0,87.099998,-5.1,,81.999999,81.999999,,455.0,0.18,0.18,0.18,455.0,0.18,0.18,0.18,
11/26/1995,6626.299805,,-5677.399902,,948.899902,,-591.599976,,,357.299988,-73.999999,,77.599998,,0.0,,-3.6,283.299989,-116.199997,167.100006,0.0,,,167.099992,0.0,167.100006,-3.5,,163.600006,163.600006,,453.799988,0.36,0.36,0.36,453.799988,0.36,0.36,0.36,
02/25/1996,5771.799805,,-4905.200195,,866.599609,,-570.5,,,296.100006,-81.499998,,82.599998,,0.0,,-1.1,214.600008,-86.199997,128.399994,0.0,,,128.400011,0.0,128.399994,0.0,,128.399994,128.399994,,465.399994,0.275,0.275,0.275,465.399994,0.275,0.275,0.275,
05/26/1996,5987.100098,,-5105.200195,,881.899903,,-537.700012,,,344.200012,-581.099991,,68.800003,,0.0,,512.299988,-236.899979,43.200001,-193.699997,0.0,,,-193.699978,0.0,-193.699997,0.0,,-193.699997,-193.699997,,461.200012,-0.42,-0.42,0.355,461.200012,-0.42,-0.42,0.355,
08/25/1996,6157.5,,-5365.600098,,791.899902,,-559.0,,,232.899994,-70.099998,,70.099998,,0.0,,0.0,162.799995,-66.699997,96.099998,0.0,,,96.099998,0.0,96.099998,0.0,,96.099998,96.099998,,457.899994,0.21,0.21,0.21,457.899994,0.21,0.21,0.21,
11/24/1996,6590.200195,,-5632.0,,958.200195,,-569.200012,,,389.0,-72.699997,,72.699997,,0.0,,0.0,316.300003,-129.0,187.300003,0.0,,,187.300003,0.0,187.300003,0.0,,187.300003,187.300003,,446.0,0.42,0.42,0.42,458.0,0.41,0.41,0.41,
02/23/1997,5459.100098,,-4581.5,,877.600098,,-561.200012,,,316.399994,-73.300003,,73.300003,,0.0,,0.0,243.099991,-98.0,145.100006,0.0,,,145.099991,0.0,145.100006,0.0,,145.100006,145.100006,,451.600006,0.3215,0.3215,0.3215,459.700012,0.315,0.315,0.315,
05/25/1997,5795.3,,-4862.7,,932.6,,-576.0,,,356.6,-61.1,61.1,61.1,,0.0,,0.0,295.5,-109.0,186.5,0.0,,,186.5,0.0,186.5,0.0,0.0,186.5,186.5,,900.4,0.205,0.205,0.205,918.4,0.09,0.09,0.09,
08/24/1997,6262.8,,-5379.4,,883.4,,-618.3,,,265.1,-73.6,73.6,73.6,,0.0,,0.0,191.5,-73.2,118.3,0.0,,,118.3,0.0,118.3,0.0,,118.3,118.3,,465.2,0.25,0.25,0.25,476.0,0.25,0.25,0.25,
11/23/1997,6548.100098,,-5510.899902,,1037.200195,,-609.799988,,,427.399994,-75.5,75.5,75.5,,0.0,,0.0,351.899994,-134.699997,217.199997,0.0,,,217.199997,0.0,217.199997,0.0,,217.199997,217.199997,,464.0,0.47,0.47,0.47,474.5,0.46,0.46,0.46,
02/22/1998,5468.0,,-4592.5,,875.5,,-581.900024,,,293.600006,-76.199997,76.199997,76.199997,,0.0,,0.0,217.400009,-83.699997,133.699997,14.8,,,118.900012,0.0,118.900002,0.0,,118.900002,118.900002,,465.5,0.26,0.29,0.29,475.200012,0.25,0.28,0.28,
05/31/1998,5940.600098,,-4926.200195,,1014.399902,,-658.799988,,,355.600006,-75.400002,75.400002,75.400002,,0.0,,0.0,280.200005,-107.599998,172.600006,0.0,,,172.600006,0.0,172.600006,0.0,,172.600006,172.600006,,467.200012,0.37,0.37,0.37,475.600006,0.36,0.36,0.36,
08/30/1998,6483.4,,-5565.9,,917.5,,-663.3,,,254.2,-76.4,76.4,76.4,,0.0,,0.0,177.8,-68.5,109.3,0.0,,,109.3,0.0,109.3,0.0,,109.3,109.3,,468.7,0.23,0.23,0.23,475.4,0.23,0.23,0.23,
11/29/1998,6404.399902,,-5298.5,,1105.899902,,-658.900024,,,447.0,-91.0,91.0,91.0,,0.0,,0.0,356.0,-137.0,219.0,0.0,,,219.0,0.0,219.0,0.0,,219.0,219.0,,469.799988,0.47,0.47,0.47,476.899994,0.46,0.46,0.46,
02/28/1999,5693.299805,,-4686.200195,,1007.099609,,-640.400024,,,366.700012,-88.0,88.0,88.0,,0.0,,0.0,278.700012,-107.300003,171.399994,0.0,,,171.400009,0.0,171.399994,0.0,,171.399994,171.399994,,470.799988,0.36,0.36,0.36,478.600006,0.36,0.36,0.36,
