Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,2266.775879,1077.921997,666.471985,411.450012,111.904999,,,0.0,0.0,0.0,0.0,0.0,25.775999,,,,1215.603027,252.714996,288.632996,-35.917999,610.76001,,,187.697998,,,,187.697998,1051.173004,,56.484001,56.484001,,,,0.0,0.0,0.0,0.0,,,236.644997,,,236.644997,293.128998,1150.0,1150.0,0.0,0.0,,0.0,,,,,,0.0,1150.0,1443.128998,0.0,772.827026,,,0.0,,50.82,823.647026,0.0,823.647026,2266.776024,
12/31/2001,2389.587891,989.641968,606.844971,382.796997,103.524002,,,0.0,0.0,0.0,0.0,0.0,32.882,,,,1126.047974,251.811005,295.279999,-43.469002,708.231995,,,303.497009,222.033997,222.033997,0.0,81.463013,1263.540009,,40.755001,40.755001,,,,0.0,0.0,0.0,0.0,,,201.463993,,,201.463993,242.218994,1150.0,1150.0,0.0,0.0,,0.0,,,,,,0.0,1150.0,1392.218994,0.0,959.684021,,,0.0,,37.685001,997.369022,0.0,997.369022,2389.588017,
03/31/2002,2320.990967,1052.06601,705.184021,346.881989,65.916,,,0.0,0.0,0.0,0.0,0.0,29.347,,,,1147.328979,253.917007,305.557007,-51.639999,645.671997,,,274.072998,,,,274.072998,1173.662003,,53.126999,53.126999,,,,0.0,,,,,,151.305008,,,151.305008,204.432007,1150.0,,,,,0.0,,,,,,0.0,1150.0,1354.432007,0.0,974.073975,,,0.0,,-7.515,966.558975,0.0,966.558975,2320.990982,
06/30/2002,2337.10791,964.302002,589.825989,374.476013,62.264,,,0.0,0.0,0.0,0.0,0.0,27.549,,,,1054.11499,258.441986,,,750.276978,,,274.273987,,,,274.273987,1282.99295,,55.534,55.534,,,,0.0,,,,,,159.615002,,,159.615002,215.149002,1150.0,,,,,0.0,,,,,,0.0,1150.0,1365.149002,0.0,952.778015,,,0.0,,19.181,971.959015,0.0,971.959015,2337.108017,
09/30/2002,2620.590088,636.564011,248.770004,387.794006,74.045998,,,0.0,0.0,0.0,0.0,0.0,27.636,,,,738.245972,271.493011,,,520.169006,,,1090.682007,,,,1090.682007,1882.344025,,58.066002,58.066002,,,,0.0,,,,,,206.806007,,,206.806007,264.872009,942.114014,,,,,0.0,,,,,,0.0,942.114014,1206.986023,0.0,1467.505005,,,0.0,,-53.901001,1413.604004,0.0,1413.604004,2620.590027,
12/31/2002,2614.669,578.471,194.435,384.036,78.501,78.501,,0.0,0.0,0.0,0.0,0.0,23.957,,,,680.929,266.962,,,583.664,,,1083.114,1083.114,,,0.0,1933.74,,51.747,51.747,,,,0.0,,,,,,190.277,,,190.277,242.024,942.114,,,,,0.0,,,,,,0.0,942.114,1184.138,0.0,1461.91,,,0.0,-37.318,5.939,1430.531,0.0,1430.531,2614.669,
03/31/2003,2627.830078,556.029007,250.341995,305.687012,84.508003,,,0.0,0.0,0.0,0.0,0.0,26.330999,,,,666.867981,259.316986,,,625.796021,,,1075.848999,1075.848999,987.661011,88.187988,0.0,1960.962006,,61.729,61.729,,,,0.0,0.0,0.0,0.0,,,178.211002,,,178.211002,239.940002,942.114014,942.114014,0.0,0.0,,0.0,,,,,,0.0,942.114014,1182.054016,0.0,1472.275024,,,0.0,-33.634998,7.135997,1445.776023,0.0,1445.776023,2627.830039,
06/30/2003,2980.300049,832.362976,516.492981,315.869995,73.766998,,,0.0,0.0,0.0,0.0,0.0,25.681,,,,931.810974,252.666,,,698.617981,,,1097.204956,1097.204956,983.396973,113.807983,0.0,2048.488937,,58.109001,58.109001,,,,0.0,0.0,0.0,0.0,,,200.431984,,,200.431984,258.540985,1239.994019,1239.994019,0.0,0.0,,0.0,,,,,,0.0,1239.994019,1498.535004,0.0,1495.980957,,,0.0,-20.056999,5.841,1481.764957,0.0,1481.764957,2980.299961,
09/30/2003,2727.916016,766.653015,457.51001,309.143005,48.526001,,,0.0,0.0,0.0,0.0,0.0,24.409,,,,839.588013,243.526001,,,557.346008,,,1087.456055,1062.473022,983.396973,79.076049,24.983033,1888.328064,,54.056999,54.056999,,,,0.0,0.0,0.0,0.0,,,207.100014,,,207.100014,261.157013,942.075989,942.075989,0.0,0.0,,0.0,,,,,,0.0,942.075989,1203.233002,0.0,1532.208984,,,0.0,-12.852,5.326,1524.682984,0.0,1524.682984,2727.915986,
12/31/2003,2411.096924,581.511993,365.605988,215.906006,77.963997,,,0.0,0.0,0.0,0.0,0.0,31.333,,,,690.809021,244.490997,365.454987,-120.963997,394.296997,,,1081.5,1050.662964,983.396973,67.265991,30.837036,1720.287994,,61.237,61.237,,,,0.0,0.0,0.0,0.0,,,229.575989,,,229.575989,290.812988,557.841003,557.841003,0.0,0.0,,0.0,,,,,,0.0,557.841003,848.653992,0.0,1557.375977,,,0.0,1.881,3.186,1562.442976,0.0,1562.442976,2411.096968,
03/31/2004,2516.590088,661.688995,428.493988,233.195007,87.442001,,,0.0,0.0,0.0,0.0,0.0,25.478001,,,,774.609009,243.550003,,,420.209991,,,1078.219971,1047.380005,983.396973,63.983032,30.839966,1741.979965,,65.228996,65.228996,,,,0.0,0.0,0.0,0.0,,,254.410011,,,254.410011,319.639008,558.403015,558.403015,0.0,0.0,,0.0,,,,,,0.0,558.403015,878.042023,0.0,1598.459961,,,0.0,35.421001,4.666,1638.546963,0.0,1638.546963,2516.588985,
06/30/2004,6679.520996,984.330017,675.905029,308.424988,140.649994,140.649994,,0.0,0.0,0.0,0.0,0.0,62.640999,,,,1187.620972,257.583008,,,485.487,,,4748.830078,4717.763184,4421.837891,295.925293,31.066895,5491.900085,,92.799004,92.799004,,,,0.0,0.0,0.0,0.0,,,389.113991,,,389.113991,481.912994,448.279999,448.279999,0.0,0.0,,0.0,,,,,,0.0,448.279999,930.192993,0.0,5797.219238,,,0.0,22.867001,-70.757999,5749.328239,0.0,5749.328239,6679.521233,
09/30/2004,6771.211914,958.511993,667.713989,290.798004,162.039993,,,0.0,0.0,0.0,0.0,0.0,66.490997,,,,1187.042969,269.729004,,,588.151978,,,4726.288086,4695.179199,4420.987793,274.191406,31.108887,5584.169067,,105.390999,105.390999,,,,0.0,0.0,0.0,0.0,,,407.877007,,,407.877007,513.268005,448.578003,448.578003,0.0,0.0,,0.0,,,,,,0.0,448.578003,961.846008,0.0,5781.855957,,,0.0,71.625999,-44.115999,5809.365957,0.0,5809.365957,6771.211966,
12/31/2004,6999.713867,1117.841003,713.182007,404.658997,187.306,,,0.0,0.0,0.0,0.0,0.0,108.585999,,,,1413.733032,275.612,426.281006,-150.669006,595.234009,,,4715.134766,4683.90918,4427.930176,255.979004,31.225586,5585.980774,,113.889999,113.889999,,,,0.0,0.0,0.0,0.0,,,388.947006,,,388.947006,502.837006,400.0,400.0,0.0,0.0,,104.139999,,,,,,104.139999,504.139999,1006.977005,0.0,5888.220215,,,0.0,137.626999,-33.110001,5992.737213,0.0,5992.737213,6999.714218,
03/31/2005,7161.19,1254.849,819.548,435.301,184.789,184.789,,0.0,0.0,0.0,0.0,0.0,114.962,,,,1554.6,286.438,,,603.655,,,4716.497,4685.198,4433.53,251.668,31.299,5606.59,,106.723,106.723,,,,0.0,0.0,0.0,0.0,,,409.061,,,409.061,515.784,479.111,479.111,0.0,0.0,,31.339,,,,,,31.339,510.45,1026.234,0.0,5948.635,,,0.0,213.062,-26.741,6134.956,0.0,6134.956,7161.19,
06/30/2005,7383.816,1302.526,857.061,445.465,205.366,205.366,,0.0,0.0,0.0,0.0,0.0,106.54,,,,1614.432,291.705,,,580.124,,,4897.555,4859.165,4576.088,283.077,38.39,5769.384,,116.145,116.145,,,,0.0,0.0,0.0,0.0,,,437.921,,,437.921,554.066,476.388,476.388,0.0,0.0,,30.476,,,,,,30.476,506.864,1060.93,0.0,6045.41,,,0.0,302.073,-24.597,6322.886,0.0,6322.886,7383.816,
09/30/2005,7817.799,1386.12,888.404,497.716,240.888,240.888,,0.0,0.0,0.0,0.0,0.0,114.435,,,,1741.443,296.234,,,598.969,,,5181.153,5142.827,4826.579,316.248,38.326,6076.356,,149.042,149.042,,,,0.0,,,,,,434.496,,,434.496,583.538,0.0,,,,,523.362,,,,,,523.362,523.362,1106.9,0.0,6355.32,,,0.0,386.126,-30.547,6710.899,0.0,6710.899,7817.799,
12/31/2005,8183.611,1428.765,918.401,510.364,268.907,268.907,,0.0,0.0,0.0,0.0,0.0,191.115,,,,1888.787,319.9,481.2,-161.3,618.342,,,5356.582,5149.621,4879.701,269.92,206.961,6294.824,,165.172,165.172,,,,0.0,0.0,0.0,0.0,,,462.229,,,462.229,627.401,399.959,399.959,0.0,0.0,,68.017,,,,,,68.017,467.976,1095.377,0.0,7458.668,,,0.0,-344.41,-26.024,7088.234,0.0,7088.234,8183.611,
03/31/2006,8035.764,1414.901,904.295,510.606,304.75,304.75,,0.0,0.0,0.0,0.0,0.0,133.921,,,,1853.572,321.388,,,623.269,,,5237.535,5149.606,4904.306,245.3,87.929,6182.192,,160.278,160.278,,,,0.0,0.0,0.0,0.0,,,471.098,,,471.098,631.376,399.944,399.944,0.0,0.0,,84.845,,,,,,84.845,484.789,1116.165,0.0,,,,0.0,,6919.599,6919.599,0.0,6919.599,8035.764,
06/30/2006,7040.271,1635.959,1087.614,548.345,250.818,250.818,,0.0,0.0,0.0,0.0,0.0,170.272,,,,2057.049,328.953,,,611.663,,,4042.606,3844.609,3627.255,217.354,197.997,4983.222,,136.614,136.614,,,,0.0,0.0,0.0,0.0,,,526.981,,,526.981,663.595,399.944,399.944,0.0,0.0,,75.142,,,,,,75.142,475.086,1138.681,0.0,7571.499,,,0.0,-1661.491,-8.418,5901.59,0.0,5901.59,7040.271,
09/30/2006,7205.848,1847.573,1333.355,514.218,285.459,285.459,,0.0,0.0,0.0,0.0,0.0,161.909,,,,2294.941,335.83,,,566.475,,,4008.602,3817.995,3625.038,192.957,190.607,4910.907,,159.512,159.512,,,,0.0,0.0,0.0,0.0,,,531.151,,,531.151,690.663,399.944,399.944,0.0,0.0,,88.338,,,,,,88.338,488.282,1178.945,0.0,7631.587,,,0.0,-1603.217,-1.467,6026.903,0.0,6026.903,7205.848,
12/31/2006,7368.395,2040.243,1596.333,443.91,249.445,249.445,,0.0,0.0,0.0,0.0,0.0,232.118,,,,2521.806,349.9,555.2,-205.3,574.061,,,3922.628,3793.854,3624.652,169.202,128.774,4846.589,,179.553,179.553,,,,0.0,0.0,0.0,0.0,,,583.064,,,583.064,762.617,399.944,399.944,0.0,0.0,,90.75,,,,,,90.75,490.694,1253.311,0.0,7646.053,,,0.0,-1532.235,1.266,6115.084,0.0,6115.084,7368.395,
03/31/2007,7474.335,2464.564,2037.839,426.725,257.838,257.838,,,,,,,214.922,,,,2937.324,360.665,,,259.364,,,3916.982,3794.667,3649.574,145.093,122.315,4537.011,,180.465,180.465,,,,,,,,,,568.764,,,568.764,749.229,399.944,,,,,127.477,,,,,,127.477,527.421,1276.65,,7711.833,,,,-1517.718,3.57,6197.685,,6197.685,7474.335,
06/30/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2007,6503.802,1622.238,1349.277,272.961,279.53,279.53,,0.0,0.0,0.0,0.0,0.0,203.149,,,,2104.917,389.661,,,130.101,,,3879.123,3658.7014,3658.602,0.0994,220.4216,4398.885,,205.671,205.671,,,,399.764,399.764,0.0,0.0,,,626.785,,,626.785,1232.22,0.0,0.0,0.0,0.0,,111.809,,,,,,111.809,111.809,1344.029,0.0,8083.625,,,0.0,-2936.232,12.38,5159.773,0.0,5159.773,6503.802,
12/31/2007,6885.406,1956.465,1716.11,240.355,379.759,379.759,,0.0,0.0,0.0,0.0,0.0,218.891,,,,2555.115,401.818,678.218,-276.4,59.329,,,3869.144,3658.6798,3658.602,0.0778,210.4642,4330.291,,219.101,219.101,,,,399.496,399.496,0.0,0.0,,,761.246,,,761.246,1379.843,0.0,0.0,0.0,0.0,,151.703,,,,,,151.703,151.703,1531.546,0.0,8154.937,,,0.0,-2813.328,12.251,5353.86,0.0,5353.86,6885.406,
03/31/2008,7059.186,2184.189,2037.414,146.775,369.057,369.057,,0.0,0.0,0.0,0.0,0.0,213.516,,,,2766.762,407.591,,,42.894,,,3841.939,3736.402,3658.602,77.8,105.537,4292.424,,212.392,212.392,,,,399.44,399.44,0.0,0.0,,,789.899,,,789.899,1401.731,0.0,0.0,0.0,0.0,,175.164,,,,,,175.164,175.164,1576.895,0.0,8222.994,,,0.0,-2756.006,15.303,5482.291,0.0,5482.291,7059.186,
06/30/2008,7259.994,2303.653,2040.405,263.248,423.791,423.791,,0.0,0.0,0.0,0.0,0.0,216.34,,,,2943.784,422.429,,,45.177,,,3848.604,3700.602,3658.602,42.0,148.002,4316.21,,233.707,233.707,,,,0.0,0.0,0.0,0.0,,,794.364,,,794.364,1028.071,0.0,0.0,0.0,0.0,,226.603,,,,,,226.603,226.603,1254.674,0.0,8699.361,,,0.0,-2703.786,9.745,6005.32,0.0,6005.32,7259.994,
09/30/2008,6991.628,2020.937,1778.497,242.44,368.604,368.604,,0.0,0.0,0.0,0.0,0.0,212.75,,,,2602.291,427.211,,,110.744,,,3851.382,3694.002,3658.602,35.4,157.38,4389.337,,231.129,231.129,,,,0.0,0.0,0.0,0.0,,,751.616,,,751.616,982.745,0.0,0.0,0.0,0.0,,232.096,,,,,,232.096,232.096,1214.841,0.0,8777.992,,,0.0,-2995.858,-5.347,5776.787,0.0,5776.787,6991.628,
12/31/2008,7187.341,2191.98,2019.084,172.896,429.97,429.97,,0.0,0.0,0.0,0.0,0.0,194.256,,,,2816.206,436.433,814.333,-377.9,101.415,,,3833.287,3687.402,3658.602,28.8,145.885,4371.135,,249.854,249.854,,,,0.0,0.0,0.0,0.0,,,806.756,,,806.756,1056.61,0.0,0.0,0.0,0.0,,229.326,,,,,,229.326,229.326,1285.936,0.0,8811.502,,,0.0,-2905.852,-4.245,5901.405,0.0,5901.405,7187.341,
03/31/2009,7590.263,2175.245,1604.723,570.522,458.652,458.652,0.0,0.0,0.0,0.0,0.0,0.0,245.062,,10.555,48.744,2878.959,455.651,,,483.505,483.505,,3772.148,3672.436,3658.602,13.834,89.157,4711.304,,661.607,242.591,34.936,,384.08,0.0,0.0,,,,,714.178,181.937,,142.526,1375.785,0.0,0.0,,,,389.713,,,,,,207.776,389.713,1765.498,0.0,9060.094,0.005,9060.089,0.0,-3236.525,-1.433,5822.136,2.629,5824.765,7590.263,
06/30/2009,7225.762,1978.106,1554.151,423.955,429.13,429.13,0.0,0.0,0.0,0.0,0.0,0.0,187.913,,8.695,47.387,2595.149,448.296,,,420.498,0.0,420.498,3761.819,3677.196,3658.602,18.594,75.928,4630.613,,565.579,236.529,35.672,,293.378,0.0,0.0,,,,,496.266,152.622,,0.0,1061.845,0.0,0.0,,,,347.088,,,,,,194.466,347.088,1408.933,0.0,8881.813,0.005,8881.808,0.0,-3064.463,-0.521,5816.829,0.0,5816.829,7225.762,
09/30/2009,7414.447,2067.576,1618.59,448.986,373.241,373.241,0.0,0.0,0.0,0.0,0.0,0.0,212.954,,14.083,51.524,2653.771,449.814,,,531.509,0.0,531.509,3779.353,3674.497,3658.602,15.895,90.773,4760.676,,602.337,243.585,61.145,,297.607,0.0,0.0,,,,,480.932,162.363,,0.0,1083.269,0.0,0.0,,,,373.756,,,,,,211.393,373.756,1457.025,0.0,9006.356,0.005,9006.351,0.0,-3052.395,3.461,5957.422,0.0,5957.422,7414.447,
12/31/2009,7590.263,2175.245,1604.723,570.522,458.652,458.652,0.0,0.0,0.0,0.0,0.0,0.0,245.062,0.0,10.555,48.544,2878.959,455.651,,,483.505,0.0,483.505,3772.148,3672.436,3658.602,13.834,89.157,4711.304,,660.107,242.591,34.936,0.0,382.58,0.0,0.0,0.0,0.0,,,715.678,181.937,0.0,142.526,1375.785,0.0,0.0,0.0,0.0,,389.713,0.0,0.0,0.0,0.0,,207.776,389.713,1765.498,0.0,9060.094,0.005,9060.089,0.0,-3236.525,-1.433,5822.136,2.629,5824.765,7590.263,
03/31/2010,7678.735,2316.628,1723.949,592.679,402.934,402.934,0.0,0.0,0.0,0.0,0.0,0.0,277.418,,9.784,67.658,2996.98,457.957,,,450.45,0.0,450.45,3773.348,3671.274,3658.602,12.672,92.29,4681.755,,484.265,230.33,60.903,,193.032,0.0,0.0,,,,,770.887,169.92,,149.419,1255.152,0.0,0.0,,,,302.26,,,,,,132.34,302.26,1557.412,0.0,9267.589,0.005,9267.584,0.0,-3143.924,-4.466,6119.199,2.124,6121.323,7678.735,
06/30/2010,7744.327,2223.401,1660.086,563.315,391.545,391.545,0.0,0.0,0.0,0.0,0.0,0.0,284.36,,8.205,59.368,2899.306,466.172,,,512.817,,512.817,3866.032,3735.086,3711.726,23.36,122.741,4845.021,,540.213,243.228,53.577,,243.408,0.0,0.0,,,,,680.806,223.217,,134.828,1221.019,0.0,0.0,,,,351.503,,,,,,128.286,351.503,1572.522,0.0,9363.249,0.005,9363.244,0.0,-3181.733,-10.667,6170.849,0.956,6171.805,7744.327,
09/30/2010,7890.897,2099.437,1460.914,638.523,473.953,473.953,0.0,0.0,0.0,0.0,0.0,0.0,293.421,,0.0,109.766,2866.811,484.802,,,599.036,0.0,599.036,3940.248,3807.26,3759.631,47.629,132.988,5024.086,,502.494,251.431,29.762,,221.301,0.0,0.0,,,,,738.273,190.701,,143.836,1240.767,0.0,0.0,,,,333.231,,,,,,142.53,333.231,1573.998,0.0,9449.558,0.005,9449.553,0.0,-3137.836,4.427,6316.149,0.75,6316.899,7890.897,
12/31/2010,8467.851,2286.401,1811.887,474.514,596.622,596.622,0.0,0.0,0.0,0.0,0.0,0.0,331.347,0.0,0.0,169.412,3214.37,493.881,1065.4,-571.519,535.178,0.0,535.178,4224.422,4049.61,3927.807,121.803,174.812,5253.481,,809.112,292.27,25.0,0.0,491.842,0.0,0.0,0.0,0.0,,,662.864,224.165,0.0,0.0,1471.976,0.0,0.0,0.0,0.0,,387.075,0.0,0.0,0.0,0.0,,162.91,387.075,1859.051,0.0,9717.788,0.005,9717.783,0.0,-3108.337,-1.251,6608.2,0.6,6608.8,8467.851,
03/31/2011,9693.7,3437.94,2944.383,493.557,471.012,471.012,0.0,0.0,0.0,0.0,0.0,0.0,395.475,,,233.443,4304.427,516.445,,,645.609,0.0,645.609,4227.219,4070.786,3927.28,143.506,156.433,5389.273,,670.495,228.275,25.651,,416.569,0.0,0.0,,,,,733.249,217.024,,0.0,1403.744,998.923,998.923,,,,394.184,,,,,101.63,75.53,1393.107,2796.851,0.0,9998.13,0.005,9998.125,0.0,-3111.537,9.746,6896.339,0.51,6896.849,9693.7,
06/30/2011,9793.117,3469.847,2838.066,631.781,488.037,488.037,0.0,0.0,0.0,0.0,0.0,0.0,328.059,,,172.901,4285.943,544.389,,,750.603,0.0,750.603,4212.182,4064.619,3927.883,136.736,147.563,5507.174,,536.772,250.068,32.248,,254.456,0.0,0.0,,,,,892.576,222.802,,185.054,1429.348,998.96,998.96,,,,402.879,,,,,,180.077,1401.839,2831.187,0.0,10041.423,0.005,10041.418,0.0,-3090.731,10.77,6961.462,0.468,6961.93,9793.117,
09/30/2011,9707.092,3354.845,2722.449,632.396,444.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,332.745,,0.0,164.496,4131.59,576.415,,,775.457,,775.457,4223.63,4058.559,3928.525,130.034,165.071,5575.502,,526.703,262.594,36.742,,227.367,0.0,0.0,,,,,839.977,216.968,,166.953,1366.68,998.997,998.997,,,,403.231,,,,,,186.263,1402.228,2768.908,0.0,10011.741,0.005,10011.736,0.0,-3068.565,-5.468,6937.708,0.476,6938.184,9707.092,
12/31/2011,9983.82,3551.743,2910.42,641.323,577.386,577.386,0.0,69.1,52.4,0.0,16.7,0.0,241.432,0.0,,86.722,4439.661,598.581,1260.4,-661.819,740.659,0.0,740.659,4204.919,4051.258,3928.144,123.114,153.661,5544.159,,744.44,324.843,12.545,0.0,407.052,0.0,0.0,0.0,0.0,,,722.263,254.364,0.0,0.0,1466.703,999.034,999.034,0.0,0.0,,428.425,0.0,0.0,0.0,0.0,,174.061,1427.459,2894.162,0.0,10079.174,0.005,10079.169,0.0,-2972.402,-17.59,7089.182,0.476,7089.658,9983.82,
