Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1997,,,,,,29.65439,18.538234,,18.538234,15.118682,4.02316,4.221206,,18.445946,0.0,,
06/30/1997,,,,,,23.473271,9.421773,,9.421773,12.306512,0.193295,0.204682,,,0.0,,
09/30/1997,,,,,,24.593477,13.373092,,13.373092,12.736278,0.610988,0.641868,,4.761905,0.0,,
12/31/1997,,,,,,,22.344583,,22.344583,19.221205,-21.717374,-25.142779,,13.978232,0.0,,
03/31/1998,,,,,,46.370074,32.661962,41.113861,34.875378,27.899834,9.692836,10.462144,,20.001345,0.0,,
06/30/1998,,,,,,48.814692,35.410909,46.230662,37.069209,29.655744,10.356117,11.121139,,19.998986,0.0,,
09/30/1998,,,,,,48.083062,34.612328,47.330672,34.612328,27.212842,10.398638,11.100174,,21.378179,0.0,,
12/31/1998,,,,,,47.797494,38.864227,53.406139,38.864227,30.923536,11.465094,11.910398,,20.431877,0.0,,
03/31/1999,,7.975711,4.709131,12.508002,,47.452886,35.542884,40.897797,35.542884,27.551299,10.927157,11.501052,,22.484345,0.0,7.975711,
06/30/1999,,8.790151,5.129821,13.390058,,47.557456,36.821674,40.038579,36.821674,28.179893,11.995261,12.435958,,23.469279,0.0,8.790151,
09/30/1999,,9.847521,5.897582,15.138514,,45.951366,36.41672,39.516738,36.41672,27.72294,12.119245,12.51062,,23.873044,0.0,9.847521,
12/31/1999,,18.23756,9.533501,25.08152,,47.899436,45.076745,47.311003,45.076745,32.353577,14.974608,15.116947,,28.22557,0.0,18.23756,
03/31/2000,,17.568542,10.619178,25.971853,,45.492805,37.060461,39.178643,37.060461,28.533873,11.864887,12.270293,,23.007238,0.0,17.568542,
06/30/2000,,18.317522,10.945723,26.633598,,44.991343,35.794475,33.244655,35.794475,26.940885,12.268899,12.742349,,24.734515,0.0,18.317522,
09/30/2000,,18.609297,11.495652,28.454936,,44.407307,35.502223,33.092674,35.502223,26.836776,12.043995,12.470403,,24.40818,0.0,18.609297,
12/31/2000,,11.658861,6.65444,17.623652,,45.373855,36.245125,-50.313448,36.245125,27.283388,13.006686,13.441696,,24.725358,0.0,11.658861,
03/31/2001,,11.223393,6.885978,16.63644,,45.640055,35.441239,-47.800172,35.441239,27.312496,11.811998,12.193627,,22.935833,0.0,11.223393,
06/30/2001,,10.91098,6.232174,14.915852,,54.818717,35.771833,-36.136083,35.771833,27.091384,12.833266,13.020673,,24.266156,,,
09/30/2001,,10.210702,5.91824,14.435429,,46.691565,35.88172,-33.543515,35.88172,27.357533,12.53552,12.788868,,23.756348,,,
12/31/2001,,11.93907,6.337501,16.207234,,46.934719,36.231572,36.215752,43.464764,35.457479,12.010439,12.010439,,18.422476,0.0,11.93907,
03/31/2002,,12.123758,6.543972,16.647279,,47.111351,38.626441,58.653032,38.626441,30.097266,12.096553,12.793764,,22.081184,0.0,12.123758,
06/30/2002,,12.22397,6.178795,16.526,,47.78835,39.964662,58.544638,20.739348,12.443771,11.771697,12.443771,,39.999218,,,
09/30/2002,,12.276292,5.997182,16.662879,,44.732278,36.615983,41.715806,36.615983,28.880442,11.006835,11.601955,,21.126134,0.0,12.276292,
12/31/2002,,10.032631,4.655403,12.996244,,42.942462,35.690251,-36.909001,73.868962,66.0803,11.682111,11.682111,,10.543889,0.0,10.032631,
03/31/2003,,9.809844,4.201281,11.410345,,43.03972,34.808122,-85.197239,36.215484,27.947827,11.788983,12.401008,,22.829065,0.0,9.809844,
06/30/2003,,9.280478,3.9697,10.690292,,44.386938,36.286127,-72.1384,37.626445,29.302746,11.8448,12.484646,,22.12194,0.0,9.280478,
09/30/2003,,9.781125,4.080379,10.777679,,43.765228,36.468294,35.11678,39.188506,29.892954,12.762231,13.376685,,23.720097,0.0,9.781125,
12/31/2003,,10.201664,4.382595,11.817688,,48.109553,39.701261,61.979549,21.903809,12.923718,12.923718,12.923718,,40.997853,,,
03/31/2004,,13.488015,4.346316,11.672505,,44.383186,37.656164,45.210437,38.961606,30.212238,11.982801,12.590165,,22.456384,0.0,13.488015,
06/30/2004,,13.964667,4.5281,12.504302,,45.531086,38.464929,44.645419,39.598803,31.175544,11.932241,12.634222,,21.271501,0.0,13.964667,
09/30/2004,,13.121068,4.50456,13.063396,,42.771004,35.650448,32.793753,34.770667,27.667092,10.129277,10.655681,,20.429794,0.0,13.121068,
12/31/2004,,11.667187,4.468888,12.912944,,44.663641,38.519836,34.803335,42.068446,33.285565,12.64331,13.173754,,20.877597,0.0,11.667187,
03/31/2005,,14.581114,4.75161,13.209257,,40.554134,32.94546,21.079364,35.017757,27.24937,12.674345,12.674345,,22.184136,,,
06/30/2005,,15.205105,4.994828,13.640291,,39.856043,32.28799,16.477224,34.614923,27.214451,12.600297,12.600297,,21.379425,,,
09/30/2005,,15.911294,5.243715,14.04361,,38.154242,30.196561,18.953095,33.26115,26.109445,12.177204,12.177204,,21.501676,,,
12/31/2005,,15.614859,5.596588,14.664049,,41.418071,35.631683,29.647321,43.305712,34.608581,14.225845,14.809763,,20.083102,0.0,15.614859,
03/31/2006,,16.579972,5.963173,16.207434,,40.445688,33.16909,33.758995,40.284921,32.841082,12.674344,12.674344,,18.477979,0.0,16.579972,
06/30/2006,,20.84289,6.156782,16.862345,,40.113314,31.568165,29.565403,31.271458,25.02084,11.986945,11.986945,,19.988253,0.0,20.84289,
09/30/2006,,20.966681,5.883957,16.513125,,39.629511,30.597989,32.627283,32.783127,25.841535,11.819284,11.819284,,21.174282,0.0,20.966681,
03/31/2007,,,,,,39.57242,32.223366,12.611874,37.450678,30.071024,11.819763,12.565449,,19.704993,0.0,,
06/30/2007,,,,,,42.900888,31.848406,33.489122,42.084812,34.663191,12.636968,12.636968,,17.634914,0.0,,
09/30/2007,,,,,,42.309862,31.71887,36.542623,40.410874,33.173999,12.32187,12.32187,,17.908236,0.0,,
12/31/2007,,,,,,48.669835,40.35238,,50.053492,40.145896,15.893827,16.869824,,19.794014,0.0,,
03/31/2008,,21.628992,6.023483,17.813348,,37.515894,29.359462,,28.627318,22.751901,9.319353,10.004261,,20.523812,0.0,21.628992,
06/30/2008,,19.217182,5.623061,16.320912,,37.19333,29.631177,-48.271489,36.220753,29.25554,11.210044,11.859799,,19.229897,0.0,19.217182,
09/30/2008,,15.538325,4.560931,13.119063,,37.390656,28.530197,-43.289939,23.536859,14.537482,5.663563,6.079183,,38.235248,0.0,15.538325,
12/31/2008,,-0.1901,-0.0401,4.847776,,25.013541,10.765082,-77.868085,-57.192502,-31.694899,-37.446675,-41.470972,,,,,
03/31/2009,,-2.396185,-0.841009,3.153481,,31.409441,25.059532,-35.102753,15.216137,13.021432,3.431853,3.431853,,14.423537,0.0,-2.396185,
06/30/2009,,-4.401828,-1.559444,2.017039,,30.899496,25.290937,-39.251688,30.407064,27.950369,5.455512,5.455512,,8.079355,0.0,-4.401828,
09/30/2009,,-4.230072,-1.42453,2.914986,,34.256717,28.986807,-26.673523,33.673164,31.205595,8.17112,8.17112,,7.327998,0.0,-4.230072,
12/31/2009,,5.846475,1.801228,7.787898,,37.499285,32.756337,136.061107,33.946162,26.799451,10.054852,10.054852,,21.053075,0.0,5.846475,
03/31/2010,,6.36206,2.067002,8.705433,,32.031873,27.290837,32.781799,25.776892,21.035857,6.972112,6.972112,,18.392581,0.0,6.36206,
06/30/2010,,6.561146,2.121752,7.454246,,32.761217,28.846733,34.315344,22.613671,17.524842,7.588076,7.588076,,22.503329,0.0,6.561146,
09/30/2010,,7.192794,2.448197,7.383205,,33.803612,26.975169,23.780661,26.241535,19.469526,9.593679,9.593679,,25.806452,0.0,7.192794,
12/31/2010,,9.533662,3.199278,8.221898,,33.032319,27.091255,19.222559,34.672053,25.499049,14.73384,14.73384,,26.456477,0.0,9.533662,
03/31/2011,,11.048083,3.513359,8.99355,,35.37415,29.298616,32.173417,27.234342,20.971147,9.171945,9.171945,,22.997416,0.0,11.048083,
06/30/2011,,10.874078,3.519283,8.968664,,35.885788,30.283366,33.947773,27.601125,21.847285,9.842094,9.842094,,20.846395,0.0,10.874078,
09/30/2011,,10.614987,3.703358,9.510154,,36.756887,30.449493,51.178451,24.142098,19.357177,9.690672,9.690672,,19.81982,0.0,10.614987,
12/31/2011,,9.001637,3.143246,8.640907,,32.281312,23.658052,-102.173913,27.087475,22.142147,10.014911,10.014911,,18.256881,0.0,9.001637,
03/31/2012,,9.013136,3.119627,8.705657,,34.139334,26.047402,-187.209302,28.154178,22.264783,8.953795,8.953795,,20.918367,0.0,9.013136,
06/30/2012,,6.73999,2.274285,7.314506,,33.356611,5.819367,-351.681957,14.641527,14.175978,1.536313,1.536313,,3.17965,0.0,6.73999,
09/30/2012,,7.450624,2.494043,8.003014,,35.780013,29.895142,25.607477,29.424353,25.272844,11.748342,11.748342,,14.109091,0.0,7.450624,
12/31/2012,,8.941319,3.049272,8.846017,,32.87169,25.845214,35.778781,36.069246,28.370672,15.274949,15.824847,,21.343874,0.0,8.941319,
03/31/2013,,10.096912,3.478793,9.743367,,37.216249,29.96814,49.349112,33.293509,25.826364,12.425329,12.425329,,22.42823,0.0,10.096912,
06/30/2013,,12.944871,4.397899,10.866076,,43.216266,29.833641,122.441652,31.866913,24.805915,11.959335,11.959335,,22.157773,0.0,12.944871,
09/30/2013,,14.129639,4.511914,11.165538,,37.182741,30.656273,34.875445,33.973894,28.35388,13.633067,13.633067,,16.542156,0.0,14.129639,
12/31/2013,,17.091788,5.765279,12.973245,,31.481481,25.774411,25.436893,56.666667,41.936027,26.632997,26.632997,,25.995247,0.0,17.091788,
03/31/2014,,16.455835,5.843064,13.335368,,37.969988,32.709492,47.854785,35.120553,26.875738,13.016355,13.016355,,23.475756,0.0,16.455835,
06/30/2014,,17.431446,6.400112,14.153576,,36.240767,31.180261,38.824764,37.576615,27.974226,15.574415,15.574415,,25.554161,0.0,17.431446,
09/30/2014,,18.915707,6.659414,14.709421,,40.184289,35.014837,62.119504,39.575199,29.657973,16.117445,16.117445,,25.059195,0.0,18.915707,
12/31/2014,,18.991011,6.450784,13.838539,,37.632564,30.988771,96.610169,48.783531,40.283843,26.918278,26.918278,,17.423274,0.0,18.991011,
03/31/2015,,20.163586,7.125854,14.495011,,41.511811,36.440945,89.260143,45.716535,34.755906,20.15748,20.15748,,23.975198,0.0,20.163586,
06/30/2015,,20.492592,7.391214,14.595389,,35.245902,30.188679,,40.519641,29.369007,19.904114,19.904114,,27.519084,0.0,20.492592,
09/30/2015,,20.433401,7.448299,14.816538,,40.809003,35.10031,-33.088235,40.629587,31.153156,17.566466,17.566466,,23.323966,0.0,20.433401,
12/31/2015,,18.736846,6.61904,13.33269,,55.510342,32.756867,-10.700389,49.033571,38.657172,25.008477,25.008477,,21.161826,0.0,18.736846,
03/31/2016,,17.98345,6.261068,12.090587,,38.577191,32.783278,-58.705357,42.26256,31.811514,19.068574,19.068574,,24.72885,0.0,17.98345,
06/30/2016,,16.786958,5.950298,12.0224,,38.891897,32.809962,-14.486486,42.573543,33.134813,19.545208,19.545208,,22.170411,0.0,16.786958,
09/30/2016,,16.087076,5.927383,11.687913,,37.249862,31.393428,-64.619883,41.527446,32.293005,20.23132,20.23132,,22.236958,0.0,16.087076,
12/31/2016,,14.642155,5.72328,10.970558,,37.488643,31.582773,-49.113924,51.226604,37.415955,27.294203,27.294203,,26.959915,0.0,14.642155,
03/31/2017,,15.223455,5.889194,10.952381,,37.148631,29.244921,-111.016949,48.543503,37.102338,22.505971,23.476428,,23.568891,9.257143,13.814198,
06/30/2017,,15.622747,6.110278,11.301613,,39.586618,32.128514,-92.063492,48.722161,37.312888,22.122964,23.05586,,23.41701,8.915281,14.229935,
09/30/2017,,15.400429,6.160425,11.68747,,41.6937,34.79418,132.804233,50.195174,38.466998,21.410278,22.249823,,23.365147,8.899522,14.029864,
12/31/2017,,18.533151,7.903181,13.955322,,39.082933,34.663135,66.171004,43.701374,65.187883,52.209899,52.209899,,,3.512999,17.882081,
03/31/2018,,19.832275,8.385786,14.476599,,37.116264,29.959377,35.362319,48.66283,37.914692,24.983671,25.897089,,22.086957,10.705882,17.709055,
06/30/2018,,19.637258,8.30238,14.515352,,40.459923,33.264213,53.398058,41.351305,35.458787,19.496751,20.217729,,14.249896,13.846154,16.918253,
09/30/2018,,19.606111,8.240044,14.380525,,39.032097,30.892212,,43.046244,34.708613,20.771661,21.471549,,19.36901,12.754203,17.105508,
12/31/2018,,6.692675,2.879228,7.580839,,35.258682,25.096101,-125.086505,-11.641955,-18.085301,-26.807229,-27.695405,,,,,
03/31/2019,,-3.232904,-1.355374,2.592908,,38.353894,31.946235,-7.337526,-35.868164,-24.489044,-36.972933,-36.972933,,,,,
06/30/2019,,-3.48163,-1.473644,2.220433,,38.131441,33.620544,49.242424,36.475756,30.444332,18.195641,18.195641,,16.535433,15.153203,-2.954052,
09/30/2019,,-4.727729,-1.94971,1.648712,,40.491803,33.163362,-7.854406,36.373938,30.613787,15.71949,16.298395,,15.835929,18.688297,-3.844197,
12/31/2019,,0.491016,0.197825,4.692569,,37.155716,20.588783,-277.083333,17.570337,17.868455,4.050405,4.192286,,,69.546667,0.149531,
03/31/2020,,6.56493,2.650518,7.693421,,39.069584,34.003548,-2.793296,8.318549,7.884881,-3.075103,-3.075103,,5.21327,,,
06/30/2020,,4.075658,1.627704,5.825384,,36.022076,18.672014,-80.503145,14.884135,14.148841,6.516663,6.840463,,4.94012,1.537459,4.012996,
