Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
03/31/2011,,-20.344,3.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2011,,-24.562,3.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2011,,-57.335,6.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2011,,-26.061,10.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2012,,-21.521,14.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2012,,-27.583,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2012,-10.303,-21.59,19.956,4.88,4.268,0.009,0.603,-13.549,-13.732,0.0,-2.215,2.398,0.0,73.042,-13.555,0.0,0.0,0.0,-13.555,-13.555,0.0,0.0,0.0,0.0,-0.028,0.0,-0.028,0.0,86.625,-10.897,0.0,-11.397,0.0,0.0,-11.397,0.5,0.5,0.0,0.0,0.19,52.032,0.849,
12/31/2012,5.362,-8.705,21.001,7.544,5.346,-0.974,3.172,-14.478,-24.6,0.0,3.745,6.377,0.0,15.046,-10.511,0.0,0.0,0.0,-10.511,-10.511,0.0,0.0,0.0,0.0,-1.825,0.0,-1.825,0.0,27.382,-12.076,0.0,-12.844,0.0,0.0,-12.844,0.768,0.768,0.0,0.0,-0.219,8.113,1.179,
03/31/2013,2.615,-27.026,22.73,14.927,12.922,-0.436,2.441,-8.016,-0.972,0.0,-4.42,-2.624,0.0,-77.146,-11.622,0.0,0.0,0.0,-11.622,-11.622,0.0,0.0,0.0,0.0,0.178,0.0,0.178,0.0,-65.702,-9.919,0.0,-14.658,0.0,0.0,-14.658,4.739,4.739,0.0,0.0,-0.63,-85.08,,
06/30/2013,7.044,-42.225,25.917,23.989,22.646,-0.072,1.415,-0.637,-10.377,0.0,2.497,7.243,0.0,54.672,-15.139,0.0,0.0,0.0,-15.139,-15.139,0.0,0.0,0.0,0.0,-2.5,0.0,-2.5,0.0,72.311,-15.451,0.0,-16.41,0.0,0.0,-16.41,0.959,0.959,0.0,0.0,-0.004,46.261,,
09/30/2013,-5.393,-64.601,29.023,43.21,43.602,0.016,-0.408,-13.025,-22.913,0.0,-6.369,16.257,0.0,13.591,-19.867,0.0,0.0,0.0,-19.867,-19.867,0.0,0.0,0.0,0.0,-5.75,0.0,-5.75,0.0,39.208,-18.06,0.0,-18.174,0.0,0.0,-18.174,1.239,1.239,0.0,-1.125,1.057,-8.805,4.761,
12/31/2013,-2.868,-511.471,33.224,515.057,521.197,-8.41,2.27,-39.678,-77.798,0.0,16.249,21.871,0.0,-1297.183,-29.116,0.0,0.0,0.0,-29.116,-29.116,0.0,0.0,0.0,0.0,-36.0,0.0,-36.0,0.0,-1232.067,1985.606,0.0,-21.203,0.0,0.0,-21.203,2021.446,2021.446,0.0,-14.637,-0.249,685.306,2.089,
03/31/2014,42.683,-132.362,39.951,129.412,126.369,0.01,3.033,5.682,8.861,0.0,-0.303,-2.876,0.0,112.963,-49.62,0.0,0.0,0.0,-49.62,-49.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.583,-36.473,0.0,-21.521,0.0,0.0,-21.521,1.35,1.35,0.0,-16.302,0.572,119.745,,
06/30/2014,81.697,-144.642,45.631,149.733,158.411,-7.747,-0.931,30.975,-46.074,0.0,1.71,75.339,0.0,-212.602,-44.457,0.0,0.0,0.0,-44.457,-44.457,0.0,0.0,0.0,0.0,-132.896,0.0,-132.896,0.0,-35.249,13.388,0.0,-21.365,0.0,0.0,-21.365,35.781,35.781,0.0,-1.028,1.738,-115.779,,
09/30/2014,-85.902,-175.464,60.155,180.595,169.602,-2.0,12.993,-151.188,-40.62,0.0,3.891,-114.459,0.0,-136.071,-38.762,0.0,0.0,0.0,-38.762,-38.762,0.0,0.0,0.0,0.0,-32.281,0.0,-32.281,0.0,-65.028,1635.635,0.0,1767.81,0.0,1800.0,-32.19,284.25,284.25,0.0,-416.425,-5.843,1407.819,,
12/31/2014,43.318,-125.352,62.428,193.686,177.215,0.128,16.343,-87.444,-99.75,0.0,12.761,-0.455,0.0,-861.562,-68.791,0.0,0.0,0.0,-68.791,-68.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-792.771,79.172,0.0,60.941,0.0,89.0,-28.059,38.951,38.951,0.0,-20.72,-2.999,-742.071,,
03/31/2015,92.181,-162.442,67.864,193.882,182.805,-1.942,13.019,-7.123,-4.159,0.0,-1.714,-1.25,0.0,59.219,-67.735,0.0,0.0,0.0,-67.735,-67.735,0.0,0.0,0.0,0.0,-28.927,0.0,-28.927,0.0,155.881,-35.971,0.0,-33.546,0.0,0.0,-33.546,3.749,3.749,0.0,-6.174,-18.748,96.681,,
06/30/2015,89.979,-136.663,76.049,171.552,175.143,-22.364,18.773,-20.959,-39.785,0.0,-9.723,28.549,0.0,-814.755,-92.605,0.0,0.0,0.0,-92.605,-92.605,0.0,0.0,0.0,0.0,2.627,0.0,2.627,0.0,-724.777,-4.881,0.0,-29.388,0.0,0.0,-29.388,24.813,24.813,0.0,-0.306,5.559,-724.098,,
