Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,,22415.8,20297.6,1668.3,,107.5,,342.4,1746.4,1249.6,,,4448.1,29859.9,,873.1,,23579.0,37.5,24489.6,524.4,,1300.0,748.5,27062.5,865.0,,,1640.3,292.1,2797.4,29859.9,
03/31/2004,,23780.7,21898.8,1608.9,0.0,77.2,0.0,195.8,1014.5,1233.4,,,4435.7,30464.3,,903.4,,23879.4,34.8,24817.6,461.2,,1296.5,742.1,27317.4,910.4,0.0,0.0,1647.4,589.1,3146.9,30464.3,
06/30/2004,,23219.5,21392.1,1586.9,0.0,72.4,0.0,168.1,878.0,1236.3,,,4601.9,29935.7,,907.5,,23890.5,33.6,24831.6,548.8,,790.0,590.6,26761.0,667.8,0.0,0.0,2532.8,-25.9,3174.7,29935.7,
09/30/2004,,23971.3,22215.2,1555.3,0.0,67.6,0.0,133.2,1096.9,1285.7,,,4572.3,30926.2,,922.3,,24022.0,31.9,24976.2,584.8,,788.6,847.8,27197.4,667.8,0.0,0.0,2537.3,523.7,3728.8,30926.2,
12/31/2004,,24306.300781,22501.3,1572.300049,0.0,68.3,0.0,164.399994,776.6,1284.099976,,,4388.5,30755.5,,,,25129.3,32.900002,25162.199219,55.0,433.9,703.9,498.299988,26853.299207,667.799988,0.0,0.0,2599.300049,635.099976,3902.200013,30755.49922,
03/31/2005,,24606.9,22851.2,1553.3,,68.1,,134.3,287.4,1226.7,,,4580.7,30701.7,,884.9,,24251.4,31.0,25167.3,427.7,,758.4,553.4,26906.8,667.8,,,2601.6,525.5,3794.9,30701.7,
06/30/2005,,24898.9,23176.8,1556.9,,33.8,,131.4,790.4,1213.9,,,4179.2,31082.4,,863.7,,24307.1,30.1,25200.9,452.1,,758.8,476.1,26887.9,667.8,,,2604.5,922.2,4194.5,31082.4,
09/30/2005,,24992.2,22833.9,1673.9,,33.3,,451.1,204.4,1209.4,,,4405.6,30811.6,,848.7,,24345.8,30.0,25224.5,352.5,,772.7,507.7,26857.4,667.8,,,2606.6,679.8,3954.2,30811.6,
12/31/2005,,25041.2,23210.5,1694.0,0.0,27.1,0.0,109.6,273.0,1202.9,,,5008.2,31525.3,,842.1,,24527.0,29.8,25398.9,315.1,,851.5,440.0,27005.5,667.8,0.0,0.0,3195.6,656.4,4519.8,31525.3,
03/31/2006,,24726.2,22814.6,1752.2,,33.0,,126.4,124.7,1206.1,,,5314.3,31371.3,,846.8,,24587.5,30.1,25464.4,314.7,,805.3,503.6,27088.0,667.8,,,3199.9,415.6,4283.3,31371.3,
06/30/2006,,24361.7,22359.1,1871.3,,33.4,,97.9,245.4,1180.5,,,5763.6,31551.2,,822.9,,24616.3,28.8,25468.0,350.4,,805.5,630.7,27254.6,667.8,,,3466.4,162.4,4296.6,31551.2,
09/30/2006,,25367.6,23343.3,1895.8,,26.7,,101.8,251.6,1197.8,,,5489.2,32306.2,,796.7,,24875.2,28.9,25700.8,380.7,,805.6,706.4,27593.5,667.8,,,3469.8,575.1,4712.7,32306.2,
12/31/2006,,25736.4,23478.1,2054.7,0.0,24.8,0.0,178.8,385.9,1195.3,,,5406.4,32724.0,,835.0,,25129.1,28.9,25993.0,418.3,,1000.8,611.8,28023.9,667.8,0.0,0.0,3469.5,562.8,4700.1,32724.0,
03/31/2007,,26284.6,24006.0,2074.3,0.0,29.7,0.0,174.6,293.3,1216.9,,,5359.4,33154.2,,848.0,,25219.2,28.7,26095.9,647.7,,999.3,687.3,28430.2,667.8,0.0,0.0,3456.6,599.6,4724.0,33154.2,
06/30/2007,,26015.8,23625.2,2146.9,0.0,40.2,0.0,203.5,552.3,1209.4,,,5660.4,33437.9,,847.4,,25413.0,28.6,26289.0,868.9,,1197.8,706.9,29062.6,0.0,0.0,0.0,4128.3,247.0,4375.3,33437.9,
09/30/2007,,26286.8,21202.9,2303.8,0.0,35.5,0.0,2744.6,418.1,4012.5,,,5444.2,36161.6,,901.4,,25659.1,28.3,26588.8,913.7,,1195.7,3159.7,31857.9,0.0,0.0,0.0,4096.5,207.2,4303.7,36161.6,
12/31/2007,,20918.7,18525.3,2226.2,0.0,34.5,0.0,132.7,383.0,3794.0,0.0,0.0,8875.5,33971.2,,909.7,0.0,22717.8,27.4,23654.9,913.0,409.5,1193.7,3564.2,29735.3,0.0,0.0,0.0,4070.5,165.4,4235.9,33971.2,
03/31/2008,,23153.5,20520.5,2510.4,0.0,34.4,0.0,88.2,549.8,3857.1,,,5705.2,33265.6,,945.1,,25747.4,25.0,26717.5,848.3,,1191.7,568.4,29325.9,0.0,0.0,0.0,4072.4,-132.7,3939.7,33265.6,
06/30/2008,,23124.8,20414.9,2586.9,0.0,34.3,0.0,88.7,295.3,3774.3,,,5486.6,32681.0,,971.3,,25793.4,24.6,26789.3,824.2,,1189.7,495.7,29298.9,0.0,0.0,0.0,4075.5,-693.4,3382.1,32681.0,
