Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
06/30/1995,6.375,-6.849315,6.84375,7.25,6.375,1276.070995,200.115997,,,,
09/30/1995,6.59375,3.431373,6.375,7.28125,5.90625,1320.4908,200.167999,,,,
12/31/1995,7.46875,13.270142,6.625,7.625,5.65625,1499.66531,200.264008,,,,
03/31/1996,8.125,8.786611,7.5,8.34375,6.71875,1636.277504,200.792007,,,,
06/30/1996,9.4375,16.153846,8.09375,9.59375,8.03125,1903.204014,201.388,,,,
09/30/1996,10.5625,11.92053,9.4375,10.625,9.34375,2398.025476,201.664001,,,,
12/31/1996,11.96875,13.313609,10.5625,12.25,10.40625,2721.885254,227.031998,,,,
03/31/1997,9.4375,-21.148825,11.90625,12.5,9.375,2146.80473,227.416,,,,
06/30/1997,9.671875,2.483444,9.4375,10.9375,8.0625,2200.19675,227.475998,,,,
09/30/1997,11.1875,15.670436,9.8125,11.890625,9.53125,2546.185447,227.483994,,,,
12/31/1997,8.8125,-21.22905,11.203125,11.5,8.046875,2005.654458,227.591995,,,,
03/31/1998,10.40625,18.085106,8.875,11.546875,8.1875,2364.008595,227.591995,,,,
06/30/1998,9.5,-8.708709,10.40625,11.1875,8.828125,2164.708,227.171997,,,,
09/30/1998,7.96875,-16.118421,9.375,9.5625,5.65625,1816.141907,227.863998,,,,
12/31/1998,6.15625,-22.745098,7.953125,8.859375,5.484375,1403.1571,227.908005,,,,
03/31/1999,7.25,17.766497,6.09375,7.859375,4.8125,1652.449,227.923996,,,,
06/30/1999,7.046875,-2.801724,7.21875,8.75,6.21875,1606.405625,227.923996,,,,
09/30/1999,7.25,2.882483,7.015625,8.46875,6.75,1654.305,227.960007,,,,
12/31/1999,5.359375,-26.077586,7.296875,7.296875,4.78125,1222.923625,228.179993,,,,
03/31/2000,8.203125,53.061224,5.359375,8.40625,4.796875,1828.017187,228.184006,,,,
06/30/2000,9.3125,13.52381,8.203125,10.59375,7.28125,2080.7105,222.844406,,,,
09/30/2000,9.28125,-0.33557,9.3125,10.375,7.21875,2077.44075,223.432007,,,,
12/31/2000,11.5,23.905724,9.34375,12.09375,8.671875,2580.186,223.830795,,,,
03/31/2001,10.4325,-9.282609,11.4375,12.7725,9.90625,2361.29205,223.830795,,,,
06/30/2001,8.8375,-15.288761,10.525,11.3,8.5625,2000.63325,226.339996,,,,
09/30/2001,7.7475,-12.333805,8.8875,9.5475,6.875,1754.00301,226.378799,,,,
12/31/2001,8.8225,13.875444,7.695,10.0,7.5,2011.74174,226.394806,,,,
03/31/2002,9.765,10.682913,8.76,10.0,7.69,2229.31044,228.030807,,,,
06/30/2002,9.0125,-7.706093,9.75,10.19,8.675,2065.2324,228.298004,,,,
09/30/2002,8.4925,-5.769764,8.9875,9.085,6.6625,1946.17527,229.150406,,,,
12/31/2002,9.3875,10.538711,8.5,10.125,7.8875,2153.9431,229.163193,,,,
03/31/2003,8.5725,-8.681758,9.475,9.655,8.2675,1967.93739,229.5504,,,,
06/30/2003,9.45,10.23622,8.5725,10.1925,8.0925,2134.7928,229.562393,,,,
09/30/2003,9.575,1.322751,9.4475,10.0,8.8425,2165.3288,225.905197,,,,
12/31/2003,11.1075,16.005222,9.5875,11.4975,9.37,2541.57372,227.007599,214.0852,,,
03/31/2004,11.775,6.009453,11.05,12.1175,10.6625,2730.161391,230.841995,207.6752,,,
06/30/2004,12.75,8.280255,11.8,13.015,10.9025,2971.349556,232.186005,221.476,,,
09/30/2004,14.56,14.196078,12.825,14.705,12.2425,3419.03744,233.692398,222.6204,,,
12/31/2004,15.415,5.872253,14.5475,16.15,14.155,7278.647424,235.263596,224.1876,,,
03/31/2005,17.005,10.314629,15.3375,17.6475,13.89,4034.882869,236.175995,219.7608,,,
06/30/2005,18.9125,11.217289,17.25,19.72,15.65,6597.285957,347.664001,333.8552,,,
09/30/2005,23.45,23.992069,18.9475,23.93,18.9375,8215.983131,349.246399,337.9466,,,
12/31/2005,20.15,-14.072495,23.505,24.375,17.575,7077.670493,349.885986,338.5518,,,
03/31/2006,21.96,8.98263,20.35,23.455,19.16,7783.305594,352.091614,339.4922,,,
06/30/2006,23.43,6.693989,22.15,24.665,18.07,8297.295187,354.299591,347.1846,,,
09/30/2006,22.795,-2.710201,23.55,25.855,20.9,7981.235142,353.187012,346.8122,,,
12/31/2006,24.535,7.633253,22.475,27.32,20.885,8451.507806,347.628815,342.1896,,,
03/31/2007,29.825,21.561035,24.145,30.855,23.02,10231.334662,340.811798,335.6188,,,
06/30/2007,31.195,4.593462,29.95,32.855,29.195,10710.088073,341.724396,336.5924,,,
09/30/2007,35.02,12.26158,31.215,35.65,28.605,12038.572205,342.232391,337.1004,,,
12/31/2007,39.76,13.535123,35.11,40.855,34.185,13696.003467,342.899414,337.761,,,
03/31/2008,36.4,-8.450704,40.035,41.410938,32.49,12594.4,343.67099,338.3914,,,
06/30/2008,50.28,38.131868,36.81,52.555,35.975,17396.88,344.424591,339.1784,,,
09/30/2008,27.795,-44.71957,50.22,52.25,25.11,9617.07,345.394196,340.148,,,
12/31/2008,24.61,-11.458895,27.83,27.83,15.446594,8515.06,345.490997,340.2224,,,
03/31/2009,26.94,9.467696,24.76,29.12,20.165,9375.12,345.827393,340.3002,,,
06/30/2009,29.485,9.446919,26.43,34.535,25.43,10260.78,346.69519,341.168,,,
09/30/2009,32.98,11.853485,29.885,35.175,25.74525,11477.04,346.789215,341.322,,,
12/31/2009,35.61,7.97453,32.91,37.045,31.125,12463.5,346.95459,341.4468,,,
03/31/2010,36.5,2.499298,36.225,39.595,34.19,12848.0,348.888214,343.1408,,,
06/30/2010,30.165,-17.356164,36.94,40.75,28.115,10618.08,349.249207,343.442,,,
09/30/2010,37.545,24.46544,30.105,38.815,29.61,13215.84,349.6008,343.7308,,,
12/31/2010,43.04,14.63577,37.98,44.5,37.535,15150.08,350.189789,344.223,,,
03/31/2011,48.325,12.279275,43.055,49.495,40.635,17107.05,351.493011,345.4744,,,
06/30/2011,44.815,-7.263321,46.965,49.36,41.25,15864.51,352.932404,346.9138,,,
09/30/2011,35.4,-21.008591,44.825,50.635,34.625,12531.6,353.027405,347.0288,,,
12/31/2011,47.195,33.319209,34.945,49.584,32.956,16801.42,353.291199,347.3002,,,
03/31/2012,48.89,3.591482,48.435,52.73,46.785,17502.62,353.916992,347.7416,,,
06/30/2012,42.41,-13.254244,48.84,50.49,38.415,7591.39,353.916992,347.654,,,
09/30/2012,46.355,9.302051,42.5,48.8,41.165,8297.545,355.655609,349.4038,,,
12/31/2012,50.87,9.74005,45.53,51.54125,45.0,18211.46,355.655609,349.5274,,,
03/31/2013,57.83,13.681934,51.715,58.32,50.93,20818.8,357.42981,351.0048,,,
06/30/2013,60.04,3.821546,58.175,61.77,52.62,21674.44,357.547394,350.898,,,
09/30/2013,67.01,11.608927,60.31,68.43,59.85,24190.61,358.971649,352.3252,,,
12/31/2013,68.11,1.641546,67.06,78.01,64.36,24655.82,359.276947,352.6568,,,
03/31/2014,71.04,4.301865,67.86,71.98,60.14,25787.52,360.650787,353.7756,,,
06/30/2014,77.46,9.037162,71.07,79.63,68.83,28195.44,360.740082,353.8573,,,
09/30/2014,68.36,-11.747999,77.83,77.93,65.67,24883.04,361.7323,354.8647,,,
12/31/2014,47.43,-30.61732,68.34,68.73,42.11,17264.52,361.856659,354.9538,,,
03/31/2015,48.9,3.099304,47.07,52.417,41.01,19071.0,387.845978,380.7896,,,
06/30/2015,42.68,-12.719836,49.27,53.675,42.126312,16645.2,387.004517,379.9611,,,
09/30/2015,30.18,-29.287723,43.03,43.03,29.13,13007.58,428.033905,420.8702,,,
12/31/2015,32.93,9.111995,30.69,39.85,29.56,14216.4906,428.033905,420.8514,,,
03/31/2016,31.41,-4.615852,32.64,35.04,23.77,13600.53,433.589203,426.3564,,,
06/30/2016,35.87,14.1993,30.56,38.62,29.47,15531.71,429.592255,422.3706,,,
09/30/2016,35.74,-0.36242,35.9,37.5,32.71,15475.42,429.671814,422.5023,,,
12/31/2016,38.06,6.491326,35.91,42.03,33.75,16493.697852,429.701813,422.5237,,,
03/31/2017,34.34,-9.774041,38.64,40.89,32.33,14937.9,435.481903,429.1457,,,
06/30/2017,28.3,-17.588818,34.23,35.74,27.66,13867.0,486.415,480.739354,12705.157025,431.4145,
09/30/2017,28.36,0.212014,28.47,30.06,22.985,13896.4,486.545,480.870354,,,
12/31/2017,29.14,2.750353,27.88,29.58,25.36,14278.6,486.607284,481.284485,,,
03/31/2018,30.3,3.980782,29.4,33.46,24.285,14816.7,492.191992,486.288483,,,
06/30/2018,35.28,16.435644,29.94,37.67,28.59,17181.36,484.440673,478.510284,,,
09/30/2018,31.19,-11.592971,34.86,37.76,28.46,15095.96,483.11879,477.187988,,,
12/31/2018,18.76,-39.852517,31.34,32.73,17.11,9023.56,479.799,474.241608,,,
03/31/2019,24.73,31.823028,18.32,25.55,17.98,11944.59,483.584388,477.615692,,,
06/30/2019,22.4,-9.421755,25.01,28.4,19.48,10819.2,478.231487,472.229828,,,
09/30/2019,22.46,0.267857,23.0,27.31,20.325,10848.18,478.253121,472.273071,,,
12/31/2019,24.84,10.596616,22.65,25.08,19.01,11997.72,478.298006,472.683441,,,
03/31/2020,6.04,-75.68438,24.79,24.99,2.73,2929.4,485.039905,479.432007,,,
06/30/2020,8.96,48.344371,5.69,13.09,5.4,4345.6,479.698676,474.09079,,,
09/12/2020,9.17,,9.24,9.32,9.11,4444.75812816,484.7064,479.2027,,,
