Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/2001,201.354996,,-153.347,,48.007996,,-53.43,,,,-5.422,-5.803,,5.803,-0.458,0.0,,0.458,-11.225,3.995,-7.23,0.0,,,-7.23,0.0,-7.23,0.0,0.0,-7.23,-7.23,,72.017998,-0.1,-0.1,-0.1,72.017998,-0.1,-0.1,-0.1,
07/31/2001,206.806,,-153.095001,,53.710999,,-55.953999,,,,-2.243,-4.998,,4.998,0.0,0.0,,0.0,-7.241,2.392,-4.849,0.0,,,-4.849,0.0,-4.849,0.0,0.0,-4.849,-4.849,,72.017998,-0.065,-0.065,-0.065,72.017998,-0.065,-0.065,-0.065,
11/03/2001,198.766006,,-144.188004,,54.578003,,-48.969002,,,,5.609,-4.649,,4.649,0.0,0.0,,0.0,0.96,-0.707,0.253,0.0,,,0.253,0.0,0.253,0.0,0.0,0.253,0.253,,72.017998,0.005,0.005,0.005,80.227997,0.005,0.005,0.005,
02/02/2002,514.211,,-403.405,,110.806,0.0,-74.663,66.733,,7.93,36.143,-8.127,4.002,4.125,-0.123,0.0,,4.125,32.141,-13.355,18.786,0.0,,,18.786,0.0,18.786,0.0,0.0,18.786,18.786,,72.018,0.26,0.26,0.26,80.22814,0.235,0.235,0.235,
05/04/2002,271.404999,,-202.313995,,69.091003,,-60.376999,,,,8.714,-0.493,,0.951,-0.458,0.0,,0.0,8.221,-3.307,4.914,0.0,,,4.914,0.0,4.914,0.0,0.0,4.914,4.914,,108.685997,0.045,0.045,0.045,117.405998,0.04,0.04,0.04,
08/03/2002,274.261993,,-200.817001,,73.444992,,-63.582001,,,,9.863,0.368,,0.139,-0.507,0.0,,0.0,10.231,-4.113,6.118,0.0,,,6.118,0.0,6.118,0.0,0.0,6.118,6.118,,113.685997,0.055,0.055,0.055,122.601997,0.05,0.05,0.05,
11/02/2002,286.727997,,-212.882996,,73.845001,,-57.862999,,,,15.982,0.38,,0.139,-0.519,0.0,,0.0,16.362,-6.577,9.785,0.0,,,9.785,0.0,9.785,0.0,0.0,9.785,9.785,,113.862,0.085,0.085,0.085,122.222,0.08,0.08,0.08,
02/01/2003,520.396,,-393.477,,126.919,,-74.407,,,,52.512,0.375,-0.375,,,,,0.0,52.887,-21.3,31.587,,,,31.587,,31.587,,0.0,31.587,31.587,,114.08,0.275,0.275,0.275,121.122,0.26,0.26,0.26,
05/03/2003,321.740997,,-236.300003,,85.440994,,-74.751999,,,,10.689,0.379,,0.146,-0.525,0.0,,0.0,11.068,-4.457,6.611,0.0,,,6.611,0.0,6.611,0.0,0.0,6.611,6.611,,114.166,0.06,0.06,0.06,120.472,0.055,0.055,0.055,
08/02/2003,305.674011,,-216.690994,,88.983017,,-78.134003,,,,10.849,0.207,,0.168,-0.375,0.0,,0.0,11.056,-4.45,6.606,0.0,,,6.606,0.0,6.606,0.0,0.0,6.606,6.606,,113.528,0.06,0.06,0.06,120.386002,0.055,0.055,0.055,
11/01/2003,326.041992,,-227.567993,,98.473999,,-80.583,,,,17.891001,0.062,,0.228,-0.29,0.0,,0.0,17.953001,-7.26,10.693,0.0,,,10.693001,0.0,10.693,0.0,0.0,10.693,10.693,,111.533997,0.095,0.095,0.095,118.862,0.09,0.09,0.09,
01/31/2004,625.380981,,-461.704987,,163.675995,,-98.721001,,,,64.955002,0.156,,0.121,-0.277,0.0,,0.0,65.111002,-25.554001,39.556999,0.0,,,39.557001,0.0,39.556999,0.0,0.0,39.556999,39.556999,,111.410004,0.355,0.355,0.355,118.389999,0.335,0.335,0.335,
05/01/2004,371.735992,,-266.196014,,105.539978,,-94.769997,,,,10.77,0.153,,0.174,-0.327,0.0,,0.0,10.923,-4.245,6.678,0.0,,,6.678001,0.0,6.678,0.0,0.0,6.678,6.678,,113.980003,0.06,0.06,0.075,120.260002,0.055,0.055,0.07,
07/31/2004,345.592987,,-239.307007,,106.28598,,-93.740997,,,,12.545,0.194,,0.198,-0.392,0.0,,0.0,12.739,-5.067,7.672,0.0,,,7.672,0.0,7.672,0.0,0.0,7.672,7.672,,113.239998,0.07,0.07,0.07,119.066002,0.065,0.065,0.065,
10/30/2004,416.737,,-296.407013,,120.329987,,-100.477997,,,,19.851999,-0.094,,0.564,-0.47,0.0,,0.0,19.757999,-7.699,12.059,0.0,,,12.058999,0.0,12.059,0.0,0.0,12.059,12.059,,108.667999,0.11,0.11,0.125,114.734001,0.105,0.105,0.12,
01/29/2005,708.74,,-527.622,,181.118,,-136.032,,,,45.086,10.405,,1.219,-0.73,0.0,,-10.894,55.491,-20.974,34.517,0.0,,,34.517,0.0,34.517,0.0,0.0,34.517,34.517,,101.404,0.34,0.34,0.375,108.31,0.32,0.32,0.35,
04/30/2005,474.72699,,-347.346985,,127.380005,,-110.523003,,,,16.857,-0.083,0.083,0.738,-0.655,0.0,,0.0,16.774,-6.448,10.326,0.0,,,10.326,0.0,10.326,0.0,0.0,10.326,10.326,,102.0,0.1,0.1,0.1,108.980003,0.095,0.095,0.095,
07/30/2005,415.929993,,-287.774994,,128.154999,,-114.964996,,,,13.19,-0.144,0.144,0.649,-0.505,0.0,,0.0,13.046,-5.143,7.903,0.0,,,7.902999,0.0,7.903,0.0,0.0,7.903,7.903,,103.292,0.075,0.075,0.075,113.015999,0.07,0.07,0.07,
10/29/2005,534.211975,,-357.492004,,176.719971,,-155.296005,,,,21.424,-25.276999,6.43,9.255,-2.825,0.0,,18.846999,-3.853,1.393,-2.46,0.0,,,-2.46,0.0,-2.46,0.0,0.0,-2.46,-2.46,,113.260002,-0.02,-0.02,0.085,113.260002,-0.02,-0.02,0.085,
01/28/2006,1666.914,,-1225.796,,441.118,,-286.257,,,,154.861,-20.906,,18.635,-1.15,0.0,,3.421,133.955,-48.94,85.015,0.0,,,85.015,0.0,85.015,0.0,0.0,85.015,85.015,,144.812,0.585,0.585,0.595,154.774,0.55,0.55,0.56,
04/29/2006,1040.027,,-737.993,,302.034,,-262.592,,,,39.442,-20.655,19.329,21.553,-2.224,0.0,,1.326,18.787,-7.086,11.701,0.0,,,11.701,0.0,11.701,0.0,0.0,11.701,11.701,0.826,146.782,0.08,0.08,0.085,156.944,0.07,0.07,0.075,
07/29/2006,963.347,,-664.083,,299.264,,-270.939,244.611,,26.328,28.325,-22.972,20.209,21.714,-1.505,,,2.763,5.353,-2.176,3.177,,,,3.177,,3.177,0.0,,3.177,3.177,,300.298,0.01,0.01,0.015,315.316,0.01,0.01,0.015,
10/28/2006,1011.559998,,-695.903992,,315.656006,,-270.716003,,,,44.939999,-23.018999,19.648001,21.320999,-1.673,0.0,,3.371,21.921,-8.352,13.569,0.0,,,13.568999,0.0,13.569,0.0,0.0,13.569,13.569,,150.785995,0.09,0.09,0.11699,158.582001,0.085,0.085,0.111989,
