Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1992,2284.426025,266.954002,170.723999,96.230003,142.822006,,,923.271973,,,,,54.837002,,,1387.88501,838.56897,1243.749023,-405.179993,,57.972,0.0,0.0,0.0,,57.972,896.54097,,372.473999,372.473999,,,,0.0,,,,,,368.004028,,,,,368.004028,740.478027,118.794998,,,,,225.727005,,,,,225.727005,344.522003,1085.000031,0.0,76.918999,,,0.0,,1122.506958,1199.425957,0.0,1199.425957,2284.425987,
08/31/1992,2373.550049,225.583992,144.539993,81.043999,136.139008,,,994.16803,,,,,82.924004,,,1438.814941,856.291992,1258.300049,-402.007996,0.0,78.443001,0.0,0.0,0.0,,78.443001,934.734993,,411.683014,411.683014,,,,104.209999,,,,,,373.372002,,,,,373.372002,889.265015,18.749001,,,,,232.225998,,,,,232.225998,250.974998,1140.240013,0.0,76.918999,,,,,1156.390991,1233.30999,0.0,1233.30999,2373.550003,
11/30/1992,2522.217041,166.931999,95.179001,71.752998,136.041,,,1156.863037,,,,,78.846001,,,1538.682007,876.627014,1298.938965,-422.312012,0.0,106.907997,0.0,0.0,0.0,,106.907997,983.535011,,509.178009,509.178009,,,,100.0,,,,,,405.577972,,,,,405.577972,1014.755981,19.059,,,,,234.162994,,,,,234.162994,253.221994,1267.977976,0.0,76.918999,,,,,1177.319946,1254.238945,0.0,1254.238945,2522.216921,
02/28/1993,2396.86792,108.944,50.167999,58.776001,153.694,,,1035.454956,,,,,85.557999,,,1383.651001,886.054993,1328.583984,-442.528992,0.0,127.162003,0.0,0.0,0.0,,127.162003,1013.216995,,402.286987,402.286987,,,,0.0,,,,,,422.444031,,,,,422.444031,824.731018,13.885,,,,,239.048004,,,,,239.048004,252.933004,1077.664022,0.0,76.918999,,,,,1242.285034,1319.204033,0.0,1319.204033,2396.868055,
05/31/1993,2484.809082,199.499001,179.556,19.943001,148.671005,,,1021.591003,,,,,79.310997,,,1449.072021,901.362976,1366.093018,-464.730011,0.0,134.373993,0.0,0.0,0.0,,134.373993,1035.736969,,440.227997,440.227997,,,,0.0,,,,,,429.375031,,,,,429.375031,869.603027,8.835,,,,,206.858994,,,,,206.858994,215.693994,1085.297021,34.709999,76.918999,,,0.0,,1287.883057,1399.512054,0.0,1399.512054,2484.809075,
08/31/1993,2535.190918,121.292,91.597,29.695,139.313004,,,1094.035034,,,,,108.492996,,,1463.133057,927.333008,1380.488037,-453.154999,0.0,144.725006,0.0,0.0,0.0,,144.725006,1072.058014,,427.184998,427.184998,,,,0.0,,,,,,456.322021,,,,,456.322021,883.507019,0.0,,,,,272.933014,,,,,272.933014,272.933014,1156.440033,0.0,76.918999,,,,,1301.832031,1378.75103,0.0,1378.75103,2535.191063,
11/30/1993,2673.14209,38.710001,22.110001,16.6,158.121002,,,1270.800049,,,,,88.302002,,,1555.932983,970.513,1448.185059,-477.671997,0.0,146.695999,0.0,0.0,0.0,,146.695999,1117.209,,541.060974,541.060974,,,,12.977,,,,,,437.95403,,,,,437.95403,991.992004,0.0,,,,,279.51001,,,,,279.51001,279.51001,1271.502014,0.0,76.918999,,,0.0,,1324.720947,1401.639946,0.0,1401.639946,2673.14196,
02/28/1994,2682.313965,72.202999,48.480999,23.722,190.912994,,,1191.088989,,,,,86.710999,,,1540.916016,1004.210022,1507.094971,-502.88501,0.0,137.188004,0.0,0.0,0.0,,137.188004,1141.398026,,419.911011,419.911011,,,,0.0,,,,,,492.776978,,,,,492.776978,912.687988,0.0,,,,,292.002014,,,,,292.002014,292.002014,1204.690002,0.0,76.918999,,,0.0,,1400.704956,1477.623955,0.0,1477.623955,2682.313957,
05/31/1994,2788.329102,211.685001,179.860001,31.825001,177.731995,,,1122.218994,,,,,91.327003,,,1602.963013,1042.420044,1569.390991,-526.971008,0.0,142.945999,0.0,0.0,0.0,,142.945999,1185.366043,,442.923004,442.923004,,,,0.0,,,,,,520.779022,,,,,520.779022,963.702026,0.0,,,,,297.888,,,,,297.888,297.888,1261.590027,0.0,76.918999,,,0.0,,1449.819946,1526.738945,0.0,1526.738945,2788.328972,
08/31/1994,2908.749023,108.425001,77.915001,30.51,193.929993,,,1263.400024,,,,,107.056,,,1672.811035,1085.487061,1597.240967,-511.753998,0.0,150.451004,0.0,0.0,0.0,,150.451004,1235.938065,,532.815979,532.815979,,,,0.0,,,,,,517.872986,,,,,517.872986,1050.688965,0.0,,,,,284.420013,,,,,284.420013,284.420013,1335.108978,0.0,76.918999,,,,,1496.720947,1573.639946,0.0,1573.639946,2908.748924,
11/30/1994,3103.458008,27.473,16.160999,11.312,223.384003,,,1482.295044,,,,,46.18,,,1779.332031,1136.592041,1676.137939,-539.546021,0.0,187.533997,0.0,0.0,0.0,,187.533997,1324.126038,,686.721985,686.721985,,,,35.0,,,,,,397.940979,,,,,397.940979,1119.662964,0.0,,,,,380.848999,,,,,380.848999,380.848999,1500.511963,0.0,76.918999,,,0.0,,1526.026978,1602.945976,0.0,1602.945976,3103.457939,
02/28/1995,3032.167969,55.436,53.403,2.033,253.908997,,,1331.390015,,,,,43.263,,,1683.998047,1176.442993,1739.577026,-563.133972,0.0,171.727005,0.0,0.0,0.0,,171.727005,1348.169998,,510.800995,510.800995,,,,0.0,,,,,,450.003998,,,,,450.003998,960.804993,0.0,,,,,381.651001,,,,,381.651001,381.651001,1342.455994,0.0,76.918999,,,0.0,,1612.792969,1689.711967,0.0,1689.711967,3032.167961,
05/31/1995,3157.745117,118.060999,116.028999,2.032,240.007996,,,1340.297974,,,,,67.515999,,,1765.883057,1212.337036,1803.932007,-591.594971,0.0,179.524994,0.0,0.0,0.0,,179.524994,1391.86203,,567.609009,567.609009,,,,0.0,,,,,,456.140015,,,,,456.140015,1023.749023,0.0,,,,,390.311005,,,,,390.311005,390.311005,1414.060028,0.0,76.918999,,,0.0,,1666.765991,1743.68499,0.0,1743.68499,3157.745018,
08/31/1995,3252.606934,22.245001,22.245001,0.0,246.085999,,,1453.880981,,,,,90.705002,,,1812.916992,1248.962036,1830.765015,-581.802979,0.0,190.727997,0.0,0.0,0.0,,190.727997,1439.690033,,606.263,606.263,,,,0.0,,,,,,471.498963,,,,,471.498963,1077.761963,0.0,,,,,382.259003,,,,,382.259003,382.259003,1460.020966,0.0,76.918999,,,0.0,,1715.666992,1792.585991,0.0,1792.585991,3252.606957,
11/30/1995,3511.573975,12.585,7.635,4.95,269.735992,,,1664.75,,,,,79.064003,,,2026.13501,1287.590942,1893.564941,-605.973999,0.0,197.848007,0.0,0.0,0.0,,197.848007,1485.43895,,750.307007,750.307007,,,,77.289001,,,,,,457.467957,,,,,457.467957,1285.063965,0.0,,,,,398.037994,,,,,398.037994,398.037994,1683.101959,0.0,76.918999,,,0.0,,1751.552979,1828.471977,0.0,1828.471977,3511.573936,
02/29/1996,3534.295898,7.752,7.752,0.0,293.977997,,,1589.744019,,,,,83.334999,,,1974.80896,1330.746948,1966.652954,-635.906006,0.0,228.740005,0.0,0.0,0.0,,228.740005,1559.486954,,673.114014,673.114014,,,,0.0,,,,,,528.911011,,,,,528.911011,1202.025024,0.0,,,,,410.020996,,,,,410.020996,410.020996,1612.046021,0.0,76.918999,,,0.0,,1845.331055,1922.250053,0.0,1922.250053,3534.296074,
05/31/1996,3504.256104,48.133999,48.133999,0.0,301.036987,,,1531.948975,,,,,87.733002,,,1968.853027,1374.68396,2043.901001,-669.21698,0.0,160.718994,0.0,0.0,0.0,,160.718994,1535.402954,,631.708984,631.708984,,,,0.0,,,,,,473.499023,,,,,473.499023,1105.208008,0.0,,,,,412.687988,,,,,412.687988,412.687988,1517.895996,0.0,76.918999,,,0.0,,1909.44104,1986.360039,0.0,1986.360039,3504.256035,
08/31/1996,3633.645996,8.819,8.819,0.0,288.537994,,,1631.973999,,,,,89.707001,,,2019.037964,1448.368042,2107.537109,-659.169006,0.0,166.240005,0.0,0.0,0.0,,166.240005,1614.608047,,691.835999,691.835999,,,,0.0,,,,,,490.118957,,,,,490.118957,1181.954956,0.0,,,,,408.585999,,,,,408.585999,408.585999,1590.540955,0.0,76.918999,,,0.0,,1966.186035,2043.105034,0.0,2043.105034,3633.645989,
11/30/1996,3949.361084,30.077,30.077,0.0,326.432007,,,1845.48999,,,,,78.237,,,2280.236084,1502.029053,2195.74707,-693.718018,0.0,167.095993,0.0,0.0,0.0,,167.095993,1669.125046,,902.28302,902.28302,,,,42.0,,,,,,506.826965,,,,,506.826965,1451.109985,0.0,,,,,416.02301,,,,,416.02301,416.02301,1867.132996,0.0,76.918999,,,0.0,,2005.30896,2082.227959,0.0,2082.227959,3949.360954,
02/28/1997,3911.281006,20.895,20.895,0.0,344.428986,,,1717.156982,,,,,78.369003,,,2160.850098,1542.853027,2270.36792,-727.515015,0.0,207.578003,0.0,0.0,0.0,,207.578003,1750.43103,,715.926025,715.926025,,,,0.0,,,,,,564.213989,,,,,564.213989,1280.140015,0.0,,,,,433.230011,,,,,433.230011,433.230011,1713.370026,0.0,76.918999,,,0.0,,2120.991943,2197.910942,0.0,2197.910942,3911.280968,
05/31/1997,3994.049072,137.688995,137.688995,0.0,342.859985,,,1651.864014,,,,,76.772003,,,2209.185059,1611.103027,2378.653076,-767.549988,0.0,173.761002,0.0,0.0,0.0,,173.761002,1784.864029,,727.812988,727.812988,,,,0.0,,,,,,568.343994,,,,,568.343994,1296.156982,0.0,,,,,426.787994,,,,,426.787994,426.787994,1722.944977,0.0,76.918999,,,0.0,,2194.185059,2271.104057,0.0,2271.104057,3994.049034,
08/31/1997,4207.0,73.0,73.0,0.0,376.0,,,1733.0,,,,,144.0,,,2326.0,1754.0,2502.0,-748.0,0.0,127.0,0.0,0.0,0.0,,127.0,1881.0,,813.0,813.0,,,,0.0,,,,,,626.0,,,,,626.0,1439.0,0.0,,,,,395.0,,,,,395.0,395.0,1834.0,0.0,107.0,,,0.0,,2266.0,2373.0,0.0,2373.0,4207.0,
11/30/1997,4453.0,14.0,14.0,0.0,353.0,,,2062.0,0.0,0.0,2062.0,,82.0,,,2511.0,1812.0,2602.0,-790.0,0.0,130.0,0.0,,,,130.0,1942.0,,987.0,987.0,,,,35.0,,,,,,593.0,,,,,593.0,1615.0,0.0,,,,,411.0,,,,,411.0,411.0,2026.0,0.0,131.0,,,0.0,,2296.0,2427.0,0.0,2427.0,4453.0,
02/28/1998,4502.0,35.0,35.0,0.0,367.0,,,1939.0,0.0,0.0,1939.0,,87.0,,,2428.0,1941.0,2772.0,-831.0,0.0,133.0,0.0,0.0,0.0,,133.0,2074.0,,856.0,856.0,,,,0.0,,,,,,637.0,,,,,637.0,1493.0,0.0,,,,,417.0,,,,,417.0,417.0,1910.0,0.0,155.0,,,0.0,,2437.0,2592.0,0.0,2592.0,4502.0,
05/31/1998,4580.0,111.0,111.0,0.0,388.0,,,1838.0,0.0,0.0,1838.0,,83.0,,,2420.0,2027.0,2899.0,-872.0,0.0,133.0,0.0,,,,133.0,2160.0,,795.0,795.0,,,,0.0,,,,,,644.0,,,,,644.0,1439.0,0.0,,,,,439.0,,,,,439.0,439.0,1878.0,0.0,171.0,,,0.0,,2531.0,2702.0,0.0,2702.0,4580.0,
08/31/1998,4902.0,144.0,144.0,0.0,373.0,,,2027.0,0.0,0.0,2027.0,0.0,79.0,,,2623.0,2144.0,2961.0,-817.0,0.0,135.0,0.0,,,,135.0,2279.0,,907.0,907.0,,,,0.0,,,,,,673.0,,,,,673.0,1580.0,0.0,,,,,473.0,,,,,473.0,473.0,2053.0,0.0,196.0,,,0.0,,2653.0,2849.0,0.0,2849.0,4902.0,
11/30/1998,5240.0,113.0,113.0,0.0,435.0,,,2238.0,0.0,0.0,2238.0,0.0,97.0,,,2883.0,2222.0,3086.0,-864.0,0.0,135.0,0.0,,,,135.0,2357.0,,1050.0,1050.0,,,,100.0,,,,,,641.0,,,,,641.0,1791.0,0.0,,,,,507.0,,,,,507.0,507.0,2298.0,0.0,217.0,,,0.0,,2725.0,2942.0,0.0,2942.0,5240.0,
02/28/1999,5412.600098,263.600006,263.600006,0.0,480.200012,,,2139.800049,,,2139.800049,,82.300003,,,2965.899902,2308.600098,3215.399902,-906.799988,0.0,138.100006,,,,,138.100006,2446.700104,,1045.400024,1045.400024,,,,0.0,,,,,,709.193726,,,,,709.193726,1754.59375,0.0,,,,,514.700012,,,,,514.700012,514.700012,2269.293762,0.0,251.0,,,0.0,,2892.300049,3143.300049,0.0,3143.300049,5412.593811,
05/31/1999,5592.399902,255.300003,255.300003,0.0,514.799988,,,2163.0,0.0,0.0,2163.0,,78.800003,,,3011.899902,2443.199951,3342.199951,-899.0,0.0,137.300003,0.0,,,,137.300003,2580.499954,,994.299988,994.299988,,,,0.0,,,,,,776.399963,,,,,776.399963,1770.699951,0.0,,,,,483.399994,,,,,483.399994,483.399994,2254.099945,0.0,319.299988,,,0.0,,3019.0,3338.299988,0.0,3338.299988,5592.399933,
08/31/1999,5906.700195,141.800003,141.800003,0.0,486.5,,,2462.600098,0.0,0.0,2462.600098,0.0,130.800003,,,3221.699951,2593.899902,3472.699951,-878.799988,0.0,91.099998,0.0,,,,91.099998,2684.999901,,1130.300049,1130.300049,,,,0.0,,,,,,793.5,,,,,793.5,1923.800049,0.0,,,,,498.600006,,,,,498.600006,498.600006,2422.400055,0.0,337.299988,,,0.0,,3147.0,3484.299988,0.0,3484.299988,5906.700043,
11/30/1999,6472.399902,12.0,12.0,0.0,565.400024,,,2957.100098,0.0,0.0,2957.100098,0.0,90.0,,,3624.5,2755.199951,3684.699951,-929.5,0.0,92.699997,0.0,0.0,0.0,,92.699997,2847.899948,,1413.699951,1413.699951,,,,98.0,98.0,0.0,0.0,,,847.400146,,,,,847.400146,2359.100098,0.0,0.0,0.0,0.0,,512.099976,,,,,512.099976,512.099976,2871.200073,0.0,360.399994,,,0.0,,3240.800049,3601.200043,0.0,3601.200043,6472.400116,
02/29/2000,6414.700195,11.8,11.8,0.0,626.900024,,,2633.800049,0.0,0.0,2633.800049,0.0,81.0,,,3353.5,2967.699951,3947.699951,-980.0,0.0,93.5,0.0,0.0,0.0,,93.5,3061.199951,,1083.199951,1083.199951,,,,7.1,7.1,0.0,0.0,,,960.000098,,,,,960.000098,2050.300049,0.0,0.0,0.0,0.0,,528.799988,,,,,528.799988,528.799988,2579.100037,0.0,389.899994,,,0.0,,3445.699951,3835.599945,0.0,3835.599945,6414.699982,
05/31/2000,6630.6,47.0,47.0,0.0,623.2,623.2,,2595.2,0.0,0.0,2595.199951,0.0,82.9,,,3348.3,3178.1,4210.5,-1032.4,0.0,104.2,0.0,,,,104.2,3282.3,,1199.5,1199.5,,,,0.0,,,,,,866.1,,,,,866.1,2065.6,0.0,,,,,536.6,,,,,536.6,536.6,2602.2,0.0,423.1,,,0.0,3605.3,0.0,4028.4,0.0,4028.4,6630.6,
08/31/2000,7103.700195,12.8,12.8,0.0,614.5,,,2830.800049,0.0,0.0,2830.800049,0.0,92.0,,,3550.100098,3428.199951,4419.700195,-991.5,0.0,125.400002,0.0,0.0,0.0,,125.400002,3553.599953,,1364.0,1364.0,,,,0.0,,,,,,939.699951,,,,,939.699951,2303.699951,0.0,,,,,566.0,,,,,566.0,566.0,2869.699951,0.0,446.200012,,,0.0,,3787.800049,4234.000061,0.0,4234.000061,7103.700012,
11/30/2000,7911.200195,14.2,14.2,0.0,719.0,,,3260.800049,0.0,0.0,3260.800049,0.0,91.800003,,,4085.800049,3705.899902,4759.399902,-1053.5,0.0,119.5,0.0,0.0,0.0,,119.5,3825.399902,,1538.699951,1538.699951,,,,461.200012,461.200012,0.0,0.0,,,894.700134,,,,,894.700134,2894.600098,0.0,0.0,0.0,0.0,,581.900024,,,,,581.900024,581.900024,3476.500122,0.0,524.0,,,0.0,,3910.699951,4434.699951,0.0,4434.699951,7911.200073,
02/28/2001,8175.899902,74.599998,74.599998,0.0,774.099976,,,3206.5,0.0,0.0,3206.5,0.0,106.599998,,,4161.799805,3914.399902,5019.600098,-1105.199951,0.0,99.699997,0.0,0.0,0.0,,99.699997,4014.099899,,1435.0,1435.0,,,,324.799988,324.799988,0.0,0.0,,,1020.099915,,,,,1020.099915,2779.899902,0.0,0.0,0.0,0.0,,598.299988,,,,,598.299988,598.299988,3378.19989,0.0,625.700012,,,0.0,,4172.0,4797.700012,0.0,4797.700012,8175.899902,
05/31/2001,8446.400391,98.699997,98.699997,0.0,785.799988,,,3263.800049,0.0,0.0,3263.800049,0.0,101.5,,,4249.799805,4095.300049,5260.399902,-1165.099976,0.0,101.300003,0.0,0.0,0.0,,101.300003,4196.600052,,1445.400024,1445.400024,,,,357.799988,,,,,,1016.900085,,,,,1016.900085,2820.100098,0.0,,,,,621.200012,,,,,621.200012,621.200012,3441.30011,0.0,655.400024,,,0.0,,4349.700195,5005.10022,0.0,5005.10022,8446.40033,
08/31/2001,8833.799805,16.9,16.9,0.0,798.299988,,,3482.399902,0.0,0.0,3482.399902,0.0,96.300003,,,4393.899902,4345.299805,5503.299805,-1158.0,0.0,94.599998,0.0,0.0,0.0,,94.599998,4439.899803,,1546.800049,1546.800049,,,,440.700012,,,,,,1024.100037,,,,,1024.100037,3011.600098,0.0,,,,,615.0,,,,,615.0,615.0,3626.600098,0.0,676.299988,,,0.0,,4530.899902,5207.19989,0.0,5207.19989,8833.799988,
11/30/2001,9696.700195,34.299999,34.299999,0.0,917.5,,,4023.800049,0.0,0.0,4023.800049,0.0,97.599998,,,5073.200195,4497.100098,5721.200195,-1224.099976,0.0,126.400002,0.0,0.0,0.0,,126.400002,4623.500099,,1859.0,1859.0,,,,689.0,,,,,,1068.5,,,,,1068.5,3616.5,0.0,,,,,650.599976,,,,,650.599976,650.599976,4267.099976,0.0,749.799988,,,0.0,,4679.799805,5429.599792,0.0,5429.599792,9696.699768,
02/28/2002,9180.0,16.1,16.1,0.0,966.599976,,,3476.300049,0.0,0.0,3476.300049,0.0,102.0,,,4561.0,4491.600098,5778.700195,-1287.099976,0.0,127.400002,0.0,,,,127.400002,4619.0001,,1534.900024,1534.900024,,,,104.400002,,,,,,1099.899925,,,,,1099.899925,2739.199951,0.0,,,,,680.200012,,,,,680.200012,680.200012,3419.399963,0.0,791.400024,,,0.0,,4969.200195,5760.600219,0.0,5760.600219,9180.000182,
05/31/2002,9456.0,286.200012,286.200012,0.0,998.099976,,,3343.300049,0.0,0.0,3343.300049,0.0,103.800003,,,4731.399902,4597.299805,5958.399902,-1361.099976,0.0,127.300003,0.0,0.0,0.0,,127.300003,4724.599808,,1577.300049,1577.300049,,,,0.0,,,,,,1157.699951,,,,,1157.699951,2735.0,0.0,,,,,713.400024,,,,,713.400024,713.400024,3448.400024,0.0,816.5,,,0.0,,5191.100098,6007.600098,0.0,6007.600098,9456.000122,
08/31/2002,9878.799805,449.899994,449.899994,0.0,954.799988,,,3645.199951,0.0,0.0,3645.199951,0.0,116.599998,,,5166.5,4591.399902,5917.899902,-1326.5,0.0,120.900002,0.0,0.0,0.0,,120.900002,4712.299904,,1836.400024,1836.400024,,,,0.0,,,,,,1118.799927,,,,,1118.799927,2955.199951,0.0,,,,,693.400024,,,,,693.400024,693.400024,3648.599976,0.0,828.5,,,0.0,5401.700195,0.0,6230.200195,0.0,6230.200195,9878.800171,
11/30/2002,10368.0,294.299988,294.299988,0.0,1001.5,,,4134.5,0.0,0.0,4134.5,0.0,127.599998,,,5557.899902,4693.799805,6091.799805,-1398.0,0.0,116.300003,0.0,0.0,0.0,,116.300003,4810.099808,,1991.199951,1991.199951,,,,0.0,,,,,,1263.600098,,,,,1263.600098,3254.800049,0.0,,,,,713.200012,,,,,713.200012,713.200012,3968.000061,0.0,805.200012,,,0.0,,5594.799805,6399.999817,0.0,6399.999817,10367.999878,
02/28/2003,10751.3,683.2,683.2,0.0,1057.2,1057.2,,4060.0,0.0,0.0,4060.0,0.0,133.2,,,5933.6,4702.9,6179.2,-1476.3,0.0,114.8,0.0,0.0,0.0,,114.8,4817.7,,1916.1,1916.1,,,,1.5,0.0,1.5,1.5,,,1370.4,,,,,1370.4,3288.0,0.0,-5.0,5.0,5.0,,739.8,,,,,739.8,739.8,4027.8,0.0,796.3,,,0.0,5927.2,0.0,6723.5,0.0,6723.5,10751.3,
05/31/2003,10959.5,854.400024,854.400024,0.0,1007.700012,,,4020.100098,0.0,0.0,4020.100098,0.0,145.399994,,,6027.600098,4822.399902,6324.0,-1501.599976,0.0,109.5,0.0,0.0,0.0,,109.5,4931.899902,,1955.800049,1955.800049,,,,0.0,-1.5,1.5,1.5,,,1268.5,,,,,1268.5,3224.300049,0.0,-4.6,4.6,4.6,,765.099976,,,,,765.099976,765.099976,3989.400025,0.0,785.099976,,,0.0,6185.0,0.0,6970.099976,0.0,6970.099976,10959.500001,
