Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/27/2003,411.513,,-106.370003,,305.142998,,-144.438995,,,160.703995,0.466,-0.466,-0.466,0.0,0.0,161.169995,-60.445,100.724998,0.0,,,100.724995,-5.287,95.438004,0.0,0.0,95.438004,95.438004,,370.462006,0.26,0.26,0.26,383.970001,0.25,0.25,0.25,
03/27/2004,313.072998,,-75.556,,237.516998,,-136.647995,,,100.869003,0.768,-0.768,-0.768,0.0,0.0,101.637003,-38.113998,63.522999,0.0,,,63.523005,-5.212,58.311001,0.0,0.0,58.311001,58.311001,,374.011993,0.155,0.155,0.155,387.138,0.15,0.15,0.15,
07/03/2004,338.145,,-78.632,,259.513,,-148.246,,,111.267,1.553,,-2.361,0.0,0.808,0.0,-42.299,70.521,0.0,,,-42.299,-4.851,65.67,0.0,0.0,65.67,65.67,,377.036,0.175,0.175,0.175,389.412,0.17,0.17,0.17,
10/02/2004,344.065002,,-85.890999,,258.174004,,-157.617004,,,100.556999,2.51,-2.51,,0.0,0.0,103.066999,-39.165001,63.902,0.0,,,63.901998,-2.921,60.980999,0.0,0.0,60.980999,60.980999,,377.980988,0.16,0.16,0.16,389.492004,0.16,0.16,0.16,
01/01/2005,531.758972,,-128.791,,402.967972,,-191.477997,,,211.490005,3.469,-3.469,,0.0,0.0,214.959006,-81.683998,133.274994,0.0,,,133.275007,-6.372,126.903,0.0,0.0,126.903,126.903,,379.354004,0.33,0.33,0.33,390.513,0.32,0.32,0.32,
04/02/2005,415.938995,,-91.265999,,324.672997,,-192.337006,,,132.335999,4.945,-4.945,,0.0,0.0,137.280999,-52.167999,85.112999,0.0,,,85.112999,-4.241,80.872002,0.0,0.0,80.872002,80.872002,,379.695007,0.21,0.21,0.21,391.609009,0.21,0.21,0.21,
07/02/2005,418.66,,-93.704,,324.956,,-196.776,,,128.18,4.836,,,0.0,-4.836,133.016,-43.053,89.963,0.0,,,89.963,-0.107,89.856,0.0,0.0,89.856,89.856,,377.63,0.24,0.24,0.24,389.13,0.23,0.23,0.23,
10/01/2005,448.950989,,-107.589996,,341.360992,,-196.251999,,,145.108994,5.887,-5.887,-5.887,0.0,0.0,150.995994,-57.381001,93.614998,0.0,,,93.614993,0.0,93.614998,0.0,0.0,93.614998,93.614998,,379.550995,0.25,0.25,0.25,389.971985,0.24,0.24,0.24,
12/31/2005,650.336,,-145.66,,504.676,0.0,-230.734,230.734,0.0,273.942,6.99,-6.99,,0.0,0.0,280.932,-106.758,174.174,0.0,,,174.174,0.0,174.174,0.0,0.0,174.174,174.174,,380.837,0.46,0.46,0.46,390.62,0.45,0.45,0.45,
04/01/2006,479.718,,-103.519,,376.199,,-222.523,222.523,0.0,153.676,10.118,-10.118,,0.0,0.0,163.794,-62.122,101.672,-7.174,,,108.846,0.0,108.846,0.0,0.0,108.846,108.846,,383.739,0.28,0.26,0.26,391.453,0.28,0.26,0.26,
07/01/2006,501.573,,-108.054,,393.519,,-217.351,,,176.168,-6.144,,,0.0,6.144,170.024,-57.229,112.795,-4.847,,,117.642,0.0,117.642,0.0,0.0,117.642,117.642,,376.71,0.31,0.3,0.3,384.23,0.31,0.29,0.29,
09/30/2006,529.421,,-123.416,,406.005,,-225.351,225.351,0.0,180.654,6.589,-6.589,,0.0,0.0,187.243,-72.004,115.239,-10.377,,,125.616,0.0,125.616,0.0,0.0,125.616,125.616,,368.171,0.34,0.31,0.31,373.672,0.34,0.31,0.31,
12/30/2006,805.603,,-184.308,,621.295,0.0,-280.58,280.58,0.0,340.715,7.888,-7.888,,0.0,0.0,348.603,-348.603,0.0,-12.976,,,12.976,0.0,227.473,0.0,0.0,227.473,227.473,,368.138,0.62,0.58,0.58,375.496,0.61,0.57,0.57,
03/31/2007,625.303,,-138.893,,486.41,,-259.783,259.783,0.0,226.627,12.988,-12.988,,,0.0,239.615,-92.225,147.39,-2.574,,,149.964,,149.964,,,149.964,149.964,,370.264,0.41,0.4,0.4,379.289,0.4,0.39,0.39,
06/30/2007,652.129,,-142.853,,509.276,,-263.875,,,245.401,13.808,-13.808,,0.0,0.0,259.209,114.691,373.9,-1.209,,,375.109,0.0,160.612,0.0,0.0,160.612,160.612,,371.565,0.43,0.43,0.43,380.462,0.42,0.42,0.42,
09/29/2007,676.718,,-158.497,,518.221,0.0,-279.463,279.463,0.0,238.758,14.996,-14.996,,,0.0,253.754,-98.968,154.786,-0.02,,,154.806,,154.806,0.0,0.0,154.806,154.806,,372.186,0.42,0.42,0.42,379.285,0.41,0.41,0.41,
12/29/2007,978.017,,-240.745,,737.272,0.0,-334.209,334.209,0.0,403.063,10.568,-10.568,,0.0,0.0,413.631,-161.314,252.317,0.0,,,252.317,0.0,252.317,0.0,0.0,252.317,252.317,,362.167,0.7,0.7,0.7,366.569,0.69,0.69,0.69,
03/29/2008,744.522,,-186.204,,558.318,,-301.626,301.626,0.0,256.692,9.547,-9.547,,0.0,0.0,266.239,-103.827,162.412,0.004,,,162.408,0.0,162.408,0.0,0.0,162.408,162.408,,348.125,0.47,0.47,0.47,351.593,0.46,0.46,0.46,
06/28/2008,781.5,,-188.208,,593.292,0.0,-344.676,344.676,0.0,248.616,12.709,-12.709,,,0.0,261.325,-47.801,213.524,,,,213.524,,213.524,0.0,0.0,213.524,213.524,,340.157,0.63,0.63,0.63,343.589,0.62,0.62,0.62,
09/27/2008,752.529,752.529,-194.336,194.336,558.193,0.0,-324.707,324.707,0.0,233.486,2.646,-2.646,,,0.0,236.132,-90.321,145.811,0.0,0.0,0.0,145.811,0.0,145.811,0.0,0.0,145.811,145.811,0.0,331.865,0.44,0.44,0.44,334.023,0.44,0.44,0.44,
12/27/2008,960.256,960.256,-268.22,268.22,692.036,0.0,-343.673,343.673,0.0,348.363,0.532,-0.532,,,0.0,348.895,-131.989,216.906,0.0,0.0,0.0,216.906,0.0,216.906,0.0,0.0,216.906,216.906,0.0,323.655,0.67,0.67,0.67,325.168,0.67,0.67,0.67,
03/28/2009,739.939,739.939,-214.876,214.876,525.063,0.0,-339.686,339.686,0.0,185.377,-0.121,0.121,,,0.0,185.256,-70.397,114.859,0.0,0.0,0.0,114.859,0.0,114.859,0.0,0.0,114.859,114.859,0.0,320.163,0.36,0.36,0.36,321.355,0.36,0.36,0.36,
06/27/2009,777.744,777.744,-230.426,230.426,547.318,0.0,-342.631,342.631,0.0,204.687,2.111,-2.111,,,0.0,206.798,-61.005,145.793,0.0,0.0,0.0,145.793,0.0,145.793,0.0,0.0,145.793,145.793,0.0,317.752,0.46,0.46,0.46,320.512,0.45,0.45,0.45,
09/26/2009,761.437,761.437,-211.259,211.259,550.178,0.0,-326.931,326.931,0.0,223.247,1.835,-1.835,,,0.0,225.082,-84.255,140.827,0.0,0.0,0.0,140.827,0.0,140.827,0.0,0.0,140.827,140.827,0.0,318.286,0.44,0.44,0.44,321.115,0.44,0.44,0.44,
12/26/2009,1065.005,1065.005,-294.066,294.066,770.939,0.0,-390.102,390.102,0.0,380.837,1.904,-1.904,,,0.0,382.741,-141.791,240.95,0.0,0.0,0.0,240.95,0.0,240.95,0.0,0.0,240.95,240.95,0.0,317.458,0.76,0.76,0.76,321.381,0.75,0.75,0.75,
03/27/2010,830.669,830.669,-215.094,215.094,615.575,0.0,-366.453,366.453,0.0,249.122,2.026,-2.026,,,0.0,251.148,-93.512,157.636,0.0,0.0,0.0,157.636,0.0,157.636,0.0,0.0,157.636,157.636,0.0,309.249,0.51,0.51,0.51,313.96,0.5,0.5,0.5,
07/03/2010,950.525,950.525,-253.526,253.526,696.999,0.0,-400.034,400.034,0.0,296.965,2.137,-2.137,,,0.0,299.102,-103.575,195.527,0.0,0.0,0.0,195.527,0.0,195.527,0.0,0.0,195.527,195.527,0.0,301.3,0.65,0.65,0.65,307.579,0.64,0.64,0.64,
10/02/2010,911.669,911.669,-235.498,235.498,676.171,0.0,-390.511,390.511,0.0,285.66,-0.562,-0.248,,,0.81,285.098,-96.222,188.876,0.0,0.0,0.0,188.876,0.0,188.876,0.0,0.0,188.876,188.876,0.0,296.304,0.64,0.64,0.64,301.249,0.63,0.63,0.63,
01/01/2011,1264.457,1264.457,-349.281,349.281,915.176,0.0,-461.841,461.841,0.0,453.335,-0.894,-0.23,,,1.124,452.441,-149.013,303.428,0.0,0.0,0.0,303.428,0.0,303.428,0.0,0.0,303.428,303.428,0.0,297.214,1.02,1.02,1.02,304.655,1.0,1.0,1.0,
04/02/2011,950.706,950.706,-259.051,259.051,691.655,0.0,-437.818,437.818,0.0,253.837,-0.842,-0.292,,,1.134,252.995,-66.98,186.015,0.0,0.0,0.0,186.015,0.0,186.015,0.0,0.0,186.015,186.015,0.0,294.841,0.63,0.63,0.63,301.62,0.62,0.62,0.62,
07/02/2011,1031.675,1031.675,-291.136,291.136,740.539,0.0,-428.447,428.447,0.0,312.092,-1.407,-0.261,,,1.668,310.685,-108.204,202.481,0.0,0.0,0.0,202.481,0.0,202.481,0.0,0.0,202.481,202.481,0.0,291.163,0.7,0.7,0.7,298.722,0.68,0.68,0.68,
10/01/2011,1050.359,1050.359,-285.706,285.706,764.653,0.0,-442.687,442.687,0.0,321.966,-1.362,-0.114,,,1.476,320.604,-105.621,214.983,0.0,0.0,0.0,214.983,0.0,214.983,0.0,0.0,214.983,214.983,0.0,289.778,0.74,0.74,0.74,296.068,0.73,0.73,0.73,
12/31/2011,1448.649,1448.649,-403.438,403.438,1045.211,0.0,-544.31,544.31,0.0,500.901,-1.771,0.016,,,1.755,499.13,-151.635,347.495,0.0,0.0,0.0,347.495,0.0,347.495,0.0,0.0,347.495,335.13,-12.365,289.812,1.2,1.2,1.15637,295.509,1.18,1.18,1.138157,
03/31/2012,1108.981,1108.981,-290.914,290.914,818.067,0.0,-480.575,480.575,0.0,337.492,-1.672,-0.257,,,1.929,335.82,-110.818,225.002,0.0,0.0,0.0,225.002,0.0,225.002,0.0,0.0,225.002,225.002,0.0,287.569,0.78,0.78,0.78,293.496,0.77,0.77,0.77,
06/30/2012,1155.191,1155.191,-317.044,317.044,838.147,0.0,-486.517,486.517,0.0,351.63,-1.521,-0.365,,,1.886,350.109,-98.679,251.43,0.0,0.0,0.0,251.43,0.0,251.43,0.0,0.0,251.43,239.877,-11.553,286.311,0.88,0.88,0.83782,291.778,0.86,0.86,0.820405,
09/29/2012,1161.35,1161.35,-316.182,316.182,845.168,0.0,-513.451,513.451,0.0,331.717,-2.036,-0.036,,,2.072,329.681,-108.3,221.381,0.0,0.0,0.0,221.381,0.0,221.381,0.0,0.0,221.381,221.381,0.0,284.569,0.78,0.78,0.78,288.497,0.77,0.77,0.77,
12/29/2012,1503.774,1503.774,-418.392,418.392,1085.382,0.0,-558.805,558.805,0.0,526.577,-1.239,-0.266,,,1.505,525.338,-172.574,352.764,0.0,0.0,0.0,352.764,0.0,352.764,0.0,0.0,352.764,352.764,0.0,282.693,1.25,1.25,1.25,286.223,1.23,1.23,1.23,
03/30/2013,1187.578,1187.578,-307.39,307.39,880.188,0.0,-531.695,531.695,0.0,348.493,-0.743,-1.021,,,1.764,347.75,-108.818,238.932,0.0,0.0,0.0,238.932,0.0,238.932,0.0,0.0,238.932,238.932,0.0,280.818,0.85,0.85,0.85,284.624,0.84,0.84,0.84,
06/29/2013,1222.688,1222.688,-335.278,335.278,887.41,0.0,-569.656,569.656,0.0,317.754,0.003,-1.046,,,1.043,317.757,-96.414,221.343,0.0,0.0,0.0,221.343,0.0,221.343,0.0,0.0,221.343,253.911,32.568,281.327,0.79,0.79,0.902548,285.317,0.78,0.78,0.894147,
09/28/2013,1150.8,1150.8,-324.2,324.2,826.6,0.0,-505.0,505.0,0.0,321.6,1.7,-1.7,,,0.0,323.3,-105.4,217.9,0.0,0.0,0.0,217.9,0.0,217.9,0.0,0.0,217.9,303.375,85.475,281.4,0.77,0.77,1.078092,284.5,0.77,0.77,1.070439,
12/28/2013,1419.6,1419.6,-436.9,436.9,982.7,0.0,-546.7,546.7,0.0,436.0,1.9,-1.9,,,0.0,437.9,-140.5,297.4,0.0,0.0,0.0,297.4,0.0,297.4,0.0,0.0,297.4,297.4,0.0,279.1,1.07,1.07,1.07,281.5,1.06,1.06,1.06,
03/29/2014,1099.6,1099.6,-318.3,318.3,781.3,0.0,-518.6,518.6,0.0,262.7,-2.0,2.0,,,0.0,260.7,-70.0,190.7,0.0,0.0,0.0,190.7,0.0,190.7,0.0,0.0,190.7,190.7,0.0,276.1,0.69,0.69,0.69,278.8,0.68,0.68,0.68,
06/28/2014,1136.2,1136.2,-429.8,429.8,706.4,0.0,-606.6,606.6,0.0,99.8,0.6,-0.6,,,0.0,100.4,-25.2,75.2,0.0,0.0,0.0,75.2,0.0,75.2,0.0,0.0,75.2,163.5,88.3,274.2,0.27,0.27,0.59628,276.4,0.27,0.27,0.589465,
09/27/2014,1038.8,1038.8,-323.4,323.4,715.4,0.0,-535.6,535.6,0.0,179.8,0.7,-0.7,,,0.0,180.5,-61.4,119.1,0.0,0.0,0.0,119.1,0.0,119.1,0.0,0.0,119.1,145.8,26.7,275.0,0.43,0.43,0.530182,276.4,0.43,0.43,0.526599,
12/27/2014,1219.4,1219.4,-379.4,379.4,840.0,0.0,-564.6,564.6,0.0,275.4,0.4,-0.4,,,0.0,275.8,-92.3,183.5,0.0,0.0,0.0,183.5,0.0,183.5,0.0,0.0,183.5,200.2,16.7,275.6,0.67,0.67,0.726415,276.5,0.66,0.66,0.720398,
03/28/2015,929.3,929.3,-263.8,263.8,665.5,0.0,-541.5,541.5,0.0,124.0,-1.2,1.2,,,0.0,122.8,-34.7,88.1,0.0,0.0,0.0,88.1,0.0,88.1,0.0,0.0,88.1,100.2,12.1,275.9,0.32,0.32,0.363175,277.4,0.32,0.32,0.363175,
06/27/2015,1004.1,1004.1,-316.4,316.4,687.7,0.0,-648.9,648.9,0.0,38.8,-6.3,6.3,,,0.0,32.5,-20.8,11.7,0.0,0.0,0.0,11.7,0.0,11.7,0.0,0.0,11.7,85.0,73.3,276.4,0.04,0.04,0.307525,278.5,0.04,0.04,0.303196,
09/26/2015,1030.3,1030.3,-333.8,333.8,696.5,0.0,-555.1,555.1,0.0,141.4,-6.7,6.7,,,0.0,134.7,-38.3,96.4,0.0,0.0,0.0,96.4,0.0,96.4,0.0,0.0,96.4,113.1,16.7,277.1,0.35,0.35,0.408156,278.3,0.35,0.35,0.408156,
12/26/2015,1273.8,1273.8,-414.7,414.7,859.1,0.0,-598.1,598.1,0.0,261.0,-6.3,6.3,,,0.0,254.7,-84.6,170.1,0.0,0.0,0.0,170.1,0.0,170.1,0.0,0.0,170.1,188.4,18.3,277.6,0.61,0.61,0.678674,278.4,0.61,0.61,0.675733,
03/26/2016,1033.1,1033.1,-320.1,320.1,713.0,0.0,-578.7,578.7,0.0,134.3,-6.5,6.5,,,0.0,127.8,-15.3,112.5,0.0,0.0,0.0,112.5,0.0,112.5,0.0,0.0,112.5,124.1,11.6,277.8,0.4,0.4,0.446724,279.5,0.4,0.4,0.441503,
07/02/2016,1154.6,1154.6,-371.9,371.9,782.7,0.0,-665.9,665.9,0.0,116.8,-7.4,7.4,,,0.0,109.4,-27.9,81.5,0.0,0.0,0.0,81.5,0.0,81.5,0.0,0.0,81.5,126.1,44.6,278.2,0.29,0.29,0.453271,281.1,0.29,0.29,0.448662,
10/01/2016,1037.6,1037.6,-322.9,322.9,714.7,0.0,-548.8,548.8,0.0,165.9,-5.7,5.7,,,0.0,160.2,-42.8,117.4,0.0,0.0,0.0,117.4,0.0,117.4,0.0,0.0,117.4,126.0,8.6,279.5,0.42,0.42,0.450805,281.9,0.42,0.42,0.450507,
12/31/2016,1321.7,1321.7,-415.5,415.5,906.2,0.0,-628.8,628.8,0.0,277.4,-5.1,5.1,,,0.0,272.3,-72.6,199.7,0.0,0.0,0.0,199.7,0.0,199.7,0.0,0.0,199.7,211.2,11.5,280.5,0.71,0.71,0.752941,281.8,0.71,0.71,0.750809,
04/01/2017,995.2,995.2,-289.5,289.5,705.7,0.0,-554.6,554.6,0.0,151.1,-4.0,4.0,,,0.0,147.1,-24.9,122.2,0.0,0.0,0.0,122.2,0.0,122.2,0.0,0.0,122.2,130.3,8.1,280.8,0.44,0.44,0.464031,282.9,0.43,0.43,0.458632,
07/01/2017,1133.8,1133.8,-379.3,379.3,754.5,0.0,-561.5,561.5,0.0,193.0,-13.6,13.6,,,0.0,179.4,-27.7,151.7,0.0,0.0,0.0,151.7,0.0,151.7,0.0,0.0,151.7,141.7,-10.0,281.5,0.54,0.54,0.503375,284.7,0.53,0.53,0.494875,
09/30/2017,1288.9,1288.9,-526.0,526.0,762.9,0.0,-784.7,784.7,0.0,-21.8,-20.5,20.5,,,0.0,-42.3,24.6,-17.7,0.0,0.0,0.0,-17.7,0.0,-17.7,0.0,0.0,-17.7,119.7,137.4,283.2,-0.06,-0.06,0.422669,286.7,-0.06,-0.06,0.419247,
12/30/2017,1785.0,1785.0,-608.8,608.8,1176.2,0.0,-829.8,829.8,0.0,346.4,-22.2,22.2,,,0.0,324.2,-261.0,63.2,0.0,0.0,0.0,63.2,0.0,63.2,0.0,0.0,63.2,306.2,243.0,284.5,0.22,0.22,1.076274,286.4,0.22,0.22,1.068464,
03/31/2018,1322.4,1322.4,-414.8,414.8,907.6,0.0,-748.6,748.6,0.0,159.0,-16.9,16.9,,,0.0,142.1,-1.8,140.3,0.0,0.0,0.0,140.3,0.0,140.3,0.0,0.0,140.3,157.9,17.6,286.2,0.49,0.49,0.551712,290.1,0.48,0.48,0.540669,
06/30/2018,1483.7,1483.7,-481.9,481.9,1001.8,0.0,-814.6,814.6,0.0,187.2,-14.4,14.4,,,0.0,172.8,38.9,211.7,0.0,0.0,0.0,211.7,0.0,211.7,0.0,0.0,211.7,176.1,-35.6,287.9,0.74,0.74,0.611671,291.3,0.73,0.73,0.607789,
09/29/2018,1381.2,1381.2,-446.1,446.1,935.1,0.0,-772.8,772.8,0.0,162.3,-17.7,13.1,,,4.6,144.6,-22.3,122.3,0.0,0.0,0.0,122.3,0.0,122.3,0.0,0.0,122.3,141.6,19.3,288.8,0.42,0.42,0.490305,292.0,0.42,0.42,0.486096,
12/29/2018,1800.8,1800.8,-597.3,597.3,1203.5,0.0,-822.8,822.8,0.0,380.7,-13.2,13.2,,,0.0,367.5,-112.7,254.8,0.0,0.0,0.0,254.8,0.0,254.8,0.0,0.0,254.8,310.0,55.2,289.9,0.88,0.88,1.069334,291.0,0.88,0.88,1.069334,
03/30/2019,1331.4,1331.4,-415.5,415.5,915.9,0.0,-806.1,806.1,0.0,109.8,-14.6,10.6,,,4.0,95.2,22.2,117.4,0.0,0.0,0.0,117.4,0.0,117.4,0.0,0.0,117.4,121.7,4.3,290.0,0.4,0.4,0.419655,290.9,0.4,0.4,0.414782,
06/29/2019,1513.7,1513.7,-514.5,514.5,999.2,0.0,-828.1,828.1,0.0,171.1,-12.2,11.0,,,1.2,158.9,-10.0,148.9,0.0,0.0,0.0,148.9,0.0,148.9,0.0,0.0,148.9,175.4,26.5,289.1,0.51,0.51,0.60671,289.8,0.51,0.51,0.601442,
09/28/2019,1357.9,1357.9,-443.4,443.4,914.5,0.0,-862.9,862.9,0.0,51.6,-25.0,12.3,,,12.7,26.6,-6.6,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,113.9,93.9,284.4,0.07,0.07,0.400492,285.7,0.07,0.07,0.398666,
12/28/2019,1816.0,1816.0,-606.3,606.3,1209.7,0.0,-846.6,846.6,0.0,363.1,-8.1,14.0,,,-5.9,355.0,-56.2,298.8,0.0,0.0,0.0,298.8,0.0,298.8,0.0,0.0,298.8,303.5,4.7,276.0,1.08,1.08,1.099638,276.7,1.08,1.08,1.096986,
03/28/2020,1072.7,1072.7,-456.5,456.5,616.2,0.0,-1301.7,1301.7,0.0,-685.5,-19.5,13.5,,,6.0,-705.0,27.9,-677.1,0.0,0.0,0.0,-677.1,0.0,-677.1,0.0,0.0,-677.1,-674.1,3.0,276.1,-2.45,-2.45,-2.441507,276.6,-2.45,-2.45,-2.441507,
06/27/2020,714.8,714.8,-215.9,215.9,498.9,0.0,-778.9,778.9,0.0,-280.0,-20.8,20.3,,,0.5,-300.8,7.0,-293.8,0.0,0.0,0.0,-293.8,0.0,-293.8,0.0,0.0,-293.8,-193.6,100.2,276.2,-1.06,-1.06,-0.700941,276.2,-1.06,-1.06,-0.700941,
09/30/2020,1039.091,,,,720.70312669,,,,,87.77,,,,,,66.089,,50.748,,,,,,50.748,,,50.748,50.867,,,0.155,0.155,0.177,,0.155,0.155,0.177,
12/31/2020,1546.0,,,,1052.7487,,,,,314.3,,,,,,297.667,,246.0,,,,,,246.0,,,246.0,236.75,,,0.818,0.818,0.843,,0.818,0.818,0.843,
