Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,2282,175.0,160.0,2617.0,,,,29.483204,2.260982,2.067183,33.81137,11.63692,0.892402,0.81591,13.345232,
06/30/2008,1061,100.0,151.0,1312.0,,,,13.704469,1.291656,1.9504,16.946525,5.931351,0.559034,0.844141,7.334526,
09/30/2008,2039,106.0,187.0,2332.0,,,,26.871376,1.396943,2.464418,30.732736,11.070692,0.575524,1.015311,12.661527,
12/31/2008,2285,287.0,103.0,2675.0,,,,36.636203,4.601571,1.651435,42.88921,12.586758,1.580919,0.567368,14.735045,
03/31/2009,3115,258.0,77.0,3450.0,16.0,16.0,,51.899367,4.298567,1.282906,57.48084,17.032096,1.410684,0.421018,18.863798,
06/30/2009,2125,241.0,63.0,2429.0,,,,34.285253,3.888351,1.016457,39.190061,12.313844,1.396535,0.365069,14.075448,
09/30/2009,2291,252.0,64.0,2607.0,,,,36.044682,3.964758,1.006923,41.016362,12.989001,1.428733,0.362853,14.780587,
03/31/2010,3248,244.0,57.0,,7.0,,-76.0,51.061154,3.835875,0.896086,,17.650255,1.325943,0.309749,,
06/30/2010,1589,243.0,56.0,1888.0,28.0,28.0,4.0,24.639479,3.768026,0.868352,29.275857,9.551575,1.460688,0.336619,11.348882,
09/30/2010,2208,302.0,54.0,2564.0,78.0,78.0,-77.0,33.313217,4.556427,0.814725,38.684369,12.835717,1.75561,0.313917,14.905244,
12/31/2010,2172,227.0,75.0,2474.0,22.0,22.0,-51.0,33.364055,3.486943,1.152074,38.003072,12.718117,1.329195,0.439161,14.486474,
03/31/2011,2833,222.0,75.0,3130.0,17.0,17.0,-51.0,,,,,,,,,
06/30/2011,941,223.0,76.0,1240.0,37.0,37.0,2.0,14.148248,3.352879,1.142685,18.643813,5.879413,1.393315,0.474852,7.747579,
09/30/2011,1591,,73.0,1664.0,,,-52.0,23.696753,,1.08728,24.784033,9.699445,,0.445041,10.144486,
12/31/2011,1479,,75.0,1554.0,,,-49.0,23.660214,,1.199808,24.860022,9.099299,,0.461425,9.560724,
03/31/2012,1827,,77.0,1904.0,,,-47.0,30.30856,,1.277372,31.585932,10.958493,,0.461852,11.420345,
06/30/2012,604,22.0,76.0,702.0,,,-47.0,10.252928,0.373451,1.290104,11.916483,3.964816,0.144414,0.498884,4.608113,
09/30/2012,803,,79.0,882.0,28.0,28.0,-43.0,14.011516,,1.378468,15.389984,5.216318,,0.513187,5.729505,
12/31/2012,2104,,83.0,2187.0,,,,40.022827,,1.578847,41.601674,12.707616,,0.501299,13.208915,
03/31/2013,2723,,87.0,2810.0,,,,53.204377,,1.699883,54.904259,16.229586,,0.518536,16.748123,
06/30/2013,1600,,88.0,1688.0,,,,31.397174,,1.726845,33.124019,10.301313,,0.566572,10.867886,
09/30/2013,2638,,89.0,2727.0,,,,51.929134,,1.751969,53.681102,15.899229,,0.536403,16.435632,
12/31/2013,1447,0.0,89.0,1536.0,,,,28.004645,0.0,1.72247,29.727114,9.394884,0.0,0.577847,9.972731,
03/31/2014,1747,,90.0,1837.0,,,,34.849392,,1.795332,36.644724,11.057662,,0.569656,11.627318,
06/30/2014,1230,0.0,91.0,1321.0,,,,25.127681,0.0,1.85904,26.986721,8.03869,0.0,0.594732,8.633423,
09/30/2014,1201,0.0,92.0,1293.0,,,,24.053675,0.0,1.84258,25.896255,7.83329,0.0,0.600052,8.433342,
12/31/2014,885,0.0,91.0,976.0,,,,19.570986,0.0,2.012384,21.58337,5.823901,0.0,0.598842,6.422743,
03/31/2015,1523,0.0,90.0,1613.0,,,,33.702146,0.0,1.991591,35.693738,9.608833,0.0,0.567823,10.176656,
06/30/2015,3861,538.0,90.0,4489.0,,,,21.068427,2.93572,0.491106,24.495253,7.076872,0.986107,0.164962,8.227941,
09/30/2015,2793,408.0,89.0,3290.0,,,,15.11609,2.208151,0.48168,17.805921,5.19396,0.758731,0.165507,6.118198,
12/31/2015,2455,202.0,89.0,2746.0,,,,13.450581,1.106728,0.487618,15.044927,4.712092,0.387716,0.170825,5.270633,
03/31/2016,4394,0.0,83.0,4477.0,,,,20.762652,0.0,0.392194,21.154846,8.076018,0.0,0.152551,8.228569,
06/30/2016,1865,0.0,69.0,1934.0,,,,8.714953,0.0,0.32243,9.037383,3.602333,0.0,0.133277,3.73561,
09/30/2016,1854,0.0,61.0,1915.0,,,,8.605644,0.0,0.283141,8.888786,3.579703,0.0,0.117779,3.697482,
12/31/2016,2006,0.0,0.0,2006.0,,,,9.239556,0.0,0.0,9.239556,3.92602,0.0,0.0,3.92602,
03/31/2017,3100,,,3100.0,,,,14.281765,,0.0,14.281765,5.966243,,0.0,5.966243,
06/30/2017,1700,,,1700.0,,,,7.767523,0.0,0.0,7.767523,3.368805,0.0,0.0,3.368805,
