Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,26251.400391,515.100006,180.899994,334.200012,2343.199951,,,309.100006,,,,599.5,,,,3766.899902,19734.099609,30454.800781,-10720.700195,1974.900024,775.5,,,,,,,775.5,22484.499634,,1637.099976,1637.099976,,,,1975.5,,,,,,1374.500122,,,1374.500122,4987.100098,7771.799805,,,,,4869.299805,,,,4869.299805,12641.099609,17628.199707,,5745.399902,,,-343.899994,,3221.700043,8623.199951,,8623.199951,26251.399658,
06/30/1990,26621.800781,417.5,272.100006,145.399994,2555.5,,,314.899994,,,,643.0,,,,3930.899902,19856.199219,30809.900391,-10953.700195,2020.300049,814.400024,,,,,,,814.400024,22690.899292,,1662.699951,1662.699951,,,,2051.899902,,,,,,1221.400146,,,1221.400146,4936.0,8027.700195,,,,,4903.799805,,,,4903.799805,12931.5,17867.5,,5745.399902,,,-343.399994,,3352.299896,8754.299805,,8754.299805,26621.799805,
09/30/1990,27960.0,106.099998,34.0,72.099998,2736.800049,,,341.100006,,,,696.299988,,,,3880.300049,19951.800781,31175.099609,-11223.299805,2082.699951,2045.199951,,,,,,,2045.199951,24079.700684,,1828.099976,1828.099976,,,,2810.300049,,,,,,1282.800171,,,1282.800171,5921.200195,8179.399902,,,,,4954.0,,,,4954.0,13133.399902,19054.600098,,5745.399902,,,-343.899994,,3503.899994,8905.399902,,8905.399902,27960.0,
12/31/1990,27998.5,109.699997,94.699997,15.0,2685.199951,,,357.899994,,,,674.799988,,,,3827.600098,20170.099609,31506.5,-11336.400391,2005.099976,1995.699951,,,,,,,1995.699951,24170.899536,,2171.0,2171.0,,,,2597.0,,,,,,1197.0,,,1197.0,5965.0,8171.100098,,,,,4932.399902,,,,4932.399902,13103.5,19068.5,,5746.899902,,,-316.700012,,3499.80011,8930.0,,8930.0,27998.5,
03/31/1991,27996.0,189.5,164.5,25.0,2631.800049,,,359.299988,,,,674.099976,,,,3854.699951,20211.199219,31727.599609,-11516.400391,1980.900024,1949.199951,,,,,,,1949.199951,24141.299194,,1785.900024,1785.900024,,,,2652.199951,,,,,,1445.60022,,,1445.60022,5883.700195,8217.900391,,,,,4845.399902,,,,4845.399902,13063.300293,18947.000488,,5747.0,,,-309.899994,,3611.899994,9049.0,,9049.0,27996.000488,
06/30/1991,28069.099609,189.900002,116.900002,73.0,2652.0,,,346.5,,,,652.799988,,,,3841.199951,20299.599609,31995.400391,-11695.799805,2033.300049,1895.0,,,,,,,1895.0,24227.899658,,1866.300049,1866.300049,,,,2952.300049,,,,,,1233.899902,,,1233.899902,6052.5,8033.700195,,,,,4838.299805,,,,4838.299805,12872.0,18924.5,,5747.0,,,-321.799988,,3719.400085,9144.600098,,9144.600098,28069.100098,
09/30/1991,27995.599609,273.999992,149.899994,124.099998,2520.0,,,313.5,,,,706.700012,,,,3814.199951,20319.599609,32186.699219,-11867.099609,2218.0,1643.800049,,,,,,,1643.800049,24181.399658,,1929.400024,1929.400024,,,,2312.600098,,,,,,1319.099976,,,1319.099976,5561.100098,8241.299805,,,,,4846.600098,,,,4846.600098,13087.899902,18649.0,,5744.200195,,,-252.5,,3854.899902,9346.600098,,9346.600098,27995.600098,
12/31/1991,28305.800781,247.199997,131.699997,115.5,2618.300049,,,298.899994,,,,725.5,,,,3889.899902,20623.900391,33549.398438,-12925.5,1944.300049,1847.699951,,,,,,,1847.699951,24415.900391,,1910.699951,1910.699951,,,,2832.100098,,,,,,1295.800049,,,1295.800049,6038.600098,7984.0,,,,,6915.600098,,,,6915.600098,14899.600098,20938.200196,,5760.799805,,,-171.600006,,1778.400055,7367.599854,,7367.599854,28305.80005,
03/31/1992,27582.400391,337.600006,242.600006,95.0,2402.0,,,303.399994,,,,721.900024,,,,3764.899902,20300.900391,32516.199219,-12215.299805,1940.300049,1576.300049,,,,,,,1576.300049,23817.500488,,1411.400024,1411.400024,,,,1954.300049,,,,,,1357.000122,,,1357.000122,4722.700195,7888.899902,,,,,6960.0,,,,6960.0,14848.899902,19571.600098,,5732.0,,,-110.0,,2388.800049,8010.800049,,8010.800049,27582.400146,
06/30/1992,28144.699219,299.100006,228.300003,70.800003,2576.600098,,,301.200012,,,,749.0,,,,3925.899902,20544.599609,32232.599609,-11688.0,1925.199951,1749.0,,,,,,,1749.0,24218.799561,,1542.699951,1542.699951,,,,2909.300049,,,,,,1211.700195,,,1211.700195,5663.700195,7860.799805,,,,,7042.899902,,,,7042.899902,14903.699707,20567.399902,,5778.299805,,,-110.0,,1909.0,7577.299805,,7577.299805,28144.699707,
09/30/1992,27896.099609,291.199997,231.199997,60.0,2627.699951,,,291.0,,,,794.200012,,,,4004.100098,20363.400391,32319.5,-11956.099609,1875.0,1653.599976,,,,,,,1653.599976,23892.000366,,1615.900024,1615.900024,,,,2457.399902,,,,,,1366.300171,,,1366.300171,5439.600098,7626.700195,,,,,7101.5,,,,7101.5,14728.200195,20167.800293,,5776.100098,,,-66.300003,,2018.499954,7728.300049,,7728.300049,27896.100342,
12/31/1992,28099.5,329.700001,296.0,33.700001,2628.800049,,,266.0,,,,766.799988,,,,3991.300049,20592.699219,32067.099609,-11474.400391,1872.699951,1642.800049,,,,,,,1642.800049,24108.199219,,1939.5,1939.5,,,,2703.5,,,,,,1229.200195,,,1229.200195,5872.200195,7348.200195,,,,,7062.799805,,,,7062.799805,14411.0,20283.200195,0.0,5791.299805,,,-9.1,,2034.1,7816.299805,0.0,7816.299805,28099.5,
03/31/1993,28882.199219,886.900002,106.400002,780.5,1967.099976,,,255.399994,,,,755.200012,,,,3864.600098,20481.699219,31543.0,-11061.299805,1890.099976,2645.800049,,,,,,,2645.800049,25017.599243,,1674.199951,1674.199951,,,,2386.600098,,,,,,1419.300049,,,1419.300049,5480.100098,7457.799805,,,,,7931.899902,,,,7931.899902,15389.699707,20869.799805,,5814.399902,,,-2.4,,2200.4,8012.399902,,8012.399902,28882.199707,
06/30/1993,28763.0,111.6,111.5,0.1,2636.899902,,,247.399994,,,,790.900024,,,,3786.800049,20352.699219,31807.199219,-11454.5,1881.5,2742.0,,,,,,,2742.0,24976.199219,,1687.900024,1687.900024,,,,2618.600098,,,,,,1229.700073,,,1229.700073,5536.200195,7164.799805,,,,,7955.700195,,,,7955.700195,15120.5,20656.700195,0.0,5819.700195,,,-2.4,,2289.000098,8106.300293,0.0,8106.300293,28763.000488,
09/30/1993,28776.300781,271.100006,271.100006,0.0,2752.5,,,247.699997,,,,776.0,,,,4047.300049,20275.0,32072.099609,-11797.099609,1813.0,2641.0,,,,,,,2641.0,24729.0,,1778.699951,1778.699951,,,,2209.300049,,,,,,1327.5,,,1327.5,5315.5,7267.299805,,,,,7951.700195,,,,7951.700195,15219.0,20534.5,,5841.399902,,,-2.4,,2402.799902,8241.799805,,8241.799805,28776.299805,
12/31/1993,29544.199219,154.600006,146.100006,8.5,2762.300049,,,250.899994,,,,703.0,,,,3870.800049,20565.199219,32529.199219,-11964.0,1888.400024,3219.800049,,,,,,,3219.800049,25673.399292,,2134.899902,2134.899902,,,,2677.300049,,,,,,1311.699951,,,1311.699951,6123.899902,7206.200195,,,,,7989.700195,,,,7989.700195,15195.90039,21319.800292,0.0,5851.399902,,,-2.4,,2375.4,8224.399902,0.0,8224.399902,29544.200194,
03/31/1994,29452.599609,265.399994,255.399994,10.0,2727.300049,,,247.300003,,,,876.599976,,,,4116.600098,20366.5,32843.199219,-12476.700195,1905.099976,3064.399902,,,,,,,3064.399902,25335.999878,,1665.699951,1665.699951,,,,2914.600098,,,,,,1492.800049,,,1492.800049,6073.100098,7104.899902,,,,,7938.700195,,,,7938.700195,15043.600098,21116.700195,0.0,5857.399902,,,-2.3,,2480.8,8335.899902,0.0,8335.899902,29452.600098,
06/30/1994,28685.599609,252.899994,252.899994,0.0,2764.100098,,,271.200012,,,,831.0,,,,4119.200195,20181.0,33115.0,-12934.0,1306.900024,3078.5,,,,,,,3078.5,24566.400024,,1686.0,1686.0,,,,2151.0,,,,,,1333.299805,,,1333.299805,5170.299805,6993.200195,,,,,7941.200195,,,,7941.200195,14934.400391,20104.700195,85.0,5860.899902,,,-9.2,,2644.2,8580.899902,0.0,8580.899902,28685.600098,
09/30/1994,24517.900391,226.100006,226.100006,0.0,2609.100098,,,265.0,,,,817.799988,,,,3918.0,16737.900391,33466.5,-16728.599609,1172.400024,2689.600098,,,,,,,2689.600098,20599.900513,,1883.5,1883.5,,,,2333.300049,,,,,,1259.900146,,,1259.900146,5476.700195,6924.799805,,,,,5684.799805,,,,5684.799805,12609.599609,18086.299805,85.0,5863.700195,,,-9.2,,492.099994,6431.600189,0.0,6431.600189,24517.899994,
12/31/1994,24271.800781,142.899994,142.899994,0.0,2328.100098,,,274.600006,,,,1037.699951,,,,3783.300049,16938.099609,33745.800781,-16807.699219,,3550.399902,,,,,,,3550.399902,20488.499511,,2220.199951,2220.199951,,,,2087.600098,,,,,,1268.900146,,,1268.900146,5576.700195,6805.700195,,,,,5723.100098,,,,5723.100098,12528.800293,18105.500488,85.0,5864.899902,,,-11.0,,227.399994,6166.299896,0.0,6166.299896,24271.800384,
03/31/1995,24312.199219,193.599998,58.599998,135.0,2207.199951,,,298.0,,,,1101.0,,,,3799.800049,17074.900391,34402.0,-17327.099609,,3437.5,,,,,,,3437.5,20512.400391,,1765.699951,1765.699951,,,,2356.199951,,,,,,1527.399902,,,1527.399902,5649.299805,6700.0,,,,,5794.600098,,,,5794.600098,12494.600098,18143.899902,85.0,5868.100098,,,-3.1,,218.299997,6168.300095,0.0,6168.300095,24312.199997,
06/30/1995,24819.900391,164.0,61.5,102.5,2308.300049,,,289.600006,,,,1129.400024,,,,3891.300049,17161.599609,34851.898438,-17690.300781,,3767.0,,,,,,,3767.0,20928.599609,,1860.0,1860.0,,,,2746.100098,,,,,,1201.0,,,1201.0,5807.100098,6743.200195,,,,,5871.299805,,,,5871.299805,12614.5,18421.600098,85.0,5876.100098,,,-3.1,,440.300012,6398.30011,0.0,6398.30011,24819.900208,
09/30/1995,24546.0,139.599998,97.699997,41.900002,2313.800049,,,282.200012,,,,1148.099976,,,,3883.699951,16070.200195,33509.398438,-17439.199219,,4592.100098,,,,,,,4592.100098,20662.300293,,2170.300049,2170.300049,,,,2253.699951,,,,,,859.100098,,,859.100098,5283.100098,6647.5,,,,,5901.700195,,,,5901.700195,12549.200195,17832.300293,85.0,5900.0,,,-3.1,,731.800012,6713.700012,0.0,6713.700012,24546.000305,
12/31/1995,24156.800781,356.799988,356.799988,0.0,2386.0,,,132.800003,,,,997.099976,,,,3872.699951,15921.299805,33553.800781,-17632.5,,4362.799805,,,,,,,4362.799805,20284.099609,,1668.900024,1668.900024,,,,1930.199951,,,,,,1773.900024,,,1773.900024,5373.0,6407.200195,,,,,5548.0,,,,5548.0,11955.200195,17328.200195,145.0,5944.200195,,,-3.1,,742.500024,6828.60022,0.0,6828.60022,24156.800415,
03/31/1996,23808.599609,186.799999,56.799999,130.0,2285.899902,,,135.5,,,,1022.099976,,,,3630.300049,15765.700195,33712.0,-17946.300781,,4412.600098,,,,,,,4412.600098,20178.300293,,2657.300049,2657.300049,,,,1700.099976,,,,,,731.700073,,,731.700073,5089.100098,6164.5,,,,,5544.200195,,,,5544.200195,11708.700195,16797.800293,145.0,5948.299805,,,-9.5,,927.0,7010.799805,0.0,7010.799805,23808.600098,
06/30/1996,23795.699219,161.200001,63.700001,97.5,2352.699951,,,146.399994,,,,974.700012,,,,3635.0,15643.799805,33916.300781,-18272.5,,4516.899902,,,,,,,4516.899902,20160.699707,,2316.0,2316.0,,,,1842.599976,,,,,,747.799927,,,747.799927,4906.399902,6130.600098,,,,,5525.0,,,,5525.0,11655.600098,16562.0,145.0,5948.5,,,-2.8,,1142.999951,7233.699951,0.0,7233.699951,23795.699951,
09/30/1996,23908.900391,138.400002,98.800003,39.599998,2369.399902,,,164.5,,,,945.299988,,,,3617.600098,15682.400391,34299.601562,-18617.199219,,4608.899902,,,,,,,4608.899902,20291.300293,,2611.600098,2611.600098,,,,1281.199951,,,,,,741.300049,,,741.300049,4634.100098,6268.799805,,,,,5571.100098,,,,5571.100098,11839.899902,16474.0,145.0,5948.299805,,,-2.7,,1344.299976,7434.89978,0.0,7434.89978,23908.89978,
12/31/1996,53361.101562,549.899994,249.399994,300.5,6168.899902,,,478.399994,,,,1259.599976,,,,8456.799805,36134.800781,75679.5,-39544.699219,1981.0,6788.5,,,,,,,6788.5,44904.300781,,3513.100098,3513.100098,,,,2884.199951,,,,,,3952.600342,,,3952.600342,10349.900391,15286.0,,,,,12589.599609,,,,12589.599609,27875.599609,38225.5,145.0,13373.700195,,,-3.6,,-393.699988,13121.400208,2014.199951,15135.600159,53361.100159,
03/31/1997,25216.199219,477.199997,144.800003,332.399994,2796.300049,,,175.0,,,,606.599976,,,,4055.100098,16139.799805,35461.800781,-19322.0,,5021.299805,,,,,,,5021.299805,21161.099609,,2853.899902,2853.899902,,,,2263.699951,,,,,,685.000244,,,685.000244,5802.600098,5943.0,,,,,5717.399902,,,,5717.399902,11660.399902,17463.0,145.0,5948.700195,,,-3.3,,1662.8,7753.200195,0.0,7753.200195,25216.200195,
