Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2009,3159.9,3159.9,,-2313.1,2313.1,846.8,0.0,-739.3,596.2,,142.3,0.8,107.5,-142.8,131.6,133.2,-1.6,,-11.2,11.2,-35.3,-8.8,-55.3,0.0,0.0,0.0,-55.3,0.0,-55.3,0.0,0.0,-55.3,-55.255,0.045,671.5,-0.08,-0.08,-0.082286,671.5,-0.08,-0.08,-0.082286,
06/30/2009,3006.3,3006.3,,,,,0.0,-2764.1,,,,2764.1,242.2,-166.8,132.8,133.9,-1.1,,-3.1,34.0,75.4,-56.9,15.4,0.0,0.0,0.0,15.4,0.0,15.4,0.0,0.0,15.4,47.025,31.625,673.4,0.02,0.02,0.069832,680.2,0.02,0.02,0.066494,
09/30/2009,3350.0,3350.0,,-2132.3,2132.3,1217.7,0.0,-799.5,620.4,,147.4,31.7,418.2,-118.8,133.8,135.4,-1.6,,-12.1,-15.0,299.4,-79.7,207.6,0.0,0.0,0.0,207.6,0.0,207.6,0.0,0.0,207.6,172.1,-35.5,674.8,0.31,0.31,0.255039,685.1,0.3,0.3,0.248183,
03/31/2010,3531.0,3531.0,,-2564.0,2564.0,967.0,0.0,-814.0,616.0,,141.0,57.0,153.0,-147.0,137.0,138.0,-1.0,,-11.0,10.0,6.0,-21.0,-26.0,0.0,0.0,0.0,-26.0,0.0,-26.0,0.0,0.0,-26.0,0.65,26.65,676.0,-0.04,-0.04,0.000962,676.0,-0.04,-0.04,-0.000577,
06/30/2010,3331.0,3331.0,,-2077.0,2077.0,1254.0,0.0,-819.0,673.0,,144.0,2.0,435.0,-187.0,132.0,134.0,-2.0,,-7.0,55.0,248.0,-91.0,150.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,150.0,175.1,25.1,679.0,0.22,0.22,0.257879,693.0,0.22,0.22,0.256219,
09/30/2010,3297.0,3297.0,,-1916.0,1916.0,1381.0,0.0,-770.0,624.0,,139.0,7.0,611.0,-102.0,126.0,127.0,-1.0,,-13.0,-24.0,509.0,-179.0,317.0,0.0,0.0,0.0,317.0,0.0,317.0,0.0,0.0,317.0,239.96,-77.04,679.0,0.47,0.47,0.353402,694.0,0.46,0.46,0.348991,
12/31/2010,3307.0,3307.0,,-1955.0,1955.0,1352.0,0.0,-622.0,553.0,,76.0,-7.0,730.0,-158.0,127.0,128.0,-1.0,,-4.0,31.0,572.0,-187.0,381.0,98.0,98.0,0.0,283.0,0.0,283.0,0.0,0.0,283.0,416.84,35.84,680.0,0.42,0.560294,0.613,698.0,0.41,0.550401,0.601748,
03/31/2011,3510.0,3510.0,,-2276.0,2276.0,1234.0,0.0,-797.0,658.0,,139.0,0.0,437.0,-99.0,108.0,110.0,-2.0,,-14.0,-9.0,338.0,-122.0,202.0,0.0,0.0,0.0,202.0,0.0,202.0,0.0,0.0,202.0,202.0,0.0,674.0,0.3,0.3,0.3,693.0,0.29,0.29,0.29,
06/30/2011,3586.0,3586.0,,-2030.0,2030.0,1556.0,0.0,-822.0,683.0,,139.0,0.0,734.0,-104.0,109.0,110.0,-1.0,,-5.0,-5.0,630.0,-230.0,395.0,0.0,0.0,0.0,395.0,0.0,395.0,0.0,0.0,395.0,625.0,230.0,669.0,0.59,0.59,0.93423,686.0,0.58,0.58,0.915277,
09/30/2011,3365.0,3365.0,,-1810.0,1810.0,1555.0,0.0,-852.0,718.0,,134.0,0.0,703.0,-129.0,108.0,110.0,-2.0,,-19.0,21.0,574.0,-217.0,338.0,0.0,0.0,0.0,338.0,0.0,338.0,0.0,0.0,338.0,357.0,19.0,659.0,0.51,0.51,0.54173,675.0,0.5,0.5,0.528148,
12/31/2011,3612.0,3612.0,,-1766.0,1766.0,1846.0,0.0,-1199.0,,,,1199.0,647.0,-111.0,104.0,106.0,-2.0,,1.0,7.0,536.0,-186.0,351.0,-19.0,-19.0,0.0,370.0,0.0,370.0,0.0,0.0,370.0,377.0,26.0,653.0,0.57,0.54,0.577335,669.0,0.55,0.52,0.558864,
03/31/2012,3796.0,3796.0,,-2347.0,2347.0,1449.0,0.0,-772.0,642.0,,119.0,11.0,677.0,-78.0,108.0,110.0,-2.0,,-4.0,-30.0,599.0,-201.0,394.0,31.0,31.0,0.0,363.0,0.0,363.0,0.0,0.0,363.0,392.0,-2.0,650.0,0.56,0.61,0.603077,667.0,0.54,0.59,0.587001,
06/30/2012,3329.0,3329.0,,-1753.0,1753.0,1576.0,0.0,-784.0,665.0,,119.0,0.0,792.0,-100.0,103.0,104.0,-1.0,,-12.0,-3.0,692.0,-228.0,452.0,25.0,25.0,0.0,427.0,0.0,427.0,0.0,0.0,427.0,677.0,225.0,646.0,0.66,0.7,1.047988,661.0,0.65,0.68,1.020393,
09/30/2012,3266.0,3266.0,,-1717.0,1717.0,1549.0,0.0,-761.0,645.0,,116.0,0.0,788.0,-153.0,93.0,94.0,-1.0,,-14.0,60.0,635.0,-236.0,385.0,-6.0,-6.0,0.0,391.0,0.0,391.0,0.0,0.0,391.0,420.0,35.0,640.0,0.61,0.6,0.65625,656.0,0.6,0.59,0.643354,
12/31/2012,3698.0,3698.0,,-1788.0,1788.0,1910.0,0.0,-1184.0,,,,1184.0,726.0,-91.0,92.0,94.0,-2.0,,-5.0,-1.0,635.0,-227.0,403.0,10.0,10.0,0.0,393.0,0.0,393.0,0.0,0.0,393.0,414.0,11.0,634.0,0.62,0.64,0.652997,650.0,0.6,0.62,0.636923,
03/31/2013,4040.0,4040.0,,-2474.0,2474.0,1566.0,0.0,-766.0,650.0,,116.0,0.0,800.0,-95.0,93.0,95.0,-2.0,,-8.0,2.0,705.0,-234.0,463.0,20.0,20.0,0.0,443.0,0.0,443.0,0.0,0.0,443.0,697.0,234.0,621.0,0.71,0.75,1.122383,638.0,0.69,0.73,1.096771,
06/30/2013,3369.0,3369.0,,-1892.0,1892.0,1477.0,0.0,-702.0,629.0,,73.0,0.0,775.0,-98.0,92.0,94.0,-2.0,,-8.0,6.0,677.0,-234.0,435.0,-37.0,-37.0,0.0,472.0,0.0,472.0,0.0,0.0,472.0,669.0,234.0,609.0,0.78,0.71,1.098522,624.0,0.76,0.7,1.075,
09/30/2013,3302.0,3302.0,,-1801.0,1801.0,1501.0,0.0,-737.0,667.0,,70.0,0.0,764.0,-85.0,91.0,93.0,-2.0,,-22.0,-6.0,679.0,-226.0,431.0,-63.0,-63.0,0.0,494.0,0.0,494.0,0.0,0.0,494.0,431.0,0.0,603.0,0.82,0.71,0.71,618.0,0.8,0.7,0.7,
12/31/2013,3571.0,3571.0,,-2122.0,2122.0,1449.0,0.0,-734.0,641.0,,73.0,20.0,715.0,-83.0,92.0,94.0,-2.0,,-10.0,-9.0,632.0,-200.0,422.0,-48.0,-48.0,0.0,470.0,0.0,470.0,0.0,0.0,470.0,434.0,12.0,599.0,0.78,0.7,0.724541,615.0,0.76,0.69,0.709512,
03/31/2014,3570.0,3570.0,,-2121.0,2121.0,1449.0,0.0,-658.0,587.0,,71.0,0.0,791.0,-85.0,90.0,93.0,-3.0,,-10.0,-5.0,706.0,-234.0,462.0,-6.0,-6.0,0.0,468.0,0.0,468.0,0.0,0.0,468.0,462.0,0.0,585.0,0.8,0.79,0.79,600.0,0.78,0.77,0.77,
06/30/2014,3188.0,3188.0,,-1798.0,1798.0,1390.0,0.0,-660.0,589.0,,71.0,0.0,730.0,-85.0,91.0,94.0,-3.0,,-10.0,-6.0,645.0,-217.0,418.0,-21.0,-21.0,0.0,439.0,,439.0,0.0,0.0,439.0,635.0,217.0,570.0,0.77,0.73,1.114035,581.0,0.76,0.72,1.093494,
09/30/2014,3367.0,3367.0,,-1936.0,1936.0,1431.0,0.0,-763.0,617.0,,68.0,78.0,668.0,-458.0,85.0,89.0,-4.0,,-28.0,373.0,210.0,-110.0,72.0,-1567.0,-1567.0,0.0,1639.0,0.0,1639.0,0.0,0.0,1639.0,400.0,328.0,532.0,3.08,0.14,0.75188,541.0,3.03,0.13,0.736285,
12/31/2014,3681.0,3681.0,,-2234.0,2234.0,1447.0,0.0,-740.0,669.0,,71.0,0.0,707.0,-104.0,84.0,87.0,-3.0,24.0,0.0,-4.0,603.0,-201.0,402.0,-11.0,-11.0,0.0,413.0,0.0,413.0,0.0,0.0,413.0,402.0,0.0,515.0,0.8,0.78,0.78,523.0,0.79,0.77,0.77,
03/31/2015,3500.0,3500.0,,-2142.0,2142.0,1358.0,0.0,-637.0,588.0,,68.0,-19.0,721.0,-111.0,88.0,93.0,-5.0,0.0,-13.0,23.0,610.0,-203.0,394.0,0.0,0.0,0.0,394.0,0.0,394.0,0.0,0.0,394.0,391.0,-3.0,498.0,0.79,0.79,0.785141,506.0,0.78,0.78,0.774071,
06/30/2015,3219.0,3219.0,,-1907.0,1907.0,1312.0,0.0,-726.0,605.0,,66.0,55.0,586.0,-83.0,87.0,94.0,-7.0,0.0,-6.0,-4.0,503.0,-165.0,332.0,0.0,0.0,0.0,332.0,0.0,332.0,0.0,0.0,332.0,365.0,33.0,490.0,0.68,0.68,0.744898,495.0,0.67,0.67,0.736667,
09/30/2015,3257.0,3257.0,,-1842.0,1842.0,1415.0,0.0,-662.0,597.0,,65.0,0.0,753.0,-100.0,96.0,102.0,-6.0,0.0,-16.0,4.0,653.0,-211.0,426.0,0.0,0.0,0.0,426.0,0.0,426.0,0.0,0.0,426.0,426.0,0.0,480.0,0.89,0.89,0.89,484.0,0.88,0.88,0.88,
12/31/2015,3910.0,3910.0,,-2433.0,2433.0,1477.0,0.0,-1120.0,665.0,0.0,65.0,390.0,357.0,-100.0,97.0,103.0,-6.0,4.0,2.0,-1.0,257.0,-8.0,251.0,-10.0,-10.0,0.0,261.0,0.0,261.0,0.0,0.0,261.0,436.0,185.0,469.0,0.56,0.54,0.929638,474.0,0.55,0.53,0.920295,
03/31/2016,3588.0,2807.0,781.0,-2272.0,2272.0,1316.0,0.0,-551.0,503.0,,57.0,-9.0,765.0,-96.0,93.0,100.0,-7.0,0.0,-21.0,3.0,669.0,-206.0,442.0,-31.0,-31.0,0.0,473.0,0.0,473.0,0.0,0.0,473.0,443.0,1.0,459.0,1.03,0.96,0.965142,464.0,1.02,0.95,0.952155,
06/30/2016,2976.0,1978.0,998.0,-1758.0,1758.0,1218.0,0.0,-567.0,510.0,,57.0,0.0,651.0,-96.0,92.0,100.0,-8.0,0.0,-9.0,4.0,555.0,-173.0,373.0,-50.0,-50.0,0.0,423.0,0.0,423.0,0.0,0.0,423.0,373.0,0.0,451.0,0.94,0.83,0.83,455.0,0.93,0.82,0.82,
09/30/2016,3084.0,1915.0,1169.0,-1788.0,1788.0,1296.0,0.0,-575.0,521.0,,54.0,0.0,721.0,-97.0,97.0,104.0,-7.0,0.0,-13.0,0.0,624.0,-145.0,466.0,-12.0,-12.0,0.0,478.0,0.0,478.0,0.0,0.0,478.0,455.0,-11.0,442.0,1.08,1.05,1.029412,446.0,1.07,1.04,1.015336,
12/31/2016,3518.0,3518.0,,-2138.0,2138.0,1380.0,0.0,-896.0,590.0,0.0,57.0,249.0,484.0,-102.0,97.0,107.0,-10.0,0.0,-7.0,5.0,382.0,-104.0,271.0,384.0,384.0,0.0,-113.0,0.0,-113.0,0.0,0.0,-113.0,449.45,178.45,424.0,-0.27,0.64,1.060024,429.0,-0.27,0.63,1.045967,
03/31/2017,3343.0,2445.0,898.0,-2074.0,2074.0,1269.0,0.0,-543.0,488.0,,55.0,0.0,726.0,-117.0,96.0,109.0,-13.0,0.0,-17.0,21.0,609.0,-138.0,454.0,706.0,706.0,0.0,-252.0,0.0,-252.0,0.0,0.0,-252.0,432.0,-22.0,410.0,-0.61,1.11,1.053659,416.0,-0.61,1.09,1.037115,
06/30/2017,3257.0,2147.0,1110.0,-2004.0,2004.0,1253.0,0.0,-563.0,507.0,,56.0,0.0,690.0,-112.0,96.0,111.0,-15.0,,-12.0,16.0,578.0,-169.0,397.0,339.0,339.0,0.0,58.0,0.0,58.0,0.0,0.0,58.0,397.0,0.0,405.0,0.14,0.98,0.98,410.0,0.14,0.97,0.97,
09/30/2017,3171.0,3171.0,,-1862.0,1862.0,1309.0,0.0,-580.0,525.0,,55.0,0.0,729.0,-123.0,99.0,116.0,-17.0,0.0,-16.0,24.0,606.0,-172.0,418.0,-174.0,-174.0,0.0,592.0,0.0,592.0,0.0,0.0,592.0,376.0,-42.0,401.0,1.48,1.04,0.937656,406.0,1.46,1.03,0.926552,
12/31/2017,3921.0,2668.0,1253.0,-2498.0,2498.0,1423.0,0.0,-707.0,606.0,0.0,57.0,44.0,716.0,-530.0,102.0,121.0,-19.0,0.0,8.0,428.0,186.0,-154.0,40.0,81.0,81.0,0.0,-41.0,0.0,-41.0,0.0,0.0,-41.0,483.6,443.6,391.0,-0.1,0.1,1.236829,395.0,-0.1,0.1,1.223038,
03/31/2018,3761.0,2712.0,1049.0,-2400.0,2400.0,1361.0,0.0,-589.0,524.0,,56.0,9.0,772.0,-112.0,101.0,118.0,-17.0,0.0,-14.0,11.0,660.0,-135.0,511.0,0.0,0.0,0.0,511.0,0.0,511.0,0.0,0.0,511.0,518.0,7.0,382.0,1.34,1.34,1.356021,386.0,1.32,1.32,1.338135,
06/30/2018,3466.0,2316.0,1150.0,-2184.0,2184.0,1282.0,0.0,-623.0,532.0,,56.0,35.0,659.0,-126.0,102.0,116.0,-14.0,0.0,-20.0,24.0,533.0,-113.0,400.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,400.0,427.0,27.0,378.0,1.06,1.06,1.12963,381.0,1.05,1.05,1.120866,
09/30/2018,3263.0,2271.0,992.0,-1922.0,1922.0,1341.0,0.0,-651.0,549.0,,56.0,46.0,690.0,-120.0,103.0,115.0,-12.0,,-18.0,17.0,570.0,-64.0,488.0,0.0,0.0,0.0,488.0,0.0,488.0,0.0,0.0,488.0,523.0,35.0,375.0,1.3,1.3,1.394667,379.0,1.29,1.29,1.382348,
12/31/2018,7092.0,7092.0,,-4259.0,4259.0,2833.0,0.0,-1574.0,1293.0,0.0,105.0,176.0,1259.0,-285.0,232.0,252.0,-20.0,,-2.0,53.0,974.0,-75.0,897.0,-3.0,-3.0,0.0,900.0,-13.0,887.0,0.0,0.0,887.0,1023.0,139.0,614.0,1.44,1.44,1.666124,618.0,1.44,1.43,1.654919,
03/31/2019,7100.0,3066.0,4034.0,-4248.0,4248.0,2852.0,0.0,-1048.0,1313.0,,106.0,-371.0,1804.0,-211.0,221.0,240.0,-19.0,,-18.0,-10.0,1593.0,376.0,1951.0,-13.0,-13.0,0.0,1964.0,-5.0,1959.0,0.0,0.0,1959.0,898.0,-1048.0,613.0,3.2,3.17,1.464927,617.0,3.18,3.15,1.451459,
06/30/2019,3809.0,2537.0,1272.0,-2509.0,2509.0,1300.0,0.0,-605.0,545.0,,53.0,7.0,695.0,-124.0,103.0,115.0,-12.0,,-12.0,21.0,571.0,-119.0,440.0,0.0,0.0,0.0,440.0,0.0,440.0,0.0,0.0,440.0,435.0,-5.0,374.0,1.18,1.18,1.163102,376.0,1.17,1.17,1.156702,
09/30/2019,3295.0,2301.0,994.0,-2078.0,2078.0,1217.0,0.0,-716.0,584.0,,52.0,80.0,501.0,-126.0,102.0,114.0,-12.0,,-23.0,24.0,375.0,-33.0,319.0,0.0,0.0,0.0,319.0,0.0,319.0,0.0,0.0,319.0,356.0,37.0,374.0,0.85,0.85,0.951872,376.0,0.85,0.85,0.948404,
12/31/2019,6871.0,5163.0,1708.0,-4806.0,4806.0,2065.0,0.0,-2078.0,1490.0,,120.0,468.0,-13.0,-256.0,226.0,239.0,-13.0,0.0,0.0,30.0,-269.0,0.0,-269.0,-15.0,-15.0,0.0,-254.0,-4.0,-258.0,0.0,0.0,-258.0,572.35,845.35,615.0,-0.42,-0.44,0.93065,615.0,-0.42,-0.44,0.93065,
03/31/2020,6669.0,2484.0,4185.0,-4065.0,4065.0,2604.0,0.0,-1687.0,1341.0,,113.0,233.0,917.0,-260.0,227.0,241.0,-14.0,,-9.0,33.0,657.0,-137.0,511.0,-8.0,-8.0,0.0,519.0,-3.0,516.0,0.0,0.0,516.0,699.0,191.0,614.0,0.84,0.83,1.138436,616.0,0.84,0.82,1.130065,
06/30/2020,6275.0,1934.0,4341.0,-3485.0,3485.0,2790.0,0.0,-1504.0,1222.0,,124.0,158.0,1286.0,-349.0,252.0,263.0,-11.0,,-12.0,97.0,937.0,-202.0,723.0,-3.0,-3.0,0.0,726.0,-245.0,481.0,0.0,0.0,481.0,677.0,199.0,615.0,0.78,0.78,1.100813,617.0,0.78,0.77,1.092528,
09/30/2020,5951.381,,,,,,,,,,,,904.308,,,,,,,,611.133,,459.067,,,,,,459.067,,,459.067,459.067,,,0.703,0.703,0.701,,0.703,0.703,0.701,
12/31/2020,6833.19,,,,,,,,,,,,1099.846,,,,,,,,828.267,,642.067,,,,,,642.067,,,642.067,642.067,,,0.977,0.977,0.98,,0.977,0.977,0.98,
