Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,1204.937,974.009,230.928,-1050.228,994.596,55.632,154.709,0.0,-32.422,8.386,8.386,,24.036,122.287,-6.214,6.214,,,,,0.0,116.073,-43.508,72.565,0.0,0.0,0.0,72.565,0.0,72.565,0.0,0.0,72.565,70.03,-2.535,119.363,0.61,0.61,0.586698,119.363,0.61,0.61,0.586698,
03/31/2012,1165.922,938.683,227.239,-1022.646,966.526,56.12,143.276,0.0,-26.679,3.995,3.995,,22.684,116.597,-6.987,6.987,,,,,0.0,109.61,-41.926,67.684,0.0,0.0,0.0,67.684,0.0,67.684,0.0,0.0,67.684,63.979,-3.705,117.017,0.58,0.58,0.54675,119.75,0.57,0.57,0.539061,
06/30/2012,1255.13,1005.519,249.611,-1087.439,1031.212,56.227,167.691,0.0,-30.476,6.356,6.356,,24.12,137.215,-6.929,6.929,,,,,0.0,130.286,-49.835,80.451,0.0,0.0,0.0,80.451,0.0,80.451,0.0,0.0,80.451,77.786,-2.665,117.226,0.69,0.69,0.663556,120.027,0.67,0.67,0.647797,
09/30/2012,1295.792,1046.769,249.023,-1127.708,1069.935,57.773,168.084,0.0,-35.032,9.369,9.369,,25.663,133.052,-6.346,6.346,,,,,0.0,126.706,-48.465,78.241,0.0,0.0,0.0,78.241,0.0,78.241,0.0,0.0,78.241,77.006,-1.235,118.131,0.66,0.66,0.65187,120.281,0.65,0.65,0.639732,
12/31/2012,1338.136,1067.194,270.942,-1159.017,1099.971,59.046,179.119,0.0,-35.784,7.513,7.513,,28.271,143.335,-5.296,5.296,,,,,0.0,138.039,-54.062,83.977,0.0,0.0,0.0,83.977,0.0,83.977,0.0,0.0,83.977,80.532,-3.445,120.019,0.7,0.7,0.670994,120.019,0.7,0.7,0.670994,
03/31/2013,1291.587,1038.94,252.647,-1130.461,1069.731,60.73,161.126,0.0,-36.087,10.985,10.985,,25.102,125.039,-6.256,6.256,,,,,0.0,118.783,-45.434,73.349,0.0,0.0,0.0,73.349,0.0,73.349,0.0,0.0,73.349,72.504,-0.845,117.553,0.62,0.62,0.616777,119.825,0.61,0.61,0.602948,
06/30/2013,1382.858,1120.164,262.694,-1198.236,1135.953,62.283,184.622,0.0,-37.215,12.425,12.425,,24.79,147.407,-6.23,6.23,,,,,0.0,141.177,-53.48,87.697,0.0,0.0,0.0,87.697,0.0,87.697,0.0,0.0,87.697,91.792,4.095,117.139,0.75,0.75,0.783616,119.472,0.73,0.73,0.764276,
09/30/2013,1435.85,1165.965,269.885,-1248.022,1183.731,64.291,187.828,0.0,-37.099,10.172,10.172,,26.927,150.729,-5.835,5.835,,,,,0.0,144.894,-55.422,89.472,0.0,0.0,0.0,89.472,0.0,89.472,0.0,0.0,89.472,89.017,-0.455,117.723,0.76,0.76,0.756156,119.357,0.75,0.75,0.746188,
12/31/2013,1474.276,1202.168,272.108,-1279.07,1212.993,66.077,195.206,0.0,-41.673,11.884,11.884,,29.789,153.533,-4.82,4.82,,,,,0.0,148.713,-56.849,91.864,0.0,0.0,0.0,91.864,0.0,91.864,0.0,0.0,91.864,91.604,-0.26,118.96,0.77,0.77,0.77004,118.96,0.77,0.77,0.767814,
03/31/2014,1406.908,1152.349,254.559,-1249.513,1180.546,68.967,157.395,0.0,-40.088,9.925,9.925,,30.163,117.307,-6.38,6.38,,,,,0.0,110.927,-42.263,68.664,0.0,0.0,0.0,68.664,0.0,68.664,0.0,0.0,68.664,66.909,-1.755,117.25,0.59,0.59,0.570652,118.943,0.58,0.58,0.565245,
06/30/2014,1547.867,1268.636,279.231,-1342.399,1270.673,71.726,205.468,0.0,-46.238,11.547,11.547,,34.691,159.23,-8.329,8.329,,,,,0.0,150.901,-57.493,93.408,0.0,0.0,0.0,93.408,0.0,93.408,0.0,0.0,93.408,91.848,-1.56,116.764,0.8,0.8,0.786612,118.541,0.79,0.79,0.77684,
09/30/2014,1601.156,1316.951,284.205,-1377.095,1301.679,75.416,224.061,0.0,-51.961,15.057,15.057,,36.904,172.1,-6.649,6.649,,,,,0.0,165.451,-63.037,102.414,0.0,0.0,0.0,102.414,0.0,102.414,0.0,0.0,102.414,102.219,-0.195,117.05,0.87,0.87,0.873293,118.221,0.87,0.87,0.868351,
12/31/2014,1609.511,1344.891,264.62,-1373.625,1295.239,78.386,235.886,0.0,-52.981,14.071,14.071,,38.91,182.905,-5.583,5.583,,,,,0.0,177.322,-67.016,110.306,0.0,0.0,0.0,110.306,0.0,110.306,0.0,0.0,110.306,109.916,-0.39,118.078,0.94,0.94,0.930876,118.078,0.93,0.93,0.926697,
03/31/2015,1440.18,1263.91,176.27,-1237.867,1156.489,81.378,202.313,0.0,-47.093,13.933,13.933,,33.16,155.22,-6.703,6.703,,,,,0.0,148.517,-56.585,91.932,0.0,0.0,0.0,91.932,0.0,91.932,0.0,0.0,91.932,91.4094,-0.5226,116.558,0.79,0.79,0.78424,117.8,0.78,0.78,0.775564,
06/30/2015,1539.957,1360.631,179.326,-1304.398,1220.737,83.661,235.559,0.0,-61.824,27.67,27.67,,34.154,173.735,-6.661,6.661,,,,,0.0,167.074,-63.655,103.419,0.0,0.0,0.0,103.419,0.0,103.419,0.0,0.0,103.419,104.03715,0.61815,116.47,0.89,0.89,0.893253,117.811,0.88,0.88,0.885247,
09/30/2015,1586.494,1419.451,167.043,-1342.054,1255.853,86.201,244.44,0.0,-50.594,14.866,14.866,,35.728,193.846,-7.838,7.838,,,,,0.0,186.008,-70.869,115.139,0.0,0.0,0.0,115.139,0.0,115.139,0.0,0.0,115.139,114.2264,-0.9126,115.456,1.0,1.0,0.98935,116.282,0.99,0.99,0.982152,
12/31/2015,1621.015,1472.291,148.724,-1377.753,1289.379,88.374,243.262,0.0,-50.369,16.051,16.051,,34.318,192.893,-4.29,4.29,,,,,0.0,188.603,-71.857,116.746,0.0,0.0,0.0,116.746,0.0,116.746,0.0,0.0,116.746,116.7304,-0.0156,115.048,1.01,1.01,1.014623,115.048,1.01,1.01,1.009864,
03/31/2016,1528.712,1426.654,102.058,-1305.216,1216.864,88.352,223.496,0.0,-55.606,21.833,21.833,,33.773,167.89,-6.442,6.442,,,,,0.0,161.448,-61.35,100.098,0.0,0.0,0.0,100.098,0.0,100.098,0.0,0.0,100.098,100.1175,0.0195,113.072,0.89,0.89,0.885431,114.003,0.88,0.88,0.880171,
06/30/2016,1615.026,1483.354,131.672,-1385.224,1294.86,90.364,229.802,0.0,-54.01,18.711,18.711,,35.299,175.792,-6.42,6.42,,,,,0.0,169.372,-64.361,105.011,0.0,0.0,0.0,105.011,0.0,105.011,0.0,0.0,105.011,105.6415,0.6305,112.669,0.93,0.93,0.937627,113.761,0.92,0.92,0.925542,
09/30/2016,1690.659,1538.701,151.958,-1448.126,1357.125,91.001,242.533,0.0,-59.556,21.025,21.025,,38.531,182.977,-6.485,6.485,,,,,0.0,176.492,-67.067,109.425,0.0,0.0,0.0,109.425,0.0,109.425,0.0,0.0,109.425,110.95705,1.53205,112.63,0.97,0.97,0.985146,113.363,0.97,0.97,0.983515,
12/31/2016,1721.062,1558.638,162.424,-1464.484,1372.69,91.794,256.578,0.0,-62.217,25.483,25.483,0.0,36.734,194.361,-5.876,5.876,,,,,0.0,188.485,-70.929,117.556,0.0,0.0,0.0,117.556,0.0,117.556,0.0,0.0,117.556,110.09245,-7.46355,112.327,1.05,1.05,0.980107,112.327,1.05,1.05,0.980107,
03/31/2017,1629.158,1461.768,167.39,-1417.607,1325.418,92.189,211.551,0.0,-62.162,23.481,23.481,,38.681,149.389,-6.817,6.817,,,,,0.0,142.572,-39.87,102.702,0.0,0.0,0.0,102.702,0.0,102.702,0.0,0.0,102.702,90.21285,-12.48915,110.878,0.93,0.93,0.813623,112.026,0.92,0.92,0.808516,
06/30/2017,1726.915,1551.051,175.864,-1497.603,1404.553,93.05,229.312,0.0,-65.697,21.728,21.728,,43.969,163.615,-7.393,7.393,,,,,0.0,156.222,-58.353,97.869,0.0,0.0,0.0,97.869,0.0,97.869,0.0,0.0,97.869,98.9636,1.0946,109.63,0.89,0.89,0.902705,110.822,0.88,0.88,0.889877,
09/30/2017,1843.334,1657.38,185.954,-1606.028,1510.069,95.959,237.306,0.0,-72.334,29.389,29.389,,42.945,164.972,-8.31,8.31,,,,,0.0,156.662,-56.277,100.385,0.0,0.0,0.0,100.385,0.0,100.385,0.0,0.0,100.385,106.0504,5.6654,109.703,0.92,0.92,0.966705,110.628,0.91,0.91,0.961211,
12/31/2017,1990.16,1765.658,224.502,-1726.275,1623.955,102.32,263.885,0.0,-118.071,51.279,51.279,0.0,66.792,145.814,-6.03,6.03,,,,,0.0,139.784,245.524,385.308,0.0,0.0,0.0,385.308,0.0,385.308,0.0,0.0,385.308,102.4681,-282.8399,110.737,3.48,3.48,0.925328,110.737,3.48,3.48,0.925328,
03/31/2018,1948.245,1712.934,235.311,-1699.302,1593.719,105.583,248.943,0.0,-80.162,32.326,32.326,,47.836,168.781,-9.152,9.152,,,,,0.0,159.629,-41.487,118.142,0.0,0.0,0.0,118.142,0.0,118.142,0.0,0.0,118.142,120.36585,2.22385,109.754,1.08,1.08,1.096688,110.863,1.07,1.07,1.090059,
06/30/2018,2139.027,1874.388,264.639,-1837.9,1730.477,107.423,301.127,0.0,-86.315,37.306,37.306,,49.009,214.812,-9.855,9.855,,,,,0.0,204.957,-53.305,151.652,0.0,0.0,0.0,151.652,0.0,151.652,0.0,0.0,151.652,154.53076,2.87876,109.449,1.39,1.39,1.411897,110.682,1.37,1.37,1.396009,
09/30/2018,2209.76,1936.653,273.107,-1926.738,1817.937,108.801,283.022,0.0,-108.334,42.449,42.449,,65.885,174.688,-9.961,9.961,,,,,0.0,164.727,-33.617,131.11,0.0,0.0,0.0,131.11,0.0,131.11,0.0,0.0,131.11,162.30078,31.19078,109.254,1.2,1.2,1.485536,110.235,1.19,1.19,1.472948,
12/31/2018,2317.842,2033.674,284.168,-2095.245,1981.159,114.086,222.597,0.0,-99.857,51.191,51.191,0.0,48.666,122.74,-11.235,11.235,,,,,0.0,111.505,-22.824,88.681,0.0,0.0,0.0,88.681,0.0,88.681,0.0,0.0,88.681,91.57714,2.89614,109.94,0.81,0.81,0.832974,109.94,0.81,0.81,0.832974,
03/31/2019,2089.627,1855.341,234.286,-1826.442,1706.512,119.93,263.185,0.0,-95.39,45.038,45.038,,50.352,167.795,-13.033,13.033,,,,,0.0,154.762,-35.161,119.601,0.0,0.0,0.0,119.601,0.0,119.601,0.0,0.0,119.601,121.38008,1.77908,108.73,1.1,1.1,1.116344,109.664,1.09,1.09,1.106223,
06/30/2019,2261.647,1996.266,265.381,-1947.859,1823.864,123.995,313.788,0.0,-120.695,46.539,46.539,,74.156,193.093,-14.763,14.763,,,,,0.0,178.33,-44.697,133.633,0.0,0.0,0.0,133.633,0.0,133.633,0.0,0.0,133.633,151.6371,18.0041,107.387,1.24,1.24,1.412062,108.373,1.23,1.23,1.396131,
09/30/2019,2363.66,2102.494,261.166,-2079.86,1953.057,126.803,283.8,0.0,-115.938,49.077,49.077,,66.861,167.862,-12.357,12.357,,,,,0.0,155.505,-37.095,118.41,0.0,0.0,0.0,118.41,0.0,118.41,0.0,0.0,118.41,153.91157,35.50157,106.735,1.11,1.11,1.441997,107.692,1.1,1.1,1.429658,
12/31/2019,2450.323,2168.497,281.826,-2137.957,2009.539,128.418,312.366,0.0,-107.292,51.277,51.277,,56.015,205.074,-12.776,12.776,,,,,0.0,192.298,-47.622,144.676,0.0,0.0,0.0,144.676,0.0,144.676,0.0,0.0,144.676,147.81388,3.13788,106.379412,1.36,1.36,1.389497,107.529,1.35,1.35,1.379182,
03/31/2020,2280.826,2045.694,235.132,-2027.216,1897.121,130.095,253.61,0.0,-98.869,45.165,45.165,,53.704,154.741,-12.036,12.036,,,,,0.0,142.705,-37.871,104.834,0.0,0.0,0.0,104.834,0.0,104.834,0.0,0.0,104.834,115.71388,10.87988,105.985,0.99,0.99,1.091795,106.95,0.98,0.98,1.081729,
06/30/2020,2145.573,1986.13,159.443,-1873.324,1743.026,130.298,272.249,0.0,-97.066,44.599,44.599,,52.467,175.183,-12.818,12.818,,,,,0.0,162.365,-40.667,121.698,0.0,0.0,0.0,121.698,0.0,121.698,0.0,0.0,121.698,141.8983,20.2003,105.505,1.15,1.15,1.344944,106.58,1.14,1.14,1.329532,
09/30/2020,2306.938,,,,,,364.91145284,,,,,,,189.778,,,,,,,,175.0,,133.429,,,,,,133.429,,,133.429,130.733,,,1.235,1.235,1.242,,1.235,1.235,1.242,
12/31/2020,2449.688,,,,,,383.376172,,,,,,,210.444,,,,,,,,195.545,,149.0,,,,,,149.0,,,149.0,145.733,,,1.395,1.395,1.391,,1.395,1.395,1.391,
