Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,132.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.353999,,,8.353999,8.353999,,141.80999,0.06,0.06,,141.80999,0.06,0.06,0.06,
03/31/1990,137.287994,,,-50.493999,,,86.793995,,-74.728996,,,,,12.065,-2.067,,2.067,,0.0,,0.0,9.998,-3.949,6.049,0.0,,,6.049,0.0,6.049,0.0,,6.049,6.049,,141.834,0.043333,0.043333,,141.834,0.043333,0.043333,0.043333,
06/30/1990,140.867996,,,-48.874001,,,91.993996,,-76.614998,,,,,15.379,-1.311,,1.311,,0.0,,0.0,14.068,-5.557,8.511,0.0,,,8.511,0.0,8.511,0.0,,8.511,8.511,,141.905994,0.06,0.06,,141.905994,0.06,0.06,0.06,
09/30/1990,142.296997,,,-50.457001,,,91.839996,,-75.936996,,,,,15.903,-1.502,,1.502,,0.0,,0.0,14.401,-5.688,8.713,0.0,,,8.713,0.0,8.713,0.0,,8.713,8.713,,141.330002,0.061667,0.061667,,141.330002,0.061667,0.061667,0.061667,
12/31/1990,159.378006,,,-62.664001,,,96.714005,,-83.200996,,,,,13.513,-2.314,,2.314,,0.0,,0.0,11.199,-4.424,6.775,0.0,,,6.775,0.0,6.775,0.0,,6.775,6.775,,138.755994,0.048333,0.048333,,138.755994,0.048333,0.048333,0.048333,
03/31/1991,163.544006,,,-67.587997,,,95.956009,,-86.458,,,,,9.498,-2.568,,2.568,,0.0,,0.0,6.93,-2.738,4.192,1.558,,,2.634,0.0,2.634,0.0,,2.634,2.634,,138.509995,0.018333,0.03,,138.509995,0.018333,0.03,0.03,
06/30/1991,175.768997,,,-68.848,,,106.920998,,-91.615997,,,,,15.305,-2.884,,2.884,,0.0,,0.0,12.421,-4.906,7.515,0.0,,,7.515,0.0,7.515,0.0,,7.515,7.515,,138.558002,0.055,0.055,,138.558002,0.055,0.055,0.055,
09/30/1991,194.938995,,,-77.598,,,117.340996,,-99.992996,,,,,17.348,-2.74,,2.74,,0.0,,0.0,14.608,-5.793,8.815,0.0,,,8.814999,0.0,8.815,0.0,,8.815,8.815,,138.684002,0.063333,0.063333,,138.684002,0.063333,0.063333,0.063333,
12/31/1991,199.035995,,,-84.862999,,,114.172996,,-96.899002,,,,,17.274,-2.54,,2.54,,0.0,,0.0,14.734,-5.797,8.937,0.0,,,8.937,0.0,8.937,0.0,,8.937,8.937,,140.646,0.063333,0.063333,,140.646,0.063333,0.063333,0.063333,
03/31/1992,201.298004,,,-86.444,,,114.854004,,-102.056,,,,,12.798,-2.384,,2.384,,0.0,,0.0,10.414,-4.114,6.3,-1.825,,,8.125,0.0,8.125,0.0,,8.125,8.125,,139.623993,0.0575,0.045,,139.623993,0.0575,0.045,0.045,
06/30/1992,223.841995,,,-93.778,,,130.063995,,-110.524002,,,,,19.540001,-2.811,,2.811,,0.0,,0.0,16.729001,-6.592,10.137,0.0,,,10.137001,0.0,10.137,0.0,,10.137,10.137,,139.768005,0.0725,0.0725,,139.768005,0.0725,0.0725,0.0725,
09/30/1992,241.195007,,,-104.264999,,,136.930008,,-117.306999,,,,,19.622999,-2.83,,2.83,,0.0,,0.0,16.792999,-6.121,10.672,0.0,,,10.671999,0.0,10.672,0.0,,10.672,10.672,,140.867996,0.075,0.075,,140.867996,0.075,0.075,0.075,
12/31/1992,245.647003,,,-111.130997,,,134.516006,,-117.387001,,,,,17.129,-2.883,,2.883,,0.0,,0.0,14.246,-4.422,9.824,0.0,,,9.824,0.0,9.824,0.0,,9.824,9.824,,151.273193,0.065,0.065,,151.273193,0.065,0.065,0.065,
03/31/1993,247.180984,,,-115.18,,,132.000984,,-121.141998,,,,,10.858983,-2.949,,2.949,,0.0,,0.0,7.909983,-2.927,4.982983,0.0,,,4.982983,0.0,4.982983,0.0,,4.982983,4.982983,,152.580002,0.0325,0.0325,,152.580002,0.0325,0.0325,0.0325,
06/30/1993,260.399994,,,-113.582001,,,146.817993,,-122.463997,,,,,24.353983,-2.926,,2.926,,0.0,,0.0,21.427983,-7.928,13.499982,0.0,,,13.499983,0.0,13.499982,0.0,,13.499982,13.499982,,152.772003,0.0875,0.0875,,152.772003,0.0875,0.0875,0.0875,
09/30/1993,253.578995,,,-117.832001,,,135.746994,,-114.035004,,,,,21.712,-3.611,,3.611,,0.0,,0.0,18.101,-9.319,8.782,0.0,,,8.782,0.0,8.782,0.0,,8.782,8.782,,153.444,0.0575,0.0575,,153.444,0.0575,0.0575,0.0575,
12/31/1993,259.761047,,,-124.819,,,134.942047,,-113.240997,,,,,21.701035,-4.314,,4.314,,0.0,,0.0,17.387034,-6.431,10.956035,0.0,,,10.956034,0.0,10.956035,0.0,,10.956035,10.956035,,153.104004,0.0725,0.0725,,153.104004,0.0725,0.0725,0.0725,
03/31/1994,264.662994,,,-135.811005,,,128.85199,,-115.833,,,,,13.019,-4.487,,4.487,,0.0,,0.0,8.532,-2.806,5.726,0.0,,,5.726,0.0,5.726,0.0,,5.726,5.726,,154.011993,0.0375,0.0375,,154.011993,0.0375,0.0375,0.0375,
06/30/1994,297.734985,,,-136.0,,,161.734985,,-138.550003,,,,,23.184999,-4.532,,4.532,,0.0,,0.0,18.652999,-7.078,11.575,0.0,,,11.574999,0.0,11.575,0.0,,11.575,11.575,,154.160004,0.075,0.075,,154.160004,0.075,0.075,0.075,
09/30/1994,313.911011,,,-137.912994,,,175.998016,,-150.972,,,,,25.025999,-5.257,,5.257,,0.0,,0.0,19.768999,-7.509,12.26,0.0,,,12.259999,0.0,12.26,0.0,,12.26,12.26,,154.464005,0.08,0.08,,154.464005,0.08,0.08,0.08,
12/31/1994,331.291992,,,-203.056,,,128.235992,,-104.57,,,,,23.666,-5.472,,5.472,,0.0,,0.0,18.194,-7.363,10.831,0.0,,,10.831,0.0,10.831,0.0,,10.831,10.831,,154.311996,0.07,0.07,,154.311996,0.07,0.07,0.07,
03/31/1995,309.424011,,,-145.057007,,,164.367004,,-150.628998,,,,,13.738,-5.976,,5.976,,0.0,,0.0,7.762,-2.872,4.89,0.0,,,4.89,0.0,4.89,0.0,,4.89,4.89,,154.220001,0.0325,0.0325,,154.220001,0.0325,0.0325,0.0325,
06/30/1995,329.218994,,,-151.671997,,,177.546997,,-174.332993,,,,,3.214,-6.609,,6.609,,0.0,,0.0,-3.395,1.256,-2.139,0.0,,,-2.139,0.0,-2.139,0.0,,-2.139,-2.139,,154.276001,-0.015,-0.015,,154.276001,-0.015,-0.015,-0.015,
09/30/1995,355.114014,,,-168.242996,,,186.871017,,-177.154999,,,,,9.716,-6.795,,6.135,,0.0,,0.66,2.920999,-1.081,1.84,0.0,,,1.839999,0.0,1.84,0.0,,1.84,1.84,,154.675995,0.0125,0.0125,,154.675995,0.0125,0.0125,0.0125,
12/31/1995,358.467987,,,-171.520996,,,186.946991,,-174.973999,,,,,11.973,-22.706,,6.07,,0.0,,16.636,-10.733,3.972,-6.761,0.0,,,-6.761,0.0,-6.761,0.0,,-6.761,-6.761,,153.156004,-0.045,-0.045,,153.156004,-0.045,-0.045,-0.045,
03/31/1996,354.014008,,,-288.684998,,,65.32901,,-54.896999,,,,,10.432,-5.911,,5.911,,0.0,,0.0,4.521,-1.718,2.803,0.0,,,2.803,0.0,2.803,0.0,,2.803,2.803,,152.296005,0.0175,0.0175,0.0175,152.296005,0.0175,0.0175,0.0175,
06/30/1996,372.572998,,,-293.024994,,,79.548004,,-62.112,,,,,17.436001,-6.362,,6.362,,0.0,,0.0,11.074001,-4.208,6.866,0.0,,,6.866001,0.0,6.866,0.0,,6.866,6.866,,152.244003,0.045,0.045,0.045,152.244003,0.045,0.045,0.045,
09/30/1996,378.739014,,,-306.363007,,,72.376007,,-54.944,,,,,17.431999,-6.01,,6.01,,0.0,,0.0,11.421999,-4.341,7.082,0.0,,,7.080999,0.0,7.082,0.0,,7.082,7.082,,152.380005,0.0475,0.0475,0.0475,152.380005,0.0475,0.0475,0.0475,
12/31/1996,381.421997,,,-313.119995,,,68.302002,,-53.238998,,,,,15.062,-6.411,,6.411,,0.0,,0.0,8.651,-3.287,5.364,0.0,,,5.364001,0.0,5.364,0.0,,5.364,5.364,,153.255997,0.035,0.035,0.035,149.707993,0.035,0.035,0.035,
03/31/1997,365.401001,,,-309.531006,,,55.869995,,-48.549999,,,,,7.32,-6.404,,6.404,,0.0,,0.0,0.916,-0.348,0.568,0.0,,,0.568,0.0,0.568,0.0,,0.568,0.568,,147.0,0.005,0.005,0.005,147.048004,0.005,0.005,0.005,
06/30/1997,385.197998,,,-326.737,,,58.460999,,-49.207001,,,,,9.254,-6.246,,6.246,,0.0,,0.0,3.008,-1.143,1.865,0.0,,,1.865,0.0,1.865,0.0,,1.865,1.865,,145.824005,0.0125,0.0125,0.0125,145.932007,0.0125,0.0125,0.0125,
09/30/1997,388.459991,,,-355.007996,,,33.451996,,-24.414,,,,,9.038,-5.938,,5.938,,0.0,,0.0,3.1,-1.178,1.922,0.0,,,1.922,0.0,1.922,0.0,,1.922,1.922,,146.748001,0.0125,0.0125,0.0125,145.876007,0.0125,0.0125,0.0125,
12/31/1997,415.233002,,,-291.338013,,,123.894989,,-106.597,,,,,17.298,-5.99,,5.99,,0.0,,0.0,11.308001,-4.297,7.011,0.0,,,7.011001,0.0,7.011,0.0,,7.011,7.011,,144.136002,0.0475,0.0475,0.0475,144.511993,0.0475,0.0475,0.0475,
03/31/1998,413.466003,,,-370.488007,,,42.977997,,-21.32,,,,,21.658001,-6.606,,6.606,,0.0,,0.0,15.052001,-5.569,9.483,0.0,,,9.483001,0.0,9.483,0.0,,9.483,9.483,,142.451996,0.0675,0.0675,0.0675,146.591995,0.065,0.065,0.065,
06/30/1998,460.984985,,,-404.920013,,,56.064972,,-24.452,,,,,31.613001,-7.2,,7.2,,0.0,,0.0,24.413001,-8.789,15.624,0.0,,,15.624002,0.0,15.624,0.0,,15.624,15.624,,142.044006,0.11,0.11,0.11,147.880005,0.105,0.105,0.105,
09/30/1998,473.388,,,-421.774994,,,51.613007,,-27.187,,,,,24.426001,-7.207,,7.207,,0.0,,0.0,17.219001,-6.371,10.848,0.0,,,10.848001,0.0,10.848,0.0,,10.848,10.848,,142.388,0.075,0.075,0.075,146.807999,0.075,0.075,0.075,
12/31/1998,493.789001,,,-436.825012,,,56.963989,,-31.617001,,,,,25.347,-7.687,,7.687,,0.0,,0.0,17.66,-6.778,10.882,0.0,,,10.882,0.0,10.882,0.0,,10.882,10.882,,142.419998,0.0775,0.0775,0.0775,143.147995,0.075,0.075,0.075,
03/31/1999,470.243988,,,-419.208008,,,51.03598,,-26.862,,,,,24.174,-7.504,,7.504,,0.0,,0.0,16.67,-6.085,10.585,0.0,,,10.585,0.0,10.585,0.0,,10.585,10.585,,142.460007,0.075,0.075,0.075,146.220001,0.0725,0.0725,0.0725,
06/30/1999,497.553986,,,-445.885986,,,51.667999,,-27.429001,,,,,24.239,-7.255,,7.255,,0.0,,0.0,16.984,-6.199,10.785,0.0,,,10.785,0.0,10.785,0.0,,10.785,10.785,,142.5,0.075,0.075,0.075,143.388,0.075,0.075,0.075,
09/30/1999,523.901001,,,-478.519012,,,45.381989,,-30.407,,,,,14.975,-7.167,,7.167,,0.0,,0.0,7.808001,-2.85,4.958,0.0,,,4.958001,0.0,4.958,0.0,,4.958,4.958,,142.539993,0.035,0.035,0.035,142.768005,0.035,0.035,0.035,
12/31/1999,553.374023,,,-504.298004,,,49.076019,,-35.034,,,,,14.042,-6.42,,6.42,,0.0,,0.0,7.622,-2.041,5.581,0.0,,,5.581,0.0,5.581,0.0,,5.581,5.581,,142.552002,0.04,0.04,0.04,142.651993,0.04,0.04,0.04,
03/31/2000,533.55603,,,-493.182007,,,40.374023,,-30.82,,,,,9.554,-3.288,,5.963,,0.0,,-2.675,6.266,-1.253,5.013,0.0,,,5.013,0.0,5.013,0.0,0.0,5.013,5.013,,142.416,0.035,0.035,0.035,142.488007,0.035,0.035,0.035,
06/30/2000,583.5,,,-532.577026,,,50.922974,,-30.576,,,,,20.347,-6.529,,6.89,,0.0,,-0.361,13.818,-2.764,11.054,0.0,,,11.054,0.0,11.054,0.0,0.0,11.054,11.054,,141.259995,0.0775,0.0775,0.0775,142.020004,0.0775,0.0775,0.0775,
09/30/2000,509.422,,,-203.54,,,305.882,0.0,-290.065,,,,,15.817,-6.265,,6.813,,,-0.548,0.0,9.552,-0.429,9.123,,,,9.123,,9.123,,0.0,9.123,9.123,,140.644,0.065,0.065,0.065,141.12,0.065,0.065,0.065,
12/31/2000,533.968994,,,-484.03299,,,49.936004,0.0,-35.278999,,,,,14.657,-1.852,,6.081,,0.0,,-4.229,12.805,-1.92,10.885,0.0,,,10.885,0.0,10.885,0.0,0.0,10.885,10.885,,140.712004,0.0775,0.0775,0.0775,141.0,0.0775,0.0775,0.0775,
03/31/2001,495.419006,,,-460.528015,,,34.890991,0.0,-26.524,,,,,8.367,-6.097,,6.264,,0.0,-0.166,-0.001,2.27,-0.624,1.646,0.0,,,1.646,0.0,1.646,0.0,0.0,1.646,1.646,,141.091996,0.0125,0.0125,0.0125,142.628004,0.0125,0.0125,0.0125,
06/30/2001,521.489,,,-239.672,,,281.817,0.0,-265.999,,,,,15.818,-6.072,,5.917,,,0.155,0.0,9.746,-1.178,8.568,,,,8.568,,8.568,0.0,0.0,8.568,8.568,,141.248,0.06,0.06,0.06,143.244,0.06,0.06,0.06,
09/30/2001,537.156,,,-255.187,,,281.969,0.0,-270.019,,,,,11.95,-6.598,,5.827,,,0.771,0.0,5.352,-0.803,4.549,,,,4.549,,4.549,,0.0,4.549,4.549,,143.356,0.0325,0.0325,0.0325,147.384,0.03,0.03,0.03,
12/31/2001,546.241028,,,-485.363007,,,60.878021,,-24.804001,,,,,36.074001,-10.36,9.036,9.036,0.0,0.0,,1.324,25.714001,-7.532,18.181999,0.0,,,18.182001,0.0,18.181999,0.0,0.0,18.181999,18.181999,,145.600008,0.125,0.125,0.055,145.600008,0.125,0.125,0.055,
03/31/2002,510.221008,,,-466.559998,,,43.66101,0.0,-30.030001,,,,,13.631,-7.286,,6.836,,0.0,0.45,0.0,6.345,-1.491,4.854,0.0,,,4.854,0.0,4.854,0.0,0.0,4.854,4.854,,145.056,0.0325,0.0325,0.0325,149.076004,0.0325,0.0325,0.0325,
06/30/2002,557.328,,,-253.872,,,303.456,0.0,-274.947,,,,,28.509,-7.743,,6.913,,,0.83,0.0,20.766,-5.287,15.479,,,,15.479,,15.479,0.0,0.0,15.479,15.479,,148.428,0.105,0.105,0.105,153.208,0.1,0.1,0.1,
09/30/2002,582.671,,,-269.049,,,313.622,0.0,-285.596,,,,,28.026,-5.685,,5.541,,,0.144,0.0,22.341,-5.585,16.756,,,,16.756,,16.756,0.0,0.0,16.756,16.756,,156.908,0.1075,0.1075,0.1075,160.98,0.105,0.105,0.105,
12/31/2002,597.664978,,,-525.799011,,,71.865967,,-41.07,,,,,30.796,-5.401,,5.472,,0.0,,-0.071,25.394999,-10.668,14.727,0.0,,,14.726999,0.0,14.727,0.0,0.0,14.727,14.727,,158.916,0.0925,0.0925,0.0925,161.227997,0.0925,0.0925,0.0925,
03/31/2003,571.213,,,-279.198,,,292.015,0.0,-268.155,,,,,23.86,-5.831,,5.408,,,0.423,0.0,18.029,-6.851,11.178,,,,11.178,,11.178,0.0,0.0,11.178,11.178,,157.364,0.07,0.07,0.07,161.152,0.07,0.07,0.07,
06/30/2003,599.866,,,-278.322,,,321.544,0.0,-275.104,,,,,46.44,-5.433,,5.279,,,0.154,0.0,41.007,-15.878,25.129,,,,25.129,,25.129,0.0,0.0,25.129,25.129,,158.052,0.16,0.16,0.16,162.628,0.155,0.155,0.155,
09/30/2003,621.644,,,-292.278,,,329.366,0.0,-271.791,,,,,57.575,-4.468,,4.445,,,0.023,0.0,53.107,-20.446,32.661,,,,32.661,,32.661,0.0,0.0,32.661,32.661,,159.604,0.205,0.205,0.205,165.116,0.2,0.2,0.2,
12/31/2003,640.745972,,,-545.83197,,,94.914001,,-37.153999,,,,,57.759998,-2.174,,2.08,,0.0,,0.094,55.585998,-29.094999,26.490999,0.0,,,26.490999,0.0,26.490999,0.0,0.0,26.490999,26.490999,,160.179993,0.165,0.165,0.165,165.936005,0.16,0.16,0.16,
03/31/2004,617.698,,,-296.285,,,321.413,0.0,-263.196,,,,,58.217,-2.798,,2.329,,,0.469,0.0,55.419,-22.445,32.974,,,,32.974,,32.974,0.0,0.0,32.974,32.974,,160.33,0.205,0.205,0.205,165.93,0.2,0.2,0.2,
06/30/2004,679.036,,,-319.347,,,359.689,0.0,-280.515,,,,,79.174,-2.494,,1.58,,,0.914,0.0,76.68,-31.055,45.625,,,,45.625,,45.625,0.0,0.0,45.625,45.625,,160.994,0.285,0.285,0.285,166.412,0.275,0.275,0.275,
09/30/2004,718.614,,,-343.945,,,374.669,0.0,-292.001,,,,,82.668,-2.205,,1.558,,,0.647,0.0,80.463,-32.588,47.875,,,,47.875,,47.875,0.0,0.0,47.875,47.875,,162.132,0.295,0.295,0.295,167.356,0.285,0.285,0.285,
12/31/2004,770.806,,,-641.627,,,129.179,,-39.015,,,,,90.164,-0.447,,1.895,,0.0,,-1.448,89.717,-69.935,19.782,0.0,,,19.782,0.0,19.782,0.0,0.0,19.782,19.782,,164.85,0.12,0.12,0.12,164.85,0.12,0.12,0.12,
03/31/2005,709.178,,,-593.716,,,115.462,,-36.295,,,,,79.167,-1.933,1.082,1.233,-0.151,,,0.851,77.234,-29.735,47.499,,,,47.499,,47.499,,,47.499,47.499,,160.704,0.295,0.295,0.295,166.41,0.285,0.285,0.285,
06/30/2005,759.206,,,-627.78,,,131.426,,-38.421,,,,,93.005,-2.813,1.529,1.758,-0.229,,,1.284,90.192,-35.561,54.631,,,,54.631,,54.631,,,54.631,54.631,,158.387,0.34,0.34,0.34,163.483,0.33,0.33,0.33,
09/30/2005,801.14,,,-665.315,,,135.825,,-44.922,,,,,90.903,-28.045,1.388,1.567,-0.179,,,26.657,62.858,-23.015,39.843,,,,39.843,,39.843,,,39.843,39.843,35.802,156.71,0.25,0.25,0.35,161.174,0.25,0.25,0.35,
12/31/2005,858.375,,,-711.758,,,146.617,,-39.991,,,,,106.626,-3.284,,1.973,-0.407,0.0,,1.718,103.342,-38.004,65.338,0.0,,,65.338,0.0,65.338,0.0,0.0,65.338,65.338,,154.531,0.42,0.42,0.42,159.246,0.41,0.41,0.41,
03/31/2006,779.9,,,-663.136,,,116.764,,-35.376,,,,,81.388,-1.093,0.506,0.705,-0.199,0.0,,0.587,80.295,-31.315,48.98,0.0,,,48.98,0.0,48.98,0.0,0.0,48.98,48.98,,154.05,0.32,0.32,0.32,158.245,0.31,0.31,0.31,
06/30/2006,838.254,,,-704.023,,,134.231,,-38.822,,,,,95.409,-4.698,3.064,3.299,-0.235,0.0,,1.634,90.711,-35.377,55.334,0.0,,,55.334,0.0,55.334,0.0,0.0,55.334,55.334,,150.678,0.37,0.37,0.37,154.619,0.36,0.36,0.36,
09/30/2006,858.265,,,-720.267,,,137.998,,-37.509,,,,,100.489,-5.679,5.156,5.375,-0.219,0.0,,0.523,94.81,-36.976,57.834,0.0,,,57.834,0.0,57.834,0.0,0.0,57.834,57.834,,145.262,0.4,0.4,0.4,148.68,0.39,0.39,0.39,
12/31/2006,851.569,,,-706.081,,,145.488,,-50.12,,,,,95.368,-6.871,6.109,6.434,-0.325,0.0,,0.762,88.497,-30.693,57.804,0.0,,,57.804,0.0,57.804,0.0,,57.804,57.804,,147.865,0.39,0.39,0.39,147.865,0.39,0.39,0.78,
03/31/2007,797.451,,,-676.861,,,120.59,,-40.191,,,,,80.399,-7.87,7.355,7.591,-0.236,0.0,,0.515,72.529,-28.359,44.17,0.0,,,44.17,0.0,44.17,0.0,0.0,44.17,44.17,,142.969,0.31,0.31,0.31,146.473,0.3,0.3,0.3,
06/30/2007,855.86,,,-719.695,,,136.165,,-39.938,,,,,96.227,-11.316,10.771,11.011,-0.24,0.0,,0.545,84.911,-21.054,63.857,0.0,,,63.857,0.0,63.857,0.0,0.0,63.857,63.857,-10.3,138.56,0.46,0.46,0.39,142.03,0.45,0.45,0.38,
09/30/2007,891.638,,,-753.524,,,138.114,,-42.215,,,,,95.899,-12.512,12.487,12.764,-0.277,0.0,,0.025,83.387,-32.604,50.783,0.0,,,50.783,0.0,50.783,0.0,0.0,50.783,50.783,,130.537,0.39,0.39,0.39,133.659,0.38,0.38,0.38,
12/31/2007,944.95,,,-798.466,,,146.484,,-50.219,,,,,96.265,-12.045,11.9,12.158,-0.258,0.0,0.145,0.0,84.22,-29.897,54.323,0.0,,,54.323,0.0,54.323,0.0,0.0,54.323,54.323,,126.332,0.43,0.43,0.47,128.625,0.42,0.42,0.46,
03/31/2008,878.383,,,-765.648,,,112.735,,-40.68,,,,,72.055,-12.361,11.506,11.75,-0.244,0.0,,0.855,59.694,-23.281,36.413,0.0,,,36.413,0.0,36.413,0.0,0.0,36.413,36.413,,124.657,0.29,0.29,0.29,127.914,0.28,0.28,0.28,
06/30/2008,977.339,,,-847.724,,,129.615,,-35.57,,,,,94.045,-11.088,10.065,10.322,-0.257,0.0,,1.023,82.957,-32.353,50.604,0.0,,,50.604,0.0,50.604,0.0,0.0,50.604,50.604,,125.047,0.4,0.4,0.4,128.476,0.39,0.39,0.39,
