Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,2368.011017,-55.868999,0,0.0,176.106998,2488.249016,1216.465977,14.476936,0.070775,,,,,,24.167847,,
03/31/1990,2915.167551,-44.372002,0,0.0,138.822002,3009.617552,1237.585033,11.217169,0.046126,,,,,,28.778136,,
06/30/1990,2514.085297,-26.413,0,0.0,170.514999,2658.187296,1327.993027,12.840052,0.064147,,,,,,25.243464,,
09/30/1990,1133.458543,-91.088997,0,,215.413002,1257.782548,1418.732948,15.183478,0.171264,0.674099,3.969083,6.666009,1132.727532,1257.051537,11.929119,,
12/31/1990,1232.343038,-56.530998,0,0.0,239.572998,1415.385037,1458.142029,16.430018,0.169263,0.755622,4.917178,9.182047,,,13.351681,,
03/31/1991,1466.643763,-64.063004,0,0.0,178.313004,1580.893763,1406.753983,12.675493,0.112793,0.827153,5.597451,11.20486,,,14.82111,,
06/30/1991,1491.049089,-73.429001,0,,141.252998,1558.873087,1383.526985,10.209631,0.090612,0.812293,6.173804,14.981529,,,14.506138,,
09/30/1991,1405.286987,-114.869003,0,,141.135002,1431.552986,1389.079949,10.160322,0.098589,0.744755,6.45364,24.205762,1401.152974,1427.418973,13.242981,,
12/31/1991,1222.29003,-139.104996,0,0.0,157.733997,1240.919031,1320.463001,11.945355,0.127111,0.641997,6.103281,40.058074,,,11.421462,,
03/31/1992,1326.584084,-145.246002,0,0.0,153.648003,1334.986084,1330.724968,11.546188,0.115093,0.68587,7.003683,100.806926,,,12.201794,,
06/30/1992,1308.150043,-143.457001,0,0.0,161.419998,1326.113041,1367.161026,11.806948,0.121724,0.67323,6.552039,62.676674,,,12.038063,,
09/30/1992,1313.980637,-148.983994,0,,170.224998,1335.221641,1407.120018,12.097404,0.127488,0.655511,5.355754,18.916507,1311.065336,1332.30634,12.066964,,
12/31/1992,1681.035004,-155.322998,0,0.0,161.497002,1687.209007,1419.167046,11.379703,0.095718,0.816543,6.205803,18.069753,,,15.055091,,
03/31/1993,1341.411858,-149.615997,0,0.0,148.934002,1340.729862,1421.852032,10.474648,0.111084,0.644254,4.836095,13.683291,,,11.868963,,
06/30/1993,1416.562462,-130.850998,0,0.0,138.443996,1424.15546,866.855022,15.970836,0.097211,0.693563,6.660036,43.897156,,,12.567002,,
09/30/1993,1383.833537,-124.767,0,0.0,154.626,1413.692537,891.450997,17.345429,0.109377,0.696071,9.126426,,1386.418275,1416.277274,12.514318,,
12/31/1993,1240.489509,-141.333002,0,0.0,142.823002,1241.979508,907.946995,15.730324,0.114996,0.61404,8.237686,,,,10.888062,,
03/31/1994,1625.617964,-113.670998,0,0.0,135.872997,1647.819963,936.90797,14.502278,0.082456,0.828418,10.455511,,,,14.317913,,
06/30/1994,1299.914961,-561.564995,0,0.0,139.241001,877.590967,997.210972,13.963043,0.158663,0.426537,3.563705,10.04396,,,7.595034,,
09/30/1994,1906.360549,-124.042,0,0.0,144.601002,1926.919552,1083.442006,13.346446,0.075043,0.914083,6.024052,12.305194,1897.005017,1917.564019,16.677943,,
12/31/1994,2011.416906,-157.203995,0,0.0,144.638,1998.850912,1147.05896,12.609465,0.072361,0.961737,,,,,17.018014,,
03/31/1995,1802.417557,-192.582001,0,0.0,140.896,1750.731556,1195.386021,11.786653,0.080478,0.865443,,,,,15.055523,,
06/30/1995,1927.179365,-134.412994,0,0.0,139.517002,1932.283373,1228.062046,11.360745,0.072203,0.976818,,,,,16.167706,,
09/30/1995,1467.647984,-121.230003,0,0.0,141.045998,1487.463978,1251.380989,11.271227,0.094823,0.774545,,,,,12.415398,,
12/31/1995,1276.020007,-103.917999,0,0.0,141.267002,1313.36901,1245.646,11.340863,0.107561,0.69288,,,,,10.935993,,
03/31/1996,1043.637896,-94.364998,0,0.0,152.609001,1101.881899,1204.818016,12.66656,0.138499,0.568925,4.295049,15.948962,,,9.370302,,
06/30/1996,1462.749793,-73.949997,0,0.0,157.918999,1546.718795,1224.083,12.901004,0.102099,0.812605,6.09542,25.300881,,,13.085386,,
09/30/1996,1334.498009,-87.813004,0,0.0,168.964996,1415.650002,1255.386993,13.459196,0.119355,0.745101,5.199358,18.974761,,,11.66892,,
12/31/1996,1677.774954,-128.326004,0,0.0,168.365997,1717.814947,1274.530975,13.210036,0.098012,0.897174,5.69471,16.596925,,,14.078143,,
03/31/1997,1375.837507,-217.298996,0,0.0,163.719002,1322.257513,1253.566994,13.060251,0.123818,0.691529,4.177656,10.740194,,,11.412545,,
06/30/1997,2391.018688,-227.822006,0,0.0,169.966003,2333.162685,1305.287018,13.021351,0.072848,1.197185,7.023156,16.30841,,,19.760006,,
