Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2008,1431.900024,,-520.5,,911.400024,,-504.100006,,,,,,407.299988,-5.7,,,,5.6,0.1,401.599988,-148.899994,252.699997,0.0,,,252.699994,-3.7,249.0,,,249.0,249.0,,,,,,,,,,
09/30/2008,742.8,,-291.5,,451.3,,-288.7,,,,,,162.6,-15.3,,11.9,,-4.2,7.6,147.3,-46.2,101.1,0.0,,,101.1,-2.6,98.5,0.0,,98.5,98.5,,,,,,,,,,
12/31/2008,707.7,,-267.8,,439.9,,-301.0,,,,,,138.9,-35.4,,31.4,,0.4,3.6,103.5,-56.3,47.2,0.0,,,47.2,-0.8,46.4,0.0,0.0,46.4,46.4,,170.0,0.27,0.27,0.27,170.0,0.27,0.27,0.27,
03/31/2009,693.0,693.0,-247.6,247.6,445.4,0.0,-256.6,239.3,75.9,163.4,15.3,2.0,188.8,-28.0,28.0,,,,0.0,160.8,-54.2,106.6,0.0,0.0,0.0,106.6,-3.1,103.5,0.0,0.0,103.5,115.8,12.3,188.8,0.55,0.55,0.613347,188.8,0.55,0.55,0.613347,
06/30/2009,719.3,719.3,-236.1,236.1,483.2,0.0,-265.1,256.4,101.6,154.8,18.4,-9.7,218.1,-24.3,24.3,25.0,-0.7,,0.0,193.8,-55.8,138.0,0.0,0.0,0.0,138.0,-3.5,134.5,0.0,0.0,134.5,133.4,-1.1,204.5,0.66,0.66,0.652323,204.5,0.66,0.66,0.652323,
09/30/2009,699.8,699.8,-244.6,244.6,455.2,0.0,-295.5,269.2,105.2,164.0,17.6,8.7,159.7,-23.0,23.0,24.3,-1.3,,0.0,136.7,-37.9,98.8,0.0,0.0,0.0,98.8,-1.2,97.6,0.0,0.0,97.6,107.7,10.1,204.5,0.48,0.48,0.52665,204.6,0.48,0.48,0.52665,
12/31/2009,714.4,714.4,-246.4,246.4,468.0,0.0,-355.0,302.3,119.2,183.1,20.6,32.1,113.0,-17.3,17.3,18.2,-0.9,,0.0,95.7,-28.5,67.2,0.0,0.0,0.0,67.2,-3.2,64.0,0.0,0.0,64.0,99.4,35.4,204.5,0.31,0.31,0.486064,204.5,0.31,0.31,0.483105,
03/31/2010,763.5,763.5,-271.8,271.8,491.7,0.0,-293.8,269.8,98.4,171.4,20.1,3.9,197.9,-12.1,12.1,12.9,-0.8,,0.0,185.8,-58.3,127.5,0.0,0.0,0.0,127.5,-1.9,125.6,0.0,0.0,125.6,132.4,6.8,204.5,0.61,0.61,0.647433,204.8,0.61,0.61,0.643203,
06/30/2010,764.2,764.2,-278.7,278.7,485.5,0.0,-312.6,298.5,115.9,182.6,19.7,-5.6,172.9,-11.6,11.6,13.0,-1.4,,0.0,161.3,-38.8,122.5,0.0,0.0,0.0,122.5,-1.1,121.4,0.0,0.0,121.4,130.3,8.9,204.5,0.59,0.59,0.637164,204.9,0.59,0.59,0.633436,
09/30/2010,810.2,810.2,-296.3,296.3,513.9,0.0,-348.4,302.6,112.4,190.2,18.5,27.3,165.5,-12.0,12.0,13.3,-1.3,,0.0,153.5,-46.1,107.4,0.0,0.0,0.0,107.4,-1.3,106.1,0.0,0.0,106.1,118.1,12.0,204.6,0.52,0.52,0.577224,204.9,0.52,0.52,0.577224,
12/31/2010,803.7,803.7,-302.8,302.8,500.9,0.0,-354.3,330.5,112.0,218.5,20.2,3.6,146.6,-12.9,12.9,14.0,-1.1,,0.0,133.7,-32.9,100.8,0.0,0.0,0.0,100.8,-1.2,99.6,0.0,0.0,99.6,117.4,17.8,204.7,0.49,0.49,0.573522,204.7,0.48,0.48,0.566957,
03/31/2011,899.8,899.8,-320.0,320.0,579.8,0.0,-357.2,324.7,111.3,213.4,19.3,13.2,222.6,-13.1,13.1,14.4,-1.3,,0.0,209.5,-60.6,148.9,0.0,0.0,0.0,148.9,-2.8,146.1,0.0,0.0,146.1,156.800003,10.700003,204.7,0.71,0.71,0.765999,205.3,0.71,0.71,0.762119,
06/30/2011,932.0,932.0,-329.1,329.1,602.9,0.0,-399.2,378.5,131.9,246.6,22.2,-1.5,203.7,-12.2,12.2,14.5,-2.3,,0.0,191.5,-56.6,134.9,0.0,0.0,0.0,134.9,-2.8,132.1,0.0,0.0,132.1,148.700004,16.600004,204.5,0.64,0.64,0.727139,205.1,0.64,0.64,0.720936,
09/30/2011,933.9,933.9,-358.3,358.3,575.6,0.0,-373.9,359.3,129.8,229.5,22.9,-8.3,201.7,-13.1,13.1,15.6,-2.5,,0.0,188.6,-42.7,145.9,0.0,0.0,0.0,145.9,-1.2,144.7,0.0,0.0,144.7,160.999997,16.299997,204.0,0.71,0.71,0.789216,204.7,0.7,0.7,0.779629,
12/31/2011,911.3,911.3,-354.9,354.9,556.4,0.0,-410.3,366.0,128.7,237.3,28.1,16.2,146.1,-13.8,13.8,15.7,-1.9,,0.0,132.3,-43.0,89.3,0.0,0.0,0.0,89.3,-3.7,85.6,0.0,0.0,85.6,106.5,20.9,203.8,0.42,0.42,0.522571,203.8,0.42,0.42,0.522552,
03/31/2012,986.6,986.6,-373.5,373.5,613.1,0.0,-364.3,336.2,125.8,210.4,22.5,5.6,248.8,-14.5,14.5,16.2,-1.7,,0.0,234.3,-64.5,169.8,0.0,0.0,0.0,169.8,-5.6,164.2,0.0,0.0,164.2,167.4,3.2,203.9,0.8,0.8,0.820991,204.6,0.8,0.8,0.81564,
06/30/2012,1012.3,1012.3,-372.3,372.3,640.0,0.0,-391.7,369.8,148.7,221.1,23.6,-1.7,248.3,-17.6,17.6,18.8,-1.2,,0.0,230.7,-59.6,171.1,0.0,0.0,0.0,171.1,-5.3,165.8,0.0,0.0,165.8,171.2,5.4,204.0,0.81,0.81,0.839216,204.7,0.81,0.81,0.83638,
09/30/2012,921.3,921.3,-357.5,357.5,563.8,0.0,-380.6,349.5,138.8,210.7,21.5,9.6,183.2,-16.9,16.9,18.3,-1.4,,0.0,166.3,-27.1,139.2,0.0,0.0,0.0,139.2,1.1,140.3,0.0,0.0,140.3,144.8,4.5,203.7,0.69,0.69,0.710849,204.3,0.69,0.69,0.710849,
