Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,981.1,981.1,-382.0,382.0,599.1,0.0,-409.4,375.1,139.5,235.6,27.8,6.5,189.7,-16.0,16.0,17.6,-1.6,,0.0,173.7,-41.4,132.3,0.0,0.0,0.0,132.3,1.9,134.2,0.0,0.0,134.2,146.7,12.5,202.9,0.66,0.66,0.723016,202.9,0.66,0.66,0.721607,
03/31/2013,1037.9,1037.9,-385.0,385.0,652.9,0.0,-379.4,351.6,144.5,207.1,22.5,5.3,273.5,-14.2,14.2,16.0,-1.8,,0.0,259.3,-69.3,190.0,0.0,0.0,0.0,190.0,-2.0,188.0,0.0,0.0,188.0,189.5,1.5,202.7,0.93,0.93,0.934879,203.2,0.92,0.92,0.927382,
06/30/2013,1055.3,1055.3,-382.0,382.0,673.3,0.0,-426.5,391.0,167.6,223.4,24.8,10.7,246.8,-12.4,12.4,14.8,-2.4,,0.0,234.4,-61.0,173.4,0.0,0.0,0.0,173.4,-1.4,172.0,0.0,0.0,172.0,172.695,0.695,202.6,0.85,0.85,0.852394,203.2,0.84,0.84,0.84342,
09/30/2013,1046.8,1046.8,-362.3,362.3,684.5,0.0,-433.8,381.1,163.8,217.3,23.8,28.9,250.7,-12.3,12.3,14.5,-2.2,,0.0,238.4,-68.7,169.7,0.0,0.0,0.0,169.7,1.6,171.3,0.0,0.0,171.3,189.765,18.465,202.3,0.85,0.85,0.938038,202.8,0.84,0.84,0.93105,
12/31/2013,1060.7,1060.7,-399.2,399.2,661.5,0.0,-457.6,424.9,169.2,255.7,29.1,3.6,203.9,-11.7,11.7,13.9,-2.2,,0.0,192.2,-36.1,156.1,0.0,0.0,0.0,156.1,-3.6,152.5,0.0,0.0,152.5,158.0,5.5,202.7,0.75,0.75,0.779477,202.7,0.75,0.75,0.777134,
03/31/2014,1113.3,1113.3,-405.7,405.7,707.6,0.0,-416.4,388.6,155.7,232.9,27.1,0.7,291.2,-12.4,12.4,14.8,-2.4,,0.0,278.8,-71.0,207.8,0.0,0.0,0.0,207.8,-5.4,202.4,0.0,0.0,202.4,203.5,1.1,201.9,1.0,1.0,1.007925,202.4,1.0,1.0,1.005435,
06/30/2014,1111.1,1111.1,-426.8,426.8,684.3,0.0,-439.4,416.9,174.6,242.3,26.7,-4.2,244.9,-15.3,15.3,17.8,-2.5,,0.0,229.6,-53.5,176.1,0.0,0.0,0.0,176.1,-4.7,171.4,0.0,0.0,171.4,174.5,3.1,202.2,0.85,0.85,0.863007,202.7,0.84,0.84,0.855294,
09/30/2014,1090.7,1090.7,-437.9,437.9,652.8,0.0,-410.2,399.1,158.9,240.2,28.7,-17.6,242.6,-18.3,18.3,20.6,-2.3,,0.0,224.3,-36.0,188.3,0.0,0.0,0.0,188.3,-0.7,187.6,0.0,0.0,187.6,181.9,-5.7,202.2,0.93,0.93,0.899604,202.7,0.92,0.92,0.89188,
12/31/2014,1094.2,1094.2,-430.2,430.2,664.0,0.0,-454.4,413.0,149.5,263.5,32.6,8.8,209.6,-14.3,14.3,16.7,-2.4,,0.0,195.3,-38.7,156.6,0.0,0.0,0.0,156.6,1.8,158.4,0.0,0.0,158.4,160.0,1.6,202.9,0.78,0.78,0.788566,202.9,0.78,0.78,0.787886,
03/31/2015,1094.4,1094.4,-393.5,393.5,700.9,0.0,-415.7,377.6,144.4,233.2,25.9,12.2,285.2,-13.8,13.8,16.4,-2.6,-2.8,2.8,271.4,-64.3,207.1,0.0,0.0,0.0,207.1,0.3,207.4,0.0,0.0,207.4,210.2,2.8,202.4,1.02,1.02,1.038538,202.9,1.02,1.02,1.0338,
06/30/2015,1032.4,1032.4,-356.4,356.4,676.0,0.0,-446.8,420.4,190.2,230.2,27.7,-1.3,229.2,-13.9,13.9,16.5,-2.6,4.7,-4.7,215.3,-52.7,162.6,0.0,0.0,0.0,162.6,0.3,162.9,0.0,0.0,162.9,156.09,-6.81,202.7,0.8,0.8,0.770054,203.1,0.8,0.8,0.76647,
09/30/2015,977.5,977.5,-346.8,346.8,630.7,0.0,-404.7,372.2,156.1,216.1,26.3,6.2,226.0,-14.8,14.8,16.8,-2.0,4.9,-4.9,211.2,-56.6,154.6,0.0,0.0,0.0,154.6,0.6,155.2,0.0,0.0,155.2,162.0,6.8,201.4,0.77,0.77,0.804369,201.7,0.77,0.77,0.803713,
12/31/2015,967.0,967.0,-358.6,358.6,608.4,0.0,-412.6,362.2,151.1,211.1,28.5,21.9,195.8,-22.5,22.5,24.9,-2.4,-0.5,0.5,173.3,-42.3,131.0,0.0,0.0,0.0,131.0,-3.0,128.0,0.0,0.0,128.0,147.8,19.8,189.8,0.67,0.67,0.778714,189.8,0.67,0.67,0.77432,
03/31/2016,962.1,962.1,-347.6,347.6,614.5,0.0,-464.4,350.7,151.8,198.9,25.4,88.3,150.1,-26.2,26.2,29.0,-2.8,33.7,-33.7,123.9,-47.2,76.7,0.0,0.0,0.0,76.7,-4.0,72.7,0.0,0.0,72.7,163.3,90.6,186.6,0.39,0.39,0.875134,186.7,0.39,0.39,0.875134,
06/30/2016,941.5,941.5,-333.2,333.2,608.3,0.0,-393.9,372.7,166.0,206.7,26.4,-5.2,214.4,-26.4,26.4,29.5,-3.1,-6.6,6.6,188.0,-32.2,155.8,0.0,0.0,0.0,155.8,-0.7,155.1,0.0,0.0,155.1,164.45,9.35,186.7,0.83,0.83,0.880825,187.0,0.83,0.83,0.88,
09/30/2016,937.5,937.5,-333.7,333.7,603.8,0.0,-375.6,352.3,162.3,190.0,23.1,0.2,228.2,-26.3,26.3,29.8,-3.5,-6.2,6.2,201.9,-53.3,148.6,0.0,0.0,0.0,148.6,0.7,149.3,0.0,0.0,149.3,162.5,13.2,184.7,0.8,0.8,0.879805,185.0,0.8,0.8,0.871351,
12/31/2016,901.6,901.6,-326.5,326.5,575.1,0.0,-349.1,317.8,146.9,170.9,22.5,8.8,226.0,-26.5,26.5,30.4,-3.9,-2.1,2.1,199.5,-31.3,168.2,0.0,0.0,0.0,168.2,-0.4,167.8,0.0,0.0,167.8,156.165,-11.635,184.4,0.91,0.91,0.846882,184.4,0.91,0.91,0.846882,
03/31/2017,883.5,883.5,-330.2,330.2,553.3,0.0,-398.2,354.0,160.3,193.7,21.4,22.8,155.1,-27.1,27.1,30.8,-3.7,1.9,-1.9,128.0,-10.4,117.6,0.0,0.0,0.0,117.6,2.3,119.9,0.0,0.0,119.9,136.451,16.551,183.5,0.65,0.65,0.743602,183.9,0.65,0.65,0.74,
06/30/2017,895.0,,,,568.325,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,131.0,,,0.72,0.72,0.76,,0.72,0.72,0.76,
09/30/2017,904.0,,,,569.52,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,150.0,,,0.82,0.82,0.83,,0.82,0.82,0.83,
