Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/29/2006,2128,,-1012,,1116,,-616,,,,500,-55,31.0,40,-9,0.0,24,445,-113,332,-6,,,338,0.0,338,0,0,338,338.0,19.0,497,0.68,0.67,0.71,497,0.68,0.67,0.71,
03/30/2007,2200,,-1069,,1131,,-643,,,,488,-27,29.0,39,-10,0.0,-2,461,-84,377,-17,,,394,0.0,394,0,0,394,394.0,-39.0,497,0.79,0.76,0.68,497,0.79,0.76,0.68,
06/29/2007,2269,,-1085,,1184,,-703,,,,481,-1436,38.0,46,-8,0.0,1398,-955,-180,-1135,-27,,,-1108,0.0,-1108,0,0,-1108,-1108.0,1452.0,497,-2.23,-2.29,0.64,497,-2.23,-2.29,0.64,
09/28/2007,2298,,-1107,,1191,,-744,,,,447,-101,,63,-8,0.0,46,346,-85,261,227,,,34,0.0,34,0,0,34,34.0,,497,0.07,0.53,0.62,497,0.07,0.53,0.62,
12/28/2007,2316,,-1077,,1239,,-767,,,,472,115,48.0,60,-12,0.0,-163,587,-142,445,25,,,420,0.0,420,0,0,420,420.0,-149.0,498,0.84,0.89,0.59,502,0.84,0.89,0.59,
03/28/2008,2426,,-1155,,1271,,-771,,,,500,-140,48.0,56,-8,0.0,92,360,-111,249,-14,,,263,0.0,263,0,0,263,263.0,83.0,499,0.53,0.5,0.67,503,0.52,0.49,0.66,
06/27/2008,2595,,-1202,,1393,,-830,,,,563,-43,38.0,48,-10,0.0,5,520,-189,331,62,,,269,0.0,269,0,0,269,269.0,36.0,500,0.54,0.66,0.73,505,0.53,0.65,0.72,
09/26/2008,2690,,-1257,,1433,0.0,-867,762.0,,105.0,566,-40,32.0,45,-13,,8,526,-101,425,16,,,409,0.0,409,0,0,409,409.0,,502,0.81,0.85,0.77,508,0.81,0.84,0.76,
12/26/2008,2564,2564.0,-1192,1192.0,1372,0.0,-828,731.0,94.0,3.0,544,-28,38.0,45,-7,,-10,516,-135,381,-5,-5.0,0.0,386,0.0,386,0,0,386,395.0,14.0,504,0.77,0.76,0.78373,507,0.76,0.75,0.777613,
03/27/2009,2798,2798.0,-1250,1250.0,1548,0.0,-1000,688.0,100.0,212.0,548,-33,38.0,43,-5,,-5,515,-330,185,1,1.0,0.0,184,0.0,184,0,0,184,556.0,371.0,504,0.36,0.37,1.103175,506,0.36,0.37,1.103175,
06/26/2009,2516,2516.0,-1147,1147.0,1369,0.0,-928,734.0,130.0,64.0,441,-28,35.0,43,-8,,-7,413,-140,273,-8,-8.0,0.0,281,0.0,281,0,0,281,356.0,83.0,503,0.56,0.54,0.707753,505,0.56,0.54,0.704356,
09/25/2009,2590,2590.0,-1183,1183.0,1407,0.0,-1093,906.0,107.0,80.0,314,83,40.0,44,-4,,-123,397,-273,124,68,68.0,0.0,56,0.0,56,0,0,56,357.0,233.0,501,0.11,0.25,0.712575,503,0.11,0.25,0.712575,
12/25/2009,2644,2644.0,-1185,1185.0,1459,0.0,-923,820.0,98.0,5.0,536,-31,38.0,43,-5,,-7,505,-104,401,-11,-11.0,0.0,412,0.0,412,0,0,412,420.0,19.0,499,0.82,0.8,0.841683,504,0.82,0.8,0.837698,
03/26/2010,2551,2551.0,-1098,1098.0,1453,0.0,-908,768.0,114.0,26.0,545,-16,37.0,43,-6,,-21,529,-107,422,9,9.0,0.0,413,0.0,413,0,0,413,435.0,13.0,501,0.83,0.84,0.868263,506,0.82,0.83,0.855692,
06/25/2010,2564,2564.0,-1138,1138.0,1426,0.0,-887,753.0,109.0,25.0,539,-27,48.0,54,-6,,-21,512,-160,352,-12,-12.0,0.0,364,0.0,364,0,0,364,427.0,75.0,501,0.73,0.7,0.852295,504,0.72,0.7,0.84881,
09/24/2010,2670,2670.0,-1203,1203.0,1467,0.0,-1024,878.0,126.0,20.0,443,-63,54.0,59,-5,,9,380,8,388,-55,-55.0,0.0,443,0.0,443,0,0,443,421.0,33.0,499,0.89,0.78,0.843687,501,0.89,0.77,0.835868,
12/24/2010,2769,2769.0,-1198,1198.0,1571,0.0,-1022,861.0,119.0,42.0,549,-34,47.0,52,-5,,-13,515,-83,432,5,5.0,0.0,427,0.0,427,0,0,427,459.0,27.0,495,0.86,0.87,0.927273,498,0.86,0.87,0.924217,
03/25/2011,2801,2801.0,-1205,1205.0,1596,0.0,-981,853.0,130.0,-2.0,615,-45,44.0,50,-6,,1,570,-111,459,4,4.0,0.0,455,,455,0,0,455,457.0,-2.0,494,0.92,0.93,0.925101,499,0.91,0.92,0.915992,
06/24/2011,2926,2926.0,-1255,1255.0,1671,0.0,-1056,886.0,138.0,32.0,615,-57,45.0,51,-6,,12,558,-26,532,-3,-3.0,0.0,535,0.0,535,0,0,535,506.0,-26.0,495,1.08,1.08,1.022222,500,1.07,1.06,1.008,
09/30/2011,3078,3078.0,-1338,1338.0,1740,0.0,-1144,938.0,167.0,39.0,596,-23,45.0,50,-5,,-22,573,-113,460,9,9.0,0.0,451,0.0,451,0,0,451,532.0,72.0,488,0.92,0.94,1.090164,493,0.92,0.93,1.076045,
12/30/2011,2898,2898.0,-1197,1197.0,1701,0.0,-1065,907.0,144.0,14.0,636,-43,45.0,51,-6,,-2,593,-99,494,0,0.0,0.0,494,0.0,494,0,0,494,547.0,53.0,483,1.02,1.02,1.132505,486,1.02,1.02,1.129053,
03/30/2012,2946,2946.0,-1240,1240.0,1706,0.0,-1097,914.0,167.0,16.0,609,-41,45.0,51,-6,,-4,568,-77,491,-6,-6.0,0.0,497,0.0,497,0,0,497,510.0,19.0,483,1.03,1.016563,1.055901,487,1.02,1.01,1.049014,
06/29/2012,2506,2506.0,-995,995.0,1511,0.0,-973,827.0,125.0,21.0,538,-37,50.0,53,-3,,-13,501,-106,395,-58,-58.0,0.0,453,0.0,453,0,0,453,443.0,48.0,481,0.94,0.82,0.920998,486,0.93,0.81,0.908765,
09/28/2012,3001,3001.0,-1333,1333.0,1668,0.0,-1116,929.0,153.0,34.0,552,-41,48.0,51,-3,,-7,511,-47,464,3,3.0,0.0,461,0.0,461,0,0,461,506.0,42.0,477,0.96,0.97,1.060797,483,0.95,0.96,1.046957,
12/28/2012,2567,2567.0,-1030,1030.0,1537,0.0,-941,822.0,111.0,8.0,596,-47,48.0,51,-3,,-1,549,-93,456,-37,-37.0,0.0,493,0.0,493,0,0,493,460.0,4.0,472,1.04,0.97,0.974576,477,1.03,0.96,0.968386,
03/29/2013,2530,2530.0,-1002,1002.0,1528,0.0,-1006,830.0,122.0,54.0,522,-32,49.0,51,-2,,-17,490,-110,380,-59,-59.0,0.0,439,0.0,439,0,0,439,445.0,65.0,471,0.93,0.8,0.944798,476,0.92,0.8,0.936555,
06/28/2013,2578,2578.0,-1045,1045.0,1533,0.0,-991,853.0,129.0,9.0,542,5,51.0,53,-2,,-56,547,-147,400,4,4.0,0.0,396,0.0,396,0,0,396,427.0,27.0,465,0.85,0.86,0.91828,469,0.84,0.85,0.907569,
09/27/2013,2560,2560.0,-1073,1073.0,1487,0.0,-1015,835.0,146.0,34.0,472,-29,44.0,53,-9,,-15,443,-79,364,-8,-8.0,0.0,372,0.0,372,0,0,372,419.0,55.0,458,0.81,0.8,0.914847,463,0.8,0.79,0.90879,
12/27/2013,2639,2639.0,-1076,1076.0,1563,0.0,-1032,850.0,125.0,57.0,531,-18,51.0,53,-2,,-33,513,-115,398,0,0.0,0.0,398,0.0,398,0,0,398,439.1,41.1,452,0.88,0.88,0.97146,456,0.87,0.87,0.960132,
03/28/2014,2598,2598.0,-1080,1080.0,1518,0.0,-936,896.0,135.0,-95.0,582,19,48.0,54,-6,,-67,601,-160,441,0,0.0,0.0,441,,441,0,0,441,435.0,-6.0,451,0.98,0.98,0.964523,454,0.97,0.97,0.956784,
06/27/2014,2688,2688.0,-1104,1104.0,1584,0.0,-1218,1034.0,137.0,47.0,366,-58,44.0,48,-4,,14,308,-2,306,0,0.0,0.0,306,,306,0,0,306,472.0,166.0,451,0.68,0.68,1.046563,455,0.67,0.67,1.034835,
09/26/2014,2734,2734.0,-1072,1072.0,1662,0.0,-1149,877.0,149.0,123.0,513,-112,46.0,49,-3,,66,401,116,517,0,0.0,0.0,517,,517,0,0,517,504.25,-12.75,452,1.15,1.15,1.115597,458,1.13,1.13,1.102162,
