Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2004,1310.01001,,,-1029.810059,,280.199951,,-156.813004,,,,123.387001,7.356,3.574,3.574,,0.0,-10.93,130.743001,-46.741001,84.001999,0.0,,,84.002,0.0,84.001999,0.0,0.0,84.001999,84.001999,,131.392502,0.64,0.64,0.64,135.450005,0.62,0.62,0.62,
09/30/2004,1329.816,,,-1043.317,,286.499,,-158.293,,,,128.206,7.237,,0.0,,0.0,-7.237,135.443,-48.421,87.022,0.0,,,87.022,0.0,87.022,0.0,0.0,87.022,87.022,,132.516,0.66,0.66,0.66,135.9795,0.64,0.64,0.64,
12/31/2004,1384.169,,,-1089.025,,295.144,,-160.778,,,,134.368,8.458,,3.583,,0.0,-12.041,142.826,-51.06,91.766,0.0,,,91.766,0.0,91.766,0.0,0.0,91.766,91.766,,132.96,0.693333,0.693333,0.693333,136.155,0.673333,0.673333,0.673333,
03/31/2005,1565.199951,,,-1119.149048,,446.050903,,-267.576996,,,,178.473999,1.049,12.908,12.908,,,-13.957,179.522999,-66.872002,112.651001,,,,112.650997,,112.651001,,,112.651001,112.651001,,151.129498,0.746667,0.746667,0.746667,154.946995,0.726667,0.726667,0.726667,
06/30/2005,1652.957031,,,-1128.682007,,524.275024,,-316.817993,,,,207.457001,-1.089001,19.673,19.673,,,-18.584,206.368,-76.872002,129.496002,,,,129.495998,,129.496002,,,129.496002,129.496002,,159.421497,0.813333,0.813333,0.813333,163.315498,0.793333,0.793333,0.793333,
09/30/2005,1674.189,,,-1136.751,,537.438,,-327.415,,,,210.023,2.033,13.088,13.088,,,-15.121,212.056,-78.991,133.065,,,,133.065,,133.065,,,133.065,133.065,,160.373001,0.83,0.83,0.83,163.887,0.81,0.81,0.81,
12/31/2005,1718.9,,,-1166.289,,552.611,,-356.747,,,,195.864,5.614,-47.055,12.745,,0.0,41.441,201.478,-75.051,126.427,0.0,,,126.427,0.0,126.427,0.0,0.0,126.427,126.427,,160.803,0.79,0.79,0.79,164.628,0.77,0.77,0.77,
03/31/2006,1938.717,,,-1401.054,,537.663,,-354.944,328.228,,26.716,182.719,10.079,-7.894,12.906,-20.8,0.0,-2.185,192.798,-71.817,120.981,0.0,,,120.981,0.0,120.981,0.0,0.0,120.981,120.981,,160.029,0.76,0.76,0.76,163.344,0.74,0.74,0.74,
06/30/2006,1944.909,,,-1376.396,,568.513,,-361.925,333.29,,28.635,206.588,10.834,-9.752,13.248,-23.0,,-1.082,217.422,-81.968,135.454,,,,135.454,,135.454,0.0,,135.454,135.454,,158.383,0.86,0.86,0.86,161.342,0.84,0.84,0.84,
09/30/2006,1909.136,,,-1333.846,,575.29,,-351.009,322.649,,28.36,224.281,14.42,-13.044,13.156,-26.2,0.0,-1.376,238.701,-91.184,147.517,0.0,,,147.517,0.0,147.517,0.0,0.0,147.517,147.517,,157.891,0.93,0.93,0.93,160.436,0.92,0.92,0.92,
12/31/2006,1940.994,,,-1328.668,,612.326,,-384.912,355.356,,29.556,227.414,20.014,-18.375,13.125,-31.5,0.0,-1.639,247.428,-91.334,156.094,0.0,,,156.094,0.0,156.094,0.0,0.0,156.094,156.094,,158.129,0.99,0.99,0.99,160.513,0.97,0.97,0.97,
03/31/2007,2236.497,,,-1656.54,,579.957,,-399.794,369.495,,30.299,180.163,12.629,-11.6,21.2,-32.8,0.0,-1.029,192.792,-71.051,121.741,0.0,,,121.741,0.0,121.741,0.0,0.0,121.741,121.741,,157.028,0.78,0.78,0.82,159.646,0.76,0.76,0.8,
06/30/2007,2332.492,,,-1633.046,,699.446,,-476.493,442.835,,33.658,222.953,19.13,-17.36,15.64,-33.0,0.0,-1.77,242.083,-90.781,151.302,0.0,,,151.302,0.0,151.302,0.0,0.0,151.302,151.302,,155.095,0.98,0.98,0.98,157.841,0.96,0.96,0.96,
09/30/2007,2522.648,,,-1769.818,,752.83,,-506.962,470.894,,36.068,245.868,19.112,-17.718,19.182,-36.9,0.0,-1.394,264.98,-96.264,168.716,0.0,,,168.716,0.0,168.716,0.0,0.0,168.716,168.716,,153.825,1.1,1.1,1.1,156.031,1.08,1.08,1.08,
12/31/2007,2787.894,,,-1954.934,,832.96,,-549.312,506.768,,42.544,283.648,11.366,-9.805,26.195,-36.0,0.0,-1.561,295.014,-110.679,184.335,0.0,,,184.335,0.0,184.335,0.0,0.0,184.335,184.335,,153.637,1.2,1.2,1.2,155.961,1.18,1.18,1.18,
03/31/2008,2940.608,,,-2199.069,,741.539,,-547.216,,,,194.323,6.527,-4.96,24.74,-29.7,0.0,-1.567,200.85,-75.821,125.029,0.0,,,125.029,0.0,125.029,0.0,0.0,125.029,125.029,,152.166,0.82,0.82,0.82,154.245,0.81,0.81,0.81,
06/30/2008,2977.904,,,-2316.225,,661.679,,-535.359,,,,126.32,7.795,-1.618,23.282,-24.9,0.0,-6.177,134.115,-50.964,83.151,0.0,,,83.151,0.0,83.151,0.0,0.0,83.151,83.151,,149.988,0.55,0.55,0.55,151.68,0.55,0.55,0.55,
09/30/2008,2925.721,,,-2254.694,,671.027,0.0,-514.59,478.973,,35.617,156.437,-32.427,-0.677,22.523,-23.2,0.0,33.104,124.01,-45.032,78.978,-6.496,,,85.474,0.0,85.474,,0.0,85.474,85.474,,146.652,0.58,0.54,0.7,147.802,0.58,0.53,0.69,
12/31/2008,2976.742,,,-2294.191,,682.551,0.0,-563.956,529.658,,34.298,118.595,4.586,-0.96,25.84,-26.8,0.0,-3.626,123.181,-41.835,81.346,-6.895,,,88.241,0.0,88.241,,0.0,88.241,88.241,,146.813,0.6,0.55,0.55,147.159,0.6,0.55,0.55,
03/31/2009,3532.895,292.083,3240.812,-2890.873,2890.873,642.022,0.0,-578.697,544.02,34.677,0.0,63.325,-2.264,3.731,22.131,-18.4,,-1.467,61.061,-22.953,38.108,-6.06,-6.06,0.0,44.168,0.0,44.168,0.0,0.0,44.168,36.483,-1.625,146.847,0.3,0.26,0.248442,147.303,0.3,0.26,0.248442,
06/30/2009,3498.374,296.455,3201.919,-2824.994,2824.994,673.38,0.0,-570.921,535.949,34.972,0.0,102.459,10.12,4.975,21.775,-16.8,,-15.095,112.579,-44.871,67.708,49.283,49.283,0.0,18.425,0.0,18.425,0.0,0.0,18.425,59.2385,-8.4695,146.955,0.13,0.46,0.403106,147.616,0.12,0.46,0.402625,
09/30/2009,3444.11,290.968,3153.142,-2723.515,2723.515,720.595,0.0,-567.833,527.173,40.66,0.0,152.762,-2.685,5.997,20.697,-14.7,,-3.312,150.077,-49.638,100.439,29.81,29.81,0.0,70.629,0.0,70.629,0.0,0.0,70.629,125.16235,24.72335,147.062,0.48,0.68,0.851086,147.784,0.48,0.68,0.847294,
12/31/2009,3428.147,306.62,3121.527,-2660.839,2660.839,767.308,0.0,-583.902,544.656,39.246,0.0,183.406,-2.568,4.572,20.272,-15.7,,-2.004,180.838,-71.758,109.08,0.0,0.0,0.0,109.08,0.0,109.08,0.0,0.0,109.08,170.8092,61.7292,145.751,0.75,0.75,1.171925,146.885,0.74,0.74,1.160255,
03/31/2010,2858.978,288.403,2570.575,-2173.488,2173.488,685.49,0.0,-530.424,494.905,35.519,0.0,155.066,0.157,2.83,20.13,-17.3,,-2.987,155.223,-57.898,97.325,0.0,0.0,0.0,97.325,0.0,97.325,0.0,0.0,97.325,118.72277,21.39777,145.782,0.67,0.67,0.814386,147.281,0.66,0.66,0.805285,
06/30/2010,2868.141,297.633,2570.508,-2096.672,2096.672,771.469,0.0,-766.239,454.254,33.985,278.0,5.23,-1.988,2.095,20.195,-18.1,,-0.107,3.242,-2.221,1.021,0.0,0.0,0.0,1.021,0.0,1.021,0.0,0.0,1.021,147.151,146.13,145.943,0.01,0.01,1.008277,147.3,0.01,0.01,1.002057,
09/30/2010,2835.781,292.601,2543.18,-2027.654,2027.654,808.127,0.0,-516.184,481.345,34.839,0.0,291.943,0.279,2.288,20.388,-18.1,,-2.567,292.222,-102.277,189.945,0.0,0.0,0.0,189.945,0.0,189.945,0.0,0.0,189.945,369.49162,179.54662,146.167,1.3,1.3,2.527873,147.294,1.29,1.29,2.508968,
12/31/2010,3025.016,294.639,2730.377,-2220.185,2220.185,804.831,0.0,-567.785,531.442,36.343,0.0,237.046,-1.2,2.405,19.705,-17.3,,-1.205,235.846,-85.52,150.326,0.0,0.0,0.0,150.326,,150.326,0.0,0.0,150.326,142.1895,-8.1365,146.775,1.02,1.02,0.968758,148.43,1.01,1.01,0.955183,
03/31/2011,3048.938,293.602,2755.336,-2343.059,2343.059,705.879,0.0,-534.406,498.59,35.816,0.0,171.473,-0.569,3.038,20.038,-17.0,,-2.469,170.904,-60.671,110.233,0.0,0.0,0.0,110.233,0.0,110.233,0.0,-1.627,108.606,95.712,-12.894,147.219,0.74,0.74,0.650133,148.175,0.73,0.73,0.642981,
06/30/2011,3033.046,295.452,2737.594,-2318.987,2318.987,714.059,0.0,-358.958,484.879,33.379,-159.3,355.101,1.24,3.579,22.579,-19.0,,-4.819,356.341,-131.846,224.495,0.0,0.0,0.0,224.495,0.0,224.495,0.0,-3.08,221.415,113.83117,-107.58383,146.342,1.51,1.51,0.777843,147.773,1.5,1.5,0.771966,
09/30/2011,2975.543,295.499,2680.044,-2257.079,2257.079,718.464,0.0,-525.851,492.855,32.996,0.0,192.613,-5.314,11.827,28.227,-16.4,,-6.513,187.299,-64.618,122.681,0.0,0.0,0.0,122.681,,122.681,0.0,-1.875,120.806,113.86442,-6.94158,144.415,0.84,0.84,0.788453,145.579,0.83,0.83,0.782317,
12/31/2011,3129.156,287.18,2841.976,-2405.822,2405.822,723.334,0.0,-574.391,539.717,34.674,0.0,148.943,-5.386,11.219,28.219,-17.0,,-5.833,143.557,-57.861,85.696,0.0,0.0,0.0,85.696,,85.696,0.0,0.0,85.696,79.54026,-6.15574,141.196,0.6,0.6,0.563332,142.037,0.6,0.6,0.556661,
03/31/2012,3691.967,305.699,3386.268,-2876.3,2876.3,815.667,0.0,-539.191,502.888,36.303,0.0,276.476,-1.123,7.157,25.557,-18.4,,-6.034,275.353,-104.634,170.719,0.0,0.0,0.0,170.719,0.0,170.719,0.0,-2.472,168.247,84.15514,-84.09186,139.323,1.21,1.21,0.604029,140.167,1.2,1.2,0.60006,
06/30/2012,3517.796,308.134,3209.662,-2824.298,2824.298,693.498,0.0,-548.295,504.575,43.72,0.0,145.203,5.815,6.617,24.617,-18.0,,-12.432,151.018,-59.275,91.743,0.0,0.0,0.0,91.743,0.0,91.743,0.0,-1.139,90.604,92.84362,2.23962,139.015,0.65,0.65,0.667868,139.654,0.65,0.65,0.666037,
09/30/2012,3457.783,289.13,3168.653,-2740.965,2740.965,716.818,0.0,-557.34,521.022,36.318,0.0,159.478,7.6,7.571,24.671,-17.1,,-15.171,167.078,-61.819,105.259,0.0,0.0,0.0,105.259,0.0,105.259,0.0,-1.03,104.229,95.779,-8.45,132.567,0.79,0.79,0.722495,133.251,0.78,0.78,0.716586,
12/31/2012,3445.817,284.025,3161.792,-2679.014,2679.014,766.803,0.0,-588.269,551.752,36.517,0.0,178.534,12.552,7.022,24.622,-17.6,,-19.574,191.086,-71.745,119.341,0.0,0.0,0.0,119.341,0.0,119.341,0.0,0.0,119.341,111.281,-8.06,133.329,0.89,0.89,0.834635,134.109,0.88,0.88,0.8199,
03/31/2013,3520.235,283.572,3236.663,-2746.136,2746.136,774.099,0.0,-557.931,520.3,37.631,0.0,216.168,5.748,8.082,24.582,-16.5,,-13.83,221.916,-86.547,135.369,0.0,0.0,0.0,135.369,0.0,135.369,0.0,-1.155,134.214,183.289,49.075,133.464,1.01,1.01,1.373322,134.3,1.0,1.0,1.365413,
06/30/2013,3582.5,,,,,,,,,,,157.5,,,,,,,176.286,,109.717,,,,,,109.717,,,109.717,109.288,,,0.832,0.832,0.816,,0.832,0.832,0.816,
09/30/2013,3550.125,,,,,,,,,,,190.667,,,,,,,191.286,,120.667,,,,,,120.667,,,120.667,118.5,,,0.926,0.926,0.899,,0.926,0.926,0.899,
