Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,209.651993,,,-164.873001,,44.778992,,-28.525999,,,,16.253,0.438,,1.117,,0.0,-1.555,16.691,-6.821,9.87,0.0,,,9.87,0.0,9.87,0.0,,9.87,9.87,,72.904501,0.133333,0.133333,,72.904501,0.133333,0.133333,0.133333,
06/30/1995,208.867996,,,-170.348007,,38.519989,,-31.506001,,,,7.014,-1.798,,1.29,,0.0,0.508,5.216,-3.054,2.162,0.0,,,2.162,0.015,2.177,0.0,,2.177,2.177,,72.353253,0.031111,0.031111,,72.353253,0.031111,0.031111,0.031111,
09/30/1995,210.761993,,,-177.981003,,32.780991,,-31.663,,,,1.118,1.428,,1.188,,0.0,-2.616,2.546,-1.081,1.465,0.0,,,1.465,0.029,1.494,0.0,,1.494,1.494,,71.891999,0.022222,0.022222,,71.891999,0.022222,0.022222,0.022222,
12/31/1995,222.733002,,,-200.024002,,22.709,,-46.118999,,,,-23.41,0.506,,1.286,,0.0,-1.792,-22.904,9.426,-13.478,0.0,,,-13.478,-0.045,-13.523,0.0,,-13.523,-13.523,,72.936,-0.186667,-0.186667,-0.186667,72.936,-0.186667,-0.186667,-0.186667,
03/31/1996,236.936996,,,-199.300995,,37.636002,,-40.408001,,,,-2.772,1.174,,1.1,,0.0,-2.274,-1.598,0.63,-0.968,0.0,,,-0.968,0.0,-0.968,0.0,,-0.968,-0.968,,73.9215,-0.013333,-0.013333,0.031111,73.9215,-0.013333,-0.013333,0.031111,
06/30/1996,257.737,,,-223.343002,,34.393997,,-39.737999,,,,-5.344,-8.921,,1.788,,0.0,7.133,-14.265,5.715,-8.55,0.0,,,-8.55,0.022,-8.528,0.0,,-8.528,-8.528,,74.342251,-0.115556,-0.115556,-0.013333,74.342251,-0.115556,-0.115556,-0.013333,
09/30/1996,272.903015,,,-232.677994,,40.225021,,-40.082001,,,,0.143,0.274,,2.129,,0.0,-2.403,0.417,-0.167,0.25,0.0,,,0.25,0.098,0.348,0.0,,0.348,0.348,,74.29725,0.004444,0.004444,0.004444,74.29725,0.004444,0.004444,0.004444,
12/31/1996,289.552002,,,-275.416992,,14.13501,,-87.714996,,,,-73.580002,4.802,,1.24,,0.0,-6.042,-68.778002,16.681999,-52.096001,0.0,,,-52.096003,-0.043,-52.139,0.0,,-52.139,-52.139,,74.303995,-0.702222,-0.702222,-0.217778,74.303995,-0.702222,-0.702222,-0.217778,
03/31/1997,299.345001,,,-264.276001,,35.069,,-43.636002,,,,-8.567,7.181,,1.841,,0.0,-9.022,-1.386,0.554,-0.832,0.0,,,-0.832,-0.019,-0.851,0.0,,-0.851,-0.851,,74.277002,-0.013333,-0.013333,-0.057778,74.277002,-0.013333,-0.013333,-0.057778,
06/30/1997,301.080994,,,-253.535995,,47.544998,,-46.070999,,,,1.474,9.505,,2.536,,0.0,-12.041,10.979,-4.391,6.588,0.0,,,6.588001,0.002,6.59,0.0,,6.59,6.59,,75.127499,0.088889,0.088889,0.008889,79.787247,0.084444,0.084444,0.008889,
09/30/1997,306.694,,,-254.550995,,52.143005,,-46.167,,,,5.976,-1.542,,2.832,,0.0,-1.29,4.434,-1.774,2.66,0.0,,,2.66,-0.002,2.658,0.0,,2.658,2.658,,74.668502,0.035556,0.035556,0.04,87.641999,0.035556,0.035556,0.04,
12/31/1997,321.230988,,,-267.497009,,53.733979,,-46.877998,,,,6.856,-0.539,,3.066,,0.0,-2.527,6.317,-2.811,3.506,0.0,,,3.506,0.0,3.506,0.0,,3.506,3.506,,74.56275,0.048889,0.048889,0.048889,74.56275,0.044444,0.044444,0.044444,
03/31/1998,330.209015,,,-275.313995,,54.89502,,-47.716999,,,,7.178,0.8,,1.833,,0.0,-2.633,7.978,-3.271,4.707,0.0,,,4.707,0.0,4.707,0.0,,4.707,4.707,,75.032999,0.062222,0.062222,0.062222,86.942247,0.057778,0.057778,0.057778,
06/30/1998,583.804016,,,-480.984985,,102.819031,,-91.277,,,,11.542,-56.276001,,1.987,,0.0,54.289001,-44.734002,16.978001,-27.756001,0.0,,,-27.756001,0.0,-27.756001,0.0,,-27.756001,-27.756001,,131.831998,-0.208889,-0.208889,0.084444,145.721249,-0.208889,-0.208889,0.075556,
09/30/1998,593.278015,,,-505.518005,,87.76001,,-85.581001,,,,2.179,5.809,,2.58,,0.0,-8.389,7.988,-2.92,5.068,0.0,,,5.068,0.0,5.068,0.0,,5.068,5.068,,132.26625,0.04,0.04,0.04,132.522746,0.04,0.04,0.04,
12/31/1998,603.09198,,,-505.557007,,97.534973,,-93.137001,,,,4.398,6.86,,2.166,,0.0,-9.026,11.258,-5.018,6.24,0.0,,,6.24,0.0,6.24,0.0,,6.24,6.24,,132.37425,0.048889,0.048889,0.04,133.440748,0.048889,0.048889,0.04,
03/31/1999,527.848022,,,-433.640991,,94.207031,,-85.524002,,,,8.683,6.008,1.007,1.007,,0.0,-7.015,14.691,-6.398,8.293,0.0,,,8.293,0.0,8.293,0.0,,8.293,8.293,,132.414754,0.062222,0.062222,0.062222,144.188999,0.062222,0.062222,0.062222,
06/30/1999,531.830994,,,-439.48999,,92.341003,,-82.714996,,,,9.626,6.788,0.692,0.692,,0.0,-7.48,16.414,-7.257,9.157,0.0,,,9.157,0.0,9.157,0.0,,9.157,9.157,,132.641999,0.071111,0.071111,0.071111,144.679504,0.066667,0.066667,0.066667,
09/30/1999,529.889,,,-437.674,,92.215,,-80.824,,,,11.391,7.805,,,,,-7.805,19.196,-8.226,10.97,,,,10.97,,10.97,,,10.97,10.97,,132.9795,0.084444,0.084444,0.084444,144.74025,0.075556,0.075556,0.075556,
12/31/1999,572.804016,,,-481.846985,,90.957031,,-77.064003,,,,13.893,11.806,,0.029,,0.0,-11.835,25.699,-10.684,15.015,0.0,,,15.015,0.0,15.015,0.0,,15.015,15.015,,133.155001,0.111111,0.111111,0.093333,143.756996,0.106667,0.106667,0.084444,
03/31/2000,617.409973,,,-517.971985,,99.437988,,-88.288002,,,,11.15,8.936,0.061,0.061,,0.0,-8.997,20.085999,-8.405,11.742,0.0,,,11.681,0.0,11.742,0.0,0.0,11.742,11.742,,132.412497,0.088889,0.088889,0.088889,143.581498,0.08,0.08,0.08,
06/30/2000,621.19397,,,-522.255005,,98.938965,,-86.167,,,,12.772,9.339,,0.0,,0.0,-9.339,22.111,-8.857,13.254,0.0,,,13.254,0.0,13.254,0.0,0.0,13.254,13.254,,131.834247,0.102222,0.102222,0.102222,144.445496,0.093333,0.093333,0.093333,
09/30/2000,647.617004,,,-544.018982,,103.598022,,-88.670998,,,,14.927,10.742,,0.0,,0.0,-10.742,25.669,-10.263,15.406,0.0,,,15.406,0.0,15.406,0.0,0.0,15.406,15.406,,133.251749,0.115556,0.115556,0.115556,150.111008,0.102222,0.102222,0.102222,
12/31/2000,718.689026,,,-608.653015,,110.036011,,-94.799004,,,,15.237,18.903999,,0.0,,0.0,-18.903999,34.141,-13.203,20.938,0.0,,,20.938,0.0,20.938,0.0,,20.938,20.938,,138.161247,0.151111,0.151111,0.12,153.661497,0.137778,0.137778,0.106667,
03/31/2001,751.411011,,,-634.809021,,116.60199,,-97.736,,,,18.865999,11.369,,0.0,,0.0,-11.369,30.235,-11.644,18.591,-0.878,,,19.469,0.0,19.469,0.0,0.0,19.469,19.469,,146.517757,0.133333,0.128889,0.128889,152.792994,0.128889,0.12,0.12,
06/30/2001,786.698975,,,-663.736023,,122.962952,,-101.944,,,,21.018999,11.916,,0.0,,0.0,-11.916,32.934999,-12.517,20.417999,0.0,,,20.417999,0.0,20.417999,0.0,0.0,20.417999,20.417999,,145.725746,0.142222,0.142222,0.142222,151.629747,0.133333,0.133333,0.133333,
09/30/2001,794.682007,,,-668.843994,,125.838013,,-101.622002,,,,24.216,10.703,,0.0,,0.0,-10.703,34.919,-13.269,21.65,0.0,,,21.65,0.0,21.65,0.0,0.0,21.65,21.65,,146.180254,0.146667,0.146667,0.146667,153.193497,0.142222,0.142222,0.142222,
12/31/2001,814.453003,,,-683.604004,,130.848999,,-103.842003,,,,27.007,9.586,,0.0,,0.0,-9.586,36.593,-13.723,22.870001,0.0,,,22.870001,0.0,22.870001,0.0,0.0,22.870001,22.870001,,146.488506,0.155556,0.155556,0.155556,153.256496,0.151111,0.151111,0.151111,
03/31/2002,848.549011,,,-702.768982,,145.780029,,-109.287003,,,,36.493,7.598,2.445,2.445,,0.0,-10.043,44.091,-15.652,28.438999,0.0,,,28.439,0.0,28.438999,0.0,0.0,28.438999,28.438999,,136.502998,0.208889,0.208889,0.208889,142.32825,0.2,0.2,0.2,
06/30/2002,890.112976,,,-725.25,,164.862976,,-113.426003,,,,51.437,5.309,3.667,3.667,,0.0,-8.976,56.746,-20.145,36.601002,0.0,,,36.601,0.0,36.601002,0.0,0.0,36.601002,36.601002,,132.525003,0.275556,0.275556,0.275556,137.25,0.266667,0.266667,0.266667,
09/30/2002,891.953003,,,-721.984985,,169.968018,,-113.985001,,,,55.983002,6.319,3.667,3.667,,0.0,-9.986,62.302002,-22.117001,40.185001,0.0,,,40.185001,0.0,40.185001,0.0,0.0,40.185001,40.185001,,132.704999,0.302222,0.302222,0.302222,136.665004,0.293333,0.293333,0.293333,
12/31/2002,946.289001,,,-769.494019,,176.794982,,-120.037003,,,,56.757999,5.845,,3.667,,0.0,-9.512,62.602999,-22.224001,40.379002,0.0,,,40.378998,0.0,40.379002,0.0,0.0,40.379002,40.379002,,131.14125,0.306667,0.306667,0.306667,135.01575,0.297778,0.297778,0.297778,
03/31/2003,1065.417969,,,-861.27002,,204.147949,,-134.694,,,,69.454002,6.710999,3.677,3.677,,0.0,-10.388,76.165002,-26.658001,49.507,0.0,,,49.507001,0.0,49.507,0.0,0.0,49.507,49.507,,130.450501,0.377778,0.377778,0.377778,134.205749,0.368889,0.368889,0.368889,
06/30/2003,1096.43103,,,-870.005005,,226.426025,,-135.171005,,,,91.254997,7.849,3.667,3.667,,0.0,-11.516,99.103997,-35.676998,63.426998,0.0,,,63.426999,0.0,63.426998,0.0,0.0,63.426998,63.426998,,131.845499,0.48,0.48,0.48,135.915753,0.466667,0.466667,0.466667,
09/30/2003,1149.989014,,,-906.755981,,243.233032,,-141.139008,,,,102.094002,5.085001,4.126,4.126,,0.0,-9.211,107.179002,-39.655998,67.523003,0.0,,,67.523004,0.0,67.523003,0.0,0.0,67.523003,67.523003,,132.891749,0.506667,0.506667,0.506667,136.844999,0.493333,0.493333,0.493333,
12/31/2003,1223.30603,,,-969.257996,,254.048034,,-150.654999,,,,103.392998,7.222,,3.581,,0.0,-10.803,110.614998,-40.928001,69.686996,0.0,,,69.686997,0.0,69.688004,0.0,0.0,69.688004,69.688004,,133.418252,0.52,0.52,0.52,137.551498,0.506667,0.506667,0.506667,
03/31/2004,1287.969971,,,-1023.73999,,264.22998,,-153.518997,,,,110.709999,7.269,3.572,3.572,,0.0,-10.841,117.978999,-43.652,74.327003,0.0,,,74.326998,0.0,74.327003,0.0,0.0,74.327003,74.327003,,131.879997,0.566667,0.566667,0.566667,135.933002,0.546667,0.546667,0.546667,
