Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/24/1980,,,,2.699588,2.288066,,,
12/24/1980,,,,3.489712,2.502058,,,
03/24/1981,,,,3.950617,3.028807,,,
06/24/1981,,,,4.806584,3.489712,,,
09/24/1981,,,,4.345679,3.358025,,,
12/24/1981,,,,4.016461,3.028807,,,
03/24/1982,,,,3.81893,2.567901,,,
06/24/1982,,,,3.753086,2.633745,,,
09/24/1982,,,,4.148148,2.831276,,,
12/24/1982,,,,5.82716,4.016461,,,
03/24/1983,,,,6.716049,5.08642,,,
06/24/1983,,,,9.333333,6.518519,,,
09/24/1983,6.790123,,9.135802,9.185185,6.074074,,,
12/24/1983,6.814815,0.363636,6.765432,7.160494,5.728395,,,
03/24/1984,6.54321,-3.985507,6.814815,6.962963,5.777778,,,
06/24/1984,6.790123,3.773585,6.592593,6.864198,5.975309,,,
09/24/1984,7.604938,12.0,6.740741,8.246914,6.419753,,,
12/24/1984,7.777778,2.272727,7.604938,8.024691,6.888889,,,
03/24/1985,8.740741,12.380952,7.777778,9.925926,7.185185,,,
06/24/1985,9.703704,11.016949,8.666667,10.296296,8.555556,,,
09/24/1985,9.740741,0.381679,9.777778,11.37037,9.555556,,,
12/24/1985,11.666667,19.771863,9.740741,12.111111,9.481481,,,
03/24/1986,14.222222,21.904762,11.777778,14.388889,11.388889,,,
06/24/1986,16.0,12.5,14.222222,17.222222,14.222222,,,
09/24/1986,13.333333,-16.666667,16.111111,17.0,13.0,,,
12/24/1986,14.666667,10.0,13.333333,15.777778,12.388889,,,
03/24/1987,18.75,27.840909,14.888889,20.0,14.388889,,,
06/24/1987,21.333333,13.777778,18.833333,22.5,17.166667,,,
09/24/1987,24.5,14.84375,21.333333,26.166667,21.333333,,,
12/24/1987,21.333333,-12.92517,24.583333,26.333333,16.0,,,
03/24/1988,19.666667,-7.8125,21.25,23.5,18.166667,,49.695002,
06/24/1988,17.416667,-11.440678,19.666667,20.416667,14.5,,49.695002,
09/24/1988,17.833333,2.392344,17.333333,18.416667,15.666667,,49.695002,
12/24/1988,16.083333,-9.813084,17.916667,19.5,15.416667,,49.695002,
03/24/1989,18.333333,13.989637,16.25,19.333333,15.833333,,49.966501,
06/24/1989,21.25,15.909091,18.333333,22.25,16.833333,,49.966501,
09/24/1989,22.666667,6.666667,21.333333,23.0,19.166667,,49.966501,
12/24/1989,19.75,-12.867647,22.583333,25.833333,19.25,,49.966501,
03/24/1990,20.916667,5.907173,19.833333,22.166667,18.083333,1073.338721,50.773499,
06/16/1990,25.416667,21.513944,21.0,26.75,20.666667,1306.276894,51.314999,
09/08/1990,26.333333,3.606557,25.333333,29.833333,24.5,1357.101439,51.394501,
12/29/1990,25.916667,-1.582278,26.416667,26.916667,21.5,1470.097074,51.535498,
03/23/1991,32.25,24.437299,25.833333,37.875,25.083333,1830.961444,56.723999,
06/15/1991,32.125,-0.387597,33.0,36.625,30.125,1824.571546,56.773998,
09/07/1991,28.875,-10.116732,32.125,35.375,28.875,1643.593916,56.796001,
12/28/1991,24.75,-14.285714,28.75,30.375,22.0,1409.487782,56.921001,
03/21/1992,23.75,-4.040404,24.25,28.75,23.5,1363.154998,56.949001,
06/13/1992,27.375,15.263158,24.0,30.375,22.625,1571.516666,57.396,
09/05/1992,27.0,-1.369863,27.375,30.75,26.375,1554.849049,57.407001,
01/02/1993,23.75,-12.037037,26.625,32.25,23.25,1369.614983,57.587002,
03/27/1993,20.625,-13.157895,23.75,24.75,20.0,1189.505632,57.667999,
06/19/1993,17.5,-15.151515,20.5,21.125,16.125,1009.382515,57.673,
09/11/1993,16.375,-6.428571,17.75,18.25,14.375,944.575469,57.679001,
01/01/1994,16.25,-0.763359,16.625,18.125,13.0,937.364969,57.683998,
03/26/1994,14.0,-13.846154,16.125,18.5,13.625,807.575974,57.683998,
06/18/1994,17.5,25.0,14.125,18.25,13.625,1009.469967,57.683998,
09/10/1994,16.625,-5.0,17.375,18.0,15.375,960.176893,57.683998,
12/31/1994,14.75,-11.278195,16.625,16.625,12.75,851.886266,57.755001,
03/25/1995,17.25,16.949153,14.875,17.875,14.5,996.273768,57.755001,
06/17/1995,16.875,-2.173913,17.25,18.125,16.125,974.649374,57.755001,
09/09/1995,14.125,-16.296296,16.75,18.0,12.875,817.399618,57.757,
12/31/1995,15.5,9.734513,14.75,15.75,13.75,896.969492,57.868999,
03/23/1996,14.5,-6.451613,15.625,15.875,13.375,839.100492,57.868999,
06/15/1996,16.375,12.931034,14.375,17.25,14.125,952.124382,57.868999,
09/07/1996,16.625,1.526718,16.0,18.625,15.125,968.289876,58.145,
12/28/1996,16.625,0.0,16.75,17.25,14.75,968.356402,58.243,
03/22/1997,15.125,-9.022556,16.5,18.375,14.875,881.333757,58.243,
06/14/1997,15.75,4.132231,15.25,16.0,14.125,917.799731,58.27,
09/06/1997,21.375,35.714286,15.625,21.875,15.625,1248.321396,58.272999,
01/03/1998,27.5,28.654971,21.375,29.0,18.125,1627.752552,58.401001,
