Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2002,192.914,423.845,-76.678,,65.623,,,,65.623,-219.876,,,,,-5130.367,-68.922,,-68.922,-2265.969,17261.038,,,,-19527.007,,,,-2811.9,,,,,,,,16.424,5082.053,-475.613,3766.349,,,,,-424.545,39.419,-463.964,2216.826,-0.964,,144.6,455.9644,,
03/31/2003,1224.475,419.004,203.334,,10.276,,,,10.276,591.861,,,,,-3780.582,-54.633,1.688,-56.321,-1894.746,9097.343,,,,-10992.089,,,,-1831.203,,,,,,,,0.0,2436.825,-149.715,245.489,,,,,-8.787,23.673,-32.46,2349.669,0.169,,-119.282,,,
06/30/2003,904.453,437.673,228.502,,-563.024,,,,-563.024,801.302,,,,,-4384.142,-48.172,6.2,-54.372,-1978.759,10852.584,,,,-12831.343,,,,-2357.211,,,,,,,,0.0,3484.496,-149.624,2638.14,,,,,-317.857,11.502,-329.359,1316.966,-3.129,,4.807,0.0424,0.5816,
09/30/2003,4366.746,437.383,285.653,,-68.149,,,,-68.149,3711.859,,,,,-3536.067,-77.036,0.72,-77.756,614.827,7899.209,,,,-7284.382,,,,-4196.06,,,,,,,,122.202,-213.45,-165.942,1559.946,,,,,-26.516,,-26.516,-1580.867,-0.071,,617.229,0.1896,0.2784,
12/31/2003,1618.326,460.94,231.511,,-15.103,,,,-15.103,940.978,,,,,-3315.209,-88.159,7.392,-95.551,-1152.322,3954.864,,,,-5107.186,,,,-2233.526,,,,,,,,158.798,1662.129,-165.719,-734.575,,,,,-238.84,27.825,-266.665,2800.232,1.031,,-34.754,431.768,,
03/31/2004,917.718,430.316,207.88,,48.961,,,,48.961,230.561,,,,,-2919.546,-71.839,0.337,-72.176,-1299.34,4114.609,,,,-5413.949,,,,-1621.323,,,,,,,,72.956,1654.923,-164.535,3960.414,,,,,-296.488,28.922,-325.41,-1845.044,0.576,,-346.905,85.0,240.896,
06/30/2004,1830.24,447.71,207.729,,-656.5,,,,-656.5,1831.301,,,,,-2817.458,11.685,108.521,-96.836,-559.749,3244.314,,,,-3804.063,,,,-2521.477,,,,,,,,252.083,1332.566,-180.086,47.695,,,,,-425.273,33.23,-458.503,1890.272,-0.042,,345.348,375.0,223.152,
09/30/2004,1082.042,471.0,138.391,,435.513,,,,435.513,37.138,,,,,-2629.996,9.198,113.186,-103.988,-972.911,2487.077,,,,-3459.988,,,,-1676.2,,,,,,,,9.917,1503.511,-180.379,2738.891,,,,,-6.239,13.848,-20.087,-1048.228,-0.534,,-44.443,174.0,285.952,
03/31/2005,944.0,405.0,162.0,,82.0,,,,82.0,295.0,,,,,-2023.0,-41.0,73.0,-114.0,132.0,4032.0,,,,-3900.0,,,,-2356.0,,,,,,,,242.0,938.0,-194.0,-497.0,,,,,-1614.0,26.0,-1640.0,3243.0,0.0,,-141.0,16.0,372.0,
06/30/2005,1299.0,417.0,161.0,,-624.0,,,,-624.0,1345.0,,,,,-837.0,-37.0,84.0,-121.0,742.0,2374.0,,,,-1632.0,,,,-1542.0,,,,,,,,0.0,-101.0,-196.0,2200.0,,,,,13.0,18.0,-5.0,-2135.0,17.0,,361.0,185.0,399.0,
09/30/2005,3034.0,1217.0,503.0,,-278.0,,,,-278.0,1592.0,,,,,-4389.0,-174.0,152.0,-326.0,2661.0,10251.0,,,,-7590.0,,,,-7118.0,,,,,,,,242.0,2166.0,-584.0,908.0,,,,,-1585.0,63.0,-1648.0,3426.0,1.0,,811.0,514.0,1359.0,
12/31/2005,1160.0,332.0,232.0,,-405.0,,,,-405.0,1001.0,,,,,-1855.0,-83.0,23.0,-106.0,604.0,980.0,,,,-376.0,,,,-2376.0,,,,,,,,0.0,401.0,-210.0,-1357.0,,,,,32.0,33.0,-1.0,1939.0,-3.0,,-294.0,162.0,593.0,
03/31/2006,1106.0,363.0,78.0,78.0,-83.0,,-9.0,15.0,-89.0,670.0,,,,,-1257.0,-107.0,28.0,-135.0,425.0,868.0,,,,-443.0,,,,-1570.0,,,,,,,,-5.0,-450.0,-211.0,-1830.0,,,,,17.0,18.0,-1.0,1575.0,-1.0,,-601.0,2.0,689.0,
06/30/2006,587.0,382.0,170.0,149.0,-190.0,,-55.0,40.0,-175.0,225.0,,,,,-484.0,-129.0,0.0,-129.0,769.0,1222.0,,,,-453.0,,,,-1138.0,,,,,,,,14.0,664.0,-211.0,-652.0,,,,,15.0,15.0,0.0,1514.0,-2.0,,192.0,317.0,721.0,
09/30/2006,2309.0,,298.0,236.0,-169.0,,-91.0,61.0,-139.0,1944.0,,,,,-2934.0,-308.0,38.0,-346.0,2479.0,3789.0,,,,-1310.0,,,,-5100.0,,,,,,,,-5.0,-800.0,-644.0,-1400.0,,,,,36.0,37.0,-1.0,1208.0,,,-1425.0,479.0,2260.0,
12/31/2006,-8910.0,66.0,208.0,,33.0,,,,33.0,-9217.0,,,,,6137.0,-152.0,22.0,-174.0,8484.0,11850.0,,,,-3366.0,,,,-2195.0,,,,,,,,0.0,-6232.0,-223.0,-6674.0,,,,,-75.0,6.0,-81.0,738.0,2.0,,-9005.0,10.0,791.0,
03/31/2007,-91.0,359.0,90.0,84.0,-45.0,,-10.0,17.0,-52.0,-579.0,,,,,445.0,-116.0,16.0,-132.0,507.0,2193.0,,,,-1686.0,,,,54.0,,,,,,,,0.0,-853.0,-222.0,-173.0,,,,,-260.0,20.0,-280.0,-193.0,-5.0,,-499.0,1.0,746.0,
06/30/2007,275.0,376.0,95.0,121.0,388.0,,10.0,31.0,347.0,-705.0,,,,,-1850.0,-108.0,8.0,-116.0,-606.0,1873.0,,,,-2479.0,,,,-1136.0,,,,,,,,0.0,1658.0,-230.0,2535.0,,,,,-662.0,31.0,-693.0,6.0,9.0,,83.0,288.0,726.0,
09/30/2007,21.0,325.0,229.0,344.0,-720.0,,2.0,42.0,-764.0,188.0,,,,,-1887.0,-190.0,13.0,-203.0,383.0,2452.0,,,,-2069.0,,,,-2080.0,,,,,,,,0.0,2066.0,-224.0,2203.0,,,,,-109.0,2.0,-111.0,189.0,7.0,,200.0,138.0,788.0,
12/31/2007,-896.0,38.0,376.0,,-19.0,,,,-19.0,-1291.0,,,,,-2756.0,-171.0,9.0,-180.0,-286.0,9032.0,,,,-9318.0,,,,-2069.0,,,,,,,,-230.0,3799.0,-222.0,-301.0,,,,,0.0,0.0,0.0,4324.0,-2.0,,147.0,108.0,736.0,
03/31/2008,1409.0,286.0,65.0,544.0,-125.0,,-12.0,12.0,-125.0,639.0,,,,,-495.0,-70.0,35.0,-105.0,-1257.0,13831.0,,,,-15088.0,,,,832.0,,,,,,,,0.0,-482.0,-233.0,3793.0,,,,,0.0,0.0,0.0,-4043.0,1.0,,432.0,4.0,663.0,
06/30/2008,1953.0,-202.0,107.0,719.0,373.0,,,,373.0,956.0,,,,,-1489.0,-168.0,,-168.0,-360.0,21699.0,,,,-22059.0,,,,-807.0,,,,,,,,-154.0,-703.0,-233.0,-3716.0,,,,,1074.0,1074.0,0.0,2172.0,0.0,,-239.0,294.0,436.0,
09/30/2008,-179.0,-56.0,1036.0,,-248.0,,,,-248.0,-911.0,,,,,-912.0,-95.0,0.0,-95.0,-356.0,18552.0,,,,-18908.0,,,,-461.0,,,,,,,,0.0,1012.0,-111.0,1078.0,,,,,1.0,1.0,0.0,43.0,1.0,,-79.0,110.0,481.0,
12/31/2008,-79.0,-2142.0,2097.0,,-1357.0,,,,-1357.0,1323.0,,,,,-3019.0,-185.0,,-185.0,757.0,21030.0,,,,-20273.0,,,,-3811.0,,,,,,,,220.0,3063.0,-129.0,-1144.0,,,,,3400.0,3400.0,0.0,935.0,1.0,,-35.0,8.0,473.0,
03/31/2009,-71.0,50.0,86.0,773.0,49.0,16.0,22.0,11.0,0.0,-1029.0,-43.0,-1255.0,269.0,0.0,-1168.0,-69.0,2.0,-71.0,-4149.0,41166.0,2.0,41164.0,0.0,-45315.0,0.0,-45315.0,0.0,3049.0,831.0,1992.0,226.0,0.0,0.0,0.0,0.0,1.0,991.0,-72.0,-104.0,1117.0,77.0,1.0,-1299.0,0.0,1.0,-1.0,1167.0,0.0,0.0,-248.0,7.0,422.0,
06/30/2009,695.0,882.0,96.0,1041.0,-799.0,-18.0,241.0,12.0,-1034.0,-525.0,48.0,-763.0,190.0,0.0,4214.0,-47.0,7.0,-54.0,904.0,29096.0,2.0,29094.0,0.0,-28192.0,0.0,-28192.0,0.0,2811.0,1668.0,1074.0,69.0,546.0,562.0,-16.0,0.0,0.0,-4501.0,-56.0,-5942.0,,,,,752.0,,,745.0,0.0,0.0,408.0,3.0,364.0,
09/30/2009,1842.0,-97.0,76.0,952.0,-43.0,5.0,-109.0,11.0,50.0,954.0,268.0,1347.0,-661.0,,2061.0,-65.0,19.0,-84.0,3031.0,27849.0,,,,-24818.0,0.0,-24818.0,0.0,-909.0,2132.0,-3066.0,25.0,0.0,0.0,0.0,0.0,4.0,-4672.0,-60.0,-3151.0,-3128.0,-2.0,0.0,-21.0,-35.0,,,-1464.0,38.0,0.0,-769.0,87.0,341.0,
12/31/2009,1327.0,-98.0,83.0,777.0,7.0,12.0,30.0,11.0,-46.0,558.0,727.0,-21.0,-148.0,0.0,-4030.0,-47.0,,,-5074.0,23543.0,,,,-28617.0,0.0,-28617.0,0.0,1086.0,866.0,209.0,11.0,0.0,0.0,0.0,0.0,5.0,2891.0,-24.0,-1989.0,-2259.0,-250.0,527.0,-7.0,-2.0,269.0,-271.0,4943.0,-37.0,0.0,188.0,12.0,289.0,
03/31/2010,910.0,-10.0,97.0,590.0,-68.0,-41.0,12.0,10.0,-49.0,301.0,51.0,523.0,-273.0,0.0,740.0,-43.0,2.0,-45.0,-117.0,1471.0,0.0,1471.0,0.0,-1588.0,0.0,-1060.0,-528.0,833.0,784.0,0.0,49.0,0.0,0.0,0.0,0.0,67.0,-1835.0,-59.0,-1059.0,-178.0,89.0,1.0,-971.0,-1.0,0.0,-1.0,-716.0,0.0,0.0,-185.0,19.0,259.0,
06/30/2010,334.0,192.0,109.0,325.0,191.0,-37.0,50.0,12.0,166.0,-483.0,32.0,-467.0,-48.0,0.0,1285.0,-54.0,3.0,-57.0,741.0,1817.0,3.0,1814.0,0.0,-1076.0,0.0,-658.0,-418.0,602.0,539.0,0.0,63.0,0.0,0.0,0.0,0.0,-4.0,-1536.0,-59.0,-17.0,,,,,1.0,,,-1461.0,0.0,0.0,83.0,53.0,244.0,
09/30/2010,1047.0,238.0,121.0,457.0,123.0,133.0,72.0,7.0,-89.0,108.0,-46.0,-46.0,200.0,0.0,-464.0,-50.0,1.0,-51.0,1062.0,2207.0,,,,-1145.0,,,,-1485.0,-1597.0,0.0,112.0,0.0,0.0,0.0,0.0,9.0,-584.0,-60.0,181.0,220.0,128.0,0.0,-167.0,4.0,4.0,0.0,-753.0,44.0,0.0,-1.0,4.0,223.0,
12/31/2010,1014.0,333.0,130.0,166.0,-187.0,-2.0,42.0,31.0,-258.0,572.0,30.0,393.0,149.0,0.0,147.0,-88.0,4.0,-92.0,2155.0,3565.0,0.0,1809.0,1756.0,-1410.0,0.0,-1410.0,0.0,-1919.0,-2233.0,0.0,314.0,0.0,0.0,0.0,0.0,-1.0,-1217.0,-59.0,-1429.0,-201.0,-89.0,14.0,-1153.0,,,,285.0,-14.0,0.0,-56.0,3.0,194.0,
03/31/2011,1883.0,265.0,112.0,168.0,-67.0,-73.0,89.0,17.0,-100.0,1405.0,80.0,1007.0,318.0,0.0,-1305.0,-101.0,1.0,-102.0,-761.0,1108.0,6.0,1102.0,0.0,-1869.0,0.0,-903.0,-966.0,-448.0,-544.0,0.0,96.0,0.0,0.0,0.0,0.0,5.0,-616.0,-79.0,833.0,-277.0,53.0,1260.0,-203.0,1648.0,1648.0,0.0,669.0,-3687.0,0.0,-38.0,15.0,172.0,
06/30/2011,1011.0,337.0,103.0,113.0,-306.0,-5.0,-317.0,14.0,2.0,764.0,0.0,105.0,659.0,0.0,14.0,-51.0,0.0,-51.0,913.0,1733.0,2.0,1586.0,145.0,-820.0,,,,-852.0,-957.0,0.0,105.0,0.0,0.0,0.0,0.0,4.0,-766.0,-64.0,1024.0,1405.0,71.0,203.0,-655.0,-7.0,,,-1718.0,-1.0,0.0,259.0,6.0,170.0,
09/30/2011,-235.0,381.0,111.0,87.0,469.0,-83.0,591.0,7.0,-46.0,-1283.0,22.0,-510.0,-795.0,0.0,-2845.0,-50.0,29.0,-79.0,-1174.0,1476.0,,,,-2650.0,0.0,-2130.0,-520.0,-1629.0,-1691.0,0.0,62.0,0.0,0.0,0.0,0.0,8.0,3048.0,-16.0,1608.0,2192.0,24.0,31.0,-639.0,8.0,8.0,0.0,1448.0,0.0,0.0,-32.0,24.0,183.0,
12/31/2011,-293.0,314.0,129.0,55.0,-22.0,-39.0,74.0,21.0,-78.0,-769.0,13.0,-1018.0,236.0,0.0,-1149.0,-141.0,5.0,-146.0,1068.0,1685.0,15.0,1670.0,0.0,-617.0,,,,-2122.0,-2230.0,0.0,108.0,0.0,0.0,0.0,0.0,46.0,1757.0,-83.0,-1840.0,-1655.0,-81.0,6.0,-110.0,-1.0,,,3663.0,18.0,0.0,315.0,57.0,133.0,
03/31/2012,1895.0,430.0,128.0,91.0,-175.0,-8.0,50.0,19.0,-236.0,1421.0,-16.0,1383.0,54.0,0.0,-1988.0,-103.0,0.0,-103.0,-586.0,1460.0,0.0,1307.0,153.0,-2046.0,0.0,-2046.0,0.0,-1338.0,-1395.0,0.0,57.0,0.0,0.0,0.0,0.0,39.0,-335.0,-83.0,-334.0,-363.0,-27.0,500.0,-444.0,0.0,0.0,0.0,82.0,0.0,0.0,-428.0,48.0,150.0,
06/30/2012,178.0,385.0,126.0,71.0,-7.0,-53.0,34.0,18.0,-6.0,-397.0,-6.0,-154.0,-237.0,0.0,-354.0,-122.0,2.0,-124.0,183.0,2175.0,,,,-1992.0,0.0,-1810.0,-182.0,-451.0,-551.0,0.0,100.0,0.0,0.0,0.0,0.0,36.0,334.0,-74.0,2017.0,1737.0,322.0,12.0,-54.0,-75.0,0.0,-75.0,-1518.0,-16.0,0.0,158.0,130.0,116.0,
09/30/2012,663.0,363.0,134.0,65.0,-109.0,-102.0,49.0,17.0,-73.0,210.0,-4.0,257.0,-43.0,0.0,31.0,-117.0,3.0,-120.0,1034.0,2287.0,17.0,1774.0,496.0,-1253.0,,,,-927.0,-979.0,0.0,52.0,0.0,0.0,0.0,0.0,41.0,-597.0,-81.0,-578.0,890.0,45.0,4.0,-1517.0,-350.0,0.0,-350.0,415.0,-3.0,0.0,97.0,84.0,151.0,
12/31/2012,-179.0,399.0,143.0,76.0,-10.0,-112.0,138.0,15.0,-51.0,-787.0,-2.0,-881.0,96.0,0.0,-4222.0,-133.0,8.0,-141.0,-1427.0,735.0,,,,-2162.0,0.0,-1522.0,-640.0,-2939.0,-3005.0,0.0,66.0,0.0,0.0,0.0,0.0,277.0,4352.0,-106.0,-145.0,777.0,215.0,7.0,-1144.0,425.0,,,4829.0,-651.0,0.0,-49.0,121.0,107.0,
03/31/2013,1225.0,422.0,137.0,62.0,-240.0,-160.0,37.0,17.0,-134.0,844.0,-9.0,1019.0,-166.0,0.0,-316.0,-88.0,3.0,-91.0,906.0,3812.0,0.0,3125.0,687.0,-2906.0,0.0,-2906.0,0.0,-1208.0,-1208.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,-1164.0,-88.0,-3058.0,-3841.0,-515.0,1300.0,-2.0,-125.0,0.0,-125.0,2107.0,0.0,0.0,-255.0,34.0,122.0,
