Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2005,732.949,627.476,405.566,221.91,31.799,31.799,,14.046,0.0,8.311,5.735,0.0,13.63,,,,,,686.951,10.981,204.265,-193.284,16.39,,,18.627,13.482,7.907,5.575,,5.145,45.998,,21.507,21.507,,,,0.0,0.0,0.0,0.0,99.943,,,,99.943,121.45,225.0,225.0,0.0,0.0,29.09,,,,,29.09,254.09,375.54,3.362,919.055,,,0.0,-566.731,1.723,357.409,0.0,357.409,732.949,
04/02/2006,757.369,202.603,153.407,49.196,45.038,45.038,,25.603,0.0,13.255,12.348,0.0,31.835,,,,,,305.079,18.324,,,11.852,,,422.114,416.969,246.261,170.708,,5.145,452.29,,26.8,26.8,,,,0.0,0.0,0.0,0.0,113.544,,,,113.544,140.344,225.0,225.0,0.0,0.0,29.09,,,,,29.09,254.09,394.434,0.0,940.267,,,0.0,-581.064,3.732,362.935,0.0,362.935,757.369,
07/02/2006,1016.842,232.326,191.479,40.847,52.657,52.657,,33.312,0.0,17.604,15.708,0.0,29.376,,,,,,347.671,21.042,,,8.464,,,639.665,634.52,390.897,243.623,,5.145,669.171,,30.712,30.712,,,,0.0,0.0,0.0,0.0,116.064,,,,116.064,146.776,225.0,225.0,0.0,0.0,43.162,,,,,43.162,268.162,414.938,2.732,1300.534,,,0.0,-702.528,1.166,601.904,0.0,601.904,1016.842,
10/01/2006,1017.385,250.469,250.469,0.0,45.576,45.576,,33.787,0.0,14.461,19.326,0.0,25.857,,,,,,355.689,19.712,,,8.422,,,633.562,628.417,394.855,233.562,,5.145,661.696,,27.343,27.343,,,,0.0,0.0,0.0,0.0,120.225,,,,120.225,147.568,225.0,225.0,0.0,0.0,42.794,,,,,42.794,267.794,415.362,2.732,1312.199,,,0.0,-714.053,1.145,602.023,0.0,602.023,1017.385,
12/31/2006,1006.557,258.914,258.914,0.0,37.303,37.303,,34.505,0.0,17.463,17.042,0.0,17.164,,,,,,347.886,18.904,222.522,-203.618,15.05,,,624.717,619.572,395.943,223.629,,5.145,658.671,,19.074,19.074,,,,0.0,0.0,0.0,0.0,136.666,,,,136.666,155.74,225.0,225.0,0.0,0.0,52.657,,,,,52.657,277.657,433.397,2.732,1327.808,,,0.0,-756.253,-1.127,573.16,0.0,573.16,1006.557,
04/01/2007,1050.031,280.701,280.701,0.0,38.93,38.93,,30.601,0.0,15.886,14.715,0.0,15.888,,,,,,366.12,18.43,,,13.382,,,652.099,609.79,396.143,213.647,,42.309,683.911,,18.011,18.011,,,,0.0,0.0,0.0,0.0,141.074,,,,141.074,159.085,225.0,225.0,0.0,0.0,86.341,,,,,86.341,311.341,470.426,2.732,1344.822,,,0.0,-767.344,-0.605,579.605,0.0,579.605,1050.031,
07/01/2007,1068.928,298.274,298.274,0.0,36.865,36.865,,28.511,0.0,11.132,17.379,0.0,21.156,,,,,,384.806,18.05,,,12.964,,,653.108,606.561,398.418,208.143,,46.547,684.122,,18.479,18.479,,,,0.0,0.0,0.0,0.0,149.184,,,,149.184,167.663,226.065,225.0,1.065,1.065,100.144,,,,,100.144,326.209,493.872,2.732,1360.479,,,0.0,-789.603,1.448,575.056,0.0,575.056,1068.928,
09/30/2007,1104.567,328.001,328.001,0.0,41.44,41.44,,30.499,0.0,14.72,15.779,0.0,22.592,,,,,,422.532,16.978,,,12.519,,,652.538,596.911,398.418,198.493,,55.627,682.035,,23.462,23.462,,,,0.0,0.0,0.0,0.0,156.944,,,,156.944,180.406,226.012,225.0,1.012,1.012,113.052,,,,,113.052,339.064,519.47,2.732,1375.131,,,0.0,-795.544,2.778,585.097,0.0,585.097,1104.567,
12/30/2007,1131.998,364.922,364.922,0.0,39.362,39.362,,34.246,0.0,13.698,20.548,0.0,18.631,,,,,,457.161,18.725,209.266,-190.541,10.747,,,645.365,585.544,398.418,187.126,,59.821,674.837,,24.011,24.011,,,,0.0,0.0,0.0,0.0,152.575,,,,152.575,176.586,225.958,225.0,0.958,0.958,130.787,,,,,130.787,356.745,533.331,0.0,1395.183,,,0.0,-800.624,4.108,598.667,0.0,598.667,1131.998,
03/30/2008,1047.565,285.624,285.624,,45.67,45.67,0.0,35.876,,18.007,17.869,,15.161,,,,,,382.331,17.82,,,7.871,,0.0,639.543,581.857,396.144,185.713,,57.686,665.234,,21.041,21.041,,,,0.0,0.0,,,161.495,,,,161.495,182.536,128.232,127.0,1.232,1.232,151.871,,,,,151.871,280.103,462.639,2.671,1406.08,,,0.0,-823.282,-0.543,584.926,0.0,584.926,1047.565,
06/29/2008,1032.602,322.274,322.274,,45.042,45.042,,37.895,,18.537,19.358,,18.143,,,,,,423.354,17.329,,,6.455,,0.0,585.464,570.664,396.144,174.52,,14.8,609.248,,21.344,21.344,,,,0.0,,,,128.491,,,,128.491,149.835,127.503,127.0,0.503,0.503,21.745,,,,,21.745,149.248,299.083,2.655,1417.62,,,0.0,-686.102,-0.654,733.519,0.0,733.519,1032.602,
09/28/2008,1035.723,319.17,219.381,99.789,46.218,46.218,,38.361,,14.811,23.55,0.0,20.123,,,,,,423.872,17.287,,,25.164,,0.0,569.4,561.579,396.144,165.435,,7.821,611.851,,27.34,27.34,,,,0.0,,,,105.755,,,,105.755,133.095,127.503,127.0,0.503,0.503,24.948,,,,,24.948,152.451,285.546,0.0,1431.428,,,0.0,-680.388,-0.863,750.177,0.0,750.177,1035.723,
12/28/2008,969.965,307.524,97.839,209.685,40.191,40.191,,34.003,,11.391,22.612,,13.632,,,,,,395.35,15.858,213.402,-197.544,3.512,,,555.245,550.1,396.144,153.956,,5.145,574.615,,17.066,17.066,,,,0.0,,,,93.968,,,,93.968,111.034,55.86,55.357,0.503,0.503,21.158,,,,,21.158,77.018,188.052,2.655,1471.717,,,0.0,-689.241,-3.218,781.913,,781.913,969.965,
03/29/2009,996.625,317.977,247.435,70.542,40.372,40.372,0.0,30.889,0.0,14.501,16.388,0.0,13.516,,,,,12.633,402.754,14.408,,,11.168,11.168,,568.295,540.456,396.144,144.312,22.694,5.145,593.871,,83.145,17.338,9.708,,56.099,0.0,0.0,,,36.24,,,18.779,23.321,119.385,62.831,56.085,6.746,6.746,25.768,,,,,6.989,88.599,207.984,2.638,1481.22,0.242,1480.978,0.0,-693.158,-2.059,788.641,0.0,788.641,996.625,
06/28/2009,1027.107,237.333,169.88,67.453,45.441,45.441,0.0,25.522,0.0,15.596,9.926,0.0,18.976,,,,,17.869,327.272,14.575,,,127.285,127.285,,557.975,529.13,396.144,132.986,23.7,5.145,699.835,,89.33,16.392,15.012,,57.926,0.0,0.0,,,38.062,,,20.085,25.371,127.392,62.308,56.827,5.481,5.481,27.648,,,,,7.563,89.956,217.348,2.637,1491.529,0.243,1491.286,0.0,-685.309,0.902,809.759,0.0,809.759,1027.107,
09/27/2009,1081.269,275.063,181.044,94.019,48.261,48.261,0.0,26.259,0.0,14.628,11.631,0.0,18.495,,,,,14.501,368.078,14.253,,,153.272,153.272,,545.666,517.77,396.144,121.626,22.751,5.145,713.191,,87.686,26.175,3.807,,57.704,0.0,0.0,,,42.29,,,21.598,28.565,129.976,62.162,57.584,4.578,4.578,30.262,,,,,8.664,92.424,222.4,2.115,1512.465,0.247,1512.218,0.0,-657.49,1.779,858.869,0.0,858.869,1081.269,
12/27/2009,1115.477,260.769,192.841,67.928,50.745,50.745,0.0,31.531,0.0,14.452,17.079,0.0,17.528,,0.0,0.25,,14.476,360.573,13.909,218.827,-204.918,202.811,202.811,,538.184,506.602,396.144,110.458,26.187,5.145,754.904,,86.517,22.266,7.261,0.0,56.99,0.0,0.0,0.0,0.0,44.509,0.0,0.0,22.695,31.33,131.026,64.567,64.567,0.0,0.0,37.358,0.0,0.0,0.0,0.0,14.663,101.925,232.951,2.003,1521.723,0.247,1521.476,0.0,-642.364,1.164,882.526,0.0,882.526,1115.477,
03/28/2010,1160.071,224.331,128.54,95.791,60.249,60.249,0.0,32.863,0.0,15.663,17.2,0.0,26.361,,,0.196,4.011,14.238,343.804,13.383,,,277.302,277.302,,525.582,495.326,396.144,99.182,24.915,5.145,816.267,,81.502,23.783,,,57.719,0.0,0.0,,,48.92,,,24.164,33.717,130.422,68.968,59.144,9.824,9.824,39.781,,,,,15.617,108.749,239.171,2.003,1532.77,0.249,1532.521,0.0,-615.377,1.504,920.9,0.0,920.9,1160.071,
06/27/2010,1218.185,262.111,133.995,128.116,79.831,79.831,0.0,34.872,0.0,13.472,21.4,0.0,29.733,,,0.078,6.941,15.958,406.547,14.386,,,253.291,13.939,239.352,543.961,515.144,398.798,116.346,23.594,5.145,811.638,,99.549,31.914,,,67.635,0.0,0.0,,,50.874,,,25.633,35.463,150.423,68.547,59.948,8.599,8.599,41.198,,,,,15.565,109.745,260.168,1.931,1539.964,0.25,1539.714,0.0,-585.271,1.393,958.017,0.0,958.017,1218.185,
09/26/2010,1261.089,245.404,131.075,114.329,76.765,76.765,0.0,36.122,0.0,15.406,20.716,0.0,31.258,,,0.251,3.924,17.729,389.549,15.529,,,323.119,323.119,,532.892,502.999,398.798,104.201,24.497,5.145,871.54,,93.89,29.53,0.383,,63.977,0.0,0.0,,,60.618,,,27.102,38.168,154.508,68.633,60.768,7.865,7.865,42.749,,,,,15.647,111.382,265.89,1.826,1560.551,0.251,1560.3,0.0,-570.116,2.938,995.199,0.0,995.199,1261.089,
12/26/2010,1526.546,348.156,293.355,54.801,69.263,69.263,0.0,51.133,0.0,19.046,32.087,0.0,38.275,,0.0,1.187,4.554,21.559,506.827,18.367,230.12,-211.753,246.056,246.056,,755.296,725.977,523.712,202.265,22.987,5.145,1019.719,,110.218,32.048,0.0,0.0,78.17,180.991,180.991,0.0,0.0,61.354,0.0,0.0,36.549,40.3,352.563,70.545,70.545,0.0,0.0,82.651,0.0,0.0,0.0,0.0,46.102,153.196,505.759,0.0,1576.201,0.252,1575.949,0.0,-559.202,3.788,1020.787,0.0,1020.787,1526.546,
03/27/2011,1344.644,205.776,126.279,79.497,80.085,80.085,0.0,37.472,0.0,19.475,17.997,0.0,44.766,,,1.263,4.329,22.986,368.099,18.856,,,217.386,217.386,,740.303,712.427,520.899,191.528,21.468,5.145,976.545,,95.278,25.325,1.095,,68.858,0.0,0.0,,,92.616,,,38.064,72.437,187.894,71.153,62.458,8.695,8.695,56.656,,,,,18.592,127.809,315.703,0.0,1591.76,0.253,1591.507,0.0,-566.859,4.04,1028.941,0.0,1028.941,1344.644,
06/26/2011,1361.133,264.537,170.521,94.016,71.022,71.022,0.0,34.104,0.0,15.977,18.127,0.0,44.773,,,2.071,5.973,21.578,414.436,19.249,,,202.213,202.213,,725.235,703.213,520.899,182.314,19.951,0.0,946.697,,94.624,23.353,,,71.271,0.0,0.0,,,92.905,,,39.579,74.173,187.529,70.798,63.328,7.47,7.47,58.258,,,,,18.679,129.056,316.585,0.0,1591.12,0.253,1590.867,0.0,-550.124,3.552,1044.548,0.0,1044.548,1361.133,
10/02/2011,1357.991,243.869,145.019,98.85,64.514,64.514,0.0,40.76,0.0,17.908,22.852,0.0,45.036,,,2.392,4.471,21.114,394.179,19.062,,,234.711,234.711,,710.039,689.224,520.899,168.325,18.423,0.0,963.812,,96.613,28.439,0.499,,67.675,0.0,0.0,,,62.022,,,41.095,44.036,158.635,69.814,65.444,4.37,4.37,59.073,,,,,17.978,128.887,287.522,0.0,1590.191,0.23,1589.961,0.0,-517.414,-2.308,1070.469,0.0,1070.469,1357.991,
12/31/2011,1410.436,286.962,182.571,104.391,59.213,59.213,0.0,39.911,0.0,20.367,19.544,0.0,62.163,,0.0,0.494,8.027,23.411,448.249,25.364,209.985,-184.621,229.05,229.05,,707.773,679.381,520.899,158.482,27.898,0.0,962.187,,104.479,38.34,0.0,0.0,66.139,65.122,65.122,0.0,0.0,64.868,0.0,0.0,40.663,46.394,234.469,2.512,2.512,0.0,0.0,79.123,0.0,0.0,0.0,0.0,38.46,81.635,316.104,0.0,1577.792,0.23,1577.562,0.0,-482.314,-1.146,1094.332,0.0,1094.332,1410.436,
04/01/2012,1390.728,323.427,256.856,66.571,62.826,62.826,0.0,31.192,0.0,16.492,14.7,0.0,59.314,,,0.598,6.221,20.264,476.759,27.888,,,185.861,185.861,,700.22,683.885,521.543,162.342,15.737,0.0,913.969,,105.362,21.699,,,83.663,66.047,66.047,,,67.107,,,41.651,48.186,238.516,2.522,1.188,1.334,1.334,59.523,,,,,17.872,62.045,300.561,0.0,1673.917,0.231,1673.686,0.0,-585.32,1.57,1090.167,0.0,1090.167,1390.728,
07/01/2012,1228.646,169.462,101.025,68.437,65.578,65.578,0.0,29.162,0.0,15.448,13.714,0.0,63.164,,,0.389,4.768,21.392,327.366,34.358,,,176.018,176.018,,690.904,676.388,521.492,154.896,14.127,0.0,901.28,,99.934,26.881,,,73.053,66.989,66.989,,,66.088,,,42.638,48.389,233.011,4.603,1.188,3.415,3.415,62.292,,,,,19.654,66.895,299.906,0.0,1546.757,0.21,1546.547,0.0,-617.898,-0.119,928.74,0.0,928.74,1228.646,
09/30/2012,931.105,171.09,113.219,57.871,62.568,62.568,0.0,27.405,0.0,11.804,15.601,0.0,61.545,,,0.058,5.806,13.588,322.608,40.408,,,165.416,165.416,,402.673,390.098,252.419,137.679,12.517,0.0,608.497,,91.335,29.093,,,62.242,67.951,67.951,,,67.518,,,42.894,52.302,226.804,3.213,1.188,2.025,2.025,63.297,,,,,20.403,66.51,293.314,0.0,1536.47,0.207,1536.263,0.0,-899.446,0.767,637.791,0.0,637.791,931.105,
12/29/2012,899.275,181.401,169.97,11.431,62.143,62.143,0.0,25.667,0.0,11.986,13.681,0.0,73.726,,0.0,1.042,6.63,22.125,342.937,43.146,183.376,-140.23,111.911,111.911,,401.281,381.087,252.419,128.668,19.152,0.0,556.338,,95.582,27.41,1.45,0.0,66.722,0.0,0.0,0.0,0.0,59.923,0.0,0.0,42.898,51.81,155.505,23.981,23.981,0.0,0.0,71.102,0.0,0.0,0.0,0.0,28.204,95.083,250.588,0.0,1555.087,0.201,1554.886,0.0,-907.016,0.616,648.687,0.0,648.687,899.275,
03/30/2013,892.626,106.855,84.897,21.958,57.343,57.343,0.0,25.699,0.0,14.014,11.685,0.0,71.699,,,0.044,5.235,19.822,261.596,42.208,,,207.839,207.839,,380.983,370.498,252.419,118.079,10.441,0.0,631.03,,91.904,24.702,1.817,,65.385,0.0,0.0,,,62.538,,,45.909,52.181,154.442,16.171,1.188,14.983,14.983,75.523,,,,,29.614,91.694,246.136,0.0,1550.034,0.204,1549.83,0.0,-903.716,0.172,646.49,0.0,646.49,892.626,
06/29/2013,896.857,136.339,98.68,37.659,57.454,57.454,0.0,30.517,0.0,15.136,15.381,0.0,80.63,,,0.252,5.594,25.728,304.94,39.705,,,189.08,189.08,,363.132,360.024,252.419,107.605,2.856,0.0,591.917,,104.373,27.687,1.799,,74.887,0.0,0.0,,,61.366,,,47.282,51.281,165.739,11.751,0.0,11.751,11.751,76.226,,,,,28.944,87.977,253.716,0.0,1552.349,0.204,1552.145,0.0,-909.616,0.408,643.141,0.0,643.141,896.857,
09/28/2013,880.435,100.689,87.019,13.67,60.948,60.948,0.0,32.024,0.0,14.518,17.506,0.0,82.712,7.594,,0.145,2.417,20.03,276.373,40.24,,,122.738,122.738,,441.084,439.401,279.055,160.346,1.538,0.0,604.062,,83.547,20.95,0.704,,61.893,0.0,0.0,,,64.319,,,44.752,54.607,147.866,12.074,1.188,10.886,10.886,79.638,,,,,34.886,91.712,239.578,0.0,1582.063,0.203,1581.86,0.0,-941.265,0.059,640.857,0.0,640.857,880.435,
12/28/2013,849.951,110.932,100.038,10.894,56.112,56.112,0.0,31.074,0.0,15.847,15.227,0.0,71.321,5.695,0.0,1.306,2.64,19.855,269.439,39.149,194.467,-155.318,114.141,114.141,,427.222,425.823,278.849,146.974,0.093,0.0,580.512,,88.062,23.173,0.632,0.0,64.257,30.0,30.0,0.0,0.0,61.679,0.0,0.0,43.143,54.127,179.741,12.296,12.296,0.0,0.0,71.09,0.0,0.0,0.0,0.0,27.947,83.386,263.127,0.0,1550.385,0.195,1550.19,0.0,-963.035,-0.526,586.824,0.0,586.824,849.951,
03/29/2014,770.649,92.454,76.928,15.526,56.646,56.646,0.0,30.21,0.0,15.518,14.692,0.0,30.287,5.346,,1.255,3.78,17.991,209.597,38.255,,,109.398,109.398,,413.399,412.051,278.849,133.202,0.093,0.0,561.052,,75.17,18.027,2.696,,54.447,5.0,5.0,,,25.509,,,47.529,19.11,105.679,10.396,1.188,9.208,9.208,65.626,,,,,18.097,76.022,181.701,0.0,1560.907,0.195,1560.712,0.0,-971.286,-0.673,588.948,0.0,588.948,770.649,
06/28/2014,781.53,107.606,86.588,21.018,58.362,58.362,0.0,31.385,0.0,16.239,15.146,0.0,26.895,,,1.25,3.77,20.347,224.248,38.678,,,116.43,116.43,,402.174,400.831,278.849,121.982,0.093,0.0,557.282,,79.319,18.807,2.199,,58.313,0.0,0.0,,,26.649,,,48.942,21.451,105.968,14.996,0.0,14.996,14.996,67.558,,,,,18.616,82.554,188.522,0.0,1566.495,0.196,1566.299,0.0,-974.766,1.279,593.008,0.0,593.008,781.53,
09/27/2014,833.805,125.359,89.94,35.419,57.013,57.013,0.0,34.588,0.0,17.865,16.723,0.0,26.054,2.749,,1.557,3.673,16.304,243.014,38.73,,,111.291,111.291,,440.77,439.12,283.239,155.881,0.093,0.0,590.791,,94.435,19.092,2.983,,72.36,0.0,0.0,,,26.904,,,49.183,21.394,121.339,37.162,1.18,35.982,35.982,67.804,,,,,18.621,104.966,226.305,0.0,1577.573,0.198,1577.375,0.0,-969.293,-0.78,607.5,0.0,607.5,833.805,
12/27/2014,869.085,158.455,112.57,45.885,55.414,55.414,0.0,37.949,0.0,17.438,20.511,0.0,23.934,0.051,0.0,13.412,1.968,16.473,275.752,37.311,205.198,-167.887,115.192,115.192,,440.83,426.919,283.239,143.68,0.042,0.457,593.333,,98.557,23.36,1.062,0.0,74.135,0.0,0.0,0.0,0.0,28.25,0.0,0.0,53.493,16.076,126.807,37.05,37.05,0.0,0.0,78.737,0.0,0.0,0.0,0.0,25.244,115.787,242.594,0.0,1595.809,0.2,1595.609,0.0,-966.963,-2.355,626.491,0.0,626.491,869.085,
03/28/2015,824.556,110.128,64.548,45.58,62.156,62.156,0.0,35.685,0.0,16.838,18.847,0.0,21.569,,,13.123,1.966,14.348,229.538,37.37,,,127.384,127.384,,430.264,416.583,283.239,133.344,0.093,0.465,595.018,,75.254,20.357,1.109,,53.788,10.0,10.0,,,26.408,,,54.209,12.579,111.662,25.488,0.48,25.008,25.008,79.977,,,,,25.768,105.465,217.127,0.0,1603.586,0.198,1603.388,0.0,-993.972,-2.185,607.429,0.0,607.429,824.556,
06/27/2015,824.55,110.25,64.864,45.386,58.141,58.141,0.0,36.165,0.0,16.824,19.341,0.0,20.659,0.0,,13.186,1.554,14.097,225.215,37.413,,,139.137,139.137,,422.785,409.047,283.239,125.808,0.093,0.459,599.335,,90.0,18.848,0.044,,71.108,37.0,37.0,,,27.17,,,53.028,15.108,154.17,25.198,0.48,24.718,24.718,79.064,,,,,26.036,104.262,258.432,0.0,1590.565,0.193,1590.372,0.0,-1024.354,-0.093,566.118,0.0,566.118,824.55,
09/26/2015,821.504,115.477,73.13,42.347,62.269,62.269,0.0,32.846,0.0,15.655,17.191,0.0,18.378,0.0,,13.218,1.147,12.02,228.97,37.871,,,140.728,140.728,,413.935,400.184,283.239,116.945,0.093,0.44,592.534,,74.059,18.261,0.626,,55.172,30.0,30.0,,,26.193,,,56.182,11.257,130.252,28.871,0.475,28.396,28.396,83.289,,,,,27.107,112.16,242.412,0.0,1599.541,0.196,1599.345,0.0,-1017.636,-2.813,579.092,0.0,579.092,821.504,
