Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/2013,,50481.550097,50481.550097,50481.550097,0.923116,,,,,,6.219,50503.889,
12/31/2013,,55659.942666,68485.050234,49503.625515,1.653006,,,,,,10.75,67832.5,
03/31/2014,,60131.719204,66436.50625,55780.341641,1.428995,,,,,,9.19,62758.72801,
06/30/2014,,61130.864576,64805.38655,55831.582087,1.326717,0.934876,19.722842,1.709129,10.834557,,8.53,60651.85,
09/30/2014,,53852.054727,60926.047363,48267.205522,1.016693,0.708963,17.058156,1.474435,9.335971,304.319883,6.34,52038.7,
12/31/2014,,47352.127693,51623.329224,42036.287446,0.743239,0.466695,8.205829,1.28599,13.28932,,4.15,45170.4,
03/31/2015,,47425.846437,50046.18624,44893.402305,0.865907,0.542628,7.646482,1.397684,15.614636,,4.74,48264.84,
06/30/2015,,48565.514746,50442.558936,47001.092847,0.832659,0.534532,9.499159,1.479317,14.780036,,4.56,49956.52,
09/30/2015,,48596.349413,52461.806963,44165.898071,0.720374,0.457647,5.997822,1.417174,11.727037,,3.84,47130.96,
12/31/2015,,48189.971949,51770.536201,45863.949688,0.706802,0.443345,4.01269,1.41732,6.646648,178.631907,3.62,45908.4,
03/31/2016,,44220.944617,47421.892578,41263.186572,0.699061,0.429269,,1.402937,6.10253,145.633935,3.48,45146.52,
06/30/2016,,46036.877798,49877.903052,44819.158691,0.923328,0.559331,,1.550746,6.531328,293.410294,4.53,49879.75,
09/30/2016,,55432.107267,59403.267148,49559.935669,1.358906,0.812274,975.628021,1.766286,6.74115,72.157469,6.63,57293.03,
12/31/2016,,60372.412956,66332.333594,54587.576953,1.766356,1.01856,,1.971188,7.018703,49.777803,8.42,64810.7,
03/31/2017,,66109.703335,68800.408516,64230.871025,1.834485,1.036322,,2.012265,6.768509,38.040249,8.68,67103.0,
06/30/2017,,65770.559649,68923.091299,61865.805723,1.725331,0.977032,,1.957607,6.06907,25.551115,8.21,65564.16,
09/30/2017,,65539.682418,68187.71969,63061.752852,1.636172,0.935871,,1.901785,5.790363,24.788212,7.78,63086.0,
12/31/2017,1242.616034,57343.487988,63541.37886,53727.880086,0.898486,0.716025,19.560338,1.700742,4.906055,18.875306,5.89,55889.78,
03/31/2018,28.108008,53681.762303,56040.049432,51525.865827,0.741554,0.602206,1.494131,1.590304,4.557831,18.898203,4.88,51535.4,
06/30/2018,20.801309,53662.421835,58010.800794,51405.774439,0.782464,0.672694,1.604599,1.67135,4.816046,22.744128,5.44,54108.28,
09/30/2018,19.034702,56324.441606,58890.476172,53869.214237,0.938825,0.799439,1.917797,1.77888,5.008098,22.883247,6.54,58489.58,
12/31/2018,14.07943,56947.349909,58474.160386,54701.206072,0.839546,0.707116,1.771586,1.710305,4.889401,24.633432,5.82,56853.96,
03/31/2019,13.39091,58376.369149,59553.972631,55977.139717,0.884384,0.682304,2.198317,1.666269,5.719343,140.669975,5.65,55986.65,
06/30/2019,16.14687,58881.401786,67614.605932,55283.655867,1.029424,0.796678,2.614175,2.011555,5.887379,132.914621,6.57,67622.44,
09/30/2019,21.507325,68887.779898,73423.552724,65500.023547,0.980039,0.764341,2.55104,1.999121,6.079209,,6.17,65929.02,
12/31/2019,30.559515,64637.885861,67116.969022,61909.582531,0.831618,0.657031,2.218158,1.936266,5.914113,,5.21,62847.31,
09/12/2020,,,,,,,,,,,8.62,,
