Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1989,,55.700001,38.900002,8.1,27.299999,130.0,,,,,,,,,,,,,,,130.0,,
12/31/1989,,21.4,39.200001,-8.1,197.600006,250.100006,,,,,,,,,,,,,,,250.100006,,
03/31/1990,,25.6,39.599998,144.0,-201.600006,7.6,,,,,,,,,,,,,,,7.6,,
06/30/1990,,66.300003,44.799999,-71.0,19.299999,59.400002,,,,,,,,,,,,,,,59.400002,,
09/30/1990,,33.200001,42.5,9.5,40.299999,125.5,,,,,,,,,,,,,,,125.5,,
12/31/1990,,3.1,43.5,144.6,40.6,231.8,,,,,,,,,,,,,,,231.8,,
03/31/1991,,63.099998,44.200001,-34.299999,-45.700001,27.299999,,,,,,,,,,,,,,,27.299999,,
06/30/1991,,106.400002,47.499996,40.599987,-46.699997,147.800018,,,,,,,,,,,,,,,147.800018,,
09/30/1991,,42.400002,40.400002,-26.4,122.0,178.399994,,,,,,,,,,,,,,,178.399994,,
12/31/1991,,44.700001,36.900002,9.7,40.799999,132.100006,,,,,,,,,,,,,,,132.100006,,
03/31/1992,,56.599998,38.799999,1.8,-24.299999,72.900002,,,,,,,,,,,,,,,72.900002,,
06/30/1992,,103.900009,39.799992,-39.299999,58.800003,163.199982,,,,,,,,,,,,,,,163.199982,,
10/01/1992,,-55.299999,40.200001,192.699997,-20.700001,156.899994,,,,,,,,,,,,,,,156.899994,,
01/01/1993,,56.200001,38.5,-18.299999,7.0,83.400002,,,,,,,,,,,,,,,83.400002,,
03/31/1993,,77.0,39.9,-6.7,40.1,150.3,,,,,,,,,,,,,,,150.3,,
06/30/1993,,93.399986,38.299992,1.100025,34.800003,167.600006,,,,,,,,,,,,,,,167.600006,,
09/30/1993,,91.400002,44.799999,67.900002,-34.299999,169.800003,,,,,,,,,,,,,,,169.800003,,
