Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,,,,1.554224,1.378747,,,
12/31/1980,,,,1.479019,1.316077,,,
03/31/1981,,,,1.474006,1.36872,,,
06/30/1981,,,,1.500327,1.342398,,,
09/30/1981,,,,1.447684,1.237112,,,
12/31/1981,,,,1.38188,1.216055,,,
03/31/1982,,,,1.326605,1.188417,,,
06/30/1982,,,,1.354243,1.188417,,,
09/30/1982,,,,1.437156,1.216055,,,
12/31/1982,,,,1.824082,1.38188,,,
03/31/1983,,,,1.85172,1.575344,,,
06/30/1983,,,,2.211009,1.699713,,,
09/30/1983,,,,2.432109,2.100458,,,
12/31/1983,,,,2.763761,2.321559,,,
03/31/1984,,,,2.736123,2.349197,,,
06/30/1984,,,,2.570297,2.293921,,,
09/30/1984,,,,3.205962,2.487385,,,
12/31/1984,3.731077,,3.565251,3.869265,3.12305,,,
03/31/1985,4.062728,8.888889,3.731077,4.435836,3.648164,,,
06/30/1985,4.974769,22.44898,4.062728,5.099139,3.979815,,,
09/30/1985,4.643118,-6.666667,4.974769,5.43079,4.435836,,,
12/31/1985,5.720985,23.214286,4.643118,6.4672,4.435836,,,
03/31/1986,6.01118,5.072464,5.679528,6.591569,5.513703,,,
06/30/1986,6.4672,7.586207,5.969723,6.633026,5.679528,,,
09/30/1986,5.762441,-10.897436,6.4672,6.591569,5.513703,,,
12/31/1986,5.410062,-6.115108,5.679528,6.135549,5.192415,,,
03/31/1987,6.187369,14.367816,5.347877,6.684846,5.347877,,,
06/30/1987,5.6588,-8.542714,6.249554,6.249554,5.036954,,,
09/30/1987,6.094092,7.692308,5.6588,6.405015,5.347877,,,
12/31/1987,4.8504,-20.408163,6.063,6.280646,4.477292,,,
03/31/1988,6.031908,24.358974,4.8504,6.187369,4.632754,,84.381803,
06/30/1988,5.720985,-5.154639,6.031908,6.094092,5.347877,,84.381803,
09/30/1988,5.938631,3.804348,5.720985,6.094092,5.689892,,84.381803,
12/31/1988,5.783169,-2.617801,5.938631,6.249554,5.410062,,84.381803,
03/31/1989,6.000815,3.763441,5.752077,6.000815,5.565523,,84.381803,
06/30/1989,6.342831,5.699482,5.969723,7.057954,5.907539,,99.546323,
09/30/1989,7.182323,13.235294,6.342831,7.368877,6.342831,,99.546323,
12/31/1989,6.933585,-3.463203,7.182323,7.306692,6.125185,,99.546323,
03/31/1990,6.373923,-8.071749,6.8714,7.182323,5.845354,680.881853,99.546323,
06/30/1990,6.156277,-3.414634,6.373923,6.591569,5.969723,658.523259,106.82304,
09/30/1990,4.757123,-22.727273,6.218462,6.280646,4.539477,508.935376,106.967776,
12/31/1990,5.752077,20.915033,4.757123,6.031908,4.539477,615.425648,106.983856,
03/31/1991,6.218462,8.108108,5.752077,6.622662,5.316785,665.549994,106.983856,
06/30/1991,6.529385,5.0,6.218462,7.151231,6.187369,699.956274,107.028077,
09/30/1991,7.866354,20.47619,6.498292,8.394923,6.498292,845.715768,107.200954,
12/31/1991,8.612569,9.486166,7.897446,8.799123,7.6798,926.91125,107.510515,
03/31/1992,9.949539,15.523466,8.550385,10.198277,8.394923,1045.199966,107.510515,
06/30/1992,10.198277,2.5,9.825169,10.695754,9.389877,1102.940962,105.050094,
09/30/1992,10.9134,7.012195,10.198277,11.286508,9.980631,1181.290546,108.149742,
12/31/1992,12.639023,15.811966,11.006677,12.778939,9.794077,1369.972784,108.242209,
03/31/1993,12.825577,1.476015,12.499108,13.9449,12.172639,1391.740608,108.242209,
06/30/1993,12.499108,-2.545455,12.825577,13.991539,11.333146,1356.683037,108.512903,
09/30/1993,13.058769,4.477612,12.499108,13.198685,12.032723,1418.514977,108.542389,
12/31/1993,11.146592,-14.642857,13.152046,13.291962,11.099954,1211.102655,108.625471,
03/31/1994,11.239869,0.83682,11.239869,12.079362,10.866762,1190.208591,108.625471,
06/30/1994,13.058769,16.182573,11.193231,13.3386,11.006677,1421.419983,105.891674,
09/30/1994,11.939446,-8.571429,12.965493,13.3386,11.752892,1297.439941,108.847927,
12/31/1994,11.286508,-5.46875,11.939446,12.778939,11.099954,1306.104189,108.668351,
03/31/1995,11.752892,4.132231,11.286508,12.126,11.193231,1353.523556,108.668351,
06/30/1995,12.685662,7.936508,11.706254,13.105408,11.426423,1465.740021,115.165144,
09/30/1995,14.935968,17.738971,12.685662,15.523612,12.592385,1726.299953,115.543044,
12/31/1995,16.111257,7.868852,14.935968,16.307138,14.740086,1866.375834,115.580055,
03/31/1996,15.621553,-3.039514,16.111257,16.160227,14.691116,1799.678352,115.842971,
