Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/2005,1778.478551,-62.977,0.0,0.0,8.391,1723.892551,159.221,5.270033,0.004867,,,,1688.81973,1634.23373,4.641771,,
03/31/2006,1524.11596,-58.292,0.0,0.0,8.45,1474.27396,169.15,4.995566,0.005732,,,,1603.7676,1553.9256,3.917556,,
06/30/2006,2018.288615,-41.918,0.0,0.0,8.252,1984.622615,175.934,4.690395,0.004158,,,,2106.96232,2073.29632,5.238635,,
09/30/2006,1904.374258,-44.257,0.0,0.0,7.219,1867.336258,203.632,3.545121,0.003866,4.879259,,35.638909,1984.95198,1947.91398,4.905207,,
12/31/2006,2411.808069,-70.655,0.0,0.0,6.257,2347.410069,220.645,2.835777,0.002665,5.45036,34.983235,40.983468,2513.1163,2448.7183,6.137866,,
03/31/2007,2469.396646,-57.202,0.0,0.0,6.43,2418.624646,233.053,2.759029,0.002659,5.175499,34.506429,40.900745,2555.6634,2504.8914,6.280656,,
06/30/2007,2209.865296,-25.676,0.0,,5.506,2189.695296,240.777,2.286763,0.002515,4.311374,28.892756,34.251452,2277.25025,2257.08025,5.654167,,
09/30/2007,2906.78525,-14.473,0.0,0.0,14.615,2906.92725,275.394,5.306942,0.005028,5.126802,32.73493,38.372238,2996.0847,2996.2267,7.477865,,
12/31/2007,2126.273249,-40.588,,,14.332,2100.017249,294.817,4.861321,0.006825,3.46217,18.939037,24.343792,2185.63983,2159.38383,5.391343,,
03/31/2008,1791.509992,-17.591,0.0,0.0,18.815,1792.733992,304.62,6.176548,0.010495,2.803013,17.809264,24.054826,1828.1334,1829.3574,4.578126,,
06/30/2008,1257.554246,-13.325,0.0,0.0,29.575,1273.804246,320.426,9.2299,0.023218,1.885107,12.439373,18.292324,1277.94888,1294.19888,3.246415,,
09/30/2008,1565.293776,-40.152,,,37.564,1562.705776,357.339,10.512147,0.024038,2.168007,13.367771,18.986535,1585.90384,1583.31584,3.963436,,
12/31/2008,1175.520604,-102.042,0.0,0.0,45.591,1119.069604,376.688,12.10312,0.04074,1.543025,10.889917,14.547541,1188.04256,1131.59156,2.836894,,
03/31/2009,814.024508,-65.572,0.0,0.0,18.653,767.105508,357.411,5.218922,0.024316,0.998963,7.057023,9.526657,828.5649,781.6459,1.935375,,
06/30/2009,1118.244962,-79.542,0.0,0.0,20.333,1059.035962,368.001,5.525257,0.0192,1.36496,10.01585,13.134678,1131.91326,1072.70426,2.649378,,
09/30/2009,1395.548527,-93.376,0.0,0.0,18.277,1320.449527,395.791,4.617841,0.013841,1.623225,12.240892,16.259091,1412.34467,1337.24567,3.291547,,
12/31/2009,1370.253315,-187.297,0.0,0.0,20.223,1203.179315,420.22,4.812479,0.016808,1.404909,10.598644,14.109734,1386.57042,1219.49642,2.993124,,
