Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1999,26.458078,37.827999,33.256001,,0.649056,0.118956,0.090269,0.08,0.08,0.08,0.07,0.07,0.07,0.0,0.005984,-0.031513,1.474181,1.916315,1.85792,
06/30/1999,26.862,43.778,38.524,,0.613592,0.120133,0.099263,0.065,0.065,0.065,0.055,0.055,0.055,0.0,0.07764,0.050592,1.43448,1.972266,1.853436,
09/30/1999,32.35,32.012,32.012,,0.74369,0.173685,0.13648,0.01,0.01,0.08,0.01,0.01,0.07,0.0,0.12311,0.076065,1.206337,1.78609,1.675518,
12/31/1999,38.142,41.554,36.358,,0.849937,0.161725,0.141042,0.09,0.09,0.09,0.08,0.08,0.08,0.0,0.146763,0.133203,2.679985,3.293535,3.185019,
03/31/2000,46.594002,45.551998,45.551998,,0.599118,0.163549,0.136328,-0.04,-0.04,0.1,-0.04,-0.04,0.09,0.0,0.071808,0.018133,5.696248,3.198931,3.110422,
06/30/2000,47.338,50.564,47.15,,0.587317,0.15421,0.128568,0.1,0.1,0.1,0.095,0.095,0.095,0.0,0.254295,0.169332,5.784803,3.289197,3.17506,
09/30/2000,47.912,47.656,47.656,,1.006988,0.149782,-0.143676,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,,0.093315,-0.010807,10.396748,4.30028,-27.990023,
12/31/2000,103.828,100.492,100.492,,1.425218,0.942175,0.192015,-0.515,-0.515,0.185,-0.515,-0.515,0.175,0.0,-0.942971,-1.055656,4.147783,17.128299,2.932677,
03/31/2001,104.582001,104.117996,104.117996,,1.54346,0.343745,-0.379531,-0.38,-0.38,0.225,-0.38,-0.38,0.225,0.0,0.063995,-0.050308,4.054235,16.655476,3.142836,
06/30/2001,105.348,104.904,104.904,,1.518789,1.032067,0.337861,-0.335,-0.335,0.235,-0.335,-0.335,0.235,0.0,0.273679,0.235091,4.78309,16.368588,3.704968,
09/30/2001,105.744,105.498,105.498,,1.478748,0.346225,-0.324954,-0.355,-0.355,0.215,-0.355,-0.355,0.21,0.0,0.421752,0.334566,5.41783,16.1069,4.368995,
