Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/1992,,15.304,0,293.276001,71.893997,17.486,397.959991,87.732002,,,133.910004,221.642006,619.60199,,54.629002,11.322,110.241997,176.192993,68.269997,57.893002,126.162998,302.355991,0.0,0,251.020996,66.224998,317.245995,619.601986,
12/31/1992,,8.501,0,329.531006,54.709,13.871,406.612,78.714996,171.936996,-93.222,142.158005,220.873001,627.484985,,51.435001,18.628,126.511002,196.574005,68.214996,36.771999,104.986996,301.561001,0.0,0,254.638,71.286003,325.924004,627.485004,
04/04/1993,,10.337,0,292.493011,61.478001,28.816,393.123993,90.532997,,,159.977005,250.510002,643.633972,,39.653,7.638,134.927002,182.218002,11.0,47.299999,58.299999,240.518002,0.0,0,321.02301,82.093002,403.116013,643.634014,
07/04/1993,,39.036999,0,241.406006,60.629002,22.372,363.444,94.903,,,159.516006,254.419006,617.862976,,24.583,0.0,133.432999,158.016006,0.0,47.042,47.042,205.058006,0.0,0,322.837006,89.968002,412.805008,617.863014,
09/30/1993,,32.651001,0,261.705994,62.731998,21.233,378.321991,96.111,,,149.889008,246.000008,624.322021,,28.313999,0.0,123.098,151.412003,0.0,46.705002,46.705002,198.117004,0.0,0,325.756989,100.447998,426.204987,624.321991,
12/31/1993,,53.876999,0,246.130005,57.393002,30.073999,387.473999,101.268997,196.274994,-95.005997,125.273003,226.542,614.015991,,31.059,0.0,98.336998,129.395996,0.0,48.610001,48.610001,178.005997,0.0,0,327.104004,108.905998,436.010002,614.015999,
03/31/1994,,76.892998,0,217.835999,58.577999,31.299,384.605988,103.072998,,,124.343002,227.416,612.021973,,33.327,0.0,87.25,120.577003,0.0,47.675999,47.675999,168.253002,0.0,0,327.786011,115.983002,443.769012,612.022015,
07/03/1994,,73.579002,0,237.608994,53.541,30.098,394.826996,104.959999,,,120.472,225.431999,620.258972,,34.880001,0.0,87.417,122.296997,0.0,45.606998,45.606998,167.903996,0.0,0,327.713989,124.640999,452.354988,620.258984,
10/02/1994,,35.422001,0,298.507996,65.901001,31.118999,430.950012,106.498001,,,119.292,225.790001,656.73999,,62.203999,0.0,85.116997,147.320999,0.0,46.153,46.153,193.473999,0.0,0,328.85199,134.414001,463.265991,656.73999,
12/31/1994,,24.072001,0,343.881012,74.822998,20.378,463.153992,107.164001,211.968994,-104.805,116.907997,224.071999,687.226013,,76.561996,0.0,78.912003,155.473999,0.0,46.453999,46.453999,201.927998,0.0,0,328.492004,156.806,485.298004,687.226002,
04/02/1995,,10.195,0,369.579987,82.862,24.027,486.664001,109.678001,,,114.526001,224.204002,710.867981,,50.634998,36.0,82.435997,169.070999,0.0,45.554001,45.554001,214.625,0.0,0,330.059998,166.182999,496.242996,710.867996,
06/30/1995,,4.95,0,371.388,117.177002,17.464001,510.979004,121.402,,,235.498001,356.900002,867.879028,,47.187,183.938004,87.017998,318.143005,0.0,45.230999,45.230999,363.374004,0.0,0,329.947998,174.557007,504.505005,867.879009,
10/01/1995,,6.855,0,372.002014,114.453003,15.853,509.162994,121.941002,236.837997,-114.897003,240.429001,362.370003,871.53302,,53.382,87.769997,76.218002,217.369995,100.0,42.349998,142.349998,359.719994,0.0,0,329.912994,181.899994,511.812988,871.532982,
12/31/1995,,14.216,0,350.592987,102.280998,10.697,477.786987,111.382004,216.033997,-104.652,228.421997,339.804001,817.591003,,67.676003,36.763,77.888,182.326996,100.0,42.723,142.723,325.049995,0.0,0,330.049988,162.490997,492.540985,817.590981,
03/31/1996,,7.091,0,353.369995,105.561996,10.395,476.417999,113.098999,220.296005,-107.196999,224.690994,337.789993,814.208008,,55.546001,35.23,78.314003,169.089996,100.0,43.610001,143.610001,312.699997,0.0,0,332.565002,168.942993,501.507996,814.207993,
06/30/1996,,19.379,0,320.110992,114.245003,8.894,462.628998,113.026001,223.742996,-110.717003,220.863998,333.889999,796.518982,,37.466,15.46,88.716003,141.641998,100.0,44.584,144.584,286.225998,0.0,0,333.123993,177.169006,510.292999,796.518997,
09/29/1996,,20.761,0,322.781006,113.480003,9.667,466.688995,115.928001,230.117004,-114.189003,218.177002,334.105003,800.794006,,34.450001,37.43,95.893997,167.774002,100.0,36.410999,136.410999,304.185001,0.0,0,333.036011,163.572998,496.609009,800.79401,
12/31/1996,,71.657997,0,280.984985,88.969002,32.999001,474.610992,118.484001,234.326996,-115.843002,218.304993,336.788994,811.400024,,30.141001,34.226002,148.938004,213.304993,100.0,37.271999,137.271999,350.576992,0.0,0,332.130005,128.692993,460.822998,811.39999,
03/30/1997,,81.292,0,226.785004,84.383003,33.911999,426.372009,116.361,235.360001,-118.999001,218.979004,335.340004,761.711975,,30.618,16.27,131.701004,178.589005,100.0,36.539001,136.539001,315.128006,0.0,0,339.282013,107.302002,446.584015,761.712021,
06/29/1997,,82.318001,0,193.330002,85.883003,33.403,394.93399,114.601997,237.292007,-122.690002,217.296997,331.898994,726.833008,,23.377001,16.66,107.675003,147.712006,100.0,35.171001,135.171001,282.883007,0.0,0,339.792999,104.156998,443.949997,726.833004,
