Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,73.465001,38.217999,50.382999,50.382999,0.0,-12.165,35.247002,0.0,,,,35.247002,0.0,-13.761,59.704001,-36.488998,0.0,36.488998,23.215,0.0,0.0,23.215,-8.918,,14.297,0.0,,,14.297,0.0,14.297,0.0,,14.297,14.297,,198.201004,0.073333,0.073333,,198.201004,0.073333,0.073333,0.073333,
06/30/1993,88.754,49.795,66.401001,66.401001,0.0,-16.606001,38.959,0.0,,,,38.959,0.0,-7.177,81.577,-45.560001,0.0,45.560001,36.016998,0.0,0.0,36.016998,-12.245,,23.771999,0.0,,,23.771998,0.0,23.771999,0.0,,23.771999,23.771999,,198.201004,0.12,0.12,,198.201004,0.12,0.12,0.12,
09/30/1993,102.426003,56.735001,79.986,79.986,0.0,-23.250999,45.691002,0.0,,,,45.691002,0.0,-7.216,95.210002,-45.974998,0.0,45.974998,49.235001,0.0,0.0,49.235001,-17.370001,,31.865,0.0,,,31.865,0.0,31.865,0.0,,31.865,31.865,,198.201004,0.16,0.16,,198.201004,0.16,0.16,0.16,
12/31/1993,122.042998,47.115002,63.087002,63.087002,0.0,-15.972,74.927997,0.0,,,,65.686996,9.241,-5.876,116.166998,-53.779999,0.0,53.779999,62.387001,0.0,0.0,62.387001,-21.836,,40.550999,0.0,,,40.551001,0.0,40.550999,0.0,,40.550999,40.550999,,198.201004,0.203333,0.203333,,198.201004,0.203333,0.203333,0.203333,
03/31/1994,130.803002,43.138998,60.571999,60.571999,0.0,-17.433001,87.664004,0.0,,,,85.285004,2.379,-7.982,122.821002,-68.774002,0.0,68.774002,54.047001,0.0,0.0,54.047001,-18.917,,35.130001,0.0,,,35.130001,0.0,35.130001,0.0,,35.130001,35.130001,,198.201004,0.176667,0.176667,,198.201004,0.176667,0.176667,0.176667,
06/30/1994,141.341001,48.681,72.875,72.875,0.0,-24.194,92.660001,0.0,,,,89.859001,2.801,-8.45,132.891001,-79.657997,0.0,79.657997,53.233002,0.0,0.0,53.233002,-18.631001,,34.602001,0.0,,,34.602001,0.0,34.602001,0.0,,34.602001,34.602001,,198.201004,0.173333,0.173333,,198.201004,0.173333,0.173333,0.173333,
09/30/1994,145.082999,40.554998,61.904999,61.904999,0.0,-21.35,104.528,0.0,,,,101.166,3.362,-8.162,136.920999,-138.449997,0.0,138.449997,-1.529,0.0,0.0,-1.529,0.535,,-0.994,0.0,,,-0.994,0.0,-0.994,0.0,,-0.994,-0.994,,198.201004,-0.006667,-0.006667,,198.201004,-0.006667,-0.006667,-0.006667,
12/31/1994,144.651998,32.601999,63.32,63.32,0.0,-30.718,112.049999,0.0,,,,107.460999,4.589,-6.133,138.518998,-48.443001,0.0,48.443001,90.075996,-49.0,49.0,41.075996,-14.551,,26.525,0.0,,,26.524997,0.0,26.525,0.0,,26.525,26.525,,198.201004,0.136667,0.136667,,198.201004,0.136667,0.136667,0.136667,
03/31/1995,168.233998,38.074001,89.067001,89.067001,0.0,-50.993,130.159997,0.0,,,,124.394997,5.765,-8.636,159.597998,-120.356003,0.0,120.356003,39.242001,0.0,0.0,39.242001,-14.133,,25.108999,0.0,,,25.109,0.0,25.108999,0.0,,25.108999,25.108999,,198.752998,0.126667,0.126667,,198.752998,0.126667,0.126667,0.126667,
06/30/1995,180.010999,45.222,104.431999,104.431999,0.0,-59.209999,134.788999,0.0,,,,128.363998,6.425,-17.26,162.750998,-116.431999,0.0,116.431999,46.319,0.0,0.0,46.319,-16.673,,29.646,0.0,,,29.646,0.0,29.646,0.0,,29.646,29.646,,199.39801,0.15,0.15,,199.39801,0.15,0.15,0.15,
09/30/1995,196.521002,59.660995,128.912994,128.912994,0.0,-69.251999,136.860006,0.0,,,,131.197006,5.663,-18.652,177.869001,-124.807999,0.0,124.807999,53.061001,0.0,0.0,53.061001,-19.113001,,33.948002,0.0,,,33.948,0.0,33.948002,0.0,,33.948002,33.948002,,200.180992,0.17,0.17,,200.180992,0.17,0.17,0.17,
12/31/1995,216.289993,65.055992,134.996994,134.996994,0.0,-69.941002,151.234001,0.0,,,,145.457001,5.777,-21.347,194.942993,-135.834,0.0,135.834,59.109001,0.0,0.0,59.109001,-21.301001,,37.807999,0.0,,,37.808,0.0,37.807999,0.0,,37.807999,37.807999,,200.099991,0.19,0.19,0.19,200.099991,0.19,0.19,0.19,
03/31/1996,241.956,70.807999,133.141998,133.141998,0.0,-62.334,171.148002,0.0,,,,163.108002,8.04,-25.167999,216.788001,-156.449997,0.0,156.449997,60.338005,0.0,0.0,60.338005,-22.325001,,38.013004,0.0,,,38.013004,0.0,38.013004,0.0,,38.013004,38.013004,,198.470993,0.19,0.19,0.19,200.177994,0.19,0.19,0.19,
06/30/1996,245.052012,74.453007,137.753006,137.753006,0.0,-63.299999,170.599005,0.0,,,,165.268005,5.331,-25.110001,219.942011,-159.334,0.0,159.334,60.608013,0.0,0.0,60.608013,-22.424999,,38.183014,0.0,,,38.183014,0.0,38.183014,0.0,,38.183014,38.183014,,198.629997,0.193333,0.193333,0.193333,200.709,0.19,0.19,0.19,
09/30/1996,313.369997,106.653999,188.235001,188.235001,0.0,-81.581001,206.715998,0.0,,,,197.378998,9.337,-53.932999,259.436998,-196.822998,0.0,196.822998,62.613998,0.0,0.0,62.613998,-23.792999,,38.820999,0.0,,,38.820999,0.0,38.820999,0.0,,38.820999,38.820999,,198.75,0.196667,0.196667,0.196667,201.014992,0.193333,0.193333,0.193333,
12/31/1996,328.529996,113.569,201.352997,201.352997,0.0,-87.783997,214.960996,0.0,,,,204.464996,10.496,-63.035,265.494996,-200.574997,0.0,200.574997,64.919998,0.0,0.0,64.919998,-24.67,,40.25,0.0,,,40.249998,0.0,40.25,0.0,,40.25,40.25,,198.861009,0.203333,0.203333,0.203333,201.825006,0.2,0.2,0.2,
03/31/1997,331.253993,88.196991,168.593994,168.593994,0.0,-80.397003,243.057002,0.0,,,,232.996002,10.061,-49.187,282.066993,-213.546997,0.0,213.546997,68.519997,0.0,0.0,68.519997,-26.038,,42.481998,0.0,,,42.481997,0.0,42.481998,0.0,,42.481998,42.481998,,199.007996,0.213333,0.213333,0.213333,203.112007,0.21,0.21,0.21,
06/30/1997,312.30099,83.258995,166.869995,166.869995,0.0,-83.611,229.041995,0.0,,,,217.244995,11.797,-46.776001,265.524989,-202.054993,0.0,202.054993,63.470001,0.0,0.0,63.470001,-24.118,,39.352001,0.0,,,39.352001,0.0,39.352001,0.0,,39.352001,39.352001,,199.284004,0.196667,0.196667,0.196667,202.824005,0.193333,0.193333,0.193333,
09/30/1997,378.087005,97.153999,178.970001,178.970001,0.0,-81.816002,280.933005,0.0,,,,268.755005,12.178,-72.517998,305.569007,-226.003006,0.0,226.003006,79.566002,0.0,0.0,79.566002,-30.236,,49.330002,0.0,,,49.330002,0.0,49.330002,0.0,,49.330002,49.330002,,198.554993,0.25,0.25,0.25,202.718994,0.243333,0.243333,0.243333,
12/31/1997,430.626001,114.527992,203.550995,203.550995,0.0,-89.023003,316.098009,0.0,,,,296.63501,19.462999,-94.356003,336.269999,-242.373001,0.0,242.373001,93.897003,0.0,0.0,93.897003,-35.68,,58.216999,0.0,,,58.217003,0.0,58.216999,0.0,,58.216999,58.216999,,196.605011,0.296667,0.296667,0.296667,202.595993,0.286667,0.286667,0.286667,
03/31/1998,480.721006,164.821991,258.041992,258.041992,0.0,-93.220001,315.899015,0.0,,,,296.778015,19.121,-85.865997,394.855009,-288.882996,0.0,288.882996,105.972,0.0,0.0,105.972,-40.269001,,65.703003,0.0,,,65.702999,0.0,65.703003,0.0,,65.703003,65.703003,,196.284004,0.333333,0.333333,0.333333,205.245003,0.32,0.32,0.32,
09/30/1998,564.009012,177.054008,283.109009,283.109009,0.0,-106.055,386.955004,0.0,,,,363.742004,23.212999,-67.569,496.440012,-383.527008,0.0,383.527008,112.913002,0.0,0.0,112.913002,-42.907001,,70.005997,0.0,,,70.006001,0.0,70.005997,0.0,,70.005997,70.005997,,197.177994,0.356667,0.356667,0.356667,210.036003,0.333333,0.333333,0.333333,
12/31/1998,639.658005,183.181992,298.946991,298.946991,0.0,-115.764999,456.476013,0.0,,,,437.308014,19.167999,-54.580002,585.078003,-467.869995,0.0,467.869995,117.208,0.0,0.0,117.208,-44.539001,,72.668999,0.0,,,72.668999,0.0,72.668999,0.0,,72.668999,72.668999,,196.989006,0.37,0.37,0.37,209.054993,0.346667,0.346667,0.346667,
03/31/1999,755.708,231.082,353.071,326.849,26.222,-121.989,524.626,0.0,,,,524.626,0.0,-74.586,681.122,-548.253,0.0,548.253,132.869,0.0,0.0,132.869,-50.49,,82.379,0.0,,,82.379,0.0,82.379,0.0,0.0,82.379,82.379,,591.717,0.14,0.14,0.14,629.973,0.13,0.13,0.13,
06/30/1999,821.532,249.485,377.773,354.251,23.522,-128.288,572.047,,,,,572.047,,-74.301,747.231,-606.137,,606.137,141.094,,,141.094,-53.616,,87.478,,,,87.478,,87.478,,,87.478,87.478,,197.642,0.44,0.44,0.44,211.499,0.41,0.41,0.41,
09/30/1999,897.292,276.229,412.036,387.78,24.256,-135.807,621.063,0.0,,,,621.063,0.0,-114.061,783.231,-629.421,0.0,629.421,153.81,0.0,0.0,153.81,-58.448,,95.362,0.0,,,95.362,,95.362,0.0,0.0,95.362,95.362,,197.424,0.48,0.48,0.48,210.142,0.45,0.45,0.45,
12/31/1999,948.635,294.012,450.604,413.491,37.113,-156.592,654.623,0.0,,,,654.623,0.0,-120.0,828.635,-679.391,0.0,679.391,149.244,0.0,0.0,149.244,-51.372,,97.872,0.0,,,97.872,0.0,97.872,0.0,0.0,97.872,97.872,,197.252,0.5,0.5,0.5,210.284,0.47,0.47,0.47,
03/31/2000,1008.557,353.497,515.447,490.713,24.734,-161.95,655.06,0.0,,,,655.06,0.0,-126.525,882.032,-709.92,0.0,709.92,172.112,0.0,0.0,172.112,-65.403,,106.709,0.0,,,106.709,0.0,106.709,0.0,0.0,106.709,106.709,,196.645,0.54,0.54,0.54,208.71,0.51,0.51,0.51,
06/30/2000,1074.765,363.958,536.507,513.662,22.845,-172.549,710.807,0.0,,,,710.807,0.0,-151.01,923.755,-742.264,0.0,742.264,181.491,0.0,0.0,181.491,-68.966,,112.525,0.0,,,112.525,0.0,112.525,0.0,0.0,112.525,112.525,,196.012,0.57,0.57,0.57,208.633,0.54,0.54,0.54,
09/30/2000,1209.339,412.87,631.713,608.346,23.367,-218.843,796.469,0.0,,,,796.469,0.0,-193.409,1015.93,-818.957,0.0,818.957,196.973,0.0,0.0,196.973,-74.85,,122.123,0.0,,,122.123,0.0,122.123,0.0,0.0,122.123,122.123,,196.255,0.62,0.62,0.62,210.055,0.58,0.58,0.58,
12/31/2000,1330.64,458.56,706.235,680.627,25.608,-247.675,872.08,0.0,,,,872.08,0.0,-247.226,1083.414,-876.516,0.0,876.516,206.898,0.0,0.0,206.898,-78.621,,128.277,0.0,,,128.277,0.0,128.277,0.0,0.0,128.277,128.277,,196.996,0.65,0.65,0.65,210.395,0.61,0.61,0.61,
03/31/2001,1432.379,397.308,671.462,643.228,28.234,-274.154,1035.071,0.0,,,,1035.071,0.0,-282.498,1149.881,-918.247,0.0,918.247,231.634,0.0,0.0,231.634,-88.021,,143.613,0.0,,,143.613,0.0,143.613,0.0,0.0,143.613,143.613,,204.792,0.7,0.7,0.7,217.755,0.66,0.66,0.66,
06/30/2001,1476.263,392.008,679.154,645.212,33.942,-287.146,1084.255,0.0,,,,1084.255,0.0,-235.417,1240.846,-990.316,0.0,990.316,250.53,0.0,0.0,250.53,-95.203,,155.327,0.0,,,155.327,0.0,155.327,0.0,0.0,155.327,155.327,,209.076,0.74,0.74,0.74,221.183,0.7,0.7,0.7,
09/30/2001,1604.479,449.058,743.927,706.895,37.032,-294.869,1155.421,0.0,,,,1155.421,0.0,-262.901,1341.578,-1074.897,0.0,1074.897,266.681,0.0,0.0,266.681,-101.337,,165.344,0.0,,,165.344,0.0,165.344,0.0,0.0,165.344,165.344,,210.762,0.78,0.78,0.78,219.897,0.75,0.75,0.75,
