Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,1193.462036,1160.692993,,,,29.674999,,0.0,3.094,,-312.105988,295.625,295.625,,16.481001,,,881.356049,-421.644012,80.975998,90.139999,70.325996,180.201996,459.712006,-43.747,,,1.141,,42.104,43.396,-1.292,,2.784,415.965006,-162.985001,252.979996,0.0,,,252.980005,0.0,252.979996,-3.161,,249.818996,249.818996,,137.214996,1.82,1.82,1.82,137.214996,1.82,1.82,1.82,
12/31/1999,734.382996,666.797974,,,,66.697998,,0.0,0.887,,-296.393005,254.783997,254.783997,,41.609001,,,437.98999,-403.493011,118.758003,83.757004,55.157001,145.820999,34.497002,-38.030001,,,1.132,,35.067001,36.831001,-1.764,,4.095,-3.533,1.126,-2.407,0.0,,,-2.406999,0.0,-2.407,-3.195,,-5.602,-5.602,,137.214996,-0.04,-0.04,0.13,137.214996,-0.04,-0.04,0.13,
03/31/2000,825.375977,723.059021,,,,98.599998,,0.0,3.717,,-297.924988,239.938004,239.938004,,57.987,,,527.450989,-374.619995,74.953003,93.363998,60.915001,145.386002,152.830994,-43.986999,,,1.229,,40.293999,41.893002,-1.599,,4.922,108.843995,-44.250999,64.593002,0.0,,,64.592996,0.0,64.593002,-3.198,,61.395002,61.395002,,137.214996,0.45,0.45,0.45,137.214996,0.45,0.45,0.45,
06/30/2000,940.708,893.195,,,,46.572,,0.0,0.941,,-270.094,245.164,245.164,,24.93,,,670.614,-432.169,113.541,93.599,66.769,158.26,238.445,-42.58,,,1.6,,41.102,43.295,-2.193,,3.078,195.865,-79.239,116.626,0.0,,,116.626,,116.626,-3.041,0.0,113.585,113.585,,137.215,0.83,0.83,0.83,137.215,0.83,0.83,0.83,
09/30/2000,1195.723022,1158.509033,,,,36.275002,,0.0,0.939,,-308.789001,285.157013,285.157013,,23.632,,,886.934021,-417.542999,79.154999,96.845001,75.535004,166.007996,469.390991,-46.318002,,,1.25,,42.087002,44.223,-2.136,,5.481,423.072989,-163.705994,259.367004,0.0,,,259.366996,0.0,259.367004,-3.23,,256.137004,256.137004,,137.214996,1.87,1.87,1.87,137.214996,1.87,1.87,1.87,
12/31/2000,894.758118,751.549866,,,,142.438995,,0.0,0.769,,-357.880005,254.961929,254.961929,,102.917999,,,536.878113,-456.04306,100.272568,99.037003,61.846001,194.890015,80.835022,-37.631001,,,1.219,,47.931,50.295338,-2.364,,-9.080999,43.204021,-13.995995,29.208,0.0,,,29.208027,0.0,29.208,-3.231,,25.977,25.977,,137.214996,0.19,0.19,0.3,137.214996,0.19,0.19,0.3,
03/31/2001,1025.0,836.0,,,,186.0,,,3.0,,-440.0,303.0,303.0,,137.0,,,585.0,-420.0,88.0,99.0,67.0,166.0,165.0,-51.0,,,2.0,,48.0,50.0,-2.0,,5.0,114.0,-49.0,65.0,7.0,,,58.0,,58.0,-3.0,0.0,55.0,55.0,,137.2,0.43,0.48,0.48,137.2,0.43,0.48,0.48,
06/30/2001,1057.0,1026.0,,,,29.0,,0.0,2.0,,-381.0,366.0,366.0,,15.0,,,676.0,-470.0,130.0,101.0,60.0,179.0,206.0,-47.0,,,2.0,,46.0,48.0,-2.0,0.0,3.0,159.0,-61.0,98.0,0.0,,,98.0,,98.0,-3.0,0.0,95.0,95.0,,137.2,0.69,0.69,0.69,137.2,0.69,0.69,0.69,
09/30/2001,1422.0,1380.0,,,,40.0,,,2.0,,-505.0,484.0,484.0,,21.0,,,917.0,-430.0,78.0,104.0,75.0,173.0,487.0,-41.0,,,4.0,,48.0,51.0,-3.0,,-3.0,446.0,-176.0,270.0,,,,270.0,,270.0,-3.0,,267.0,267.0,,137.2,1.94,1.94,1.94,137.2,1.94,1.94,1.94,
12/31/2001,992.71,903.866,,,,86.825,,0.0,2.019,,-449.312,398.899,398.899,,50.413,,,543.398,-436.195,85.872,102.404,57.703,190.216,107.203,-41.375,,,4.934,,47.85,49.812,-1.962,,-1.541,65.828,-13.927,51.901,0.0,,,51.901,0.0,51.901,-3.054,,48.847,48.847,,137.626,0.35,0.35,0.35,143.668,0.34,0.34,0.34,
03/31/2002,874.0,747.0,,,,125.0,,0.0,2.0,,-288.0,203.0,203.0,,85.0,,,586.0,-437.0,,107.0,68.0,262.0,149.0,-49.0,,,2.0,,50.0,52.0,-2.0,,1.0,100.0,-38.0,62.0,0.0,,,62.0,0.0,62.0,-3.0,,59.0,59.0,,139.699997,0.42,0.42,0.42,139.699997,0.42,0.42,0.42,
06/30/2002,978.0,930.0,,,,47.0,,,1.0,,-231.0,204.0,204.0,,27.0,,,747.0,-470.0,295.0,106.0,69.0,,277.0,-79.0,,,,,52.0,53.0,-1.0,,27.0,198.0,-83.0,115.0,,,,115.0,,115.0,-3.0,0.0,112.0,112.0,,144.2,0.8,0.8,0.8,144.8,0.8,0.8,0.8,
09/30/2002,1166.0,1135.0,,,,30.0,,,1.0,,-265.0,248.0,248.0,,17.0,,,901.0,-460.0,278.0,108.0,74.0,,441.0,-53.0,,,,,56.0,56.0,,,-3.0,388.0,-145.0,243.0,,,,243.0,,243.0,-3.0,,240.0,240.0,,146.7,1.64,1.64,1.64,146.7,1.63,1.63,1.63,
12/31/2002,823.0,708.0,,,,113.0,,0.0,2.0,,-239.0,170.0,170.0,,69.0,,,584.0,-486.0,,110.0,51.0,325.0,98.0,-143.0,,,3.0,,56.0,57.0,-1.0,0.0,90.0,-45.0,15.0,-30.0,0.0,,,-30.0,0.0,-30.0,-2.0,,-32.0,-32.0,,153.600006,-0.2,-0.2,0.18,153.600006,-0.2,-0.2,0.18,
03/31/2003,1108.0,856.0,,,,250.0,,0.0,2.0,,-413.0,232.0,232.0,,181.0,,,695.0,-494.0,,124.0,78.0,292.0,201.0,-63.0,,,0.0,,66.0,68.0,-2.0,0.0,-3.0,138.0,-52.0,86.0,-18.0,,,104.0,0.0,104.0,-3.0,,101.0,101.0,,158.899994,0.63,0.52,0.52,158.899994,0.63,0.52,0.52,
06/30/2003,1088.0,968.0,,,,118.0,,0.0,2.0,,-315.0,228.0,228.0,,87.0,,,773.0,-523.0,,132.0,77.0,314.0,250.0,-71.0,,,1.0,,69.0,70.0,-1.0,0.0,3.0,179.0,-67.0,112.0,0.0,,,112.0,0.0,112.0,-2.0,,110.0,110.0,,161.199997,0.68,0.68,0.68,161.505997,0.68,0.68,0.68,
09/30/2003,1353.0,1269.0,,,,82.0,,,2.0,,-387.0,336.0,336.0,,51.0,,,966.0,-466.0,302.0,132.0,83.0,-51.0,500.0,-68.0,,,,,69.0,69.0,,,-1.0,432.0,-154.0,278.0,,,,278.0,,278.0,-3.0,,275.0,275.0,,161.8,1.7,1.7,1.7,161.8,1.7,1.7,1.7,
12/31/2003,1047.0,847.0,,,,198.0,,0.0,2.0,,-393.0,252.0,252.0,,141.0,,,654.0,-515.0,,131.0,61.0,323.0,139.0,-70.0,,,0.0,,73.0,73.0,0.0,0.0,-3.0,69.0,-28.0,41.0,0.0,,,41.0,0.0,41.0,-3.0,,38.0,38.0,,162.399994,0.24,0.24,0.24,162.399994,0.24,0.24,0.24,
03/31/2004,1218.0,915.0,,,,301.0,,0.0,2.0,,-486.0,273.0,273.0,,213.0,,,732.0,-516.0,,130.0,80.0,306.0,216.0,-57.0,,,0.0,,64.0,64.0,0.0,0.0,-7.0,159.0,-59.0,100.0,0.0,,,100.0,0.0,100.0,-3.0,,97.0,97.0,,174.300003,0.55,0.55,0.55,174.300003,0.55,0.55,0.55,
06/30/2004,1149.0,1029.0,,,,119.0,,0.0,1.0,,-354.0,279.0,279.0,,75.0,,,795.0,-549.0,,132.0,74.0,343.0,246.0,-66.0,,,0.0,,66.0,66.0,0.0,0.0,0.0,180.0,-60.0,120.0,0.0,,,120.0,0.0,120.0,-2.0,,118.0,118.0,,182.699997,0.65,0.65,0.65,182.699997,0.65,0.65,0.65,
09/30/2004,1307.0,1227.0,,,,78.0,,,2.0,,-367.0,320.0,320.0,,47.0,,,940.0,-527.0,,136.0,77.0,314.0,413.0,-55.0,,,2.0,,62.0,62.0,,,-5.0,358.0,-123.0,235.0,,,,235.0,,235.0,-3.0,,232.0,232.0,,193.5,1.2,1.2,1.2,193.5,1.2,1.2,1.2,
12/31/2004,1477.0,1108.0,,,,368.0,,0.0,1.0,,-653.0,390.0,390.0,,263.0,,,824.0,-621.0,,159.0,81.0,381.0,203.0,-77.0,,,0.0,,86.0,86.0,0.0,0.0,-9.0,126.0,-40.0,86.0,0.0,,,86.0,0.0,86.0,-3.0,0.0,83.0,83.0,,194.8,0.42,0.42,0.42,194.8,0.42,0.42,0.42,
03/31/2005,1626.0,1129.0,,,,496.0,,0.0,1.0,,-770.0,416.0,416.0,,354.0,,,856.0,-593.0,,157.0,91.0,345.0,263.0,-67.0,,,4.0,,74.0,74.0,0.0,0.0,-3.0,196.0,-71.0,125.0,0.0,,,125.0,-1.0,124.0,-3.0,0.0,121.0,121.0,,195.3,0.62,0.62,0.62,195.3,0.62,0.62,0.62,
06/30/2005,1584.0,1407.0,,,,174.0,,,3.0,,-591.0,485.0,485.0,,106.0,,,993.0,-627.0,,157.0,95.0,375.0,366.0,-77.0,,,,,77.0,77.0,,,0.0,289.0,-100.0,189.0,,,,189.0,-4.0,185.0,,,185.0,185.0,,199.7,0.93,0.93,0.93,199.7,0.93,0.93,0.93,
09/30/2005,1881.0,1732.0,,,,149.0,,,,,-724.0,634.0,634.0,,90.0,,,1157.0,-648.0,,158.0,98.0,392.0,509.0,-65.0,,,,,70.0,70.0,,,-5.0,444.0,-159.0,285.0,,,,285.0,-5.0,280.0,,,280.0,280.0,,203.8,1.37,1.37,1.37,203.8,1.37,1.37,1.37,
12/31/2005,1689.0,1163.0,,,,526.0,,0.0,0.0,,-927.0,520.0,520.0,,407.0,,,762.0,-616.0,,160.0,81.0,375.0,146.0,-75.0,,,8.0,,80.0,80.0,0.0,0.0,3.0,71.0,-26.0,45.0,22.0,,,23.0,7.0,30.0,,0.0,30.0,30.0,,204.3,0.1,0.21,0.21,204.3,0.1,0.21,0.21,
03/31/2006,1800.0,1211.0,,,,589.0,,0.0,0.0,,-978.0,525.0,252.0,273.0,453.0,,,822.0,-626.0,,161.0,113.0,352.0,196.0,-72.0,,,0.0,,76.0,76.0,0.0,0.0,-4.0,124.0,-44.0,80.0,0.0,,,80.0,-10.0,70.0,0.0,0.0,70.0,70.0,,204.8,0.34,0.34,0.37,204.8,0.34,0.34,0.37,
06/30/2006,1550.0,1378.0,,,,172.0,,0.0,0.0,,-628.0,524.0,247.0,277.0,104.0,,,922.0,-646.0,,162.0,90.0,394.0,276.0,-77.0,,,0.0,,87.0,87.0,0.0,0.0,-10.0,199.0,-68.0,131.0,0.0,,,131.0,-8.0,123.0,,0.0,123.0,123.0,,205.4,0.6,0.6,0.6,205.4,0.6,0.6,0.6,
09/30/2006,1910.0,1767.0,,,,143.0,,0.0,0.0,,-707.0,623.0,277.0,346.0,84.0,,,1203.0,-656.0,,162.0,99.0,395.0,547.0,-80.0,,,0.0,,89.0,89.0,0.0,0.0,-9.0,467.0,-161.0,306.0,0.0,,,306.0,-13.0,293.0,0.0,0.0,293.0,293.0,,205.9,1.42,1.42,1.42,205.9,1.42,1.42,1.42,
12/31/2006,1620.0,1229.0,,,,391.0,,0.0,0.0,,-786.0,496.0,242.0,254.0,290.0,,,834.0,-680.0,,172.0,89.0,419.0,154.0,-75.0,,,4.0,,98.0,98.0,0.0,0.0,-19.0,79.0,-11.0,68.0,0.0,,,68.0,-7.0,61.0,-11.0,0.0,50.0,50.0,,206.3,0.3,0.3,0.3,206.3,0.3,0.3,0.3,
03/31/2007,2024.0,1463.0,,,,561.0,,0.0,0.0,,-1057.0,636.0,263.0,373.0,421.0,,,967.0,-674.0,,183.0,102.0,389.0,293.0,-89.0,,,0.0,,100.0,100.0,0.0,0.0,-11.0,204.0,-71.0,133.0,0.0,,,133.0,-10.0,123.0,0.0,0.0,123.0,123.0,,206.6,0.59,0.59,0.7,206.6,0.59,0.59,0.7,
06/30/2007,1728.0,1519.0,,,,209.0,,0.0,0.0,,-710.0,577.0,263.0,314.0,133.0,,,1018.0,-692.0,,176.0,96.0,420.0,326.0,-96.0,,,0.0,,108.0,108.0,0.0,0.0,-12.0,230.0,-78.0,152.0,0.0,,,152.0,-9.0,143.0,0.0,0.0,143.0,143.0,,207.1,0.69,0.69,0.67,207.1,0.69,0.69,0.67,
09/30/2007,1997.0,1872.0,,,,125.0,,0.0,0.0,,-825.0,757.0,338.0,419.0,68.0,,,1172.0,-690.0,,176.0,97.0,417.0,482.0,-99.0,,,0.0,,110.0,110.0,0.0,0.0,-11.0,383.0,-130.0,253.0,0.0,,,253.0,-9.0,244.0,0.0,0.0,244.0,244.0,,207.6,1.18,1.18,1.36,207.6,1.18,1.18,1.36,
12/31/2007,1813.0,1429.0,,,,384.0,,0.0,0.0,,-862.0,584.0,303.0,281.0,278.0,,,951.0,-693.0,,146.0,86.0,461.0,258.0,-89.0,,,0.0,,105.0,105.0,0.0,0.0,-16.0,169.0,-51.0,118.0,0.0,,,118.0,-10.0,108.0,0.0,0.0,108.0,108.0,,207.4,0.52,0.52,0.6,207.4,0.52,0.52,0.6,
03/31/2008,2081.0,1469.0,1018.0,451.0,,612.0,,0.0,0.0,,-1048.0,589.0,302.0,287.0,459.0,,0.0,1033.0,-712.0,,169.0,113.0,430.0,321.0,-85.0,,,6.0,12.0,100.0,100.0,,,3.0,236.0,-87.0,149.0,0.0,,,149.0,-11.0,138.0,,0.0,138.0,138.0,0.0,208.7,0.66,0.66,0.66,208.7,0.66,0.66,0.66,
06/30/2008,1790.0,1547.0,1107.0,440.0,,243.0,,0.0,0.0,,-671.0,506.0,200.0,306.0,165.0,,0.0,1119.0,-676.0,,171.0,89.0,416.0,443.0,-107.0,,,5.0,13.0,118.0,118.0,0.0,0.0,7.0,336.0,-119.0,217.0,0.0,,,217.0,-11.0,206.0,,0.0,206.0,206.0,,209.5,0.98,0.98,1.018,209.5,0.98,0.98,1.018,
09/30/2008,2060.0,1928.0,1359.0,569.0,,132.0,,0.0,0.0,,-905.0,832.0,461.0,371.0,73.0,,0.0,1155.0,-727.0,,173.0,98.0,456.0,428.0,-100.0,,,8.0,10.0,113.0,113.0,,,5.0,328.0,-113.0,215.0,0.0,,,215.0,-11.0,204.0,,0.0,204.0,204.0,,210.3,0.97,0.97,0.97,210.3,0.97,0.97,0.97,
12/31/2008,1908.0,1423.0,1004.0,419.0,,485.0,,0.0,0.0,,-978.0,618.0,372.0,246.0,360.0,,0.0,930.0,-761.0,,172.0,93.0,496.0,169.0,-98.0,,,,,109.0,109.0,,,-11.0,71.0,-8.0,63.0,,,,63.0,-6.0,57.0,,0.0,57.0,57.0,,211.5,0.27,0.27,0.27,211.5,0.27,0.27,0.27,
03/31/2009,1916.0,1395.0,940.0,455.0,,521.0,,0.0,0.0,,-890.0,507.0,274.0,233.0,383.0,383.0,0.0,1026.0,-705.0,,174.0,110.0,421.0,321.0,-106.0,104.0,-14.0,6.0,8.0,118.0,118.0,,,2.0,215.0,-70.0,145.0,0.0,0.0,0.0,145.0,-4.0,141.0,,0.0,141.0,114.254,-26.746,212.7,0.66,0.66,0.53716,212.7,0.66,0.66,0.534255,
06/30/2009,1684.0,1515.0,1117.0,398.0,,169.0,,0.0,0.0,,-589.0,506.0,287.0,219.0,83.0,83.0,0.0,1095.0,-730.0,,182.0,97.0,451.0,365.0,-114.0,109.0,-15.0,8.0,7.0,124.0,124.0,,,5.0,251.0,-83.0,168.0,0.0,0.0,0.0,168.0,-3.0,165.0,,0.0,165.0,161.0,-4.0,213.6,0.77,0.77,0.753745,213.6,0.77,0.77,0.751273,
09/30/2009,1815.0,1679.0,1266.0,413.0,,136.0,,0.0,0.0,,-619.0,562.0,306.0,256.0,57.0,57.0,0.0,1196.0,-711.0,,185.0,104.0,422.0,485.0,-121.0,119.0,-15.0,8.0,7.0,134.0,134.0,,,2.0,364.0,-135.0,229.0,0.0,0.0,0.0,229.0,-2.0,227.0,0.0,0.0,227.0,233.0,6.0,218.2,1.04,1.04,1.067828,218.2,1.04,1.04,1.067498,
12/31/2009,1684.0,1327.0,917.0,410.0,,357.0,,0.0,0.0,,-701.0,475.0,274.0,201.0,226.0,226.0,0.0,983.0,-738.0,,184.0,109.0,445.0,245.0,-119.0,132.0,,,,132.0,132.0,,,-13.0,126.0,-44.0,82.0,0.0,0.0,0.0,82.0,-3.0,79.0,0.0,0.0,79.0,87.0,8.0,237.0,0.34,0.34,0.367089,237.0,0.34,0.34,0.367089,
03/31/2010,1940.0,1455.0,1034.0,421.0,,485.0,,0.0,0.0,,-897.0,564.0,293.0,271.0,333.0,333.0,0.0,1043.0,-745.0,,187.0,121.0,437.0,298.0,-117.0,111.0,-21.0,13.0,8.0,132.0,132.0,,,6.0,181.0,-75.0,106.0,0.0,0.0,0.0,106.0,-4.0,102.0,0.0,0.0,102.0,96.256,-5.744,237.6,0.43,0.43,0.405118,237.6,0.43,0.43,0.405118,
06/30/2010,1725.0,1552.0,1169.0,383.0,,173.0,,0.0,0.0,,-637.0,554.0,286.0,268.0,83.0,83.0,0.0,1088.0,-757.0,,190.0,102.0,465.0,331.0,-93.0,94.0,-21.0,13.0,8.0,115.0,115.0,,,-1.0,238.0,-83.0,155.0,0.0,0.0,0.0,155.0,-3.0,152.0,0.0,0.0,152.0,131.0,-21.0,238.4,0.64,0.64,0.549497,238.4,0.64,0.64,0.549497,
09/30/2010,2267.0,2133.0,1626.0,507.0,,134.0,,0.0,0.0,,-821.0,770.0,394.0,376.0,51.0,51.0,0.0,1446.0,-1357.0,,194.0,119.0,1044.0,89.0,-116.0,107.0,-37.0,28.0,9.0,144.0,144.0,,,9.0,-27.0,-137.0,-164.0,0.0,0.0,0.0,-164.0,-3.0,-167.0,0.0,0.0,-167.0,333.0,500.0,239.3,-0.7,-0.7,1.391559,239.3,-0.7,-0.7,1.389427,
12/31/2010,1706.0,1381.0,992.0,389.0,,325.0,,0.0,0.0,,-743.0,541.0,350.0,191.0,202.0,202.0,0.0,963.0,-765.0,,194.0,114.0,457.0,198.0,-114.0,120.0,,,,120.0,120.0,,,-6.0,84.0,-30.0,54.0,0.0,0.0,0.0,54.0,-2.0,52.0,0.0,0.0,52.0,56.0,4.0,239.9,0.21,0.21,0.233431,239.9,0.21,0.21,0.226674,
03/31/2011,1904.0,1470.0,1049.0,421.0,,434.0,,0.0,0.0,,-894.0,606.0,379.0,227.0,288.0,288.0,0.0,1010.0,-783.0,,195.0,125.0,463.0,227.0,-108.0,106.0,-13.0,6.0,7.0,119.0,119.0,,,2.0,119.0,-45.0,74.0,0.0,0.0,0.0,74.0,-3.0,71.0,0.0,0.0,71.0,60.0,-11.0,240.6,0.29,0.29,0.249377,240.6,0.29,0.29,0.244281,
06/30/2011,1781.0,1614.0,1184.0,430.0,,167.0,,0.0,0.0,,-687.0,608.0,371.0,237.0,79.0,79.0,0.0,1094.0,-778.0,,194.0,109.0,475.0,316.0,-92.0,87.0,-17.0,9.0,8.0,104.0,104.0,,,5.0,224.0,-85.0,139.0,0.0,0.0,0.0,139.0,-1.0,138.0,,0.0,138.0,135.0,-3.0,241.2,0.57,0.57,0.559701,241.2,0.57,0.57,0.557562,
09/30/2011,2268.0,2138.0,1683.0,455.0,,130.0,,0.0,0.0,,-845.0,799.0,467.0,332.0,46.0,46.0,0.0,1423.0,-873.0,,196.0,121.0,556.0,550.0,-100.0,95.0,-18.0,10.0,8.0,113.0,113.0,,,5.0,450.0,-163.0,287.0,0.0,0.0,0.0,287.0,-2.0,285.0,,0.0,285.0,389.0,104.0,241.7,1.18,1.18,1.609433,241.7,1.18,1.18,1.609433,
12/31/2011,1578.0,1308.0,943.0,365.0,,270.0,,0.0,0.0,,-677.0,520.0,350.0,170.0,157.0,157.0,0.0,901.0,-753.0,,200.0,102.0,451.0,148.0,-105.0,115.0,,,,115.0,115.0,,,-10.0,43.0,-17.0,26.0,0.0,0.0,0.0,26.0,-1.0,25.0,0.0,0.0,25.0,32.0,7.0,242.3,0.1,0.1,0.132068,242.3,0.1,0.1,0.12889,
03/31/2012,1412.0,1064.0,575.0,489.0,,348.0,,0.0,0.0,,-605.0,390.0,181.0,209.0,215.0,215.0,0.0,807.0,-649.0,,167.0,113.0,369.0,158.0,-96.0,82.0,-16.0,9.0,7.0,98.0,98.0,,,14.0,62.0,-23.0,39.0,442.0,442.0,0.0,-403.0,0.0,-403.0,0.0,0.0,-403.0,39.0,0.0,242.6,-1.66,0.15,0.15,242.6,-1.66,0.15,0.15,
06/30/2012,1402.0,1255.0,1205.0,50.0,,147.0,,0.0,0.0,,-385.0,336.0,175.0,161.0,49.0,49.0,0.0,1017.0,-673.0,,168.0,110.0,395.0,344.0,-86.0,79.0,-19.0,8.0,11.0,98.0,98.0,,,7.0,258.0,-96.0,162.0,-48.0,-48.0,0.0,210.0,1.0,211.0,0.0,0.0,211.0,163.0,0.0,242.6,0.87,0.66,0.66,242.6,0.87,0.66,0.66,
