Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/02/2000,328.0,4.6,4.6,0.0,127.199997,,,,54.400002,26.4,65.400002,8.2,-45.599998,27.700001,,,,,,213.899994,62.200001,194.800003,-132.600006,0.0,51.900002,8.0,8.0,0.0,,,43.900002,114.100002,,50.299999,50.299999,,,,0.0,,,,,,64.899998,,,64.899998,115.199997,83.5,,,,,74.0,,,,,,,74.0,157.5,272.699997,0.0,39.0,,,0.0,,16.299999,55.299999,0.0,55.299999,327.999996,
07/02/2000,342.5,3.2,3.2,0.0,123.400002,123.400002,,,57.400002,24.9,64.599998,9.2,0.0,28.799999,,,,,,212.800003,58.5,177.800003,-119.300003,0.0,71.199997,7.8,7.8,0.0,,,63.399997,129.699997,,54.599998,54.599998,,,,0.0,,,,,,61.599998,,,61.599998,116.199997,91.0,,,,,77.0,,,,,,,77.0,168.0,284.199997,0.0,39.200001,,,0.0,18.9,0.200001,58.300001,0.0,58.300001,342.499998,
10/01/2000,352.299988,3.5,3.5,0.0,127.300003,127.300003,,,62.299999,27.299999,65.900002,10.5,0.0,32.900002,,,,,,226.0,62.900002,188.100006,-125.199997,0.0,63.400002,7.9,7.9,0.0,,,55.500001,126.300003,,55.5,55.5,,,,0.0,,,,,,58.400002,,,58.400002,113.900002,7.2,,,,,77.699997,,,,,,,77.699997,84.899997,198.799998,0.0,124.5,,,0.0,28.700001,0.299999,153.5,0.0,153.5,352.299998,
12/31/2000,350.899994,14.9,14.9,0.0,118.5,,,,65.199997,29.6,59.400002,12.1,0.0,24.200001,,,,,,222.800003,74.0,185.800003,-111.800003,0.0,54.099998,7.6,7.6,0.0,,,46.499999,128.099998,,58.700001,58.700001,,,,0.0,0.0,0.0,0.0,,,56.499996,,,56.499996,115.199997,0.0,,,,,72.599998,,,,,,,72.599998,72.599998,187.799995,0.0,125.099998,,,0.0,,38.0,163.099998,0.0,163.099998,350.899994,
04/01/2001,374.5,4.6,4.6,0.0,120.900002,,,,81.300003,32.900002,67.199997,15.4,-34.200001,33.200001,,,,,,240.0,78.199997,194.199997,-116.0,0.0,56.299999,7.4,7.4,0.0,,,48.899999,134.499996,,56.700001,56.700001,,,,0.0,0.0,0.0,0.0,,,53.999996,,,53.999996,110.699997,27.700001,,,,,66.599998,,,,,,,66.599998,94.299999,204.999996,0.0,126.0,,,,,43.5,169.5,0.0,169.5,374.499996,
07/01/2001,364.200012,5.2,5.2,0.0,112.0,112.0,,,72.099998,22.0,71.900002,11.4,0.0,40.900002,,,,,,230.199997,79.099998,201.100006,-122.0,0.0,54.900002,5.8,5.8,0.0,,,49.100001,134.0,,47.200001,47.200001,,,,0.0,0.0,0.0,0.0,,,61.100002,,,61.100002,108.300003,38.0,,,,,58.900002,,,,,,,58.900002,96.900002,205.200005,0.0,126.5,,,,32.400002,0.099998,159.0,0.0,159.0,364.200005,
09/30/2001,362.6,6.9,6.9,,115.5,115.5,,,65.0,22.9,67.8,9.7,-35.4,50.4,,,,,,237.8,79.4,204.3,-124.9,,45.4,6.3,6.3,0.0,,,39.1,124.8,,45.0,45.0,,,,,,,,,,60.3,,,60.3,105.3,31.9,,,,,59.6,,,,,,,59.6,91.5,196.8,,127.9,,,0.0,38.0,-0.1,165.8,,165.8,362.6,
12/31/2001,349.299988,11.9,11.9,0.0,108.699997,,,,56.099998,24.299999,52.0,8.8,-29.0,32.599998,,,,,,209.300003,80.199997,193.399994,-113.199997,0.0,59.799999,26.200001,26.200001,0.0,,,33.599998,139.999996,,36.900002,36.900002,,,,0.0,0.0,0.0,0.0,,,57.099998,,,57.099998,94.0,30.0,,,,,52.299999,,,,,,,52.299999,82.299999,176.299999,0.0,128.300003,,,0.0,,44.700001,173.000004,0.0,173.000004,349.300003,
03/31/2002,351.200012,7.0,7.0,0.0,120.099998,,,,55.0,23.9,53.400002,9.4,-31.700001,30.1,,,,,,212.199997,79.099998,196.399994,-117.300003,0.0,59.900002,26.200001,26.200001,0.0,,,33.700001,139.0,,42.400002,42.400002,,,,0.0,0.0,0.0,0.0,,,58.699997,,,58.699997,101.099998,19.5,,,,,51.799999,,,,,,,51.799999,71.299999,172.399998,0.0,128.800003,,,0.0,,50.0,178.800003,0.0,178.800003,351.200001,
06/30/2002,352.600006,10.1,10.1,0.0,117.699997,,,,61.900002,22.4,61.400002,8.4,-30.299999,24.5,,,,,,214.199997,77.400002,199.600006,-122.199997,0.0,61.0,26.200001,26.200001,0.0,,,34.799999,138.400002,,44.099998,44.099998,,,,0.0,0.0,0.0,0.0,,,69.200005,,,69.200005,113.300003,27.9,,,,,25.9,,,,,,,25.9,53.799999,167.100002,0.0,129.600006,,,0.0,,55.900002,185.500008,0.0,185.500008,352.60001,
09/29/2002,370.799988,8.9,8.9,0.0,112.5,112.5,,,67.900002,23.1,66.0,7.9,0.0,25.0,,,,,,214.300003,76.0,201.699997,-125.699997,0.0,80.5,45.700001,45.700001,0.0,,,34.799999,156.5,,51.5,51.5,,,,0.0,0.0,0.0,0.0,,,72.599998,,,72.599998,124.099998,0.0,,,,,54.0,,,,,,,54.0,54.0,178.099998,0.0,130.0,,,0.0,62.700001,0.0,192.700001,0.0,192.700001,370.799999,
12/29/2002,391.100006,19.0,19.0,0.0,109.199997,,,,66.800003,23.700001,65.699997,8.5,-31.1,26.9,,,,,,221.899994,74.699997,201.5,-126.800003,0.0,94.5,44.299999,44.299999,0.0,,,50.200001,169.199997,,53.099998,53.099998,,,,0.0,0.0,0.0,0.0,,,66.200005,,,66.200005,119.300003,0.0,,,,,95.0,,,,,,,95.0,95.0,214.300003,0.0,130.100006,,,0.0,,46.700001,176.800007,0.0,176.800007,391.10001,
03/30/2003,394.200012,15.4,15.4,0.0,108.099998,108.099998,,,74.300003,24.200001,72.0,9.3,0.0,27.0,,,,,,224.800003,72.5,203.800003,-131.300003,0.0,96.900002,44.299999,44.299999,0.0,,,52.600002,169.400002,,48.5,48.5,,,,0.0,0.0,0.0,0.0,,,69.099998,,,69.099998,117.599998,0.0,,,,,93.099998,,,,,,,93.099998,93.099998,210.699997,0.0,131.300003,,,0.0,75.400002,-23.200001,183.500004,0.0,183.500004,394.200001,
06/29/2003,415.5,4.9,4.9,0.0,115.099998,115.099998,,,80.300003,27.200001,67.400002,16.200001,0.0,27.6,,,,,,227.899994,73.0,209.300003,-136.300003,0.0,114.599998,61.700001,61.700001,0.0,,,52.899998,187.599998,,47.900002,47.900002,,,,0.0,0.0,0.0,0.0,,,82.200005,,,82.200005,130.100006,0.0,,,,,94.800003,,,,,,,94.800003,94.800003,224.900009,0.0,131.5,,,0.0,81.900002,-22.800003,190.599998,0.0,190.599998,415.500008,
09/28/2003,440.5,26.6,26.6,0.0,119.5,119.5,,,74.5,26.200001,60.400002,15.3,0.0,27.200001,,,,,,247.800003,73.800003,214.800003,-141.0,0.0,118.900002,63.099998,63.099998,0.0,,,55.800003,192.700005,,50.099998,50.099998,,,,0.0,0.0,0.0,0.0,,,89.200005,,,89.200005,139.300003,0.0,,,,,100.300003,,,,,,,100.300003,100.300003,239.600006,0.0,132.199997,,,0.0,91.800003,-23.100006,200.899994,0.0,200.899994,440.5,
12/28/2003,428.100006,37.799999,37.799999,0.0,121.300003,121.300003,,,63.599998,22.4,54.0,12.1,-24.9,29.799999,,,,,,252.5,76.0,217.800003,-141.800003,0.0,99.599998,56.200001,56.200001,0.0,,,43.399998,175.599998,,48.099998,48.099998,,,,0.0,0.0,0.0,0.0,,,74.900002,,,74.900002,123.0,0.0,,,,,84.099998,,,,,,,84.099998,84.099998,207.099998,0.0,132.699997,,,0.0,99.599998,-11.299995,221.0,0.0,221.0,428.099998,
03/28/2004,450.799988,24.0,24.0,0.0,133.0,133.0,,,70.0,25.0,59.200001,8.7,0.0,27.700001,,,,,,254.699997,75.300003,222.800003,-147.5,0.0,120.800003,73.199997,73.199997,0.0,,,47.600006,196.100006,,51.299999,51.299999,,,,0.0,0.0,0.0,0.0,,,79.800007,,,79.800007,131.100006,0.0,,,,,90.400002,,,,,,,90.400002,90.400002,221.500008,0.0,134.800003,,,0.0,105.5,-11.0,229.300003,0.0,229.300003,450.800011,
