Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1997,2858.199951,940.0,1405.300049,229.600006,,229.600006,283.299988,,,283.299988,,-2644.800049,-1641.500024,3.9,,,-1645.400024,,,29.0,29.0,,,,,,-1032.300025,-206.399994,-572.099976,350.299988,,,,-63.600006,291.799988,-355.399994,79.0,,7.0,,,
03/31/1998,2202.800049,893.400024,1410.5,126.400002,,126.400002,-227.5,,,-227.5,,-1715.199951,-1659.100049,0.2,,,-1659.300049,,,0.0,0.0,0.0,,,,,-56.099902,-406.500038,-593.799988,555.599945,,,,-280.399994,324.600006,-605.0,-87.900002,,81.099998,,,
06/30/1998,2669.899902,1020.900024,1445.800049,134.199997,,134.199997,69.0,,,69.0,,-1850.400024,-1822.6,1.9,,,-1824.5,,,0.0,0.0,0.0,,,,,-27.800024,-920.299961,-594.5,-396.59996,,,,0.600002,50.900002,-50.299999,70.199997,,-100.800003,,,
09/30/1998,2477.699951,-8.1,1469.800049,458.299988,,458.299988,557.700012,,,557.700012,,-1842.699951,-1936.8,0.7,,,-1937.5,,,0.0,0.0,0.0,,,,,94.100049,-317.300114,-595.5,228.299896,,,,-80.800007,48.299999,-129.100006,130.699997,,317.700012,,,
12/31/1998,2720.5,1059.099976,1544.099976,231.899994,,231.899994,-114.599998,,,-114.599998,,-2276.600098,-2016.099952,9.099999,,,-2025.199951,,,0.0,0.0,0.0,,,,,-260.500146,-827.599792,-595.700012,461.800217,,,,-82.199997,135.199997,-217.399994,-611.5,,-383.700012,,,
03/31/1999,2486.0,1142.0,1504.0,-160.0,218.0,-378.0,-363.0,,,-363.0,,-998.0,-1711.0,0.0,,,-1711.0,,,0.0,0.0,0.0,,,,,713.0,-1357.0,-598.0,-1006.0,,,,-57.0,151.0,-208.0,304.0,,131.0,,,
06/30/1999,2210.0,1167.0,1541.0,181.0,,181.0,-679.0,,,-679.0,,-2509.0,-1929.0,0.0,,,-1929.0,,,0.0,0.0,0.0,,,,,-580.0,163.0,-603.0,4147.0,,,,-161.0,29.0,-190.0,-3220.0,,-136.0,,,
09/30/1999,2709.0,1174.0,1557.0,207.0,,207.0,-229.0,,,-229.0,,-1955.0,-2176.0,0.0,,,-2176.0,,,0.0,0.0,0.0,,,,,221.0,-722.0,-600.0,-3075.0,,,,-132.0,103.0,-235.0,3085.0,,32.0,,,
12/31/1999,9612.0,4777.0,5288.0,-493.0,2148.0,-2641.0,40.0,-1865.0,-146.0,2051.0,,-11958.0,-7197.0,0.0,,,-7197.0,,,0.0,0.0,0.0,,,,,-4761.0,3648.0,-2426.0,6526.0,,,,-521.0,883.0,-1404.0,69.0,,1302.0,,,
03/31/2000,4474.0,1515.0,2591.0,186.0,,186.0,182.0,,,182.0,,-5067.0,-3102.0,47.0,,,-3149.0,,,0.0,0.0,0.0,,,,,-1965.0,-736.0,-1053.0,1396.0,,,,-924.0,159.0,-1083.0,-155.0,,-1329.0,,,
06/30/2000,8329.0,6473.0,5811.0,-5705.0,2084.0,-7789.0,1750.0,,,1750.0,,-7595.0,-7632.0,,,,-7632.0,,,,,,,,,,37.0,-1421.0,-2099.0,1689.0,,,,-1002.0,380.0,-1382.0,-9.0,,-687.0,,,
09/30/2000,12045.0,9117.0,9022.0,-6377.0,2878.0,-9255.0,283.0,,,283.0,,-8129.0,-11880.0,,,,-11880.0,,,,,,,,,,3751.0,-5121.0,-3389.0,215.0,,,,-1848.0,415.0,-2263.0,-99.0,,-1205.0,,,
12/31/2000,3782.0,1912.0,3231.0,533.0,3434.0,-2901.0,-1894.0,-2440.0,-530.0,1076.0,,-7926.0,-5753.0,,,,-5753.0,,,0.0,0.0,0.0,,,,,-2173.0,4073.0,-1032.0,4843.0,,,,130.0,130.0,,132.0,,-71.0,,,
03/31/2001,3102.0,1572.0,3360.0,340.0,,340.0,-2170.0,,,-2170.0,,-6454.0,-4478.0,0.0,,,-4478.0,,,0.0,0.0,0.0,,,,,-1976.0,3284.0,-1040.0,4348.0,,,,71.0,77.0,-6.0,-95.0,,-68.0,,,
06/30/2001,4556.0,-1021.0,3400.0,2968.0,,2968.0,-791.0,,,-791.0,,-4421.0,-4685.0,0.0,,,-4685.0,,,0.0,0.0,0.0,,,,,264.0,1792.0,-1039.0,2921.0,,,,163.0,165.0,-2.0,-253.0,,1927.0,,,
09/30/2001,5438.0,1875.0,3402.0,669.0,,669.0,-508.0,,,-508.0,,-4282.0,-3314.0,0.0,,,-3314.0,,,0.0,0.0,0.0,,,,,-968.0,-2407.0,-1040.0,-1504.0,,,,184.0,194.0,-10.0,-47.0,,-1251.0,,,
12/31/2001,6677.0,-2037.0,3495.0,4152.0,,4152.0,1067.0,,,1067.0,,-6469.0,-4894.0,0.0,,,-4894.0,,,0.0,0.0,0.0,,,,,-1575.0,-594.0,-1049.0,299.0,,,,65.0,65.0,0.0,91.0,,-386.0,,3289.0,
03/31/2002,4478.0,-501.0,3320.0,2545.0,,2545.0,-886.0,,,-886.0,,-2020.0,-2374.0,0.0,,,-2374.0,,,0.0,0.0,0.0,,,,,354.0,-2422.0,-1051.0,-1629.0,,,,222.0,222.0,0.0,36.0,,36.0,,,
06/30/2002,5564.0,-2115.0,3356.0,4364.0,,4364.0,-41.0,,,-41.0,,-1493.0,-3136.0,0.0,,,-3136.0,,,0.0,0.0,0.0,,,,,1643.0,-2124.0,-1045.0,-1349.0,,,,202.0,202.0,0.0,68.0,,1947.0,,,
09/30/2002,6036.0,4405.0,3320.0,-2600.0,,-2600.0,911.0,,,911.0,,2536.0,-2598.0,0.0,,,-2598.0,,,0.0,0.0,0.0,,,,,5134.0,-5883.0,-1051.0,-5040.0,,,,229.0,229.0,0.0,-21.0,,2689.0,,,
12/31/2002,6021.0,2290.0,3294.0,2407.0,,2407.0,-1970.0,,,-1970.0,,-5823.0,-4953.0,0.0,,,-4953.0,,,0.0,0.0,0.0,,,,,-870.0,-4380.0,-1053.0,-3577.0,,,,262.0,262.0,0.0,-12.0,,-4182.0,,,
03/31/2003,5802.0,2406.0,3367.0,-466.0,,-466.0,495.0,,,495.0,,-2093.0,-2466.0,0.0,,,-2466.0,,,0.0,0.0,0.0,,,,,373.0,-1000.0,-1056.0,-58.0,,,,256.0,256.0,0.0,-142.0,,2709.0,,,
06/30/2003,5157.0,338.0,3366.0,2021.0,,2021.0,-568.0,,,-568.0,,-2990.0,-2827.0,0.0,,,-2827.0,,,0.0,0.0,0.0,,,,,-163.0,-5466.0,-1059.0,-4583.0,,,,215.0,215.0,0.0,-39.0,,-3299.0,,,
09/30/2003,5312.0,1791.0,3419.0,1367.0,,1367.0,-1265.0,,,-1265.0,,-1834.0,-2848.0,0.0,,,-2848.0,,,0.0,0.0,0.0,,,,,1014.0,-3552.0,-1060.0,-2664.0,,,,146.0,146.0,0.0,26.0,,-74.0,,,
12/31/2003,6201.0,-1458.0,3447.0,831.0,,831.0,3381.0,,,3381.0,,-5328.0,-3742.0,0.0,,,-3742.0,,,0.0,0.0,0.0,,,,,-1586.0,-920.0,-1064.0,-123.0,,,,222.0,222.0,0.0,45.0,,-47.0,,,
03/31/2004,4038.000244,1199.000122,3428.0,1194.0,124.0,1070.0,-1783.000122,,,-1783.000122,,-2089.0,-2643.0,0.0,,,-2643.0,,,0.0,0.0,0.0,,,,,554.0,-2048.0,-1065.0,-977.0,,,,80.0,80.0,0.0,-86.0,,-99.0,,,
06/30/2004,5853.0,1796.999878,3440.0,1158.0,349.0,809.0,-542.0,,,-542.0,,-2670.000244,-3184.0,0.0,,,-3184.0,,,0.0,0.0,0.0,,,,,513.999756,-3175.0,-1066.0,-2034.0,,,,11.0,11.0,0.0,-86.0,,8.0,,,
09/30/2004,5603.0,1796.0,3477.0,414.0,495.0,-81.0,-84.0,,,-84.0,,-3065.999756,-3249.999756,0.0,,,-3249.999756,,,0.0,0.0,0.0,,,,,184.0,-2498.999878,-1067.0,-1432.999878,,,,-128.0,129.0,-257.0,129.0,,38.0,,,
12/31/2004,6326.0,3039.0,3565.0,1134.0,874.0,260.0,-1412.0,-1617.0,-274.0,479.0,,-2518.0,-4182.0,0.0,,,-4182.0,,,0.0,0.0,0.0,,,,,1664.0,-2134.0,-1064.0,-1023.0,,,,-13.0,100.0,-113.0,-34.0,,1674.0,597.0,2723.0,
03/31/2005,3936.0,1757.0,3460.0,-1031.0,-281.0,-750.0,-250.0,,,-250.0,,-4312.0,-3594.0,0.0,,,-3594.0,,,0.0,0.0,0.0,,,,,-718.0,-1222.0,-1066.0,-42.0,,,,-93.0,25.0,-118.0,-21.0,,-1598.0,,,
06/30/2005,5976.0,2113.0,3326.0,1533.0,-458.0,1991.0,-996.0,,,-996.0,,-6610.0,-3944.0,0.0,,,-3944.0,,,0.0,0.0,0.0,,,,,-2666.0,1347.0,-1122.0,2500.0,,,,-69.0,7.0,-76.0,38.0,,713.0,,,
09/30/2005,5363.0,1869.0,3518.0,688.0,-182.0,870.0,-712.0,,,-712.0,,-2703.0,-3897.0,0.0,,,-3897.0,,,0.0,0.0,0.0,,,,,1194.0,-3449.0,-1120.0,-2292.0,,,,-23.0,5.0,-28.0,-14.0,,-789.0,,,
12/31/2005,6750.0,1658.0,3311.0,1746.0,-172.0,1918.0,35.0,-788.0,-236.0,1059.0,,-4867.0,-3529.0,0.0,,,-3529.0,,,0.0,0.0,0.0,,,,,-1338.0,-1710.0,-1119.0,-406.0,,,,-49.0,0.0,-49.0,-136.0,,173.0,,,
03/31/2006,6066.0,1632.0,3667.0,1149.0,-149.0,1298.0,-382.0,,,-382.0,,-1748.0,-4021.0,0.0,,,-4021.0,,,0.0,0.0,0.0,,,,,2273.0,-3830.0,-1185.0,-2144.0,,,,-334.0,64.0,-398.0,-167.0,,488.0,,,
06/30/2006,6541.0,1611.0,3607.0,1962.0,-516.0,2478.0,-639.0,,,-639.0,,-2712.0,-4264.0,0.0,,,-4264.0,,,0.0,0.0,0.0,,,,,1552.0,-11509.0,-1180.0,-8678.0,,,,-1615.0,5.0,-1620.0,-36.0,,-7680.0,,,
09/30/2006,6713.0,1922.0,3606.0,1722.0,143.0,1579.0,-537.0,,,-537.0,,-3836.0,-3993.0,0.0,,,-3993.0,,,0.0,0.0,0.0,,,,,157.0,-2218.0,-1172.0,-784.0,,,,-293.0,46.0,-339.0,31.0,,659.0,,,
12/31/2006,5840.0,1032.0,3665.0,1313.0,270.0,1043.0,-170.0,-1312.0,8.0,1134.0,,-6294.0,-4823.0,0.0,,,-4823.0,,,0.0,0.0,0.0,,,,,-1471.0,1828.0,-1182.0,3611.0,,,,-293.0,59.0,-352.0,-308.0,,1374.0,,,
03/31/2007,4517.0,1495.0,3533.0,605.0,222.0,383.0,-1116.0,,,-1116.0,,-3187.0,-4163.0,0.0,,,-4163.0,,,0.0,0.0,0.0,,,,,976.0,-3248.0,-1179.0,-1749.0,,,,-317.0,110.0,-427.0,-3.0,,-1918.0,,,
06/30/2007,6475.0,1683.0,3573.0,2104.0,110.0,1994.0,-885.0,,,-885.0,,-3690.0,-4352.0,0.0,,,-4352.0,,,0.0,0.0,0.0,,,,,662.0,-3430.0,-1164.0,-2157.0,,,,-82.0,443.0,-525.0,-27.0,,-645.0,,,
09/30/2007,6457.0,1271.0,3605.0,1876.0,376.0,1500.0,-295.0,,,-295.0,,-3607.0,-4277.0,0.0,,,-4277.0,,,0.0,0.0,0.0,,,,,670.0,-2791.0,-1186.0,-1124.0,,,,-541.0,241.0,-782.0,60.0,,59.0,,,
12/31/2007,8290.0,1072.0,3666.0,4009.0,-300.0,4309.0,-457.0,-1931.0,-255.0,1729.0,,-5624.0,-4746.0,0.0,,,-4746.0,,,0.0,0.0,0.0,,,,,-878.0,-2228.0,-1244.0,-323.0,,,,-629.0,480.0,-1109.0,-32.0,,438.0,,,
03/31/2008,5390.0,1642.0,3582.0,1297.0,682.0,615.0,-1131.0,,,-1131.0,,-4818.0,-4220.0,0.0,,,-4220.0,,,0.0,0.0,0.0,,,,,-598.0,3760.0,-1237.0,5941.0,,,,-992.0,9.0,-1001.0,48.0,,4332.0,,,
06/30/2008,7245.0,1882.0,3584.0,5215.0,1092.0,4123.0,-3436.0,,,-3436.0,,-17450.0,-4177.0,0.0,,,-4177.0,,,0.0,0.0,0.0,,,,,-13273.0,5302.0,-1227.0,7283.0,,,,-110.0,6.0,-116.0,-644.0,,-4903.0,,,
09/30/2008,7299.0,1669.0,3652.0,1879.0,466.0,1413.0,99.0,,,99.0,,-5614.0,-4178.0,0.0,,,-4178.0,,,0.0,0.0,0.0,,,,,-1436.0,-1571.0,-1223.0,62.0,,,,-251.0,1.0,-252.0,-159.0,,114.0,,,
12/31/2008,7623.0,1235.0,3747.0,580.0,-57.0,637.0,2061.0,,,2061.0,,-3697.0,-4663.0,0.0,,,-4663.0,,,0.0,0.0,0.0,,,,,966.0,5160.0,-1307.0,6555.0,,,,1.0,1.0,0.0,-89.0,,9086.0,,,
03/31/2009,6622.0,1645.0,4028.0,1342.0,604.0,738.0,-393.0,,,-393.0,0.0,-8759.0,-3707.0,0.0,,0.0,-3707.0,-3707.0,0.0,0.0,0.0,0.0,-5118.0,0.0,-5118.0,0.0,66.0,-3666.0,-1307.0,-1905.0,7908.0,7052.0,-16865.0,0.0,0.0,0.0,-454.0,0.0,-5803.0,,,
06/30/2009,7717.0,1483.0,4091.0,3862.0,692.0,3170.0,-1719.0,,,-1719.0,,-4519.0,-4387.0,0.0,,,-4387.0,-4387.0,0.0,0.0,0.0,0.0,-249.0,0.0,-249.0,0.0,117.0,-6357.0,-1307.0,-4331.0,-8011.0,4988.0,-1308.0,0.0,0.0,0.0,-719.0,0.0,-3159.0,,,
09/30/2009,8981.0,1176.0,4172.0,4322.0,1376.0,2946.0,-689.0,,,-689.0,0.0,-4670.0,-4356.0,0.0,,0.0,-4356.0,-4356.0,0.0,0.0,0.0,0.0,-260.0,0.0,-260.0,0.0,-54.0,-3915.0,-1306.0,-2144.0,-1351.0,0.0,-793.0,0.0,0.0,0.0,-465.0,0.0,396.0,,,
12/31/2009,8272.0,617.0,4243.0,1248.0,-579.0,1827.0,2164.0,,,-2164.0,0.0,-5208.0,-4422.0,0.0,,0.0,-4422.0,-4422.0,0.0,0.0,0.0,0.0,-331.0,0.0,-331.0,0.0,-455.0,-2271.0,-1351.0,-492.0,-198.0,0.0,-294.0,0.0,0.0,0.0,-428.0,0.0,793.0,,,
03/31/2010,7084.0,443.0,4122.0,3562.0,2445.0,1117.0,-1043.0,,,-1043.0,0.0,-3623.0,-3423.0,0.0,,0.0,-3423.0,-3423.0,0.0,0.0,0.0,0.0,-274.0,0.0,-274.0,0.0,74.0,-2433.0,-1347.0,-616.0,-97.0,0.0,-519.0,0.0,0.0,0.0,-470.0,0.0,1028.0,,,
06/30/2010,9723.0,-1192.0,4177.0,4193.0,-1670.0,5863.0,2545.0,,,2545.0,0.0,-1920.0,-4196.0,0.0,,,-4196.0,-4196.0,0.0,0.0,0.0,0.0,2330.0,2594.0,-264.0,0.0,-54.0,-6079.0,-1343.0,-4075.0,0.0,,-4075.0,0.0,0.0,0.0,-661.0,0.0,1724.0,,,
09/30/2010,8307.0,659.0,4023.0,4487.0,836.0,3651.0,-862.0,,,-862.0,0.0,-4517.0,-4125.0,0.0,0.0,0.0,-4125.0,-4125.0,0.0,0.0,0.0,0.0,-489.0,0.0,-489.0,0.0,97.0,-3157.0,-1344.0,-4347.0,-1000.0,0.0,-3347.0,0.0,0.0,0.0,2534.0,0.0,633.0,,,
12/31/2010,8249.0,2639.0,4083.0,1652.0,1622.0,30.0,-125.0,0.0,0.0,-125.0,0.0,-4994.0,-5500.0,0.0,,0.0,-5500.0,-4714.0,-786.0,0.0,0.0,0.0,375.0,0.0,375.0,0.0,131.0,-1981.0,-1378.0,-195.0,0.0,0.0,-195.0,0.0,0.0,0.0,-408.0,0.0,1274.0,,,
03/31/2011,5035.0,1439.0,4024.0,1642.0,790.0,852.0,-2070.0,,,-2070.0,0.0,-4375.0,-4363.0,0.0,,,-4363.0,-4363.0,0.0,0.0,0.0,0.0,-104.0,0.0,-104.0,0.0,92.0,6679.0,-1379.0,8272.0,2384.0,6440.0,-552.0,70.0,70.0,0.0,-284.0,0.0,7339.0,,,
06/30/2011,7757.0,1609.0,4113.0,2326.0,711.0,1615.0,-291.0,,,-291.0,0.0,-5497.0,-4555.0,0.0,,,-4555.0,-4555.0,0.0,0.0,0.0,0.0,-1564.0,0.0,-1564.0,0.0,622.0,-10027.0,-1380.0,-8176.0,-1372.0,0.0,-6804.0,52.0,52.0,0.0,-523.0,0.0,-7767.0,,,
09/30/2011,8720.0,1379.0,4179.0,3354.0,400.0,2954.0,-192.0,,,-192.0,0.0,-3540.0,-3628.0,0.0,,,-3628.0,-3628.0,0.0,0.0,0.0,0.0,-186.0,0.0,-186.0,0.0,274.0,-1096.0,-1380.0,811.0,805.0,70.0,-64.0,17.0,17.0,0.0,-544.0,0.0,4084.0,,,
12/31/2011,8268.0,-2023.0,4180.0,5923.0,-2124.0,8047.0,188.0,,,188.0,0.0,-3838.0,-3698.0,0.0,,,-3698.0,-3698.0,0.0,0.0,0.0,0.0,-164.0,0.0,-164.0,0.0,24.0,-1392.0,-1416.0,276.0,111.0,4550.0,-4385.0,102.0,102.0,0.0,-354.0,0.0,3038.0,,,
03/31/2012,5957.0,1686.0,4028.0,1823.0,656.0,1167.0,-1580.0,,,-1580.0,0.0,-3673.0,-3590.0,0.0,,0.0,-3590.0,-3565.0,-25.0,0.0,0.0,0.0,-140.0,0.0,-140.0,0.0,57.0,-9737.0,-1291.0,-3562.0,-1734.0,0.0,-1828.0,69.0,69.0,0.0,-4953.0,0.0,-7453.0,,,
06/30/2012,9314.0,1825.0,4128.0,2917.0,581.0,2336.0,444.0,,,444.0,0.0,-3911.0,-3865.0,0.0,,,-3865.0,-3865.0,0.0,0.0,0.0,0.0,-77.0,0.0,-77.0,0.0,31.0,-1311.0,-1296.0,784.0,847.0,,-63.0,141.0,141.0,0.0,-940.0,0.0,4092.0,,,
09/30/2012,9487.0,1593.0,4167.0,2788.0,428.0,2360.0,939.0,,,939.0,0.0,-7841.0,-7701.0,0.0,,,-7701.0,-3885.0,-3816.0,0.0,0.0,0.0,-596.0,0.0,-596.0,0.0,456.0,-1933.0,-1300.0,275.0,1262.0,0.0,-987.0,68.0,68.0,0.0,-976.0,0.0,-287.0,,,
12/31/2012,6728.0,-4229.0,4137.0,7332.0,-2617.0,9949.0,-512.0,,,-512.0,0.0,-5077.0,-4979.0,0.0,,,-4979.0,-4860.0,-119.0,0.0,0.0,0.0,-75.0,0.0,-75.0,0.0,-23.0,-8272.0,-1343.0,-848.0,-1812.0,4489.0,-3525.0,37.0,37.0,0.0,-6118.0,0.0,-6621.0,,,
03/31/2013,7531.0,1952.0,4118.0,2952.0,878.0,2074.0,-1491.0,,,-1491.0,0.0,-3599.0,-3719.0,0.0,,0.0,-3719.0,-3602.0,-117.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,141.0,-1550.0,-1472.0,1008.0,581.0,500.0,-73.0,-97.0,56.0,-153.0,-989.0,0.0,2382.0,,,
06/30/2013,9617.0,2246.0,4151.0,3389.0,934.0,2455.0,-169.0,,,-169.0,0.0,-4236.0,-4161.0,0.0,,,-4161.0,-4014.0,-147.0,0.0,0.0,0.0,-55.0,0.0,-55.0,0.0,-20.0,-9068.0,-1474.0,-3271.0,,,,18.0,18.0,0.0,-4341.0,0.0,-3687.0,,,
09/30/2013,11239.0,2232.0,4154.0,4271.0,1199.0,3072.0,582.0,,,582.0,0.0,-2188.0,-2246.0,2111.0,,,-4357.0,-4191.0,-166.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,63.0,45871.0,-1474.0,48713.0,108.0,48667.0,-62.0,2.0,2.0,0.0,-1370.0,0.0,54922.0,,,
12/31/2013,10431.0,5067.0,4183.0,-35.0,2774.0,-2809.0,1216.0,,,1216.0,0.0,-4810.0,-4947.0,0.0,0.0,0.0,-4947.0,-4797.0,-150.0,0.0,0.0,0.0,-413.0,0.0,-413.0,0.0,550.0,-8803.0,-1516.0,-5589.0,182.0,0.0,-5771.0,9.0,9.0,0.0,-1707.0,0.0,-3182.0,,,
