Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2008,3435.184,804.254,454.312,349.942,195.113,195.113,,0.0,0.0,0.0,0.0,0.0,472.161,,,,,1471.528,93.826,,,488.83,,1381.0,1031.659,804.384,227.275,349.341,1963.656,,40.876,40.876,,,,0.0,0.0,0.0,0.0,1148.164,,,1148.164,1189.04,0.0,0.0,0.0,0.0,331.382,,331.382,331.382,1520.422,0.0,1900.867,,,-430.445,394.244,50.096,1914.762,0.0,1914.762,3435.184,
06/30/2008,3310.466,602.626,602.626,0.0,201.692,201.692,,0.0,0.0,0.0,0.0,0.0,733.255,,,,,1537.573,97.721,,,295.403,,1379.769,1011.709,803.731,207.978,368.06,1772.893,,38.946,38.946,,,,0.0,0.0,0.0,0.0,1208.862,,,1208.862,1247.808,0.0,0.0,0.0,0.0,329.581,,329.581,329.581,1577.389,0.0,1955.596,,,-705.457,442.07,40.868,1733.077,0.0,1733.077,3310.466,
09/30/2008,3159.945,780.145,610.821,169.324,209.103,209.103,,0.0,0.0,0.0,0.0,0.0,474.061,,,,,1463.309,99.539,,,222.889,,1374.208,999.165,806.739,192.426,375.043,1696.636,,52.803,52.803,,,,0.0,0.0,0.0,0.0,1105.951,,,1105.951,1158.754,0.0,0.0,0.0,0.0,314.591,,314.591,314.591,1473.345,0.0,2010.503,,,-818.841,490.878,4.06,1686.6,0.0,1686.6,3159.945,
12/31/2008,3457.881,510.751,483.302,27.449,322.986,322.986,,0.0,0.0,0.0,0.0,0.0,571.051,,,,,1404.788,114.435,347.929,-233.494,82.974,,1855.684,1485.419,1169.616,315.803,370.265,2053.093,,41.529,41.529,,,,0.0,0.0,0.0,0.0,1287.099,,,1287.099,1328.628,0.0,0.0,0.0,0.0,376.765,,376.765,376.765,1705.393,0.0,2055.057,,,-819.861,536.284,-18.992,1752.488,0.0,1752.488,3457.881,
03/31/2009,3573.276,752.473,585.797,166.676,240.411,240.411,0.0,0.0,0.0,0.0,0.0,0.0,581.118,245.416,,319.767,48.617,1574.002,112.356,,,49.007,49.007,1837.911,1451.224,1165.315,285.909,66.92,1999.274,,243.114,52.958,10.329,,179.827,100.0,100.0,,,1061.596,290.616,,82.86,1404.71,0.0,0.0,,,349.817,59.201,0.0,349.817,1754.527,0.0,2091.358,1.832,2089.526,-836.365,589.74,-25.984,1818.749,0.0,1818.749,3573.276,
06/30/2009,3710.919,863.048,646.686,216.362,265.986,265.986,0.0,0.0,0.0,0.0,0.0,0.0,578.962,243.139,,327.49,51.739,1707.996,121.165,,,23.031,23.031,1858.727,1464.864,1187.441,277.423,66.373,2002.923,,213.412,68.52,15.677,,129.215,100.0,100.0,,,1090.533,306.365,,89.325,1403.945,0.0,0.0,,,368.725,62.36,0.0,368.725,1772.67,,2168.179,1.853,2166.326,-839.609,620.852,-11.173,1938.249,0.0,1938.249,3710.919,
09/30/2009,3908.543,883.455,639.373,244.082,231.764,231.764,0.0,0.0,0.0,0.0,0.0,0.0,647.88,320.045,,318.549,42.025,1763.099,128.289,,,22.408,22.408,1994.747,1610.883,1286.52,324.363,65.315,2145.444,,389.727,46.339,19.569,,323.819,100.0,100.0,,,1022.354,311.409,,0.0,1512.081,0.0,0.0,0.0,0.0,377.792,66.383,0.0,377.792,1889.873,0.0,2206.119,1.859,2204.26,-841.598,657.641,-3.492,2018.67,0.0,2018.67,3908.543,
12/31/2009,3963.186,893.031,677.137,215.894,294.315,294.315,0.0,0.0,0.0,0.0,0.0,0.0,575.971,228.102,0.181,292.657,35.789,1763.317,133.016,415.7,-282.684,57.137,57.137,2009.716,1577.157,1284.574,292.583,139.721,2199.869,,367.21,55.104,0.0,0.0,312.106,0.0,0.0,0.0,0.0,1068.875,338.791,0.0,0.0,1436.085,0.0,0.0,0.0,0.0,409.563,70.772,0.0,409.563,1845.648,0.0,2253.784,1.868,2251.916,-845.118,712.163,-3.291,2117.538,0.0,2117.538,3963.186,
03/31/2010,3808.407,852.571,631.346,221.225,230.657,230.657,0.0,0.0,0.0,0.0,0.0,0.0,562.155,239.495,,312.723,33.16,1645.383,129.284,,,48.956,48.956,1984.784,1536.653,1274.838,261.815,135.408,2163.024,,337.356,48.307,,,289.049,0.0,0.0,,,1061.898,316.799,,0.0,1399.254,0.0,0.0,,,391.847,75.048,0.0,391.847,1791.101,0.0,2296.085,1.885,2294.2,-1014.892,749.739,-13.626,2017.306,0.0,2017.306,3808.407,
06/30/2010,3738.375,788.393,679.544,108.849,244.333,244.333,0.0,0.0,0.0,0.0,0.0,0.0,554.108,248.38,,329.101,27.943,1586.834,129.768,,,15.929,15.929,2005.844,1518.059,1281.872,236.187,158.684,2151.541,,372.609,44.121,,,328.488,0.0,0.0,,,1040.54,327.162,,0.0,1413.149,0.0,0.0,,,391.426,64.264,0.0,391.426,1804.575,0.0,2338.356,1.893,2336.463,-1167.084,789.143,-26.615,1933.8,0.0,1933.8,3738.375,
09/30/2010,3999.209,1013.269,860.471,152.798,280.451,280.451,0.0,0.0,0.0,0.0,0.0,0.0,571.751,276.121,,317.054,19.573,1865.471,145.735,,,15.736,15.736,1972.267,1513.953,1298.077,215.876,141.26,2133.738,,410.654,60.931,,,349.723,0.0,0.0,,,1097.676,345.335,,0.0,1508.33,0.0,0.0,0.0,0.0,404.671,59.336,0.0,404.671,1913.001,0.0,2431.609,1.915,2429.694,-1169.816,835.703,-11.288,2086.208,0.0,2086.208,3999.209,
12/31/2010,4232.352,1098.518,738.419,360.099,348.254,348.254,0.0,0.0,0.0,0.0,0.0,0.0,627.795,271.571,0.936,274.835,21.29,2074.567,167.194,473.48,-306.286,85.011,85.011,1905.58,1496.761,1305.813,190.948,133.048,2157.785,,413.79,71.349,0.0,0.0,342.441,0.0,0.0,0.0,0.0,1148.331,388.617,0.0,0.0,1562.121,0.0,0.0,0.0,0.0,446.134,57.517,0.0,446.134,2008.255,0.0,2509.389,1.932,2507.457,-1173.645,896.275,-7.922,2224.097,0.0,2224.097,4232.352,
