Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2004,16137.0,3986.0,1674.0,2312.0,1965.0,45.0,,1356.0,122.0,885.0,349.0,0.0,992.0,,,,,,8299.0,4119.0,9830.0,-5711.0,1631.0,,,2088.0,818.0,693.0,125.0,,1270.0,7838.0,,1550.0,1550.0,,,,10.0,10.0,0.0,0.0,,,332.0,,,,332.0,1892.0,373.0,373.0,0.0,0.0,,976.0,,,976.0,1349.0,3241.0,0.0,2527.0,,,-248.0,10795.0,-178.0,12896.0,0.0,12896.0,16137.0,
12/31/2004,16299.0,6358.0,2668.0,3690.0,1696.0,1696.0,,1256.0,117.0,756.0,383.0,0.0,880.0,,,,,,10190.0,3918.0,9573.0,-5655.0,264.0,,,1927.0,1119.0,701.0,418.0,,808.0,6109.0,,1444.0,1444.0,,,,11.0,,,,,,470.0,,,,470.0,1925.0,368.0,299.0,69.0,69.0,,943.0,,,943.0,1311.0,3236.0,,2488.0,,,-480.0,11242.0,-187.0,13063.0,,13063.0,16299.0,
06/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2005,15063.0,5335.0,1219.0,4116.0,1812.0,1812.0,,1273.0,122.0,827.0,324.0,0.0,765.0,,,,,,9185.0,3899.0,8921.0,-5022.0,236.0,,,1743.0,1022.0,713.0,309.0,,721.0,5878.0,,750.0,750.0,,,,301.0,298.0,3.0,3.0,,,1295.0,,,,1295.0,2346.0,360.0,293.0,67.0,67.0,,420.0,,,420.0,780.0,3126.0,0.0,2481.0,,,-3856.0,13394.0,-82.0,11937.0,0.0,11937.0,15063.0,
03/31/2006,14038.0,3664.0,722.0,2942.0,1798.0,1798.0,,1246.0,91.0,819.0,336.0,0.0,1369.0,,,,,,8077.0,3868.0,8442.0,-4574.0,240.0,,,1853.0,1146.0,793.0,353.0,,707.0,5961.0,,720.0,720.0,,,,0.0,0.0,0.0,0.0,,,1375.0,,,,1375.0,2095.0,318.0,318.0,0.0,0.0,,387.0,,,387.0,705.0,2800.0,0.0,2483.0,,,-5092.0,13930.0,-83.0,11238.0,0.0,11238.0,14038.0,
06/30/2006,15928.0,5670.0,1678.0,3992.0,1929.0,1929.0,,1335.0,108.0,818.0,409.0,0.0,858.0,,,,,,9792.0,3984.0,8406.0,-4422.0,253.0,,,1899.0,1106.0,792.0,314.0,,793.0,6136.0,,788.0,788.0,,,,43.0,43.0,0.0,0.0,,,1952.0,,,,1952.0,2783.0,0.0,0.0,0.0,0.0,,357.0,,,357.0,357.0,3140.0,0.0,2518.0,,,-5911.0,16271.0,-90.0,12788.0,0.0,12788.0,15928.0,
09/30/2006,14785.0,4184.0,1430.0,2754.0,2089.0,2089.0,,1491.0,117.0,946.0,428.0,0.0,857.0,,,,,,8621.0,3989.0,7890.0,-3901.0,270.0,,,1905.0,1098.0,792.0,306.0,,807.0,6164.0,,744.0,744.0,,,,43.0,43.0,0.0,0.0,,,1642.0,,,,1642.0,2429.0,0.0,0.0,0.0,0.0,,329.0,,,329.0,329.0,2758.0,0.0,2559.0,,,-7413.0,16927.0,-46.0,12027.0,0.0,12027.0,14785.0,
12/31/2006,13930.0,3717.0,1183.0,2534.0,1774.0,1774.0,,1437.0,105.0,930.0,402.0,0.0,926.0,,,,,,7854.0,3950.0,7751.0,-3801.0,287.0,,,1839.0,1098.0,792.0,306.0,,741.0,6076.0,,560.0,560.0,,,,43.0,43.0,0.0,0.0,,,1475.0,,,,1475.0,2078.0,0.0,0.0,0.0,0.0,,492.0,,,492.0,492.0,2570.0,0.0,2624.0,,,-8430.0,17529.0,-363.0,11360.0,0.0,11360.0,13930.0,
03/31/2007,13750.0,3336.0,965.0,2371.0,1756.0,1756.0,,1409.0,114.0,879.0,416.0,0.0,1332.0,,,,,,7833.0,3880.0,7715.0,-3835.0,250.0,,,1787.0,1203.0,792.0,411.0,,584.0,5917.0,,550.0,550.0,,,,43.0,43.0,0.0,0.0,,,1214.0,,,,1214.0,1807.0,0.0,0.0,0.0,0.0,,660.0,,,660.0,660.0,2467.0,0.0,2561.0,,,-8940.0,18017.0,-355.0,11283.0,0.0,11283.0,13750.0,
06/30/2007,14020.0,3581.0,1266.0,2315.0,1897.0,1897.0,,1424.0,106.0,876.0,442.0,0.0,1318.0,,,,,,8220.0,3798.0,7657.0,-3859.0,254.0,,,1748.0,1168.0,792.0,376.0,,580.0,5800.0,,622.0,622.0,,,,0.0,0.0,0.0,0.0,,,1333.0,,,,1333.0,1955.0,0.0,0.0,0.0,0.0,,571.0,,,571.0,571.0,2526.0,0.0,2500.0,,,-9233.0,18511.0,-284.0,11494.0,0.0,11494.0,14020.0,
09/30/2007,13724.0,3669.0,807.0,2862.0,2023.0,2023.0,,1450.0,102.0,934.0,414.0,0.0,911.0,,,,,,8053.0,3681.0,7597.0,-3916.0,265.0,,,1725.0,1146.0,796.0,350.0,,579.0,5671.0,,644.0,644.0,,,,0.0,0.0,0.0,0.0,,,1387.0,,,,1387.0,2031.0,0.0,0.0,0.0,0.0,,556.0,,,556.0,556.0,2587.0,0.0,2593.0,,,-10344.0,19172.0,-284.0,11137.0,0.0,11137.0,13724.0,
12/31/2007,12667.0,2924.0,1328.0,1596.0,1742.0,1742.0,,1418.0,105.0,876.0,437.0,0.0,834.0,,,,,,6918.0,3609.0,7568.0,-3959.0,267.0,,,1873.0,1180.0,838.0,342.0,,693.0,5749.0,,657.0,657.0,,,,0.0,0.0,0.0,0.0,,,1368.0,,,,1368.0,2025.0,0.0,0.0,0.0,0.0,,667.0,,,667.0,667.0,2692.0,0.0,,,,-12160.0,19788.0,-324.0,7304.0,0.0,7304.0,9996.0,
03/31/2008,12338.0,1876.0,1450.0,426.0,1669.0,1669.0,,1578.0,111.0,943.0,524.0,0.0,852.0,,,,,,5975.0,3585.0,7493.0,-3908.0,791.0,,,1987.0,1168.0,838.0,330.0,,819.0,6363.0,,680.0,680.0,,,,0.0,0.0,0.0,0.0,,,1168.0,,,,1168.0,1848.0,0.0,0.0,0.0,0.0,,633.0,,,633.0,633.0,2481.0,0.0,2666.0,,,-12776.0,20318.0,-351.0,9857.0,0.0,9857.0,12338.0,
06/30/2008,12382.0,1648.0,1317.0,331.0,1811.0,1811.0,,1651.0,111.0,997.0,543.0,0.0,900.0,,,,,,6010.0,3604.0,7603.0,-3999.0,766.0,,,2002.0,1168.0,840.0,328.0,,834.0,6372.0,,677.0,677.0,,,,0.0,0.0,0.0,0.0,,,1083.0,,,,1083.0,1760.0,0.0,0.0,0.0,0.0,,638.0,,,638.0,638.0,2398.0,0.0,2680.0,,,-13138.0,20773.0,-331.0,9984.0,0.0,9984.0,12382.0,
09/30/2008,12466.0,1993.0,1715.0,278.0,1774.0,1774.0,,1575.0,103.0,982.0,490.0,0.0,870.0,,,,,,6212.0,3517.0,7499.0,-3982.0,717.0,,,2020.0,1141.0,840.0,301.0,,879.0,6254.0,,601.0,601.0,,,,0.0,0.0,0.0,0.0,,,1137.0,,,,1137.0,1738.0,0.0,0.0,0.0,0.0,,634.0,,,634.0,634.0,2372.0,0.0,2713.0,,,-13481.0,21204.0,-342.0,10094.0,0.0,10094.0,12466.0,
12/31/2008,11923.0,2540.0,1046.0,1494.0,913.0,913.0,,1375.0,99.0,837.0,439.0,0.0,962.0,,,,,,5790.0,3304.0,7321.0,-4017.0,653.0,,,2176.0,1113.0,840.0,273.0,,1063.0,6133.0,,324.0,324.0,,,,0.0,0.0,0.0,0.0,,,1208.0,,,,1208.0,1532.0,0.0,0.0,0.0,0.0,,1065.0,,,1065.0,1065.0,2597.0,0.0,2762.0,,,-13814.0,21168.0,-790.0,9326.0,0.0,9326.0,11923.0,
03/31/2009,11520.0,2426.0,1436.0,990.0,1125.0,1125.0,0.0,1098.0,77.0,712.0,309.0,0.0,883.0,,,967.0,,207.0,5532.0,3115.0,7030.0,-3915.0,645.0,645.0,,2228.0,1192.0,912.0,280.0,17.0,52.0,5988.0,,1287.0,326.0,21.0,,940.0,0.0,0.0,,,,,0.0,,,61.0,0.0,1287.0,0.0,0.0,,,,1023.0,,608.0,354.0,1023.0,2310.0,,2760.0,1740.0,1020.0,-13852.0,21043.0,-741.0,9210.0,0.0,9210.0,11520.0,
06/30/2009,11510.0,2557.0,1765.0,792.0,1244.0,1244.0,0.0,1063.0,81.0,699.0,283.0,0.0,876.0,,,909.0,,208.0,5740.0,2940.0,6739.0,-3799.0,632.0,632.0,,2198.0,1216.0,926.0,290.0,20.0,53.0,5770.0,,1468.0,421.0,56.0,,991.0,0.0,0.0,,,,,0.0,,,54.0,0.0,1468.0,0.0,0.0,,,,829.0,,502.0,273.0,829.0,2297.0,0.0,2785.0,1740.0,1045.0,-14061.0,21163.0,-674.0,9213.0,0.0,9213.0,11510.0,
09/30/2009,11903.0,2827.0,1294.0,1533.0,1435.0,1435.0,0.0,1116.0,89.0,767.0,260.0,0.0,760.0,,,928.0,,168.0,6138.0,2945.0,6599.0,-3654.0,627.0,627.0,,2193.0,1188.0,926.0,262.0,20.0,57.0,5765.0,,1662.0,467.0,148.0,,1047.0,0.0,0.0,,,,,0.0,,,60.0,0.0,1662.0,0.0,0.0,,,,803.0,,464.0,279.0,803.0,2465.0,0.0,2811.0,1740.0,1071.0,-14257.0,21562.0,-678.0,9438.0,0.0,9438.0,11903.0,
12/31/2009,12119.0,2925.0,1182.0,1743.0,1277.0,1277.0,0.0,1202.0,93.0,758.0,351.0,0.0,710.0,0.0,,926.0,,164.0,6114.0,3158.0,6705.0,-3547.0,637.0,637.0,,2210.0,1169.0,926.0,243.0,64.0,51.0,6005.0,,1587.0,503.0,128.0,0.0,956.0,0.0,0.0,,,,,0.0,0.0,0.0,67.0,0.0,1587.0,0.0,0.0,0.0,0.0,,810.0,0.0,425.0,318.0,810.0,2397.0,0.0,2826.0,1740.0,1086.0,-14549.0,22066.0,-621.0,9722.0,0.0,9722.0,12119.0,
03/31/2010,12370.0,2791.0,1217.0,1574.0,1526.0,1526.0,0.0,1276.0,95.0,812.0,369.0,0.0,730.0,,,893.0,,174.0,6323.0,3162.0,6763.0,-3601.0,641.0,641.0,,2244.0,1256.0,926.0,330.0,54.0,41.0,6047.0,,1719.0,556.0,317.0,,846.0,0.0,0.0,,,,,0.0,,,68.0,0.0,1719.0,0.0,0.0,,,,846.0,,425.0,353.0,846.0,2565.0,,2835.0,1740.0,1095.0,-14976.0,22573.0,-627.0,9805.0,0.0,9805.0,12370.0,
06/30/2010,12164.0,2305.0,1138.0,1167.0,1715.0,1715.0,0.0,1349.0,98.0,812.0,439.0,0.0,761.0,,,915.0,,195.0,6130.0,3240.0,6831.0,-3591.0,557.0,557.0,,2237.0,1252.0,926.0,326.0,22.0,48.0,6034.0,,1538.0,542.0,18.0,,978.0,0.0,0.0,,,,,0.0,,,70.0,0.0,1538.0,0.0,0.0,,,,871.0,,470.0,331.0,871.0,2409.0,0.0,2867.0,1740.0,1127.0,-15652.0,23194.0,-654.0,9755.0,0.0,9755.0,12164.0,
09/30/2010,12649.0,2510.0,1093.0,1417.0,1754.0,1754.0,0.0,1424.0,114.0,875.0,435.0,0.0,780.0,,,907.0,,179.0,6468.0,3456.0,6897.0,-3441.0,523.0,523.0,,2202.0,1225.0,926.0,299.0,23.0,47.0,6181.0,,1838.0,623.0,31.0,,1184.0,0.0,0.0,,,,,0.0,,,320.0,0.0,1838.0,0.0,0.0,,,,849.0,,447.0,82.0,849.0,2687.0,,2868.0,1740.0,1128.0,-16169.0,23907.0,-644.0,9962.0,0.0,9962.0,12649.0,
12/31/2010,13401.0,3072.0,1319.0,1753.0,1518.0,1518.0,0.0,1520.0,122.0,919.0,479.0,0.0,950.0,,,927.0,,180.0,7060.0,3680.0,6907.0,-3227.0,453.0,453.0,,2208.0,1205.0,924.0,281.0,31.0,45.0,6341.0,,1981.0,621.0,109.0,0.0,1251.0,0.0,0.0,,,,,0.0,0.0,0.0,86.0,0.0,1981.0,0.0,0.0,,,,983.0,0.0,519.0,378.0,983.0,2964.0,0.0,2854.0,1740.0,1114.0,-16411.0,24695.0,-701.0,10437.0,0.0,10437.0,13401.0,
03/31/2011,13310.0,2857.0,1343.0,1514.0,1568.0,1568.0,0.0,1678.0,132.0,934.0,612.0,0.0,941.0,,,899.0,,170.0,7044.0,3657.0,6712.0,-3055.0,449.0,449.0,,2160.0,1186.0,924.0,262.0,28.0,47.0,6266.0,,1793.0,605.0,247.0,,941.0,0.0,0.0,,,,,0.0,,,82.0,0.0,1793.0,0.0,0.0,,,,943.0,,527.0,334.0,943.0,2736.0,0.0,2808.0,1740.0,1068.0,-16738.0,25206.0,-702.0,10574.0,0.0,10574.0,13310.0,
06/30/2011,17098.0,6400.0,4501.0,1899.0,1672.0,1672.0,0.0,1762.0,148.0,970.0,644.0,0.0,1026.0,,,925.0,,233.0,10860.0,3714.0,6573.0,-2859.0,334.0,334.0,,2190.0,1171.0,924.0,247.0,25.0,69.0,6238.0,,1753.0,623.0,65.0,,1065.0,0.0,0.0,,,,,0.0,,,92.0,0.0,1753.0,3498.0,3498.0,,,,944.0,,532.0,320.0,4442.0,6195.0,0.0,2849.0,1741.0,1108.0,-16986.0,25726.0,-686.0,10903.0,0.0,10903.0,17098.0,
09/30/2011,20907.0,2618.0,1581.0,1037.0,1784.0,1784.0,0.0,1965.0,148.0,1185.0,632.0,0.0,1349.0,,,497.0,,303.0,7716.0,4572.0,7239.0,-2667.0,350.0,350.0,,8269.0,7674.0,4451.0,3223.0,28.0,70.0,13191.0,,2082.0,627.0,60.0,,1395.0,1586.0,1200.0,,,,386.0,0.0,,,822.0,0.0,3668.0,4215.0,4215.0,,,,1998.0,,617.0,559.0,6213.0,9881.0,0.0,2913.0,1741.0,1172.0,-17372.0,26175.0,-690.0,11026.0,0.0,11026.0,20907.0,
12/31/2011,20497.0,2935.0,992.0,1943.0,1545.0,1545.0,0.0,1788.0,115.0,1004.0,669.0,0.0,1560.0,,,321.0,,386.0,7828.0,4428.0,7133.0,-2705.0,265.0,265.0,,7976.0,7558.0,4452.0,3106.0,40.0,57.0,12669.0,,2118.0,625.0,101.0,0.0,1392.0,1381.0,999.0,,,,382.0,0.0,0.0,,607.0,0.0,3499.0,4211.0,4211.0,0.0,0.0,,1835.0,0.0,701.0,527.0,6046.0,9545.0,0.0,2935.0,1741.0,1194.0,-17485.0,26278.0,-776.0,10952.0,0.0,10952.0,20497.0,
03/31/2012,20009.0,2765.0,1193.0,1572.0,1478.0,1478.0,0.0,1853.0,114.0,996.0,743.0,0.0,1495.0,,,302.0,,303.0,7591.0,4278.0,6840.0,-2562.0,239.0,239.0,,7901.0,7468.0,4452.0,3016.0,37.0,94.0,12418.0,,1831.0,589.0,106.0,,1136.0,1078.0,700.0,,,,378.0,0.0,,,622.0,0.0,2909.0,4207.0,4207.0,,,,1822.0,,684.0,516.0,6029.0,8938.0,0.0,2853.0,1741.0,1112.0,-17385.0,26345.0,-742.0,11071.0,0.0,11071.0,20009.0,
06/30/2012,19521.0,2333.0,1192.0,1141.0,1629.0,1629.0,0.0,1885.0,123.0,1040.0,722.0,0.0,1506.0,,,288.0,,351.0,7353.0,4174.0,6840.0,-2666.0,218.0,218.0,,7776.0,7363.0,4452.0,2911.0,32.0,93.0,12168.0,,1821.0,555.0,101.0,,1165.0,2000.0,500.0,,,,1500.0,0.0,,,596.0,0.0,3821.0,2703.0,2703.0,,,,1839.0,,700.0,543.0,4542.0,8363.0,0.0,2905.0,1741.0,1164.0,-17598.0,26592.0,-741.0,11158.0,0.0,11158.0,19521.0,
09/30/2012,20514.0,3661.0,1210.0,2451.0,1623.0,1623.0,0.0,1848.0,124.0,988.0,736.0,0.0,1452.0,,,199.0,,409.0,8584.0,4055.0,6806.0,-2751.0,225.0,225.0,,7650.0,7261.0,4452.0,2809.0,29.0,161.0,11930.0,,1925.0,501.0,106.0,,1318.0,1500.0,0.0,,,,1500.0,0.0,,,596.0,0.0,3425.0,4190.0,4190.0,,,,1496.0,,350.0,550.0,5686.0,9111.0,0.0,2934.0,1741.0,1193.0,-18093.0,27179.0,-617.0,11403.0,0.0,11403.0,20514.0,
12/31/2012,20021.0,3965.0,1416.0,2549.0,1230.0,1230.0,0.0,1757.0,116.0,935.0,706.0,0.0,1278.0,0.0,,280.0,,234.0,8230.0,3912.0,6891.0,-2979.0,215.0,215.0,,7664.0,7062.0,4362.0,2700.0,68.0,254.0,11791.0,,1928.0,444.0,79.0,0.0,1405.0,1500.0,0.0,,,,1500.0,2.0,0.0,0.0,572.0,0.0,3430.0,4186.0,4186.0,,,,1444.0,0.0,269.0,603.0,5630.0,9060.0,0.0,2917.0,1741.0,1176.0,-18462.0,27205.0,-699.0,10961.0,0.0,10961.0,20021.0,
03/31/2013,19701.0,3862.0,1393.0,2469.0,1333.0,1333.0,0.0,1700.0,99.0,930.0,671.0,0.0,1310.0,,,264.0,,841.0,8205.0,3739.0,6773.0,-3034.0,204.0,204.0,,7553.0,7004.0,4362.0,2642.0,62.0,223.0,11496.0,,1608.0,440.0,109.0,,1059.0,1500.0,0.0,,,,1500.0,2.0,,,598.0,0.0,3110.0,4183.0,4183.0,,,,1456.0,,258.0,600.0,5639.0,8749.0,0.0,2790.0,1741.0,1049.0,-18518.0,27330.0,-650.0,10952.0,0.0,10952.0,19701.0,
06/30/2013,19398.0,3244.0,1180.0,2064.0,1491.0,1491.0,0.0,1720.0,101.0,926.0,693.0,0.0,1583.0,,,253.0,,513.0,8038.0,3611.0,6679.0,-3068.0,203.0,203.0,,7546.0,6909.0,4362.0,2547.0,106.0,278.0,11360.0,,1800.0,437.0,218.0,,1145.0,1000.0,0.0,,,,1000.0,2.0,,,584.0,0.0,2802.0,4165.0,4165.0,,,,1363.0,,240.0,539.0,5528.0,8330.0,0.0,2858.0,1741.0,1117.0,-18877.0,27677.0,-590.0,11068.0,0.0,11068.0,19398.0,
09/30/2013,19244.0,3593.0,1435.0,2158.0,1524.0,1524.0,0.0,1726.0,107.0,954.0,665.0,0.0,1258.0,,,227.0,,797.0,8101.0,3509.0,6539.0,-3030.0,210.0,210.0,,7424.0,6806.0,4362.0,2444.0,119.0,272.0,11143.0,,1721.0,426.0,37.0,,1258.0,1000.0,0.0,,,,1000.0,2.0,,,564.0,0.0,2723.0,4161.0,4161.0,,,,1309.0,,253.0,492.0,5470.0,8193.0,0.0,2866.0,1741.0,1125.0,-19236.0,27993.0,-572.0,11051.0,0.0,11051.0,19244.0,
12/31/2013,18938.0,3829.0,1627.0,2202.0,1203.0,1203.0,0.0,1731.0,102.0,919.0,710.0,0.0,1256.0,,,207.0,,863.0,8019.0,3399.0,6556.0,-3157.0,216.0,216.0,,7304.0,6703.0,4362.0,2341.0,130.0,264.0,10919.0,,1746.0,422.0,119.0,0.0,1205.0,1000.0,0.0,,,,1000.0,1.0,0.0,,548.0,0.0,2747.0,4158.0,4158.0,,,,1226.0,0.0,216.0,462.0,5384.0,8131.0,0.0,2952.0,1741.0,1211.0,-19790.0,28173.0,-528.0,10807.0,0.0,10807.0,18938.0,
03/31/2014,18935.0,4032.0,1565.0,2467.0,1355.0,1355.0,0.0,1714.0,95.0,898.0,721.0,0.0,1259.0,,,200.0,,876.0,8360.0,3179.0,6426.0,-3247.0,212.0,212.0,,7184.0,6615.0,4362.0,2253.0,129.0,240.0,10575.0,,1470.0,405.0,101.0,,964.0,1000.0,0.0,,,,1000.0,1.0,,,536.0,0.0,2471.0,4652.0,4652.0,,,,1192.0,,218.0,438.0,5844.0,8315.0,0.0,2922.0,1741.0,1181.0,-20113.0,28331.0,-520.0,10620.0,0.0,10620.0,18935.0,
06/30/2014,17810.0,2804.0,1216.0,1588.0,1527.0,1527.0,0.0,1744.0,93.0,894.0,757.0,0.0,1381.0,,78.0,194.0,736.0,178.0,7456.0,3044.0,6452.0,-3408.0,219.0,219.0,,7091.0,6525.0,4362.0,2163.0,126.0,246.0,10354.0,,1547.0,402.0,109.0,,1036.0,254.0,0.0,,,,254.0,2.0,,,484.0,0.0,1803.0,4394.0,4394.0,,,,1147.0,,224.0,439.0,5541.0,7344.0,0.0,3014.0,1741.0,1273.0,-20722.0,28686.0,-512.0,10466.0,0.0,10466.0,17810.0,
09/30/2014,17900.0,3186.0,1306.0,1880.0,1477.0,1477.0,0.0,1751.0,97.0,905.0,749.0,0.0,1342.0,,77.0,177.0,743.0,144.0,7756.0,2930.0,6393.0,-3463.0,219.0,219.0,,6995.0,6437.0,4362.0,2075.0,135.0,246.0,10144.0,,1639.0,393.0,106.0,,1140.0,1002.0,0.0,,,,1002.0,2.0,,,450.0,0.0,2643.0,3643.0,3643.0,,,,1143.0,,222.0,471.0,4786.0,7429.0,0.0,3055.0,1741.0,1314.0,-21305.0,29189.0,-468.0,10471.0,0.0,10471.0,17900.0,
12/31/2014,17372.0,3541.0,1199.0,2342.0,1246.0,1246.0,0.0,1784.0,101.0,896.0,787.0,0.0,850.0,0.0,,180.0,693.0,157.0,7421.0,2840.0,6266.0,-3426.0,224.0,224.0,,6887.0,6347.0,4362.0,1985.0,127.0,233.0,9951.0,,1657.0,437.0,71.0,0.0,1149.0,1001.0,0.0,,,,1001.0,0.0,0.0,0.0,64.0,0.0,2658.0,3630.0,3630.0,,,,694.0,0.0,225.0,405.0,4324.0,6982.0,0.0,3109.0,1741.0,1368.0,-21840.0,29653.0,-532.0,10390.0,0.0,10390.0,17372.0,
03/31/2015,16992.0,3304.0,1242.0,2062.0,1394.0,1394.0,0.0,1844.0,107.0,906.0,831.0,0.0,810.0,,,170.0,,810.0,7352.0,2758.0,6177.0,-3419.0,232.0,232.0,,6650.0,6257.0,4362.0,1895.0,128.0,95.0,9640.0,,1282.0,432.0,75.0,,775.0,1000.0,0.0,,,,1000.0,0.0,,,63.0,0.0,2282.0,3628.0,3628.0,,,,713.0,,253.0,397.0,4341.0,6623.0,0.0,3151.0,1741.0,1410.0,-22199.0,29948.0,-531.0,10369.0,0.0,10369.0,16992.0,
06/30/2015,17532.0,3306.0,1184.0,2122.0,1434.0,1434.0,0.0,1885.0,112.0,940.0,833.0,0.0,1435.0,,,169.0,,1088.0,8060.0,2685.0,6097.0,-3412.0,228.0,228.0,,6559.0,6167.0,4362.0,1805.0,127.0,96.0,9472.0,,1440.0,417.0,117.0,,906.0,1750.0,0.0,,,,1750.0,3.0,,,355.0,0.0,3193.0,3134.0,3134.0,,,,1000.0,,254.0,391.0,4134.0,7327.0,0.0,3245.0,1741.0,1504.0,-22812.0,30286.0,-514.0,10205.0,0.0,10205.0,17532.0,
09/30/2015,16540.0,2735.0,1133.0,1602.0,1481.0,1481.0,0.0,1771.0,108.0,913.0,750.0,0.0,1302.0,,,160.0,,945.0,7289.0,2629.0,5742.0,-3113.0,216.0,216.0,,6406.0,6078.0,4362.0,1716.0,76.0,92.0,9251.0,,1497.0,367.0,84.0,,1046.0,1000.0,0.0,,,,1000.0,3.0,,,308.0,0.0,2500.0,3132.0,3132.0,,,,938.0,,247.0,383.0,4070.0,6570.0,0.0,3303.0,1741.0,1562.0,-23551.0,30731.0,-513.0,9970.0,0.0,9970.0,16540.0,
12/31/2015,16230.0,3218.0,1000.0,2218.0,1165.0,1165.0,0.0,1691.0,109.0,846.0,736.0,0.0,1000.0,,,201.0,801.0,199.0,7074.0,2596.0,5465.0,-2869.0,221.0,221.0,,6339.0,5991.0,4362.0,1629.0,85.0,62.0,9156.0,,1555.0,386.0,95.0,0.0,1074.0,1000.0,0.0,,,,1000.0,0.0,0.0,,37.0,0.0,2555.0,3120.0,3120.0,,,,609.0,0.0,196.0,376.0,3729.0,6284.0,0.0,3370.0,1741.0,1629.0,-24068.0,31176.0,-532.0,9946.0,0.0,9946.0,16230.0,
03/31/2016,15686.0,2800.0,1281.0,1519.0,1269.0,1269.0,0.0,1805.0,105.0,888.0,812.0,0.0,785.0,,,175.0,,785.0,6659.0,2554.0,5290.0,-2736.0,220.0,220.0,,6253.0,5918.0,4362.0,1556.0,84.0,76.0,9027.0,,1171.0,387.0,67.0,,717.0,1249.0,0.0,,,,1249.0,0.0,,,38.0,0.0,2420.0,2869.0,2869.0,,,,615.0,,195.0,382.0,3484.0,5904.0,0.0,3256.0,1741.0,1515.0,-24443.0,31500.0,-531.0,9782.0,0.0,9782.0,15686.0,
06/30/2016,15693.0,2539.0,1235.0,1304.0,1348.0,1348.0,0.0,1876.0,104.0,946.0,826.0,0.0,926.0,,,231.0,,926.0,6689.0,2557.0,5152.0,-2595.0,224.0,224.0,,6223.0,5838.0,4362.0,1476.0,85.0,69.0,9004.0,,1354.0,416.0,58.0,,880.0,637.0,0.0,,,,637.0,0.0,,,40.0,0.0,1991.0,2975.0,2975.0,,,,765.0,,193.0,532.0,3740.0,5731.0,0.0,3339.0,1741.0,1598.0,-24774.0,31933.0,-536.0,9962.0,0.0,9962.0,15693.0,
09/30/2016,16216.0,3137.0,1369.0,1768.0,1447.0,1447.0,0.0,1808.0,104.0,949.0,755.0,0.0,789.0,,,355.0,,789.0,7181.0,2545.0,4982.0,-2437.0,233.0,233.0,,6257.0,5756.0,4362.0,1394.0,64.0,82.0,9035.0,,1536.0,428.0,68.0,,1040.0,634.0,0.0,,,,634.0,0.0,,,35.0,0.0,2170.0,2977.0,2977.0,,,,783.0,,201.0,547.0,3760.0,5930.0,0.0,3365.0,1741.0,1624.0,-25102.0,32565.0,-542.0,10286.0,0.0,10286.0,16216.0,
12/31/2016,16431.0,3490.0,1154.0,2336.0,1267.0,1267.0,0.0,1790.0,102.0,954.0,734.0,0.0,910.0,,,374.0,566.0,344.0,7457.0,2512.0,4923.0,-2411.0,235.0,235.0,,6227.0,5678.0,4362.0,1316.0,96.0,79.0,8974.0,,1633.0,396.0,83.0,,1154.0,631.0,0.0,0.0,0.0,,631.0,0.0,0.0,,33.0,0.0,2264.0,2978.0,2978.0,0.0,0.0,,716.0,0.0,129.0,554.0,3694.0,5958.0,0.0,3415.0,1741.0,1674.0,-25523.0,33107.0,-526.0,10473.0,0.0,10473.0,16431.0,
