Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2009,2483,1502.0,672.0,830.0,0.0,728.0,253.0,253.0,0.0,-1755.0,597.0,895.0,263.0,0.0,-668.0,301.0,230.0,71.0,367.0,226.0,141.0,0.0,,60.0,-114.0,0.0,-54,4.0,-50,0.0,0.0,0.0,-50.0,0.0,-50,0.0,0.0,-50,-109.0,-59.0,433.2,-0.11,-0.11,-0.251616,433.2,-0.11,-0.11,-0.251616,
09/30/2009,2391,1492.0,679.0,813.0,0.0,637.0,262.0,262.0,,-1675.0,546.0,904.0,225.0,0.0,-627.0,320.0,249.0,71.0,307.0,235.0,72.0,0.0,,89.0,-96.0,0.0,-7,52.0,45,0.0,0.0,0.0,45.0,-26.0,19,0.0,0.0,19,-47.0,-66.0,448.9,0.04,0.04,-0.1047,451.6,0.04,0.04,-0.106147,
12/31/2009,2461,1523.0,687.0,836.0,0.0,686.0,252.0,252.0,0.0,-1589.0,461.0,907.0,221.0,0.0,-683.0,328.0,245.0,83.0,355.0,258.0,97.0,0.0,,189.0,-87.0,0.0,102,-27.0,75,0.0,0.0,0.0,75.0,-35.0,40,0.0,0.0,40,-14.0,-54.0,488.6,0.08,0.08,-0.028653,492.2,0.08,0.08,-0.028653,
03/31/2010,2421,1470.0,646.0,824.0,0.0,695.0,256.0,256.0,0.0,-1528.0,196.0,1119.0,213.0,0.0,-659.0,312.0,237.0,75.0,347.0,238.0,109.0,0.0,,234.0,-115.0,0.0,119,93.0,212,0.0,0.0,0.0,212.0,-34.0,178,0.0,0.0,178,136.0,-42.0,488.8,0.36,0.36,0.278232,493.5,0.36,0.36,0.274894,
06/30/2010,2410,1470.0,648.0,822.0,0.0,684.0,256.0,256.0,,-1551.0,379.0,961.0,211.0,0.0,-678.0,309.0,238.0,71.0,369.0,261.0,108.0,0.0,,181.0,-109.0,0.0,72,5.0,77,0.0,0.0,0.0,77.0,-35.0,42,0.0,0.0,42,-34.0,-76.0,489.1,0.09,0.09,-0.069515,494.2,0.08,0.08,-0.073784,
09/30/2010,2667,1447.0,602.0,845.0,0.0,920.0,300.0,300.0,0.0,-1714.0,511.0,991.0,212.0,0.0,-699.0,93.0,28.0,65.0,414.0,252.0,162.0,192.0,,254.0,-114.0,0.0,140,-18.0,122,0.0,0.0,0.0,122.0,-39.0,83,0.0,0.0,83,137.0,54.0,489.5,0.17,0.17,0.279877,493.9,0.17,0.17,0.279334,
12/31/2010,2591,1467.0,632.0,835.0,0.0,824.0,300.0,300.0,0.0,-2042.0,817.0,1020.0,205.0,0.0,-685.0,309.0,234.0,75.0,376.0,285.0,91.0,0.0,,-136.0,-119.0,0.0,-255,129.0,-126,0.0,0.0,0.0,-126.0,-35.0,-161,0.0,0.0,-161,-187.0,-26.0,489.6,-0.33,-0.33,-0.381944,489.6,-0.33,-0.33,-0.381944,
03/31/2011,2568,1437.0,489.0,948.0,0.0,802.0,329.0,329.0,0.0,-1614.0,466.0,1936.0,201.0,-989.0,-714.0,273.0,237.0,36.0,441.0,326.0,115.0,0.0,,240.0,-127.0,0.0,113,-20.0,93,0.0,0.0,0.0,93.0,-34.0,59,0.0,0.0,59,43.0,-16.0,490.1,0.12,0.12,0.087737,494.4,0.12,0.12,0.087638,
06/30/2011,2655,1455.0,494.0,961.0,0.0,841.0,359.0,359.0,0.0,-1883.0,702.0,977.0,204.0,0.0,-743.0,273.0,233.0,40.0,470.0,348.0,122.0,0.0,,29.0,-134.0,0.0,-105,5.0,-100,0.0,0.0,0.0,-100.0,-36.0,-136,0.0,0.0,-136,-159.0,-23.0,490.6,-0.28,-0.28,-0.324093,490.6,-0.28,-0.28,-0.326881,
09/30/2011,2521,1461.0,711.0,750.0,0.0,685.0,375.0,375.0,0.0,-1651.0,493.0,964.0,194.0,0.0,-733.0,461.0,379.0,82.0,272.0,202.0,70.0,0.0,,137.0,-124.0,0.0,13,7.0,20,0.0,0.0,0.0,20.0,-36.0,-16,0.0,0.0,-16,-94.0,-78.0,490.8,-0.03,-0.03,-0.191524,490.8,-0.03,-0.03,-0.191524,
12/31/2011,2624,1352.0,400.0,952.0,0.0,832.0,440.0,440.0,0.0,-1587.0,392.0,1000.0,195.0,0.0,-702.0,111.0,95.0,16.0,591.0,474.0,117.0,0.0,-29.0,306.0,-121.0,0.0,185,-10.0,175,0.0,0.0,0.0,175.0,-33.0,142,0.0,0.0,142,126.0,-16.0,490.9,0.29,0.29,0.256671,492.7,0.29,0.29,0.256671,
03/31/2012,2315,1106.0,383.0,902.0,-179.0,869.0,340.0,340.0,0.0,-1427.0,404.0,828.0,195.0,0.0,-711.0,111.0,93.0,18.0,600.0,347.0,253.0,0.0,,177.0,-95.0,0.0,82,-15.0,67,-12.0,-12.0,0.0,79.0,-33.0,46,0.0,0.0,46,51.0,17.0,491.2,0.09,0.07,0.103827,495.7,0.09,0.07,0.103827,
06/30/2012,2402,1302.0,395.0,907.0,0.0,813.0,287.0,287.0,0.0,-1576.0,303.0,1079.0,194.0,0.0,-586.0,150.0,115.0,35.0,436.0,324.0,112.0,0.0,,240.0,-131.0,0.0,109,-27.0,82,-27.0,-27.0,0.0,109.0,-33.0,76,0.0,0.0,76,31.0,-18.0,491.5,0.16,0.1,0.063072,493.9,0.16,0.1,0.063072,
09/30/2012,2536,1311.0,557.0,754.0,0.0,834.0,391.0,391.0,0.0,-1556.0,312.0,1051.0,193.0,0.0,-666.0,365.0,300.0,65.0,301.0,204.0,97.0,0.0,-89.0,225.0,-126.0,0.0,99,-29.0,70,0.0,0.0,0.0,70.0,-36.0,34,0.0,0.0,34,119.0,85.0,491.7,0.07,0.07,0.242017,493.9,0.07,0.07,0.242017,
12/31/2012,2467,1320.0,395.0,925.0,0.0,854.0,293.0,293.0,,-1594.0,275.0,1126.0,193.0,0.0,-416.0,-76.0,-91.0,15.0,492.0,363.0,129.0,0.0,,457.0,-124.0,0.0,333,-73.0,260,-6.0,-6.0,0.0,266.0,-98.0,168,0.0,0.0,168,165.0,3.0,491.9,0.34,0.33,0.335434,493.9,0.34,0.33,0.335434,
03/31/2013,2303,1261.0,388.0,874.0,-1.0,753.0,289.0,289.0,,-1385.0,184.0,1017.0,184.0,0.0,-555.0,108.0,91.0,17.0,450.0,342.0,108.0,-3.0,,363.0,-126.0,0.0,237,-76.0,161,20.0,20.0,0.0,141.0,-38.0,103,0.0,0.0,103,95.0,-28.0,492.5,0.21,0.25,0.192893,496.8,0.21,0.25,0.192893,
06/30/2013,2371,1286.0,394.0,892.0,0.0,842.0,243.0,243.0,,-1453.0,187.0,1082.0,184.0,0.0,-550.0,145.0,118.0,27.0,405.0,295.0,110.0,0.0,,368.0,-121.0,0.0,247,-73.0,174,-6.0,-6.0,0.0,180.0,-39.0,141,0.0,0.0,141,163.0,28.0,493.4,0.29,0.27,0.330361,497.5,0.28,0.27,0.326281,
09/30/2013,2317,1291.0,380.0,911.0,0.0,778.0,248.0,248.0,,-1353.0,205.0,964.0,184.0,0.0,-589.0,145.0,129.0,16.0,444.0,278.0,166.0,0.0,0.0,375.0,-124.0,0.0,251,-105.0,146,-2.0,-2.0,0.0,148.0,-40.0,108,0.0,0.0,108,113.0,7.0,494.0,0.22,0.21,0.24,499.3,0.22,0.21,0.24,
12/31/2013,2412,1310.0,390.0,920.0,0.0,861.0,241.0,241.0,0.0,-1442.0,172.0,1084.0,186.0,0.0,-534.0,122.0,107.0,15.0,412.0,299.0,113.0,0.0,0.0,436.0,-121.0,0.0,315,-70.0,245,0.0,0.0,0.0,245.0,-37.0,208,0.0,0.0,208,223.0,15.0,494.7,0.42,0.42,0.450778,501.2,0.41,0.42,0.449928,
03/31/2014,2322,1307.0,372.0,935.0,0.0,788.0,227.0,227.0,0.0,-1377.0,110.0,1084.0,183.0,0.0,-512.0,99.0,82.0,17.0,413.0,296.0,117.0,0.0,,433.0,-127.0,0.0,306,-87.0,219,0.0,0.0,0.0,219.0,-35.0,184,0.0,0.0,184,174.0,-10.0,495.8,0.37,0.37,0.350948,502.7,0.37,0.37,0.350107,
06/30/2014,2415,1343.0,381.0,962.0,0.0,847.0,225.0,225.0,0.0,-1440.0,107.0,1149.0,184.0,0.0,-542.0,119.0,102.0,17.0,423.0,302.0,121.0,0.0,,433.0,-120.0,0.0,313,-85.0,228,0.0,0.0,0.0,228.0,-52.0,176,0.0,0.0,176,198.0,22.0,496.6,0.35,0.35,0.398711,503.6,0.35,0.35,0.393685,
09/30/2014,2190,1210.0,388.0,822.0,0.0,751.0,229.0,229.0,0.0,-2119.0,199.0,1735.0,185.0,0.0,-397.0,103.0,87.0,16.0,294.0,197.0,97.0,0.0,-550.0,-876.0,-104.0,0.0,-980,187.0,-793,-6.0,-6.0,0.0,-787.0,-57.0,-844,0.0,0.0,-844,-343.0,507.0,496.6,-1.7,-1.71,-0.690697,496.6,-1.7,-1.71,-0.690697,
12/31/2014,2424,1386.0,387.0,999.0,0.0,809.0,229.0,229.0,0.0,-2369.0,145.0,2039.0,185.0,0.0,-561.0,122.0,105.0,17.0,439.0,300.0,139.0,0.0,-299.0,-805.0,-118.0,0.0,-923,215.0,-708,0.0,0.0,0.0,-708.0,-52.0,-760,0.0,0.0,-760,-424.0,336.0,496.7,-1.53,-1.53,-0.853634,496.7,-1.53,-1.53,-0.853634,
03/31/2015,2335,1323.0,239.0,958.0,126.0,787.0,225.0,225.0,0.0,-1423.0,64.0,1149.0,180.0,30.0,-501.0,123.0,64.0,59.0,406.0,301.0,105.0,-28.0,,411.0,-116.0,0.0,295,-91.0,204,0.0,0.0,0.0,204.0,-50.0,154,0.0,0.0,154,152.0,-2.0,497.0,0.31,0.31,0.305835,498.9,0.31,0.31,0.305835,
06/30/2015,2157,1134.0,248.0,770.0,116.0,801.0,222.0,222.0,0.0,-1413.0,75.0,1133.0,181.0,24.0,-396.0,195.0,111.0,84.0,286.0,201.0,85.0,-85.0,,348.0,-103.0,0.0,245,-70.0,175,314.0,314.0,0.0,-139.0,-54.0,-193,0.0,0.0,-193,127.0,6.0,497.4,-0.39,0.24,0.24,499.3,-0.39,0.24,0.24,
09/30/2015,2100,1145.0,245.0,784.0,116.0,732.0,223.0,223.0,,-1469.0,90.0,1173.0,179.0,27.0,-877.0,208.0,126.0,82.0,771.0,224.0,547.0,-102.0,,-246.0,-105.0,0.0,-351,134.0,-217,21.0,21.0,0.0,-238.0,-46.0,-284,0.0,0.0,-284,20.0,283.0,497.4,-0.57,-0.53,0.040209,497.4,-0.57,-0.53,0.038959,
12/31/2015,2156,1157.0,360.0,797.0,0.0,765.0,234.0,234.0,,-1615.0,103.0,1332.0,180.0,0.0,-640.0,247.0,236.0,11.0,388.0,197.0,191.0,5.0,,-99.0,-104.0,0.0,-203,36.0,-167,73.0,73.0,0.0,-240.0,-52.0,-292,0.0,0.0,-292,-67.0,152.0,498.3,-0.59,-0.44,-0.134457,498.3,-0.59,-0.44,-0.134963,
03/31/2016,1785,794.0,247.0,436.0,111.0,770.0,221.0,221.0,0.0,-1037.0,59.0,758.0,177.0,43.0,-493.0,288.0,214.0,74.0,258.0,165.0,93.0,-53.0,,255.0,-105.0,0.0,150,-23.0,127,19.0,19.0,0.0,108.0,-55.0,53,0.0,0.0,53,77.0,5.0,498.0,0.11,0.14,0.154618,499.4,0.11,0.14,0.150012,
06/30/2016,2236,1127.0,249.0,756.0,122.0,809.0,300.0,300.0,0.0,-1366.0,69.0,1089.0,173.0,35.0,-439.0,197.0,113.0,84.0,313.0,217.0,96.0,-71.0,,431.0,-80.0,0.0,351,-110.0,241,21.0,21.0,0.0,220.0,-48.0,172,0.0,0.0,172,128.65,-64.35,498.5,0.35,0.39,0.258074,500.4,0.34,0.39,0.258074,
09/30/2016,2150,1108.0,259.0,725.0,124.0,825.0,217.0,217.0,0.0,-1835.0,73.0,1556.0,173.0,33.0,-363.0,167.0,79.0,88.0,245.0,169.0,76.0,-49.0,,-48.0,-77.0,0.0,-125,-222.0,-347,-15.0,-15.0,0.0,-332.0,-48.0,-380,0.0,0.0,-380,-408.0,-13.0,498.3,-0.76,-0.79,-0.818784,498.3,-0.76,-0.79,-0.818784,
12/31/2016,2198,1131.0,475.0,753.0,-97.0,827.0,240.0,240.0,0.0,-1703.0,827.0,1489.0,173.0,-786.0,-476.0,-324.0,-85.0,-239.0,332.0,165.0,167.0,29.0,,19.0,-75.0,0.0,-56,-3.0,-59,4.0,4.0,0.0,-63.0,-59.0,-122,0.0,0.0,-122,-118.6,-0.6,495.1,-0.246415,-0.238336,-0.239548,495.1,-0.246415,-0.238336,-0.239548,
03/31/2017,2171,1136.0,252.0,758.0,126.0,824.0,211.0,211.0,0.0,-1413.0,57.0,1.246,167.0,1187.754,-364.0,174.0,96.0,78.0,233.0,157.0,76.0,-43.0,,394.0,-62.0,0.0,332,-116.0,216,0.0,0.0,0.0,216.0,-61.0,155,0.0,0.0,155,135.0,-20.0,498.6,0.31,0.31,0.270758,501.0,0.31,0.31,0.27008,
06/30/2017,2223,1111.0,249.0,736.0,126.0,902.0,210.0,210.0,0.0,-1369.0,30.0,1163.0,163.0,13.0,-379.0,163.0,97.0,66.0,245.0,144.0,101.0,-29.0,,475.0,-74.0,0.0,401,-130.0,271,0.0,0.0,0.0,271.0,-69.0,202,0.0,0.0,202,281.0,79.0,499.0,0.4,0.4,0.563126,501.2,0.4,0.4,0.557622,
09/30/2017,2215,1135.0,256.0,748.0,131.0,882.0,198.0,198.0,,-1508.0,64.0,1255.0,164.0,25.0,-348.0,182.0,105.0,77.0,199.0,149.0,50.0,-33.0,,359.0,-73.0,0.0,286,-102.0,184,9.0,9.0,0.0,175.0,-68.0,107,0.0,0.0,107,61.4,-54.6,499.1,0.21,0.23,0.123021,501.6,0.21,0.23,0.121148,
12/31/2017,1686,622.0,319.0,595.0,-292.0,857.0,207.0,207.0,0.0,-1535.0,77.0,1298.0,152.0,8.0,-366.0,93.0,84.0,9.0,229.0,122.0,107.0,44.0,,-215.0,-75.0,0.0,-290,555.0,265,0.0,0.0,0.0,265.0,88.0,353,0.0,0.0,353,398.0,45.0,499.2,0.71,0.71,0.797276,502.1,0.7,0.7,0.789624,
03/31/2018,2115,1140.0,279.0,722.0,139.0,773.0,202.0,202.0,0.0,-1467.0,46.0,1311.0,156.0,-46.0,-344.0,164.0,93.0,71.0,141.000075,141.0,7.5e-05,38.999925,,304.0,-76.0,0.0,228,-63.0,165,0.0,0.0,0.0,165.0,-53.0,112,0.0,0.0,112,129.0,17.0,499.6,0.22,0.22,0.258207,502.7,0.22,0.22,0.253817,
06/30/2018,2159,1136.0,421.0,712.0,3.0,814.0,209.0,209.0,,-1357.0,15.0,1163.0,152.0,27.0,-365.0,141.0,107.0,34.0,224.0,146.0,78.0,0.0,,437.0,-77.0,0.0,360,-111.0,249,0.0,0.0,0.0,249.0,-59.0,190,0.0,0.0,190,202.0,12.0,500.6,0.38,0.38,0.403516,502.6,0.38,0.38,0.403516,
09/30/2018,1952,995.0,273.0,786.0,-64.0,764.0,193.0,193.0,0.0,-1454.0,266.0,1248.0,151.0,-211.0,-303.0,179.0,109.0,70.0,197.0,144.0,53.0,-73.0,,195.0,-60.0,0.0,135,-30.0,105,-105.0,-105.0,0.0,210.0,-64.0,146,0.0,0.0,146,57.0,16.0,500.7,0.29,0.081885,0.113841,503.3,0.29,0.081377,0.113167,
12/31/2018,1985,993.0,322.0,716.0,-45.0,801.0,191.0,191.0,0.0,-1976.0,57.0,1767.0,152.0,0.0,-330.0,122.0,96.0,26.0,2802.0,100.0,2702.0,-2594.0,,-321.0,-61.0,0.0,-382,109.0,-273,54.0,54.0,0.0,-327.0,-2.0,-329,0.0,0.0,-329,-292.38,-17.38,500.8,-0.66,-0.549121,-0.583826,500.8,-0.66,-0.552173,-0.586877,
03/31/2019,2044,988.0,279.0,709.0,0.0,869.0,187.0,187.0,0.0,-1429.0,45.0,1236.0,147.0,1.0,-318.0,89.0,76.0,13.0,214.0,148.0,66.0,15.0,,297.0,-60.0,0.0,237,-69.0,168,-62.0,-62.0,0.0,230.0,-56.0,174,0.0,0.0,174,45.0,-67.0,501.2,0.35,0.29,0.089785,508.6,0.34,0.29,0.089785,
06/30/2019,1994,1001.0,288.0,713.0,0.0,770.0,223.0,223.0,0.0,-1397.0,27.0,1211.0,146.0,13.0,-313.0,87.0,74.0,13.0,209.0,142.0,67.0,17.0,0.0,284.0,-60.0,0.0,224,-66.0,158,-60.0,-60.0,0.0,218.0,-50.0,168,0.0,0.0,168,151.0,43.0,503.4,0.333731,0.214541,0.29996,508.7,0.330254,0.212306,0.296835,
09/30/2019,2020,1015.0,298.0,782.0,-65.0,814.0,191.0,191.0,,-1430.0,51.0,1225.0,146.0,8.0,-359.0,179.0,98.0,81.0,405.0,304.0,101.0,-225.0,,231.0,-59.0,0.0,172,-34.0,138,80.0,80.0,0.0,58.0,-40.0,18,0.0,0.0,18,93.0,-5.0,503.5,0.04,0.194638,0.184707,511.2,0.04,0.194638,0.184707,
12/31/2019,2038,1033.0,356.0,722.0,-45.0,817.0,188.0,188.0,0.0,-1484.0,39.0,1307.0,138.0,0.0,-413.0,107.0,93.0,14.0,294.0,144.0,150.0,12.0,,141.0,-60.0,0.0,81,-26.0,55,31.0,31.0,0.0,24.0,-41.0,-17,0.0,0.0,-17,-4.17,-18.17,503.5,-0.03,0.027805,-0.008282,510.4,-0.03,0.027805,-0.008282,
03/31/2020,1837,1015.0,297.0,718.0,0.0,641.0,181.0,181.0,0.0,-1502.0,44.0,1297.0,141.0,20.0,-365.0,97.0,85.0,12.0,238.0,151.0,87.0,30.0,,-30.0,-52.0,0.0,-82,10.0,-72,0.0,0.0,0.0,-72.0,6.0,-66,0.0,0.0,-66,62.0,128.0,504.3,-0.13,-0.13,0.122943,504.3,-0.13,-0.13,0.122943,
06/30/2020,2138,1019.0,307.0,712.0,0.0,945.0,174.0,174.0,0.0,-1625.0,269.0,1213.0,139.0,4.0,-316.0,76.0,65.0,11.0,230.0,147.0,83.0,10.0,-5.0,192.0,-44.0,0.0,148,-46.0,102,520.0,520.0,0.0,-418.0,-23.0,-441,0.0,0.0,-441,-48.37,-127.37,505.4,-0.87,0.16,-0.095706,512.5,-0.87,0.15,-0.098527,
09/30/2020,1990,,,,,,,,,,,,,,,,,,,,,,,,,,65,,-2,,,,,,-2,,,-2,48.0,,,0.03,0.03,0.06,,0.03,0.03,0.06,
12/31/2020,2002,,,,,,,,,,,,,,,,,,,,,,,,,,78,,3,,,,,,3,,,3,53.0,,,0.07,0.07,0.085,,0.07,0.07,0.085,
