Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,15375.599609,276.700006,261.600006,15.1,4945.200195,4945.2,,6944.399902,0.0,0.0,6944.399902,0.0,97.300003,,,,,12263.599609,591.799988,,,189.899994,,2330.300049,1455.0,1368.0,87.0,,,875.300049,3112.000031,,7221.899902,7221.899902,,,,151.399994,,,,,,1243.100495,,,,1243.100495,8616.400391,1472.300049,,,,,439.899994,,,439.899994,1912.200043,10528.600434,2.9,2000.300049,,,-108.800003,3120.800049,-168.199997,4847.000098,0.0,4847.000098,15375.600532,
12/31/2003,3502.8,214.2,200.5,13.7,5346.0,5346.0,,7106.0,0.0,0.0,,0.0,112.7,,,,,326.9,596.0,,,179.2,,2400.7,1800.1,1492.3,307.8,,,600.6,3175.9,,7304.1,7304.1,,,,234.1,,,,,,1533.4,,,,1533.4,9071.6,1469.6,,,,,443.7,,,443.7,1913.3,10984.9,0.0,2029.5,,,-148.9,3223.7,-134.4,4969.9,0.0,4969.9,15954.8,
03/31/2004,16240.2,717.8,708.0,9.8,5418.8,5418.8,,6735.1,0.0,0.0,,0.0,132.5,,,,,13004.2,599.9,1323.3,-723.4,172.2,,2463.9,1713.1,1405.8,307.3,,,750.8,3236.0,,6810.5,6810.5,,,,274.8,,,,,,2370.8,,,,2370.8,9456.1,1209.8,1208.5,1.3,1.3,,409.0,,,409.0,1618.8,11074.9,0.0,2050.1,,,-194.1,3420.6,-111.3,5165.3,0.0,5165.3,16240.2,
06/30/2004,17143.4,846.8,836.7,10.1,5448.4,5448.4,,7379.2,0.0,0.0,7379.200195,0.0,141.9,,,,,13816.3,594.4,,,200.0,,2532.7,1632.2,1503.0,129.2,,,900.5,3327.1,,8253.6,8253.6,,,,286.4,,,,,,1472.4,,,,1472.4,10012.4,1205.2,,,,,502.8,,,502.8,1708.0,11720.4,0.0,2158.0,,,-194.3,3566.7,-107.4,5423.0,0.0,5423.0,17143.4,
09/30/2004,17965.699219,1005.400012,996.200012,9.2,5561.799805,,,7935.100098,0.0,0.0,7935.100098,0.0,134.100006,,,,,14636.400391,599.299988,,,178.399994,,2551.600098,1512.199951,1426.400024,85.799927,,,1039.400146,3329.300079,,8743.100586,8743.100586,,,,261.200012,,,,,,1727.399597,,,,1727.399597,10731.700195,1205.099976,,,,,496.799988,,,496.799988,1701.899963,12433.600159,0.0,2165.300049,,,-195.699997,3635.300049,-72.800003,5532.100098,0.0,5532.100098,17965.700256,
12/31/2004,18684.2,1041.8,1032.9,8.9,5615.6,5615.6,,8316.7,0.0,0.0,,0.0,335.3,,,,,15309.4,612.0,,,160.1,,2602.7,1514.0,1433.3,80.7,,,1088.7,3374.8,,8821.7,8821.7,,,,259.9,,,,,,2966.5,,,,2966.5,12048.1,1201.8,,,,,509.6,,,509.6,1711.4,13759.5,0.0,2206.3,,,-195.5,2952.4,-38.5,4924.7,0.0,4924.7,18684.2,
03/31/2005,18775.0,1800.0,1800.0,0.0,5721.0,5721.0,,7495.0,0.0,0.0,7495.0,0.0,346.0,,,,,15362.0,616.0,1407.0,-791.0,163.0,,2634.0,1529.0,1439.0,90.0,,,1105.0,3413.0,,8733.0,8733.0,,,,9.0,8.0,1.0,1.0,,,3050.0,,,,3050.0,11792.0,1202.0,1200.6,1.4,1.4,,506.0,,,506.0,1708.0,13500.0,0.0,2323.0,,,-196.0,3194.0,-46.0,5275.0,0.0,5275.0,18775.0,
06/30/2005,19129.0,2418.0,2409.0,9.0,5782.0,5782.0,,7228.0,0.0,0.0,,0.0,317.0,,,,,15745.0,628.0,,,161.0,,2595.0,1620.0,1534.0,86.0,,,975.0,3384.0,,8762.0,8762.0,,,,8.0,,,,,,3039.0,,,,3039.0,11809.0,992.0,,,,,593.0,,,593.0,1585.0,13394.0,0.0,2716.0,,,-262.0,3346.0,-65.0,5735.0,0.0,5735.0,19129.0,
09/30/2005,20456.0,2996.0,2996.0,0.0,5855.0,5855.0,,7588.0,0.0,0.0,7588.0,0.0,246.0,,,,,16685.0,649.0,,,119.0,,3003.0,1826.0,1826.0,0.0,,,1177.0,3771.0,,10055.0,10055.0,,,,6.0,,,,,,2949.0,,,,2949.0,13010.0,988.0,,,,,605.0,,,605.0,1593.0,14603.0,0.0,2880.0,,,-491.0,3494.0,-30.0,5853.0,0.0,5853.0,20456.0,
12/31/2005,20760.0,2183.0,2183.0,0.0,6380.0,6380.0,,8208.0,0.0,0.0,,0.0,160.0,,,,,16931.0,667.0,,,112.0,,3050.0,1956.0,1820.0,136.0,,,1094.0,3829.0,,10179.0,10179.0,,,,6.0,,,,,,3100.0,,,,3100.0,13285.0,985.0,,,,,582.0,,,582.0,1567.0,14852.0,0.0,2994.0,,,-781.0,3670.0,25.0,5908.0,0.0,5908.0,20760.0,
03/31/2006,20961.0,2139.0,2139.0,0.0,6247.0,6247.0,,7127.0,0.0,0.0,7127.0,0.0,1484.0,,,,,16997.0,663.0,1503.0,-840.0,0.0,,3301.0,1892.0,1637.0,255.0,,,1409.0,3964.0,,9944.0,9944.0,,,,26.0,25.0,1.0,1.0,,,3500.0,,,,3500.0,13470.0,965.0,964.0,1.0,1.0,,619.0,,,619.0,1584.0,15054.0,0.0,3241.0,,,-1160.0,3871.0,-45.0,5907.0,0.0,5907.0,20961.0,
06/30/2006,21339.0,2000.0,2000.0,0.0,6249.0,6249.0,,7714.0,0.0,0.0,,0.0,1149.0,,,,,17112.0,644.0,,,0.0,,3583.0,2062.0,1786.0,276.0,,,1521.0,4227.0,,10389.0,10389.0,,,,26.0,,,,,,3410.0,,,,3410.0,13825.0,962.0,,,,,643.0,,,643.0,1605.0,15430.0,0.0,3275.0,,,-1446.0,4037.0,43.0,5909.0,0.0,5909.0,21339.0,
09/30/2006,21479.0,2254.0,2254.0,0.0,5983.0,5983.0,,7791.0,0.0,0.0,7791.0,0.0,1274.0,,,,,17302.0,634.0,,,0.0,,3543.0,1978.0,1696.0,282.0,,,1565.0,4177.0,,10426.0,10426.0,,,,25.0,,,,,,3479.0,,,,3479.0,13930.0,959.0,,,,,669.0,,,669.0,1628.0,15558.0,0.0,3447.0,,,-1818.0,4248.0,44.0,5921.0,0.0,5921.0,21479.0,
12/31/2006,22490.0,2013.0,2013.0,0.0,6427.0,6427.0,,8616.0,0.0,0.0,,0.0,1248.0,,,,,18304.0,616.0,,,0.0,,3570.0,1982.0,1694.0,288.0,,,1588.0,4186.0,,10859.0,10859.0,,,,25.0,,,,,,3842.0,,,,3842.0,14726.0,957.0,,,,,709.0,,,709.0,1666.0,16392.0,0.0,3511.0,,,-1915.0,4473.0,29.0,6098.0,0.0,6098.0,22490.0,
03/31/2007,23943.0,1954.0,1954.0,0.0,6566.0,6566.0,,8153.0,0.0,0.0,8153.0,0.0,1183.0,,,,,17856.0,684.0,1506.0,-822.0,0.0,,5403.0,3754.0,2975.0,779.0,,,1649.0,6087.0,,10873.0,10873.0,,,,155.0,154.0,1.0,1.0,,,4098.0,,,,4098.0,15126.0,1803.0,1802.0,1.0,1.0,,741.0,,,741.0,2544.0,17670.0,0.0,3725.0,,,-2162.0,4712.0,-2.0,6273.0,0.0,6273.0,23943.0,
06/30/2007,24312.0,2203.0,2203.0,0.0,6790.0,6790.0,,8000.0,0.0,0.0,8000.0,0.0,1164.0,,,,,18157.0,691.0,,,0.0,,5464.0,3781.0,2999.0,782.0,,,1683.0,6155.0,,11027.0,11027.0,,,,152.0,,,,,,3680.0,,,,3680.0,14859.0,1798.0,,,,,1216.0,,,1216.0,3014.0,17873.0,0.0,3931.0,,,-2429.0,4881.0,56.0,6439.0,0.0,6439.0,24312.0,
09/30/2007,25034.0,2518.0,2518.0,0.0,6820.0,6820.0,,8303.0,0.0,0.0,8303.0,0.0,1148.0,,,,,18789.0,714.0,,,0.0,,5531.0,3818.0,3055.0,763.0,,,1713.0,6245.0,,11773.0,11773.0,,,,152.0,,,,,,3687.0,,,,3687.0,15612.0,1798.0,,,,,1240.0,,,1240.0,3038.0,18650.0,0.0,4002.0,,,-2857.0,5113.0,126.0,6384.0,0.0,6384.0,25034.0,
12/31/2007,25365.0,1436.0,1436.0,0.0,7465.0,7465.0,,9568.0,0.0,0.0,9568.0,0.0,215.0,,,,,18684.0,747.0,,,0.0,,5934.0,4231.0,3353.0,878.0,,,1703.0,6681.0,,12359.0,12359.0,,,,152.0,,,,,,3336.0,,,,3336.0,15847.0,1797.0,,,,,1216.0,,,1216.0,3013.0,18860.0,0.0,4170.0,,,-3088.0,5297.0,126.0,6505.0,0.0,6505.0,25365.0,
03/31/2008,24603.0,1362.0,1362.0,0.0,7213.0,7213.0,,9000.0,0.0,0.0,9000.0,0.0,211.0,,,,,17786.0,775.0,1702.0,-927.0,0.0,,6042.0,4205.0,3345.0,860.0,,,1837.0,6817.0,,12032.0,12032.0,,,,2.0,,,,,,3314.0,,,,3314.0,15348.0,1795.0,,,,,1339.0,,,1339.0,3134.0,18482.0,0.0,4256.0,,,-3860.0,5586.0,139.0,6121.0,0.0,6121.0,24603.0,
06/30/2008,24987.0,1187.0,1187.0,0.0,7214.0,7214.0,0.0,9314.0,,,,,216.0,,,,216.0,17931.0,779.0,,,0.0,,6277.0,4426.0,3505.0,921.0,,,1851.0,7056.0,,14450.0,12421.0,,,2029.0,0.0,0.0,,,,,1167.0,,,,0.0,15617.0,1794.0,1794.0,,,,1335.0,,,1335.0,3129.0,18746.0,0.0,4313.0,4.0,4309.0,-4003.0,5782.0,149.0,6241.0,0.0,6241.0,24987.0,
09/30/2008,24577.0,1123.0,1123.0,0.0,7025.0,7025.0,0.0,9183.0,,,,,207.0,,,,207.0,17538.0,777.0,,,0.0,,6262.0,4449.0,3524.0,925.0,,,1813.0,7039.0,,14084.0,12086.0,,,1998.0,0.0,0.0,,,,,1064.0,,,,0.0,15148.0,1795.0,1795.0,,,,1285.0,,,1285.0,3080.0,18228.0,0.0,4344.0,4.0,4340.0,-3996.0,5910.0,91.0,6349.0,0.0,6349.0,24577.0,
12/31/2008,25302.0,1175.0,1175.0,0.0,7588.0,7588.0,0.0,9395.0,,,,,214.0,,,,214.0,18372.0,788.0,,,0.0,,6142.0,4376.0,3484.0,892.0,,,1766.0,6930.0,,14766.0,12326.0,,,2440.0,0.0,0.0,,,,,1291.0,,,,0.0,16057.0,1795.0,1795.0,,,,1286.0,,,1286.0,3081.0,19138.0,0.0,4374.0,4.0,4370.0,-3996.0,5857.0,-71.0,6164.0,0.0,6164.0,25302.0,
03/31/2009,25267.0,2109.0,2109.0,0.0,7774.0,7774.0,0.0,8527.0,,,,,261.0,0.0,,253.0,261.0,18671.0,796.0,1723.0,-927.0,0.0,,5800.0,4410.0,3528.0,882.0,5.0,,1132.0,6596.0,,14242.0,11739.0,0.0,0.0,2503.0,219.0,0.0,0.0,0.0,,219.0,1145.0,0.0,0.0,,0.0,15606.0,2290.0,2290.0,0.0,0.0,,1178.0,0.0,142.0,1036.0,3468.0,19074.0,0.0,4421.0,4.0,4417.0,-4144.0,6103.0,-187.0,6193.0,0.0,6193.0,25267.0,
06/30/2009,25717.0,2644.0,2644.0,0.0,7532.0,7532.0,0.0,8615.0,,,,,271.0,,,,271.0,19062.0,814.0,,,0.0,,5841.0,4409.0,3549.0,860.0,,,1432.0,6655.0,,14636.0,12156.0,,,2480.0,217.0,0.0,,,,217.0,1088.0,,,,0.0,15941.0,2292.0,2292.0,,,,1213.0,,,1213.0,3505.0,19446.0,0.0,4438.0,4.0,4434.0,-4433.0,6358.0,-92.0,6271.0,0.0,6271.0,25717.0,
09/30/2009,26624.0,3215.0,3215.0,0.0,7838.0,7838.0,0.0,8598.0,,,,,279.0,,,,279.0,19930.0,836.0,,,0.0,,5858.0,4406.0,3560.0,846.0,,,1452.0,6694.0,,15209.0,12688.0,,,2521.0,217.0,0.0,,,,217.0,994.0,,,,0.0,16420.0,2294.0,2294.0,,,,1191.0,,,1191.0,3485.0,19905.0,0.0,4558.0,4.0,4554.0,-4457.0,6627.0,-9.0,6719.0,0.0,6719.0,26624.0,
12/31/2009,27539.0,3428.0,3428.0,0.0,8319.0,8319.0,0.0,8842.0,,,,,265.0,,,,265.0,20854.0,835.0,,,0.0,,5850.0,4375.0,3559.0,816.0,,,1475.0,6685.0,,15451.0,13021.0,,,2430.0,217.0,0.0,,,,217.0,1250.0,,,,0.0,16918.0,2294.0,2294.0,,,,1204.0,,,1204.0,3498.0,20416.0,0.0,4648.0,4.0,4644.0,-4457.0,6921.0,11.0,7123.0,0.0,7123.0,27539.0,
03/31/2010,28189.0,3731.0,3731.0,0.0,8075.0,8075.0,0.0,9441.0,,,,,257.0,0.0,,317.0,257.0,21504.0,851.0,1858.0,-1007.0,0.0,,5834.0,4353.0,3568.0,785.0,,,1164.0,6685.0,,15791.0,13255.0,0.0,0.0,2536.0,3.0,0.0,0.0,0.0,,3.0,1218.0,0.0,0.0,,0.0,17012.0,2293.0,2293.0,0.0,0.0,,1352.0,0.0,198.0,1154.0,3645.0,20657.0,0.0,4760.0,4.0,4756.0,-4458.0,7236.0,-6.0,7532.0,0.0,7532.0,28189.0,
06/30/2010,27399.0,3265.0,3265.0,0.0,7832.0,7832.0,0.0,9429.0,,,,,265.0,,,,265.0,20791.0,864.0,,,0.0,,5744.0,4272.0,3522.0,750.0,,,1472.0,6608.0,,15730.0,13296.0,,,2434.0,0.0,0.0,,,,,1160.0,,,,0.0,16890.0,2278.0,2278.0,,,,1352.0,,,1352.0,3630.0,20520.0,0.0,4798.0,4.0,4794.0,-5344.0,7488.0,-63.0,6879.0,0.0,6879.0,27399.0,
09/30/2010,26792.0,3050.0,3050.0,0.0,8175.0,8175.0,0.0,8763.0,,,,,256.0,,,,256.0,20244.0,860.0,,,0.0,,5688.0,4204.0,3529.0,675.0,,,1484.0,6548.0,,12834.0,12834.0,,,0.0,0.0,0.0,,,,,3551.0,,,,1411.0,16385.0,2279.0,2279.0,,,,1313.0,,,1313.0,3592.0,19977.0,0.0,5066.0,4.0,5062.0,-6005.0,7767.0,-13.0,6815.0,0.0,6815.0,26792.0,
12/31/2010,30396.0,3213.0,3213.0,0.0,8647.0,8647.0,0.0,9547.0,,,,,286.0,,,,286.0,21693.0,934.0,,,0.0,,7769.0,6070.0,4321.0,1749.0,,,1699.0,8703.0,,15471.0,13581.0,,,1890.0,1757.0,0.0,,,,1757.0,2457.0,,,,0.0,19685.0,2305.0,2305.0,,,,1326.0,,,1326.0,3631.0,23316.0,0.0,5157.0,4.0,5153.0,-6006.0,7876.0,53.0,7080.0,0.0,7080.0,30396.0,
03/31/2011,30886.0,3612.0,3612.0,0.0,9187.0,9187.0,0.0,9225.0,,,,,333.0,0.0,,72.0,333.0,22357.0,991.0,2043.0,-1052.0,0.0,,7538.0,5972.0,4364.0,1608.0,4.0,,1490.0,8529.0,,15951.0,14090.0,0.0,0.0,1861.0,417.0,0.0,0.0,0.0,,417.0,2358.0,0.0,0.0,,0.0,18726.0,3587.0,3587.0,0.0,0.0,,1353.0,0.0,209.0,1144.0,4940.0,23666.0,0.0,5343.0,4.0,5339.0,-6470.0,8250.0,97.0,7220.0,0.0,7220.0,30886.0,
06/30/2011,31017.0,3116.0,3116.0,0.0,9372.0,9372.0,0.0,9530.0,,,,,356.0,,,,356.0,22374.0,988.0,,,0.0,,7655.0,6006.0,4439.0,1567.0,,,1649.0,8643.0,,16367.0,14547.0,,,1820.0,414.0,0.0,,,,414.0,2361.0,,,,0.0,19142.0,3575.0,3575.0,,,,1383.0,,,1383.0,4958.0,24100.0,0.0,5380.0,4.0,5376.0,-7057.0,8486.0,108.0,6917.0,0.0,6917.0,31017.0,
09/30/2011,31907.0,3943.0,3943.0,0.0,9525.0,9525.0,0.0,9426.0,,,,,368.0,,,,368.0,23262.0,1006.0,,,0.0,,7639.0,5870.0,4487.0,1383.0,,,1769.0,8645.0,,16875.0,14895.0,,,1980.0,414.0,0.0,,,,414.0,2556.0,,,,0.0,19845.0,3578.0,3578.0,,,,1368.0,,,1368.0,4946.0,24791.0,0.0,5577.0,4.0,5573.0,-7178.0,8731.0,-14.0,7116.0,0.0,7116.0,31907.0,
12/31/2011,33157.0,4191.0,4191.0,0.0,9673.0,9673.0,0.0,10376.0,,,,,329.0,,,,329.0,24569.0,1015.0,,,0.0,,7573.0,5838.0,4497.0,1341.0,,,1735.0,8588.0,,17797.0,15677.0,,,2120.0,409.0,0.0,,,,409.0,2509.0,,,,0.0,20715.0,3578.0,3578.0,,,,1408.0,,,1408.0,4986.0,25701.0,,5645.0,4.0,5641.0,-7178.0,8981.0,8.0,7456.0,0.0,7456.0,33157.0,
03/31/2012,33093.0,3149.0,3149.0,0.0,9977.0,9977.0,0.0,10073.0,,,,,404.0,0.0,,20.0,404.0,23603.0,1043.0,2175.0,-1132.0,,,8447.0,6782.0,5032.0,1750.0,,,1645.0,9490.0,,18263.0,16114.0,,,2149.0,908.0,400.0,0.0,0.0,,508.0,2515.0,0.0,0.0,88.0,0.0,21686.0,3072.0,3072.0,0.0,0.0,,1504.0,0.0,247.0,1169.0,4576.0,26262.0,0.0,5575.0,4.0,5571.0,-8204.0,9451.0,9.0,6831.0,0.0,6831.0,33093.0,
06/30/2012,31748.0,2013.0,2013.0,0.0,9564.0,9564.0,0.0,10059.0,,,,,418.0,,,,418.0,22054.0,1221.0,,,0.0,,8473.0,6703.0,5025.0,1678.0,,,1770.0,9694.0,,16738.0,15151.0,,,1587.0,508.0,0.0,,,,508.0,2851.0,,,,0.0,20097.0,3072.0,3072.0,,,,1376.0,,,1376.0,4448.0,24545.0,0.0,5813.0,4.0,5809.0,-8375.0,9783.0,-18.0,7203.0,0.0,7203.0,31748.0,
09/30/2012,32968.0,2831.0,2831.0,0.0,9823.0,9823.0,0.0,10070.0,,,,,367.0,,,,367.0,23091.0,1223.0,,,0.0,,8654.0,6827.0,5128.0,1699.0,,,1827.0,9877.0,,17004.0,15501.0,,,1503.0,508.0,0.0,,,,508.0,3238.0,,,,0.0,20750.0,3073.0,3073.0,,,,1430.0,,,1430.0,4503.0,25253.0,0.0,5952.0,4.0,5948.0,-8433.0,10135.0,61.0,7715.0,0.0,7715.0,32968.0,
12/31/2012,33433.0,2726.0,2726.0,0.0,9962.0,9962.0,0.0,10390.0,,,,,361.0,,,,361.0,23439.0,1247.0,,,0.0,,8747.0,7109.0,5310.0,1799.0,,,1638.0,9994.0,,16752.0,15047.0,,,1705.0,506.0,0.0,,,,506.0,2950.0,,,,0.0,20208.0,3973.0,3973.0,,,,1603.0,,,1603.0,5576.0,25784.0,0.0,6009.0,4.0,6005.0,-8793.0,10384.0,49.0,7649.0,0.0,7649.0,33433.0,
03/31/2013,34786.0,2456.0,2456.0,0.0,9975.0,9975.0,0.0,10335.0,,,,,404.0,0.0,,21.0,388.0,23170.0,1321.0,2529.0,-1208.0,0.0,,10295.0,8675.0,6405.0,2270.0,,,1599.0,11616.0,,18020.0,16108.0,0.0,0.0,1912.0,352.0,0.0,0.0,0.0,,352.0,2985.0,0.0,0.0,278.0,0.0,21357.0,4521.0,4521.0,0.0,0.0,,1838.0,0.0,308.0,1252.0,6359.0,27716.0,0.0,6082.0,4.0,6078.0,-9363.0,10402.0,-51.0,7070.0,0.0,7070.0,34786.0,
06/30/2013,35491.0,2905.0,2905.0,0.0,10013.0,10013.0,0.0,10332.0,,,,,817.0,,,,817.0,24067.0,1333.0,,,0.0,,10091.0,8458.0,6262.0,2196.0,,,1633.0,11424.0,,18562.0,16654.0,,,1908.0,352.0,0.0,,,,352.0,2567.0,,,,0.0,21481.0,4522.0,4522.0,,,,2080.0,,,2080.0,6602.0,28083.0,0.0,6233.0,4.0,6229.0,-9504.0,10780.0,-101.0,7408.0,0.0,7408.0,35491.0,
09/30/2013,35947.0,2960.0,2960.0,0.0,10321.0,10321.0,0.0,10484.0,,,,,780.0,,,,780.0,24545.0,1348.0,,,0.0,,10054.0,8473.0,6323.0,2150.0,,,1581.0,11402.0,,18441.0,16435.0,,,2006.0,353.0,0.0,,,,353.0,2585.0,,,,0.0,21379.0,4521.0,4521.0,,,,2058.0,,,2058.0,6579.0,27958.0,0.0,6361.0,4.0,6357.0,-9505.0,11130.0,3.0,7989.0,0.0,7989.0,35947.0,
12/31/2013,36479.0,2431.0,2431.0,0.0,10750.0,10750.0,0.0,11462.0,,,,,591.0,,,,591.0,25234.0,1359.0,,,0.0,,9886.0,8366.0,6300.0,2066.0,,,1520.0,11245.0,,18746.0,16638.0,,,2108.0,353.0,0.0,,,,353.0,2805.0,,,,0.0,21904.0,4521.0,4521.0,,,,2027.0,,,2027.0,6548.0,28452.0,0.0,6446.0,4.0,6442.0,-9505.0,11138.0,-52.0,8027.0,0.0,8027.0,36479.0,
03/31/2014,51759.0,4193.0,4193.0,0.0,13780.0,13780.0,0.0,12986.0,,,,,1877.0,0.0,,19.0,1835.0,32836.0,2196.0,3376.0,-1180.0,0.0,,16727.0,14798.0,9927.0,4871.0,,,1910.0,18923.0,,25126.0,21128.0,0.0,0.0,3998.0,1665.0,248.0,0.0,0.0,,1417.0,2824.0,0.0,0.0,1262.0,0.0,29615.0,8929.0,8929.0,0.0,0.0,,2897.0,0.0,562.0,1073.0,11826.0,41441.0,0.0,6556.0,4.0,6552.0,-9507.0,11453.0,20.0,8522.0,1796.0,10318.0,51759.0,
06/30/2014,53006.0,4105.0,4105.0,0.0,14920.0,14920.0,0.0,14124.0,,,,,824.0,,,,824.0,33973.0,2209.0,,,0.0,,16824.0,14821.0,10431.0,4390.0,,,2003.0,19033.0,,25933.0,22812.0,,,3121.0,532.0,507.0,,,,25.0,2780.0,,,,0.0,29245.0,10141.0,10141.0,,,,2855.0,,,2855.0,12996.0,42241.0,0.0,6690.0,4.0,6686.0,-9611.0,11800.0,100.0,8979.0,1786.0,10765.0,53006.0,
09/30/2014,52232.0,3804.0,3804.0,0.0,15391.0,15391.0,0.0,14063.0,,,,,621.0,30.0,,,613.0,33879.0,2174.0,,,0.0,,16179.0,14194.0,10095.0,4099.0,,,1955.0,18353.0,,25601.0,22656.0,,,2945.0,952.0,525.0,,,,427.0,2784.0,,,,0.0,29337.0,9620.0,9620.0,,,,2749.0,,,2749.0,12369.0,41706.0,0.0,6763.0,4.0,6759.0,-9611.0,12211.0,-432.0,8931.0,1595.0,10526.0,52232.0,
12/31/2014,55110.0,4587.0,4587.0,0.0,16581.0,16581.0,0.0,15378.0,,,,,595.0,42.0,,,588.0,37141.0,2156.0,,,0.0,,15813.0,13820.0,9956.0,3864.0,,,1951.0,17969.0,,28395.0,25205.0,,,3190.0,1413.0,407.0,,,,1006.0,2970.0,,0.0,,0.0,32778.0,8981.0,8981.0,,,,2734.0,,,2734.0,11715.0,44493.0,0.0,6879.0,4.0,6875.0,-9612.0,12628.0,-811.0,9084.0,1533.0,10617.0,55110.0,
03/31/2015,53870.0,5341.0,5341.0,0.0,12949.0,12949.0,0.0,14296.0,,,,,4084.0,53.0,,50.0,4036.0,36670.0,2045.0,3444.0,-1399.0,0.0,,15155.0,13258.0,9817.0,3441.0,,,1794.0,17200.0,,28856.0,25166.0,0.0,0.0,3690.0,1664.0,135.0,,,,1529.0,2977.0,0.0,0.0,859.0,0.0,33497.0,8180.0,8180.0,,,,2722.0,0.0,613.0,1250.0,10902.0,44399.0,0.0,6972.0,4.0,6968.0,-9956.0,12705.0,-1720.0,8001.0,1470.0,9471.0,53870.0,
06/30/2015,55925.0,5635.0,5635.0,0.0,16684.0,16684.0,0.0,14932.0,,,,,1320.0,,,,1320.0,38571.0,2100.0,,,0.0,,15254.0,13375.0,9949.0,3426.0,,,1879.0,17354.0,,30211.0,26319.0,,,3892.0,1654.0,144.0,,,,1510.0,2808.0,,,,0.0,34673.0,8142.0,8142.0,,,,2741.0,,,2741.0,10883.0,45556.0,0.0,7125.0,4.0,7121.0,-10061.0,13227.0,-1438.0,8853.0,1516.0,10369.0,55925.0,
09/30/2015,55819.0,5359.0,5359.0,0.0,16798.0,16798.0,0.0,15587.0,,,,,1005.0,69.0,,,962.0,38749.0,2108.0,,,0.0,,14962.0,13065.0,9811.0,3254.0,,,1828.0,17070.0,,30801.0,27151.0,,,3650.0,1252.0,142.0,,,,1110.0,2722.0,,7.0,,0.0,34775.0,8136.0,8136.0,,,,2625.0,,,2618.0,10761.0,45536.0,0.0,7216.0,4.0,7212.0,-10561.0,13780.0,-1647.0,8788.0,1495.0,10283.0,55819.0,
12/31/2015,55087.0,3406.0,3406.0,0.0,17402.0,17402.0,0.0,16411.0,,,,,1042.0,75.0,,,998.0,38261.0,2112.0,,,0.0,,14714.0,12804.0,9701.0,3103.0,,,1835.0,16826.0,,30498.0,26854.0,,,3644.0,1003.0,7.0,,,,996.0,2978.0,,10.0,,0.0,34479.0,7715.0,7715.0,,,,2555.0,,,2545.0,10270.0,44749.0,0.0,5796.0,3.0,5793.0,-3068.0,7995.0,-1847.0,8876.0,1462.0,10338.0,55087.0,
03/31/2016,56523.0,4048.0,4048.0,0.0,14269.0,14269.0,0.0,15335.0,,,,,4783.0,46.0,,59.0,4744.0,38435.0,2278.0,3784.0,-1506.0,0.0,,15810.0,12807.0,9786.0,3021.0,,,2898.0,18088.0,,32533.0,28585.0,0.0,0.0,3948.0,1617.0,7.0,,,,1610.0,919.0,0.0,8.0,2734.0,0.0,35069.0,6497.0,6497.0,,,,4543.0,0.0,573.0,1228.0,11040.0,46109.0,0.0,5848.0,3.0,5845.0,-3721.0,8360.0,-1563.0,8924.0,1490.0,10414.0,56523.0,
06/30/2016,57904.0,4659.0,4659.0,0.0,18334.0,18334.0,0.0,15500.0,,,,,545.0,96.0,,,523.0,39038.0,2430.0,,,0.0,,16436.0,14270.0,11127.0,3143.0,,,2070.0,18866.0,,33586.0,30424.0,,,3162.0,2168.0,0.0,,,,2168.0,820.0,,0.0,2789.0,0.0,36574.0,5942.0,5942.0,,,,4557.0,,,1768.0,10499.0,47073.0,0.0,5926.0,3.0,5923.0,-3778.0,8843.0,-1742.0,9249.0,1582.0,10831.0,57904.0,
