Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2010,0.032065,-0.341411,4.254871,0.084383,,,0.084383,-3.965778,-1.27927,-5.117049,2.430541,0.0,-12.490528,-12.365291,1.2576,1.2576,0,-13.622891,-13.622891,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125237,12.900693,-5.579,20.816687,,20.816687,0.0,0.0,0.0,0.0,-2.336994,,0.44223,,0.099247,
09/30/2011,0.52088,2.088621,3.680119,0.374742,0.259186,,0.115556,-5.622602,-6.983723,-0.687879,2.049,0.0,-12.126307,-18.100418,0.0,0.0,0,-18.100418,-18.100418,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.974111,12.285441,0.0,11.6,,11.6,,0.0,0.0,0.0,0.685441,,0.680014,,1.468266,
12/31/2011,16.343928,-8.957244,4.281341,13.291959,0.285104,,13.006855,7.727872,4.677847,0.016363,3.033662,0.0,-25.824174,-25.838757,0.0,0.0,0,-25.838757,-25.838757,,0,0.0,0.0,0.0,,,,0.014583,13.064552,0.0,5.0,,5.0,,0.0,0.0,0.0,8.064552,,3.584306,,0.282084,
03/31/2012,19.552,1.477,4.757,5.219,0.291,,4.928,8.099,6.952,0.812,0.335,0.0,-33.523,-32.163,0.002,0.002,0,-32.165,-32.165,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,16.255,0.0,12.49,,12.49,,0.0,0.0,0.0,3.765,0.0,2.284,,0.765,
06/30/2012,2.757321,13.624,5.47873,-9.653108,0.291221,,-9.944329,-6.692301,-2.942045,-0.63127,-3.118986,,-25.859142,-23.43535,0.00777,0.00777,0,-23.44312,-23.44312,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-2.423792,16.082149,0.0,16.61,,16.61,,0.0,0.0,0.0,-0.527851,0.0,-7.019672,,0.110937,
09/30/2012,11.154679,0.452,6.31627,3.741108,0.290779,,3.450329,0.645301,-3.204955,-0.22473,4.074986,0.0,-27.570858,-26.65465,0.01623,0.01623,0,-26.67088,-26.67088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.916208,15.634851,0.0,15.945,,15.945,0.0,0.0,0.0,0.0,-0.310149,,-0.781328,,1.902063,
12/31/2012,17.91,-51.897,9.971,57.084,2.609,54.903,-0.428,2.752,1.58,-0.595,1.767,0.0,-97.797,-32.27,0.022,0.022,0,-32.292,-32.292,0.0,0,0.0,0.0,-63.59,0.0,-63.59,0.0,-1.937,104.813,0.0,-30.095,,0.0,-30.095,0.0,0.0,0.0,234.908,0.0,24.926,,0.239,
03/31/2013,16.855,5.396,10.738,2.467,0.655,3.162,-1.35,-1.746,-4.485,-0.089,2.828,0.0,-74.094,-73.805,0.009,0.009,0,-73.814,-73.814,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289,36.397,0.0,36.5,,36.5,,0.0,0.0,0.0,-0.103,0.0,-20.842,,0.141,
06/30/2013,32.943,14.471,14.815,4.38,0.281,7.802,-3.703,-0.723,-2.59,-0.007,1.874,0.0,-64.581,-64.581,0.045,0.045,0,-64.626,-64.626,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.02,0.0,-36.5,,12.5,-49.0,144.936,144.936,0.0,-0.416,,76.382,,0.242,
09/30/2013,41.849,14.596,17.423,11.538,0.49,9.099,1.949,-1.708,-6.537,0.405,4.424,0.0,-691.497,-691.497,0.008,0.008,0,-691.505,-691.505,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.85,0.0,450.0,,450.0,0.0,180.36,180.36,0.0,-9.51,,-28.798,,,
12/31/2013,64.13,20.124,23.621,10.015,-0.423,11.5,-1.062,10.37,-6.893,0.245,17.018,0.0,-109.968,-104.841,0.01,0.01,0,-104.851,-104.851,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.127,8.293,0.0,0.0,,-49.0,49.0,1.634,1.634,0.0,-3.341,,-37.545,,0.021,
03/31/2014,71.466,23.589,30.973,19.652,2.19,13.601,3.861,-2.748,-13.485,-0.258,10.995,0.0,-399.184,-398.652,0.011,0.011,0,-398.663,-398.663,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.532,337.477,0.0,127.0,,127.0,,210.634,210.634,0.0,-0.157,0.0,9.759,,0.149,
06/30/2014,88.24,27.824,40.021,25.759,1.128,15.163,9.468,-5.364,-7.106,1.235,0.507,0.0,-124.461,-124.993,0.0,0.0,0,-124.993,-124.993,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,47.9,0.0,-91.0,,39.0,-130.0,140.728,140.728,0.0,-1.828,,11.679,,11.26,
09/30/2014,92.289,43.668,45.37,8.041,2.818,19.996,-14.773,-4.79,-16.006,-0.062,11.278,0.0,-765.436,-731.585,0.0,0.0,0,-731.585,-731.585,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-33.851,676.798,0.0,94.0,,259.9,-165.9,585.374,585.374,0.0,-2.576,,3.651,,1.32,
12/31/2014,104.394,98.674,53.641,-45.556,3.68,60.225,-109.461,-2.365,-5.544,0.0,3.179,0.0,-192.916,-192.29,0.045,0.045,0,-192.335,-192.335,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.626,78.061,0.0,83.5,0.0,83.5,0.0,-1.223,0.0,-1.223,-4.216,,-10.461,,18.892,
03/31/2015,99.143,5.849,59.677,33.945,4.924,2.425,26.596,-0.328,7.005,-0.02,-7.313,0.0,-153.555,-153.555,0.0,0.0,0,-153.555,-153.555,0.0,0,,,0.0,0.0,0.0,0.0,0.0,55.872,0.0,-61.921,0.0,57.501,-119.422,120.31,120.31,0.0,-2.517,0.0,1.46,,1.389,
06/30/2015,100.643,-212.287,57.096,240.357,4.333,-133.616,369.64,15.477,2.05,0.189,13.238,0.0,-526.41,-524.735,0.0,0.0,0,-524.735,-524.735,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.675,438.802,0.0,106.421,0.0,306.0,-199.579,334.54,334.54,0.0,-2.159,0.0,13.035,,18.304,
09/30/2015,139.818,-156.781,52.375,223.966,4.402,-63.599,283.163,20.258,4.057,0.056,16.145,0.0,-107.899,-106.872,0.097,0.097,0,-106.969,-106.969,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.027,-32.77,0.0,-229.0,0.0,29.0,-258.0,198.556,198.556,0.0,-2.326,0.0,-0.851,,1.424,
12/31/2015,76.897,-187.409,48.549,253.372,4.87,-6.755,255.257,-37.615,-1.965,-0.001,-35.649,0.0,-107.186,-107.186,9.642,9.642,0,-116.828,-116.828,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.577,0.0,6.5,0.0,32.5,-26.0,2.155,2.155,0.0,-2.078,0.0,-23.712,,17.641,
03/31/2016,72.76,-32.912,42.069,41.056,8.35,,32.706,22.547,23.466,0.137,-1.056,0.0,-107.157,-106.357,0.123,0.123,0,-106.48,-106.48,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,250.092,0.0,-2.5,0.0,8.5,-11.0,254.89,254.89,0.0,-2.298,0.0,215.695,,0.823,
06/30/2016,49.021,-155.49,39.871,185.221,6.028,0.0,179.193,-20.581,-21.047,0.097,0.369,0.0,-73.219,-73.219,0.038,0.038,0,-73.257,-73.257,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.182,0.0,8.5,0.0,8.5,0.0,0.126,0.126,0.0,-1.444,0.0,-17.016,,18.0,
09/30/2016,104.565,-2.23,44.746,52.809,6.265,0.0,46.544,9.24,-8.441,-0.475,18.156,0.0,-801.664,-801.664,1.405,1.405,0,-803.069,-803.069,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.574,0.0,3.0,0.0,81.0,-78.0,646.157,646.157,0.0,-3.583,0.0,-51.525,,1.022,
12/31/2016,105.734,25.598,51.329,55.729,5.81,0.0,49.919,-26.922,-27.714,-0.014,0.806,0.0,-328.202,-204.078,3.095,3.095,0,-207.173,-207.173,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-124.124,1721.773,0.0,616.0,0.0,1066.0,-450.0,1150.828,1150.828,0.0,-45.055,0.0,1499.305,,18.332,
03/31/2017,175.927,136.273,58.929,-24.926,7.063,1.425,-33.414,5.651,-19.905,-1.044,26.6,0.0,-1825.479,-1944.631,1.238,1.238,0,-1945.869,-1945.869,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,119.152,20.418,0.0,-120.5,0.0,0.0,-120.5,148.083,148.083,0.0,-7.165,0.0,-1629.134,,1.118,
