Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,6.895,4.984,0.302,0.0,1.006,0.603,,,,,,,,,,,,,,,,,,,,,
06/30/1994,8.521,7.8,0.347,0.25,1.118,-0.994,,,,,,,,,,,,,,,,,,,,,
09/30/1994,10.072,6.326,0.349,0.25,1.663,1.484,,,,,,,,,,,,,,,,,,,,,
12/31/1994,6.489,5.843,0.387,0.5,0.572,-0.813,,,,,,,,,,,,,,,,,,,,,
03/31/1995,7.167,4.865,0.39,0.0,0.44,1.472,,,,,,,,,,,,,,,,,,,,,
06/30/1995,3.821,4.637,0.39,0.0,0.573,-1.779,,,,,,,,,,,,,,,,,,,,,
09/30/1995,-1.458,3.347,0.395,4.0,0.051,-9.251,,,,,,,,,,,,,,,,,,,,,
12/31/1995,17.622999,0.786,0.405,0.8,6.86,8.772,,,,,,,,,,,,,,,,,,,,,
03/31/1996,8.383,5.677,0.47,0.15,1.066,1.02,,0.0,-8.38,0.0,0.0,0.0,-30.402,,0.005,-38.777,30.531,-6.259,,35.851002,,,0.952,0.0,-0.013,0.137,
06/30/1996,8.045,8.569,0.56,-0.132,0.178,-1.13,,9.508,-11.803,0.0,0.0,0.0,-34.582001,,-0.09,-36.966999,28.603001,-6.287,,-13.94,,,49.311001,0.0,-0.481,-0.319,
09/30/1996,10.908,7.383,0.646,0.957,0.567,1.355,,0.0,-13.148,0.0,0.0,0.0,-23.434,,-0.097,-36.679001,28.566999,-7.518,,1.349,,,34.820999,0.0,-0.085,2.796,
12/31/1996,8.885,9.047,0.785,0.433,0.72,-2.1,,0.0,-32.751999,0.0,0.0,0.0,-19.768,,-0.038,-52.557999,40.782001,-8.363,,-1.625,,,50.682999,0.0,0.087,-2.891,
03/31/1997,11.642,9.826,1.199,0.15,0.733,-0.266,,0.0,-44.216,0.0,0.0,0.0,-43.862999,0.0,-0.007,-88.085999,75.984001,-9.705,0.0,8.202,,,78.275002,0.0,-0.788,-0.46,
06/30/1997,13.91,11.928,1.29,0.15,0.225,0.317,,0.0,-16.26,0.0,0.0,0.0,-12.737,0.0,-0.342,-29.339001,16.281,-11.492,0.0,24.076,,,4.424,0.0,-0.727,0.852,
09/30/1997,20.329,11.773,1.364,0.15,1.957,5.085,,0.0,-30.375,0.0,0.0,0.0,-17.202999,0.0,24.587,-22.990999,29.778999,-11.7,0.0,39.62,,,1.905,0.0,-0.046,27.117001,
12/31/1997,10.127,12.951,2.488,0.15,0.522,-5.984,,0.0,-44.984001,0.0,-4.964,0.0,0.177,0.0,-21.882,-71.653,34.817001,-12.907,0.0,-7.223,,,54.950001,0.0,-0.003,-26.709,
03/31/1998,19.292,13.409,2.188,0.15,0.059,3.486,,0.0,-68.418999,0.0,0.0,0.0,-30.266001,-3.716,0.006,-102.394997,83.411003,-13.148,0.0,70.579998,,,26.462,0.0,-0.483,0.308,
06/30/1998,18.099001,14.739,2.598,0.15,-0.056,0.668,,0.0,-61.348999,0.0,0.0,0.0,-21.108,-13.14,-0.175,-95.772003,77.253998,-13.837,-0.832,17.416997,,,74.685997,0.0,-0.18,-0.419,
09/30/1998,18.93,16.028999,3.303,0.15,-0.713,0.161,,9.2,-59.909,0.0,0.0,0.0,-5.539,-2.566,-0.101,-58.915001,40.188,-14.009,-1.664,54.183001,,,1.679,0.0,-0.001,0.203,
12/31/1998,19.424999,18.132,2.259,0.15,0.103,-1.219,,2.178,-80.337997,0.0,0.0,0.0,-9.74,-1.543,-0.058,-89.500999,69.872002,-15.562,-1.664,27.729,,,59.502998,0.0,-0.134,-0.204,
03/31/1999,21.902,18.978,4.093,0.15,0.457,-1.776,,5.567,-84.829,,,,-6.405,,-2.237,-87.904,65.964,-18.578,,11.629,-32.35,43.979,74.139,,-1.226,-0.038,
06/30/1999,25.892,19.139,5.026,0.15,-0.53,2.107,,2.575,-73.729,0.0,0.0,0.0,-9.245,0.0,-1.91,-82.309,55.092,-19.35,0.0,73.378,,,1.265,0.0,-0.201,-1.325,
09/30/1999,22.072,19.546,5.052,0.15,0.938,-3.614,,1.113,-30.983,0.0,-4.754,0.0,9.771,0.0,3.763,-21.09,-6.209,-19.527,0.0,85.757,75.8,9.957,1.134,0.0,-0.195,-5.227,
12/31/1999,26.267,17.975,7.33,0.15,-3.927,4.739,,8.857,-25.950001,0.0,4.754,0.0,-7.479,0.0,-2.084,-21.902,3.085,-29.195999,9.462,22.477,,,0.559,0.0,-0.217,7.45,
03/31/2000,17.06,18.118,6.117,0.25,-1.229,-6.196,,26.248,-10.188,,-5.754,,-3.169,,-0.679,6.458,-24.267,-19.914,,-4.624,-4.6,-0.024,0.737,,-0.466,-0.749,
