Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,4893.051758,61.09,61.09,0.0,444.231995,,,532.646973,,,,,195.132996,,,,1233.102051,2973.163086,5434.078125,-2460.915039,0.0,,,686.786987,,,,,686.786987,3659.950073,,378.622986,378.622986,,,,217.024994,,,,,,603.498993,,,603.498993,1199.146973,1470.312988,,,,,762.84198,,,,,762.84198,2233.154968,3432.301941,98.025002,457.687988,,,,,905.036987,1460.749977,0.0,1460.749977,4893.051918,
12/31/1992,4678.533203,50.747002,50.747002,0.0,191.348007,,,177.619995,,,,,69.281998,,,,488.997009,2797.917969,5165.271973,-2367.354004,0.0,,,1391.618042,,,,,1391.618042,4189.536011,,253.570999,253.570999,,,,169.182007,,,,,,518.389023,,,518.389023,941.142029,1499.765015,,,,,762.492004,,,,,762.492004,2262.257019,3203.399048,98.025002,463.315002,,,,,913.794006,1475.13401,0.0,1475.13401,4678.533058,
03/31/1993,5200.036133,71.237999,71.237999,0.0,453.419006,,,544.13501,,,,,321.563995,,,,1390.355957,3132.52002,5632.528809,-2500.009033,0.0,,,677.159973,,,,,677.159973,3809.679993,,410.354004,410.354004,,,,195.757996,,,,,,539.84906,,,539.84906,1145.96106,1683.562012,,,,,901.361023,,,,,901.361023,2584.923035,3730.884094,98.025002,471.769012,,,,,899.357971,1469.151985,0.0,1469.151985,5200.036079,
06/30/1993,4862.173828,67.460999,67.460999,0.0,190.076996,,,,,,,,339.571991,,,,597.109985,3018.803955,5436.38623,-2417.582031,0.0,,,1246.26001,,,,,1246.26001,4265.063965,,290.084991,290.084991,,,,164.942001,,,,,,540.868027,,,540.868027,995.89502,1746.725952,,,,,878.692993,,,,,878.692993,2625.418945,3621.313965,0.0,481.286011,,,,,759.573975,1240.859985,0.0,1240.859985,4862.17395,
09/30/1993,4931.415039,55.875,55.875,0.0,232.641006,,,,,,,,334.897003,,,,623.413025,3081.184082,5541.026855,-2459.843018,0.0,,,1226.817993,,,,,1226.817993,4308.002075,,292.665009,292.665009,,,,161.684998,,,,,,548.605988,,,548.605988,1002.955994,1752.475952,,,,,904.752991,,,,,904.752991,2657.228943,3660.184937,0.0,498.11499,,,,,773.11499,1271.22998,0.0,1271.22998,4931.414917,
12/31/1993,4258.388184,56.691002,56.691002,0.0,197.955994,,,197.451004,,,,,149.345993,,,,601.44397,3186.535889,5697.542969,-2511.00708,0.0,,,470.40799,,,,,470.40799,3656.943878,,297.282013,297.282013,,,,156.503006,,,,,,514.98201,,,514.98201,968.767029,1374.942993,,,,,924.497009,,,,,924.497009,2299.440002,3268.207031,0.0,508.832001,,,,,481.348999,990.181,0.0,990.181,4258.388031,
03/31/1994,4581.257812,62.571999,62.571999,0.0,261.856995,,,209.069,,,,,188.725998,,,,722.223999,3400.586914,5924.180176,-2523.593018,0.0,,,458.446991,,,,,458.446991,3859.033905,,369.313995,369.313995,,,,119.266998,,,,,,497.783997,,,497.783997,986.36499,1676.540039,,,,,911.525024,,,,,911.525024,2588.065063,3574.430054,0.0,515.921997,,,0.0,,490.906006,1006.828003,0.0,1006.828003,4581.258057,
06/30/1994,4776.50293,87.162003,87.162003,0.0,294.328003,,,208.667999,,,,,165.223999,,,,755.382019,3533.589111,6102.477051,-2568.887939,0.0,,,487.532013,,,,,487.532013,4021.121124,,356.507996,356.507996,,,,119.069,,,,,,524.146027,,,524.146027,999.723022,1780.977051,,,,,936.890015,,,,,936.890015,2717.867065,3717.590088,0.0,525.71698,,,0.0,,533.195984,1058.912964,0.0,1058.912964,4776.503052,
09/30/1994,4827.73584,61.897999,61.897999,0.0,320.692993,,,53.612,,,,,317.570007,,,,753.77301,3595.537109,6223.986816,-2628.449951,0.0,,,478.425995,,,,,478.425995,4073.963104,,382.322998,382.322998,,,,84.786003,,,,,,523.893013,,,523.893013,991.002014,1765.197998,,,,,965.153992,,,,,965.153992,2730.35199,3721.354004,0.0,538.541016,,,,,567.841003,1106.382019,0.0,1106.382019,4827.736023,
12/31/1994,5014.473145,75.877998,75.877998,0.0,316.855011,,,221.470993,,,,,144.617996,,,,758.822021,3729.39209,6375.394043,-2646.001953,0.0,,,526.258972,,,,,526.258972,4255.651062,,422.532013,422.532013,,,,118.102997,,,,,,552.517944,,,552.517944,1093.152954,1794.795044,,,,,997.500977,,,,,997.500977,2792.296021,3885.448975,0.0,539.101013,,,0.0,,589.922974,1129.023987,0.0,1129.023987,5014.472961,
03/31/1995,5574.576172,57.249001,57.249001,0.0,382.949005,,,245.899994,,,,,202.141006,,,,888.239014,4144.786133,6757.266113,-2612.47998,0.0,,,541.551025,,,,,541.551025,4686.337158,,528.734985,528.734985,,,,148.942993,,,,,,558.408081,,,558.408081,1236.08606,2189.417969,,,,,1007.96698,,,,,1007.96698,3197.384949,4433.471008,0.0,539.328003,,,0.0,,601.776978,1141.10498,0.0,1141.10498,5574.575989,
06/30/1995,5630.574219,78.024002,78.024002,0.0,312.320007,,,60.418999,,,,,358.285004,,,,809.047974,4263.341797,6894.138184,-2630.795898,0.0,,,558.184021,,,,,558.184021,4821.525818,,450.860992,450.860992,,,,164.714996,,,,,,543.820985,,,543.820985,1159.396973,2254.083008,,,,,1034.728027,,,,,1034.728027,3288.811035,4448.208008,0.0,541.541992,,,0.0,,640.823975,1182.365967,0.0,1182.365967,5630.573975,
09/30/1995,5708.399902,96.599998,96.599998,0.0,304.299988,,,60.099998,,,,,344.200012,,,,805.200012,4338.299805,6986.399902,-2648.100098,0.0,,,564.900024,,,,,564.900024,4903.199829,,398.600006,398.600006,,,,168.300003,,,,,,546.599991,,,546.599991,1113.5,2317.899902,,,,,1079.5,,,,,1079.5,3397.399902,4510.899902,0.0,547.299988,,,,,650.200012,1197.5,0.0,1197.5,5708.399902,
12/31/1995,5893.814941,92.857002,92.857002,0.0,374.688995,,,255.440994,,,,,161.074005,,,,884.060974,4437.25,7066.625,-2629.375,0.0,,,572.504028,,,,,572.504028,5009.754028,,380.264008,380.264008,,,,212.076996,,,,,,527.834045,,,527.834045,1120.175049,2411.023926,,,,,1122.590942,,,,,1122.590942,3533.614868,4653.789917,0.0,550.197021,,,0.0,,689.828003,1240.025024,0.0,1240.025024,5893.814941,
03/31/1996,6052.341797,115.223999,115.223999,0.0,366.876007,,,260.696991,,,,,218.643997,,,,961.440979,4514.198242,7193.98584,-2679.788086,0.0,,,576.703003,,,,,576.703003,5090.901245,,407.072998,407.072998,,,,166.227997,,,,,,499.62503,,,499.62503,1072.926025,2610.480957,,,,,1122.373047,,,,,1122.373047,3732.854004,4805.780029,0.0,560.241028,,,0.0,,686.320984,1246.562012,0.0,1246.562012,6052.342041,
06/30/1996,6005.623047,126.101997,126.101997,0.0,401.911011,,,254.914001,,,,,179.313995,,,,962.241028,4455.575195,7202.082031,-2746.50708,0.0,,,587.807007,,,,,587.807007,5043.382202,,385.785004,385.785004,,,,162.578125,,,,,,485.615875,,,485.615875,1033.979004,2552.424072,,,,,1123.301025,,,,,1123.301025,3675.725097,4709.704101,0.0,588.861023,,,0.0,,707.057983,1295.919006,0.0,1295.919006,6005.623107,
09/30/1996,6017.663086,120.052002,120.052002,0.0,436.872009,,,228.382996,,,,,690.926025,,,,1476.233032,3938.912109,6398.495117,-2459.583008,0.0,,,602.518005,,,,,602.518005,4541.430115,,346.622009,346.622009,,,,145.029999,,,,,,505.608002,,,505.608002,997.26001,2520.356934,,,,,1171.139038,,,,,1171.139038,3691.495972,4688.755981,0.0,606.68103,,,0.0,,722.226013,1328.907043,0.0,1328.907043,6017.663025,
12/31/1996,5645.38916,191.384003,191.384003,0.0,561.927002,,,229.712006,,,,,164.742996,,,,1147.765991,3901.198975,6410.560059,-2509.361084,0.0,,,596.424011,,,,,596.424011,4497.622986,,321.467987,321.467987,,,,199.957993,,,,,,633.528976,,,633.528976,1154.954956,2237.01001,,,,,1147.417969,,,,,1147.417969,3384.427979,4539.382935,0.0,496.291992,,,0.0,,609.713989,1106.005981,0.0,1106.005981,5645.388916,
03/31/1997,5605.928223,96.485001,96.485001,0.0,598.455017,,,230.177002,,,,,170.184998,,,,1095.302002,3875.697998,6399.722168,-2524.023926,0.0,,,634.927979,,,,,634.927979,4510.625977,,346.247986,346.247986,,,,276.330994,,,,,,599.744019,,,599.744019,1222.322998,2167.903076,,,,,1118.087036,,,,,1118.087036,3285.990112,4508.31311,0.0,470.420013,,,0.0,,627.195007,1097.615021,0.0,1097.615021,5605.928131,
06/30/1997,5643.182129,117.797997,117.797997,0.0,593.03302,,,228.817001,,,,,164.257004,,,,1103.905029,3866.685059,6442.062988,-2575.37793,0.0,,,672.59198,,,,,672.59198,4539.277039,,319.558014,319.558014,,,,368.007812,,,,,,537.602142,,,537.602142,1225.167969,2130.614014,,,,,1150.791016,,,,,1150.791016,3281.405029,4506.572998,0.0,471.497986,,,0.0,,665.111023,1136.609009,0.0,1136.609009,5643.182007,
09/30/1997,5373.234863,99.899002,99.899002,0.0,597.120972,,,227.298004,,,,,102.847,,,,1027.165039,3704.602051,6021.10498,-2316.50293,0.0,,,641.468018,,,,,641.468018,4346.070068,,334.614014,334.614014,,,,348.506989,,,,,,468.559052,,,468.559052,1151.680054,1975.953979,,,,,1059.06604,,,,,1059.06604,3035.02002,4186.700073,0.0,491.507996,,,0.0,,695.026978,1186.534973,0.0,1186.534973,5373.235046,
12/31/1997,5509.060059,78.370003,78.370003,0.0,625.955017,,,229.776993,,,,,157.882996,,,,1091.984985,3727.166016,6099.932129,-2372.766113,0.0,,,689.908997,,,,,689.908997,4417.075013,,305.337006,305.337006,,,,301.360992,,,,,,482.811035,,,482.811035,1089.509033,2267.553955,,,,,1091.28894,,,,,1091.28894,3358.842895,4448.351928,0.0,328.117004,,,0.0,,732.591003,1060.708007,0.0,1060.708007,5509.059935,
03/31/1998,5563.949219,56.422001,56.422001,0.0,612.099976,,,227.753998,,,,,203.996994,,,,1100.272949,3748.337891,6158.922852,-2410.584961,0.0,,,715.338013,,,,,715.338013,4463.675903,,346.61499,346.61499,,,,209.720001,,,,,,466.178009,,,466.178009,1022.513,2365.100098,,,,,1071.177002,,,,,1071.177002,3436.2771,4458.7901,0.0,345.242004,,,0.0,,759.916992,1105.158997,0.0,1105.158997,5563.949097,
06/30/1998,5673.51709,73.731003,73.731003,0.0,587.164001,,,236.783005,,,,,191.589005,,,,1089.266968,3852.956055,6284.185059,-2431.229004,0.0,,,731.294006,,,,,731.294006,4584.250061,,424.151001,424.151001,,,,171.697006,,,,,,422.410965,,,422.410965,1018.258972,2449.60791,,,,,1104.724976,,,,,1104.724976,3554.332886,4572.591858,0.0,309.188995,,,0.0,,791.736023,1100.925018,0.0,1100.925018,5673.516876,
09/30/1998,5918.693,54.565,54.565,0.0,661.274,661.274,,67.224,,,,,379.037,,,,1162.1,3988.514,6483.347168,-2494.833008,460.021,,,308.058,308.058,,,,0.0,4756.593,,375.47,375.47,,,,319.543,,,,,,499.654,,,499.654,1194.667,2466.213,,,,,1162.622,,,,,1162.622,3628.835,4823.502,0.0,281.435,,,0.0,830.167,-16.411,1095.191,0.0,1095.191,5918.693,
12/31/1998,5708.601074,138.352997,138.352997,0.0,559.140991,,,234.182999,234.182999,0.0,0.0,0.0,111.169998,,,,1042.847046,3809.919922,6315.763184,-2505.843018,0.0,,,855.833984,312.59201,,,,543.241974,4665.753906,,399.494995,399.494995,,,,483.334015,,,,,,479.83493,,,479.83493,1362.66394,2099.697021,,,,,1150.625977,,,,,1150.625977,3250.322998,4612.986938,0.0,610.54303,,,0.0,,485.071014,1095.614044,0.0,1095.614044,5708.600983,
03/31/1999,5950.846191,55.243999,55.243999,0.0,605.755981,,,247.408997,247.408997,0.0,0.0,0.0,156.253006,,,,1064.661987,4008.376953,6534.278809,-2525.9021,0.0,,,877.807007,311.332001,,,,566.475006,4886.18396,,529.552002,529.552002,,,,607.528992,,,,,,458.313049,,,458.313049,1595.394043,2111.138916,,,,,1151.285034,,,,,1151.285034,3262.42395,4857.817993,0.0,609.481995,,,0.0,,483.54599,1093.027985,0.0,1093.027985,5950.845978,
06/30/1999,6183.45,65.595,65.595,0.0,544.746,544.746,,73.899,264.312012,0.0,0.0,0.0,329.668,,,,1013.908,4265.093,6797.308105,-2532.215088,595.233,,,309.216,309.216,,,,0.0,5169.542,,530.115,530.115,,,,697.783,,,,,,429.929,,,429.929,1657.827,2269.605,,,,,1174.532,,,,,1174.532,3444.137,5101.964,0.0,601.746,,,0.0,506.259,-26.519,1081.486,0.0,1081.486,6183.45,
09/30/1999,6254.697,315.036,315.036,0.0,671.457,671.457,,64.866,246.585007,0.0,0.0,0.0,302.447,,,,1353.806,4039.079,6124.61377,-2085.534912,623.824,,,237.988,237.988,,,,0.0,4900.891,,465.19,465.19,,,,623.383,,,,,,718.151,,,718.151,1806.724,1874.822,,,,,1170.924,,,,,1170.924,3045.746,4852.47,0.0,589.648,,,0.0,833.764,-21.185,1402.227,0.0,1402.227,6254.697,
12/31/1999,5770.450195,112.992996,112.992996,0.0,725.815002,,,232.722,232.722,0.0,0.0,0.0,137.860992,,,,1209.390991,3676.555908,5734.423828,-2057.86792,0.0,,,884.502991,232.233002,203.0,29.233002,,652.269989,4561.058899,,334.102997,334.102997,,,,574.252991,,,,,,541.155975,,,541.155975,1449.511963,1819.135986,,,,,1296.89688,,,,,1296.89688,3116.032866,4565.544829,0.0,513.083008,,,0.0,,691.822021,1204.905029,0.0,1204.905029,5770.449858,
03/31/2000,5892.157227,313.386993,313.386993,0.0,455.200989,,,236.880997,236.880997,0.0,0.0,0.0,260.776001,,,,1266.244995,3707.920898,5553.980957,-1846.060059,0.0,,,917.991028,226.813004,,,,691.178024,4625.911926,,415.743011,415.743011,,,,579.794983,,,,,,505.794037,,,505.794037,1501.332031,1868.20105,,,,,1307.45105,,,,,1307.45105,3175.6521,4676.984131,0.0,514.77301,,,0.0,,700.400024,1215.173034,0.0,1215.173034,5892.157165,
06/30/2000,5630.118164,66.155998,66.155998,0.0,418.838989,,,237.848999,237.848999,0.0,0.0,0.0,256.411011,,,,979.255005,3733.39502,5635.288086,-1901.892944,0.0,,,917.468018,221.421005,,,,696.047012,4650.863037,,381.112,381.112,,,,639.218994,,,,,,459.491028,,,459.491028,1479.822021,1667.291016,,,,,1253.376953,,,,,1253.376953,2920.667969,4400.48999,0.0,517.182983,,,0.0,,712.445007,1229.627991,0.0,1229.627991,5630.117981,
09/30/2000,5619.521973,111.678001,111.678001,0.0,550.981995,,,232.029999,232.029999,0.0,0.0,0.0,236.050003,,,,1130.73999,3566.190918,5537.674805,-1971.484009,0.0,,,922.591003,213.248993,,,,709.34201,4488.781921,,341.652008,341.652008,,,,553.674988,,,,,,554.984039,,,554.984039,1450.311035,1680.262939,,,,,1258.915039,,,,,1258.915039,2939.177979,4389.489014,0.0,520.153992,,,0.0,,709.879028,1230.03302,0.0,1230.03302,5619.522034,
12/31/2000,5474.922852,121.970001,121.970001,0.0,399.622986,,,236.664001,236.664001,0.0,0.0,0.0,170.018997,,,,928.276001,3625.431885,5673.709961,-2048.278076,0.0,,,921.215027,228.117996,206.0,22.117996,,693.097031,4546.646912,,379.154999,379.154999,,,,412.738007,,,,,,510.410949,,,510.410949,1302.303955,1604.241943,,,,,1315.668945,,,,,1315.668945,2919.910888,4222.214843,0.0,524.432007,,,0.0,767.802002,-39.526001,1252.708008,0.0,1252.708008,5474.922851,
03/31/2001,5074.832031,87.421997,87.421997,0.0,445.938995,,,213.459,213.459,0.0,0.0,0.0,166.320999,,,,913.140991,3219.674072,5258.319824,-2038.645996,0.0,,,942.017029,223.337006,,,,718.680023,4161.691101,,325.660004,325.660004,,,,284.596985,,,,,,441.149994,,,441.149994,1051.406982,1478.802002,,,,,1308.812988,,,,,1308.812988,2787.61499,3839.021973,0.0,529.515991,,,0.0,,706.294006,1235.809998,0.0,1235.809998,5074.83197,
06/30/2001,5242.663086,86.834999,86.834999,0.0,644.807007,,,209.507004,209.507004,0.0,0.0,0.0,152.639999,,,,1093.78894,3204.083984,5317.362793,-2113.279053,0.0,,,944.789978,219.238007,,,,725.551971,4148.873962,,297.266998,297.266998,,,,422.040985,,,,,,455.489014,,,455.489014,1174.796997,1513.834961,,,,,1301.764038,,,,,1301.764038,2815.598999,3990.395996,0.0,532.132996,,,0.0,,720.133972,1252.266968,0.0,1252.266968,5242.662964,
09/30/2001,5107.418945,131.746002,131.746002,0.0,584.661011,,,204.542007,204.542007,0.0,0.0,0.0,145.466003,,,,1066.415039,3120.491943,5316.449219,-2195.957031,0.0,,,920.512024,206.503998,,,,714.008026,4041.003967,,286.066986,286.066986,,,,293.178986,,,,,,519.623047,,,519.623047,1098.869019,1488.631958,,,,,1279.512939,,,,,1279.512939,2768.144897,3867.013916,0.0,534.903992,,,0.0,,705.500977,1240.404968,0.0,1240.404968,5107.418884,
12/31/2001,4927.161133,117.865997,117.865997,0.0,557.731018,,,196.434006,196.434006,0.0,0.0,0.0,111.884003,,,,983.914978,3045.99707,5456.547852,-2410.551025,0.0,,,897.249023,191.281006,168.311996,22.96901,,705.968017,3943.246093,,255.923996,255.923996,,,,317.087006,,,,,,445.392013,,,445.392013,1018.403015,1391.597046,,,,,1286.491943,,,,,1286.491943,2678.088989,3696.492004,0.0,537.55603,,,0.0,,693.112976,1230.669006,0.0,1230.669006,4927.16101,
03/31/2002,4760.926758,81.877998,81.877998,0.0,490.44101,,,195.591003,195.591003,0.0,0.0,0.0,113.224998,,,,881.13501,2434.218994,4091.030029,-1656.811035,0.0,,,1445.572998,177.899994,167.699997,10.199997,,1267.673004,3879.791992,,269.709991,269.709991,,,,258.656006,,,,,,430.043976,,,430.043976,958.409973,1242.026001,,,,,1308.19104,,,,,1308.19104,2550.217041,3508.627014,0.0,560.677002,,,0.0,,691.622986,1252.299988,0.0,1252.299988,4760.927002,
06/30/2002,4872.230957,91.275002,91.275002,0.0,627.211975,,,64.603996,64.603996,0.0,0.0,0.0,234.541,,,,1017.632019,3008.563965,5472.939941,-2464.375977,0.0,,,846.034973,160.5,150.300003,10.199997,,685.534973,3854.598938,,291.619995,291.619995,,,,183.235992,,,,,,420.665009,,,420.665009,895.520996,1370.369019,,,,,1327.469971,,,,,1327.469971,2697.838989,3593.359985,0.0,571.396973,,,0.0,,707.473999,1278.870972,0.0,1278.870972,4872.230957,
09/30/2002,4921.471191,96.255997,96.255997,0.0,663.728027,,,63.431,63.431,0.0,0.0,0.0,251.020004,,,,1074.435059,2997.062012,5550.181152,-2553.118896,0.0,,,849.973999,161.100006,150.899994,10.200012,,688.873993,3847.036011,,291.453003,291.453003,,,,218.626999,,,,,,455.206985,,,455.206985,965.286987,1335.988037,,,,,1317.593018,,,,,1317.593018,2653.581055,3618.868042,0.0,575.034973,,,0.0,,727.567993,1302.602966,0.0,1302.602966,4921.471008,
12/31/2002,4766.981934,104.237,104.237,0.0,640.309021,,,190.673004,190.673004,0.0,0.0,0.0,88.952003,,,,1024.171021,3028.490967,5869.202148,-2840.710938,0.0,,,714.320007,182.559998,151.470001,31.089996,,531.76001,3742.810974,,277.001007,277.001007,,,,162.369003,,,,,,422.705978,,,422.705978,862.075989,1389.098999,,,,,1407.592041,,,,,1407.592041,2796.69104,3658.767029,0.0,575.502991,,,0.0,,532.711975,1108.214966,0.0,1108.214966,4766.981995,
03/31/2003,4768.949219,111.553001,111.553001,0.0,641.437012,,,188.735001,188.735001,0.0,0.0,0.0,113.431999,,,,1055.156982,3012.804932,5631.361816,-2618.556885,0.0,,,700.987,181.570007,168.300003,13.270004,,519.416992,3713.791931,,292.553986,292.553986,,,,245.658005,,,,,,415.264023,,,415.264023,953.476013,1261.607056,,,,,1426.062988,,,,,1426.062988,2687.670044,3641.146057,0.0,579.372986,,,0.0,,548.429993,1127.802979,0.0,1127.802979,4768.949036,
06/30/2003,4856.874,117.246,117.246,,644.536,644.536,,53.329,,,,,229.003,,,,1044.114,3134.373,5838.433,-2704.06,495.693,,,182.694,182.694,,,,0.0,3812.76,,307.792,307.792,,,,243.436,,,,,,398.763,,,398.763,949.991,1252.621,,,,,1465.901,,,,,1465.901,2718.522,3668.513,,591.843,,,,842.399,-245.881,1188.361,,1188.361,4856.874,
