Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1989,3131.189941,-1611.927979,1519.261963,-1343.098022,176.164001,-8.305,0,30.540001,198.399002,-47.616001,150.783005,0.0,0,150.783005,0.0,150.783005,,,150.783001,,1.2,1.2,125.767998,1.2,1.2,1.2,125.767998,
12/30/1989,3184.794922,-1659.485962,1525.30896,-1353.18103,172.128006,-10.703,0,32.721001,194.146007,-38.743999,155.401993,0.0,0,155.401993,0.0,155.401993,,,155.402007,,1.25,1.25,124.813004,1.25,1.25,1.25,124.813004,
03/31/1990,3261.262939,-1704.197021,1557.065918,-1419.146973,137.919006,-0.601,0,-112.384003,24.934004,0.0,24.934,0.0,0,24.934,0.0,24.934,,,24.934004,,0.2,0.2,124.959,0.2,0.2,0.2,124.959,
06/30/1990,3365.274902,-1818.814941,1546.459961,-1470.05603,76.403999,-11.032,0,-358.862,-293.490001,36.764,-256.726013,0.0,0,-256.726013,0.0,-256.726013,,,-256.726001,-2.11,-2.11,-2.11,121.779999,-2.11,-2.11,-2.11,121.779999,
09/29/1990,3093.370117,-1657.723022,1435.647095,-1425.527954,10.119,-6.946,0,31.729,34.902,-8.725,26.177,0.0,0,26.177,0.0,26.177,,,26.177,,0.21,0.21,123.775002,0.21,0.21,0.21,123.775002,
12/29/1990,3352.416992,-1746.734009,1605.682983,-1469.91394,135.768997,-8.542,0,28.591,155.817997,-44.676998,111.140999,0.0,0,111.140999,0.0,111.140999,,,111.140999,,0.92,0.92,121.325996,0.92,0.92,0.92,121.325996,
03/30/1991,3520.35791,-1849.776978,1670.580933,-1498.979004,171.602005,-18.971001,0,26.712999,179.344004,-62.771,116.572998,0.0,0,116.572998,0.0,116.572998,,,116.573004,,0.94,0.94,124.140999,0.94,0.94,0.94,124.140999,
06/29/1991,3944.858887,-2024.145996,1920.712891,-1726.588013,194.125,-10.097,0,26.188,210.216,18.466,-871.317993,0.0,0,-871.317993,0.0,-871.317993,,,228.682,-7.08,-7.08,-7.08,122.987,-7.08,-7.08,-7.08,122.987,
09/28/1991,3293.084961,-1803.352051,1489.73291,-1470.05896,19.674,-6.529,0,27.098,40.243,-28.580999,11.662,-485.495014,0,-473.833008,0.0,-473.833008,,,11.662001,0.09,0.09,-3.8,124.692894,0.09,0.09,-3.8,124.692894,
12/28/1991,3479.489014,-2038.93103,1440.557984,-1604.982056,-164.423996,-16.024,0,27.785,-152.662996,-2.573,-155.235992,0.0,0,-155.235992,0.0,-155.235992,,,-155.235996,-1.25,-1.25,-1.25,124.257004,-1.25,-1.25,-1.25,124.257004,
03/28/1992,3252.513916,-1984.062012,1268.451904,-1571.303955,-302.85199,-5.3,0,16.846001,-291.305989,-20.0,-311.306,0.0,0,-311.306,0.0,-311.306,,,-311.305989,-2.5,-2.5,-2.5,124.670998,-2.5,-2.5,-2.5,124.670998,
