Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1996,,-62.296001,19.591999,102.072998,-24.641001,34.728001,,,-30.757999,,,,,,,,,,,,,,
06/30/1996,,35.991001,24.427,33.474998,-35.417,58.476002,,,-41.362,,,,,,,,,,,,,,
09/30/1996,,-149.126999,22.537001,232.167007,-83.980003,21.597,,,-36.894001,,,,,,,,,,,,,,
12/31/1996,,29.944,20.023001,-24.966999,36.695999,61.695999,,,-17.858999,,,,,,,,,,,,,,
03/31/1997,,44.396999,25.334,20.152,-44.630001,45.252998,-92.390999,0.0,-16.768999,0.0,0.0,-75.622002,64.445999,0.0,0.0,120.805,-79.445,24.464001,0.0,-1.378,17.308001,,
06/30/1997,,-73.386002,29.122999,145.498993,-45.316002,55.919998,-169.880997,0.0,-20.604,0.0,0.0,-149.276993,102.917,0.0,0.0,190.449005,-82.426003,15.034,0.0,-20.139999,-11.044,,
09/30/1997,,49.168999,29.414,-24.896999,-0.777,52.909,-262.501007,0.0,-29.704,0.0,0.0,-232.796997,311.154999,0.0,0.0,545.445007,-195.475998,7.396,0.0,-46.209999,101.563004,,
12/31/1997,,-840.794983,36.571999,607.263,123.254997,-73.705002,-135.130997,15.332,-55.943001,0.0,0.0,-94.519997,188.912003,0.0,0.0,0.0,0.0,29.694,0.0,159.218002,-19.924,,
03/31/1998,,-25.08,4.419,33.347,4.358,17.044001,1.741,4.095,-2.354,0.0,0.0,0.0,155.264008,0.0,0.0,153.0,-0.119,2.383,0.0,0.0,174.048996,,
06/30/1998,,-23.264,4.683,34.804001,3.024,19.247,-13.98,3.15,-17.129999,0.0,0.0,0.0,-242.953003,0.0,0.0,59.0,-0.081,0.449,0.0,-302.321014,-237.686005,,
09/30/1998,,8.612,,-13.144998,97.675996,93.142998,67.812002,41.049,,0.0,0.0,26.763002,-254.04,0.0,0.0,91.303996,,0.0,0.0,-345.343996,-93.085004,,
12/31/1998,,-1220.734009,10.975,965.79303,142.718994,-112.222,-109.819,0.0,0.0,0.0,0.0,-109.819,209.817993,0.0,0.0,47.959999,0.0,8.369,0.0,153.488998,-12.223,,
03/31/1999,,10.835,5.558,225.789001,-0.758,241.423996,-3.152,0.0,-3.152,0.0,0.0,0.0,-251.546997,0.0,0.0,,-251.714005,0.167,0.0,0.0,-13.275,,
06/30/1999,,-187.615005,5.104,267.871002,13.413,98.773003,-3.8,0.0,-3.8,0.0,0.0,0.0,-96.158997,0.0,0.0,,-111.685997,1.106,0.0,14.421,-1.186,,
09/30/1999,,13.927,5.594,-290.232999,67.905,-202.806999,-18.353,0.0,-5.805,0.0,0.0,-12.548,232.684994,0.0,0.0,0.0,-191.665998,191.727,0.0,232.623992,11.525,,
12/31/1999,,22.688999,5.839,-516.221985,-73.212997,-560.906982,488.906006,0.0,-7.593,0.0,0.0,496.498993,58.633999,0.0,0.0,69.158997,,,-0.177,-10.348,-13.367,,
03/31/2000,,-177.994995,5.723,156.401993,51.051998,35.181999,-4.201,0.0,-4.201,0.0,0.0,0.0,-25.993,-3.568,0.0,0.0,-25.438,3.328,0.0,-0.315,4.988,,
06/30/2000,,22.267,6.202,44.997002,37.011002,110.476997,-5.259,0.0,-5.258911,0.0,0.0,0.0,-41.316002,-3.5,0.0,0.0,-198.807007,164.488998,0.0,-3.498,63.902,,
09/30/2000,,23.648,6.248,-88.066999,7.37,-50.800999,-4.461,0.0,-4.461,0.0,0.0,0.0,-3.665,-3.5,0.0,0.0,-315.459991,316.459015,0.0,-1.164,-58.926998,,
12/31/2000,,-34.498001,6.623,-2.432,-20.819,-51.125999,15.086,0.0,-9.324,0.0,0.0,24.41,21.632,-7.108,0.0,25.531,,,-1.357,4.566,-14.408,,
03/31/2001,,38.591999,6.742,-13.355,37.979,69.958,-14.022,0.0,-14.022,0.0,0.0,0.0,-27.945999,0.0,0.0,0.0,-35.222,1.679,0.0,5.597,27.99,,
06/30/2001,,42.317001,6.403,-17.797001,-0.445,30.478001,-6.691,0.0,-6.691,0.0,0.0,0.0,6.602,-3.392,0.0,0.0,-0.625,6.912,0.0,3.707,30.389,,
09/30/2001,,45.785,6.64,-1.404999,23.701,74.721001,-6.108,0.0,-6.108,0.0,0.0,0.0,-0.037,-3.5,0.0,0.0,-5.735,4.887,0.0,4.311,68.575996,,
12/31/2001,,60.547001,7.124,-22.891001,3.184,47.964001,-5.437,0.0,-13.088,0.0,0.0,7.651,-12.768,-3.5,0.0,0.0,-0.628,5.791,0.0,-14.431,29.759001,,
03/31/2002,,62.494999,6.692,-14.531,30.559999,85.216003,-6.902,0.0,-6.902,0.0,0.0,0.0,3.742,-3.5,0.0,0.0,-0.625,7.99,0.0,-0.123,82.056,,
06/30/2002,,72.496002,7.311,-4.852,5.784,80.738998,-56.018002,0.0,-6.979,0.0,0.0,-49.039001,-95.304001,-3.5,0.0,0.625,-99.199997,6.628,0.0,-1.107,-70.583,,
09/30/2002,,81.996002,7.819,-11.523,29.591,107.883003,-17.612,0.0,-17.07,0.0,0.0,-0.542,-10.867,-3.5,0.0,0.625,0.0,2.537,-9.239,-0.04,79.403999,,
12/31/2002,,574.307007,8.106,-497.520996,-0.692,84.199997,-17.448999,0.0,-17.448999,0.0,0.0,0.0,-9.89,-3.5,0.0,0.0,-0.625,7.688,-13.432,-0.021,56.861,,
03/31/2003,,63.013,9.876,14.79,26.219999,113.899002,-18.105,0.0,-18.105,0.0,0.0,0.0,-2.609,0.0,0.0,0.0,-0.625,4.227,-6.111,-0.1,93.184998,,
06/30/2003,,68.533997,10.758,12.351,8.587,100.230003,-8.803,0.0,-8.484,0.0,0.0,-0.319,34.362,0.0,0.0,0.0,-0.725,34.987,0.0,0.1,125.789001,,
09/30/2003,,76.830002,11.968,44.209,25.482,158.488998,-40.950001,0.0,-12.828,0.0,0.0,-28.122,24.114,0.0,0.0,0.0,-0.525,24.739,0.0,-0.1,141.653,,
12/31/2003,,82.460999,12.46,64.183998,-18.261,140.843994,-3.995,0.0,-23.826,0.0,0.0,19.830999,11.048,0.0,0.0,0.0,-0.625,11.673,0.0,0.0,147.897003,,
03/31/2004,,84.188004,13.848,51.806,51.333,201.175003,-370.988007,0.0,-12.943,0.0,0.0,-358.045013,-288.403992,0.0,0.0,0.0,-95.625,16.853001,0.0,-209.632004,-458.21701,,
06/30/2004,,139.218994,36.773998,68.690002,253.779007,498.462006,-40.801998,0.0,-18.208,0.0,0.0,-22.594,58.465,0.0,0.0,,-207.809998,96.837997,-33.609001,203.046005,516.125,,
09/30/2004,,171.819,36.582001,125.174004,74.032997,407.608002,-223.858002,0.0,-24.295,0.0,0.0,-199.563004,-293.440002,0.0,0.0,0.0,-1.0,11.937,-304.377014,0.0,-109.690002,,
12/31/2004,,205.083,36.614,142.764,100.869,485.33,-44.561,6.112,-25.054,0.0,0.0,-25.619,-125.512,0.0,0.0,,-1.0,19.491,-144.21,0.207,315.257,,
03/31/2005,,197.509995,36.087002,120.57,-88.206001,265.960999,-326.776001,0.0,-27.042999,0.0,0.0,-299.733002,-208.070007,0.0,0.0,0.0,-147.0,18.577999,-79.648003,0.0,-268.88501,,
06/30/2005,,212.779007,36.280998,124.074997,-68.123001,305.011993,-173.731995,0.0,-28.757999,0.0,0.0,-144.973999,-198.757004,0.0,0.0,0.0,-1.678,19.853001,-208.339996,-8.592,-67.476997,,
09/30/2005,,231.421005,37.126999,119.599998,-153.649994,234.498001,59.596001,2.113,-41.193001,0.0,0.0,98.676003,-93.796997,0.0,0.0,0.0,0.0,13.362,-97.996002,-9.163,200.296997,,
12/31/2005,,290.661011,37.875,28.898001,143.860001,501.294006,-130.110001,0.0,-41.16,0.0,0.0,-88.949997,-45.039001,0.0,0.0,0.0,0.0,35.477001,-89.679001,9.163,326.144989,,
03/31/2006,,228.796997,36.879002,5.762,91.973999,363.411987,-102.712997,0.0,-28.792999,0.0,0.0,-73.919998,-330.928986,0.0,0.0,0.0,0.0,70.232002,-401.161011,0.0,-70.230003,,
06/30/2006,,255.149002,35.817001,21.337999,-52.259998,260.044006,348.713989,0.0,-21.962,0.0,0.0,370.675995,-927.125977,0.0,0.0,0.0,0.0,18.627001,-939.18103,-6.572,-318.368011,,
09/30/2006,,288.554993,36.110001,-8.955,-83.672997,232.037003,101.630997,0.0,-28.339001,0.0,0.0,129.970001,-152.309998,-42.158001,0.0,0.0,0.0,,-102.448997,-7.703,181.358002,,
12/31/2006,,301.514008,36.936001,6.506,29.929001,374.88501,-143.266006,0.329,-28.433001,0.0,0.0,-115.162003,-489.229004,-42.083,-450.0,0.0,0.0,,-2.261,5.115,-257.609985,,
