Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1994,309.031006,,,-184.927002,,124.104004,,-64.439003,,,,,,60.508999,-10.904,,10.991,,,-0.087,49.604999,0.0,,,,49.073002,0.0,,,49.604999,0.0,49.073002,0.0,,49.073002,49.073002,,126.753998,0.385,0.385,,126.753998,0.385,0.385,0.385,
12/31/1994,281.877991,,,-184.925995,,96.951996,,-64.439003,,,,,,31.368999,-10.905,,10.991,,,-0.086,20.463999,0.0,,,,20.996,2.296,,,18.167999,0.0,18.700001,0.0,,18.700001,18.700001,,126.919998,0.15,0.17,0.17,126.919998,0.15,0.17,0.17,
03/31/1995,273.622009,,,-169.654007,,103.968002,,-61.612999,,,,,,42.355,8.995,,9.956,,0.0,-18.951,51.349999,0.0,,,,51.349998,0.0,,,51.349999,0.0,51.349998,0.0,,51.349998,51.349998,,126.975998,0.405,0.405,,126.975998,0.405,0.405,0.405,
06/30/1995,282.459015,,,-176.507004,,105.952011,,-61.248001,,,,,,44.703999,-13.177,,13.387,,0.0,-0.21,31.526998,0.0,,,,31.527,0.0,,,31.526998,0.0,31.527,0.0,,31.527,31.527,,127.014,0.25,0.25,0.25,127.014,0.25,0.25,0.25,
09/30/1995,338.065002,,,-204.578995,,133.486008,,-67.459,,,,,,66.027,-16.357,,16.077,,0.0,0.28,49.670001,0.0,,,,49.669998,0.0,,,49.670001,0.0,49.669998,0.0,,49.669998,49.669998,,127.064003,0.39,0.39,0.39,127.064003,0.39,0.39,0.39,
12/31/1995,289.806,,,-191.727005,,98.078995,,-67.232002,,,,,,30.847,-14.436,,15.424,,,-0.988,16.411,0.0,,,,16.410999,0.0,,,16.411,0.0,16.410999,0.0,,16.410999,16.410999,,127.084,0.13,0.13,0.13,127.084,0.13,0.13,0.13,
03/31/1996,317.583008,,,-202.873001,,114.710007,,-65.523003,,,,,,49.187,-16.432,,14.671,,0.0,1.761,32.755001,0.0,,,,32.755001,0.0,,,32.755001,0.0,32.755001,0.0,,32.755001,32.755001,,127.134003,0.26,0.26,0.26,127.134003,0.26,0.26,0.26,
06/30/1996,355.031006,,,-221.960999,,133.070007,,-74.163002,,,,,,58.907001,-20.642999,,20.844999,,0.0,-0.202,38.264002,0.0,,,,38.264,0.0,,,38.264002,0.0,38.264,0.0,,38.264,38.264,,127.209999,0.3,0.3,0.3,127.209999,0.3,0.3,0.3,
09/30/1996,366.183014,,,-219.237,,146.946014,,-73.567001,,,,,,73.378998,-20.262999,,20.466999,,0.0,-0.204,53.115999,0.0,,,,53.116001,0.0,,,53.115999,0.0,53.116001,0.0,,53.116001,53.116001,,127.290001,0.415,0.415,0.415,127.290001,0.415,0.415,0.415,
12/31/1996,318.528015,,,-210.406998,,108.121017,,-72.560997,,,,,,35.560001,-8.829,,20.556999,,,-11.728,26.731002,0.0,,,,26.731001,0.0,,,26.731002,-2.0,26.731001,0.0,,26.731001,26.731001,,127.421997,0.21,0.21,0.21,127.421997,0.21,0.21,0.21,
03/31/1997,394.589996,,,-254.319,,140.270996,,-79.634003,,,,,,60.637001,-22.156,,22.105,,0.0,0.051,38.481001,0.0,,,,38.480999,0.0,,,38.481001,0.0,38.480999,-2.0,,36.480999,36.480999,,127.674004,0.29,0.29,0.289993,133.531998,0.29,0.29,0.29,
06/30/1997,403.46701,,,-251.388,,152.07901,,-84.681999,,,,,,67.397003,-21.479001,,21.141001,,0.0,0.338,45.918002,0.0,,,,45.917999,7.558,,,38.360002,0.0,38.360001,-2.0,,36.360001,36.360001,,127.916,0.28,0.33,0.33,140.324005,0.27,0.32,0.32,
09/30/1997,612.541992,,,-362.980011,,249.561981,,-132.651001,,,,,,116.911003,-40.980002,,43.198002,,0.0,-2.218,75.931001,0.0,,,,75.931,0.0,,,75.931001,0.0,75.931,-2.1,,73.831,73.831,,146.039993,0.5,0.5,0.5,158.832001,0.479996,0.48,0.48,
12/31/1997,528.40802,,,-2.0,,526.40802,,-119.217003,,,,,,58.610001,-36.255002,,42.087002,,0.0,-5.832,22.354999,0.0,,,,22.355,0.0,,,22.354999,0.0,22.355,-4.665,,17.69,17.69,,161.977996,0.12,0.12,0.12,175.162002,0.12,0.12,0.12,
03/31/1998,659.776978,,,-396.410004,,263.366974,,-143.906006,,,,,,119.460999,-41.924,,42.556,,0.0,-0.632,77.536999,0.0,,,,77.537003,0.0,,,77.536999,0.0,77.537003,-3.1,,74.437003,74.437003,,163.785995,0.45,0.45,0.45,177.220001,0.44,0.44,0.44,
06/30/1998,656.455994,,,-402.584991,,253.871002,,-132.337997,,,,,,121.532997,-41.762999,,43.661999,,0.0,-1.899,79.769998,0.0,,,,79.769997,0.0,,,79.769998,0.0,79.769997,-3.2,,76.569997,76.569997,,168.710007,0.45,0.45,0.505,182.636002,0.44,0.44,0.484993,
09/30/1998,744.909973,,,-415.105988,,329.803986,,-146.212006,,,,,,183.591995,-33.553999,,42.161999,,0.0,-8.608,150.037996,0.0,,,,150.037994,0.0,,,150.037996,0.0,150.037994,-3.127,,146.910994,146.910994,,168.835007,0.87,0.87,0.87,182.485001,0.82,0.82,0.82,
12/31/1998,575.14801,,,-379.627014,,195.520996,,-131.371994,,,,,,64.149002,-40.723998,,39.488998,,0.0,1.235,23.425004,0.0,,,,23.424999,0.0,,,23.425004,0.0,23.424999,-3.125,,20.299999,20.299999,,168.977005,0.12,0.12,0.12,182.319,0.12,0.12,0.12,
03/31/1999,610.046021,,,-366.613007,,243.433014,,-135.042999,,,,,,108.389999,-18.194,,35.222,,0.0,-17.028,90.195999,0.0,,,,90.195999,0.0,,,90.195999,0.0,90.195999,-3.127,,87.068999,87.068999,,169.057999,0.52,0.52,0.52,183.074997,0.49,0.49,0.49,
06/30/1999,617.664001,,,-370.209991,,247.45401,,-139.343994,,,,,,108.110001,-22.763,,33.952999,,0.0,-11.19,85.347001,0.0,,,,85.347,0.0,,,85.347001,0.0,85.347,-3.127,,82.22,82.22,,169.341003,0.49,0.49,0.56,183.473999,0.47,0.47,0.54,
09/30/1999,734.460022,,,-393.197998,,341.262024,,-143.037003,,,,,,198.225006,-28.25304,,30.812,,0.0,-2.55896,169.971966,0.0,,,,169.972,0.0,,,169.971966,0.0,169.972,-3.127,,166.845,166.845,,169.942001,0.98,0.98,0.98,184.253998,0.92,0.92,0.92,
12/31/1999,583.981995,,,-366.230988,,217.751007,,-152.302002,,,,,,65.448997,-27.111,,30.638,,0.0,-3.527,38.337997,0.0,,,,38.338001,0.0,,,38.337997,0.0,38.338001,-3.125,,35.213001,35.213001,,180.934998,0.19,0.19,0.21,195.020996,0.19,0.19,0.21,
03/31/2000,707.786011,,,-403.178986,,304.607025,,-164.970993,,,,,,139.636002,-34.108001,,31.978001,-1.373,0.0,3.503,105.528001,0.0,,,,105.528,0.0,,,105.528001,0.0,105.528,,0.0,105.528,105.528,,182.466995,0.57,0.57,0.57,193.539001,0.55,0.55,0.55,
06/30/2000,680.731018,,,-390.598999,,290.132019,,-158.936005,,,,,,131.195999,-22.938,,31.348,-2.51,0.0,-5.9,108.257999,0.0,,,,108.258003,0.0,,,108.257999,0.0,108.258003,,0.0,108.258003,108.258003,,190.951004,0.57,0.57,0.57,192.001999,0.56,0.56,0.56,
09/30/2000,835.210022,,,-444.888,,390.322021,,-154.156006,,,,,,236.166,-34.669002,,39.539001,,0.0,-4.87,201.496999,0.0,,,,201.496994,0.0,,,201.496999,0.0,201.496994,,0.0,201.496994,201.496994,,192.018997,1.05,1.05,1.05,193.009995,1.04,1.04,1.04,
12/31/2000,642.119019,,,-413.792999,,228.32602,,-165.783997,,,,,,62.542,-32.462002,,51.463001,,0.0,-19.000999,30.079998,0.0,,,,30.08,0.0,,,30.079998,0.0,30.08,,0.0,30.08,30.08,,192.093002,0.16,0.16,0.16,193.106003,0.16,0.16,0.16,
03/31/2001,726.877991,,,-456.338989,,270.539001,,-180.455002,,,,,,90.084,-37.587002,,59.255001,-6.797,0.0,-14.870999,52.496998,0.0,,,,52.497002,0.0,,,52.496998,0.0,52.497002,0.0,0.0,52.497002,52.497002,,192.160995,0.27,0.27,0.27,193.516006,0.27,0.27,0.27,
06/30/2001,821.674011,,,-504.002991,,317.671021,,-182.395996,,,,,,135.274994,-53.561999,,63.278999,-4.945,0.0,-4.772,81.712995,0.0,,,,81.712997,0.0,,,81.712995,0.0,81.712997,0.0,0.0,81.712997,81.712997,,192.209,0.43,0.43,0.49,193.093002,0.42,0.42,0.48,
09/30/2001,940.721008,,,-529.156006,,411.565002,,-200.307999,,,,,,211.257004,-52.045002,,63.212002,-7.96,0.0,-3.207,159.212002,0.0,,,,159.212006,0.0,,,159.212002,0.0,159.212006,0.0,0.0,159.212006,159.212006,,192.253998,0.83,0.83,0.83,193.139008,0.82,0.82,0.82,
12/31/2001,655.97699,,,-444.893005,,211.083985,,-192.095001,,,,,,18.989,-57.953999,,67.460999,-4.842,0.0,-4.665,-38.964999,0.0,,,,-38.965,0.0,,,-38.964999,0.0,-38.965,0.0,0.0,-38.965,-38.965,,192.300003,-0.2,-0.2,-0.17,192.300003,-0.2,-0.2,-0.17,
03/31/2002,799.953003,,,-502.638,,297.315002,,-184.903,,,,,,112.412003,-59.598998,,68.267998,-4.227,0.0,-4.441999,52.813004,0.0,,,,52.813,0.0,,,52.813004,0.0,52.813,0.0,0.0,52.813,52.813,,192.324997,0.27,0.27,0.27,195.509003,0.27,0.27,0.27,
06/30/2002,821.804016,,,-498.86499,,322.939026,,-192.419006,,,,,,130.520004,-63.820003,,67.008003,-2.485,0.0,-0.703,66.700001,0.0,,,,66.699997,0.0,,,66.700001,0.0,66.699997,0.0,0.0,66.699997,66.699997,,192.406006,0.35,0.35,0.35,196.412994,0.34,0.34,0.34,
09/30/2002,1031.660034,,,-601.640015,,430.02002,,-188.423004,,,,,,241.597,-48.102997,,67.754997,-3.696,0.0,-15.956,193.494003,0.0,,,,193.494003,0.0,,,193.494003,0.0,193.494003,0.0,0.0,193.494003,193.494003,,192.462997,1.01,1.01,1.11,195.341003,0.99,0.99,1.09,
12/31/2002,780.929993,,,-510.074005,,270.855988,,-204.410004,,,,,,66.445999,-28.169003,,63.811001,-2.005,0.0,-33.636998,38.276997,0.0,,,,38.277,0.0,,,38.276997,0.0,38.277,0.0,0.0,38.277,38.277,,192.740997,0.2,0.2,0.03,195.656006,0.2,0.2,0.03,
03/31/2003,880.164001,,,-552.56897,,327.595032,,-212.653,,,,,,114.942001,-61.768003,,64.884003,-1.105,0.0,-2.011,53.173999,0.0,,,,53.174,0.0,,,53.173999,0.0,53.174,0.0,0.0,53.174,53.174,,193.029007,0.28,0.28,0.28,194.904999,0.27,0.27,0.27,
06/30/2003,905.841003,,,-580.466003,,325.375,,-208.171997,,,,,,117.203003,-61.531,,66.75,-0.809,0.0,-4.41,55.672003,0.0,,,,55.672001,0.0,,,55.672003,0.0,55.672001,0.0,0.0,55.672001,55.672001,,193.158005,0.29,0.29,0.29,195.882004,0.28,0.28,0.28,
09/30/2003,1120.198975,,,-651.35498,,468.843994,,-219.682999,,,,,,249.160995,-57.294003,,67.133003,-1.269,0.0,-8.57,191.866992,0.0,,,,191.867004,0.0,,,191.866992,0.0,191.867004,0.0,0.0,191.867004,191.867004,,194.401993,0.99,0.99,0.99,198.662994,0.97,0.97,0.97,
12/31/2003,878.044983,,,-596.64502,,281.399963,,-236.520996,,,,,,44.879002,-64.927997,,69.630997,-1.336,0.0,-3.367,-20.048995,0.0,,,,-20.049,0.0,,,-20.048995,0.0,-20.049,0.0,0.0,-20.049,-20.049,,195.675003,-0.1,-0.1,-0.1,195.675003,-0.1,-0.1,-0.1,
03/31/2004,1061.68396,,,-654.398987,,407.284973,,-246.817001,,,,,,160.468002,-64.621998,,75.739998,-1.449,0.0,-9.669,95.846004,0.0,,,,95.846001,0.0,,,95.846004,0.0,95.846001,0.0,0.0,95.846001,95.846001,,197.425003,0.49,0.49,0.49,216.0,0.47,0.47,0.47,
06/30/2004,1142.999023,,,-707.43103,,435.567993,,-240.981995,,,,,,194.585999,-72.427004,,77.146004,-1.333,0.0,-3.386,122.158995,0.0,,,,122.158997,0.0,,,122.158995,0.0,122.158997,0.0,0.0,122.158997,122.158997,,198.789001,0.61,0.61,0.61,216.729996,0.59,0.59,0.59,
09/30/2004,1386.107056,,,-787.403015,,598.704041,,-240.322998,,,,,,358.381012,-75.909997,,78.574997,-2.744,0.0,0.079,282.471015,0.0,,,,282.471008,0.0,,,282.471015,0.0,282.471008,0.0,0.0,282.471008,282.471008,,199.106995,1.42,1.42,1.42,234.513,1.26,1.26,1.26,
12/31/2004,964.585,,,-670.15,,294.435,,-254.281,,,,,,40.154,-65.939,,78.516,-3.682,0.0,-8.895,-25.785,0.0,,,,-25.785,0.0,,,-25.785,0.0,-25.785,0.0,0.0,-25.785,-25.785,,200.447,-0.13,-0.13,-0.13,200.447,-0.13,-0.13,-0.13,
03/31/2005,1168.077026,,,-342.093994,,825.983032,,-624.804993,,,,,,201.177994,-64.060001,72.842003,75.289001,-2.447,0.0,-8.782,137.117992,0.0,,,,137.117996,-52.491001,,,189.608994,0.0,189.608994,0.0,0.0,189.608994,189.608994,,201.619003,0.94,0.68,0.68,236.209,0.86,0.64,0.64,
06/30/2005,1203.241943,,,-740.169983,,463.07196,,-248.936996,,,,,,214.134995,-58.894997,67.344002,68.741997,-1.398,0.0,-8.449,155.239998,0.0,,,,155.240005,0.0,,,155.239998,0.0,155.240005,0.0,0.0,155.240005,155.240005,,202.988998,0.76,0.76,0.76,235.970001,0.72,0.72,0.72,
09/30/2005,1502.215,,,-844.632,,657.583,,-257.127,156.107,,,,101.02,400.456,-25.745,61.9,65.26,-3.36,0.0,-36.155,374.711,0.0,,,,374.711,0.0,,,374.711,0.0,374.711,0.0,0.0,374.711,374.711,,209.811,1.79,1.79,1.79,236.038,1.64,1.64,1.64,
12/31/2005,1029.64,,,-701.302,,328.338,,-270.021,,588.267,,,-318.246,58.317,-61.921,300.769,60.459,-1.924,0.0,3.386,474.691,0.0,,,,-3.604,0.0,,,474.691,0.0,-3.604,0.0,0.0,-3.604,-3.604,,210.31,-0.02,-0.02,-0.02,210.31,-0.02,-0.02,-0.02,
03/31/2006,1146.536011,,,-327.816986,,818.719025,,-677.66803,,,,,,141.050995,-21.551998,56.087002,57.662998,-1.576,0.0,-34.535,119.498997,0.0,,,,119.499001,,,,119.498997,0.0,119.499001,0.0,0.0,119.499001,119.499001,,211.371994,0.57,0.57,0.4,230.695007,0.55,0.55,0.395,
06/30/2006,1292.984009,,,-824.973022,,468.010986,,-283.766998,,,,,,184.244003,-61.817002,60.908001,66.649002,-5.741,0.0,0.909,122.427001,0.0,,,,122.427002,0.0,,,122.427001,0.0,122.427002,0.0,0.0,122.427002,122.427002,,211.251999,0.58,0.58,0.58,228.192993,0.57,0.57,0.57,
09/30/2006,1636.851,,,-944.166,,692.685,,-273.076,163.745,,,,109.331,419.609,-74.237,67.352,71.824,-4.472,0.0,6.885,345.372,0.0,,,,345.372,0.0,,,345.372,0.0,345.372,0.0,0.0,345.372,345.372,,208.129,1.66,1.66,1.66,213.526,1.63,1.63,1.63,
12/31/2006,1153.215,,,-453.328,,699.887,,-586.345,,,,,,113.542,-66.918,68.276,71.727,-3.451,,-1.358,46.624,,,,,46.624,,,,,,46.624,,,46.624,46.624,,212.078,0.22,0.22,0.22,213.743,0.22,0.22,0.22,
03/31/2007,1223.125977,,,-841.341003,,381.784973,,-302.141998,,,,,,79.642998,-70.818004,75.980003,80.480003,-4.5,0.0,-5.162,8.824994,0.0,,,,8.825,0.0,,,8.824994,0.0,8.825,0.0,0.0,8.825,8.825,,212.322006,0.04,0.04,0.04,214.005005,0.04,0.04,0.04,
06/30/2007,1481.324951,,,-965.528992,,515.795959,,-314.912994,,,,,,200.882996,-72.137999,79.065002,85.515999,-6.451,0.0,-6.927,128.744997,0.0,,,,128.744995,0.0,,,128.744997,0.0,128.744995,0.0,0.0,128.744995,128.744995,,212.632996,0.61,0.61,0.61,214.156998,0.6,0.6,0.6,
09/30/2007,1953.592041,,,-1149.244019,,804.348022,,-321.514008,,,,,,482.834015,-87.833997,79.566002,85.269997,-5.704,0.0,8.268,395.000018,0.0,,,,395.0,0.0,,,395.000018,0.0,395.0,0.0,0.0,395.0,395.0,,213.039001,1.85,1.85,1.85,214.294998,1.84,1.84,1.84,
12/31/2007,1491.095,,,-616.993,,874.102,,-736.128,,,,,,137.974,-67.14,79.148,82.518,-3.37,0.0,-12.008,70.834,0.0,,,,70.834,0.0,,,70.834,0.0,70.834,0.0,0.0,70.834,70.834,,213.129,0.33,0.33,0.33,214.477,0.33,0.33,0.33,
03/31/2008,1429.085,,,-577.696,,851.389,,-713.821,,,,,,137.568,-61.961,75.44,77.948,-2.508,0.0,-13.479,75.607,0.0,,,,75.607,0.0,,,75.607,0.0,75.607,0.0,0.0,75.607,75.607,,213.326,0.35,0.35,0.35,214.464,0.35,0.35,0.35,
06/30/2008,1583.774,,,-658.445,,925.329,,-756.379,,,,,,168.95,-84.201,78.071,81.086,-3.015,0.0,6.13,84.749,0.0,,,,84.749,0.0,,,84.749,0.0,84.749,0.0,0.0,84.749,84.749,,213.482,0.4,0.4,0.4,214.28,0.4,0.4,0.4,
09/30/2008,2063.389,,,-841.489,,1221.9,,-759.993,,,,,,461.907,-50.02,74.94,80.56,-5.62,0.0,-24.92,411.887,0.0,,,,411.887,0.0,,,411.887,0.0,411.887,0.0,0.0,411.887,411.887,,213.524,1.93,1.93,1.88,214.172,1.92,1.92,1.87,
12/31/2008,1456.277,,,-637.698,,818.579,,-755.02,,,,,,63.559,-62.08,84.745,87.718,-2.973,0.0,-22.665,1.479,0.0,,,,1.479,0.0,,,1.479,0.0,1.479,0.0,0.0,1.479,1.479,,213.575,0.01,0.01,0.01,213.789,0.01,0.01,0.01,
03/31/2009,1325.602,949.27,376.332,-168.637,168.637,1156.965,0.0,-1112.712,189.157,,,139.856,783.699,44.253,-80.491,77.732,79.462,-1.73,,2.759,-36.238,0.0,0.0,0.0,,-36.238,0.0,0.0,0.0,-36.238,0.0,-36.238,0.0,0.0,-36.238,-36.238,0.0,213.687,-0.17,-0.17,-0.17,213.687,-0.17,-0.17,-0.17,
06/30/2009,1349.015,956.593,392.422,-193.436,193.436,1155.579,0.0,-1100.517,190.593,,,137.925,771.999,55.062,-90.148,67.168,68.327,-1.159,,22.98,-35.086,0.0,0.0,0.0,,-35.086,0.0,0.0,0.0,-35.086,0.0,-35.086,0.0,0.0,-35.086,-35.086,0.0,213.78,-0.16,-0.16,-0.16,213.78,-0.16,-0.16,-0.16,
09/30/2009,1763.542,1270.61,492.932,-240.973,240.973,1522.569,0.0,-1215.728,196.594,,,144.021,875.113,306.841,-76.449,71.687,73.912,-2.225,,4.762,230.392,0.0,0.0,0.0,,230.392,0.0,0.0,0.0,230.392,0.0,230.392,0.0,0.0,230.392,230.392,0.0,213.839,1.08,1.08,1.08,215.669,1.07,1.07,1.07,
12/31/2009,1451.667,1029.236,422.431,-362.584,362.584,1089.083,0.0,-1006.728,185.655,,,146.412,674.661,82.355,-79.002,76.409,78.311,-1.902,,2.593,3.353,0.0,0.0,0.0,,3.353,0.0,0.0,0.0,3.353,0.0,3.353,0.0,0.0,3.353,3.353,0.0,213.925,0.02,0.02,0.02,216.386,0.02,0.02,0.02,
03/31/2010,1485.65,1082.521,403.129,-338.521,338.521,1147.129,0.0,-1055.377,211.048,,,157.575,686.754,91.752,-4.305,82.555,83.924,-1.369,,-78.25,87.447,0.0,0.0,0.0,,87.447,0.0,0.0,0.0,87.447,0.0,87.447,0.0,0.0,87.447,87.447,0.0,214.314,0.41,0.41,0.41,216.975,0.4,0.4,0.4,
06/30/2010,1601.697,1159.453,442.244,-218.04,218.04,1383.657,0.0,-1239.973,211.795,,,160.031,868.147,143.684,-89.953,89.298,90.661,-1.363,,0.655,53.731,0.0,0.0,0.0,,53.731,0.0,0.0,0.0,53.731,0.0,53.731,0.0,0.0,53.731,53.731,0.0,215.043,0.25,0.25,0.25,217.561,0.25,0.25,0.25,
09/30/2010,2060.659,1520.562,540.097,-259.793,259.793,1800.866,0.0,-1355.364,213.3,,,162.232,979.832,445.502,-95.323,87.267,89.082,-1.815,,8.056,350.179,0.0,0.0,0.0,,350.179,0.0,0.0,0.0,350.179,0.0,350.179,0.0,0.0,350.179,350.179,0.0,215.15,1.63,1.63,1.63,217.512,1.61,1.61,1.61,
12/31/2010,1604.498,1146.108,458.39,-370.509,370.509,1233.989,0.0,-1112.294,211.936,,,163.878,736.48,121.695,-89.795,95.24,99.936,-4.696,,-5.445,31.9,0.0,0.0,0.0,,31.9,0.0,0.0,0.0,31.9,0.0,31.9,0.0,0.0,31.9,31.9,0.0,215.581,0.15,0.15,0.15,218.742,0.15,0.15,0.15,
03/31/2011,1671.995,1226.517,445.478,-202.572,202.572,1469.423,0.0,-1319.889,248.138,,,173.252,898.499,149.534,-71.124,96.844,100.625,-3.781,,-25.72,78.41,0.0,0.0,0.0,,78.41,0.0,0.0,0.0,78.41,0.0,78.41,0.0,0.0,78.41,102.56886,24.15886,216.511,0.36,0.36,0.473735,219.626,0.36,0.36,0.47,
06/30/2011,1767.873,1296.789,471.084,-234.087,234.087,1533.786,0.0,-1365.596,242.258,,,172.05,951.288,168.19,-74.699,86.49,92.968,-6.478,,-11.791,93.491,0.0,0.0,0.0,,93.491,0.0,0.0,0.0,93.491,0.0,93.491,0.0,0.0,93.491,93.491,0.0,217.028,0.43,0.43,0.43,219.37,0.43,0.43,0.43,
09/30/2011,2321.994,1734.328,587.666,-497.401,497.401,1824.593,0.0,-1316.851,231.761,,,177.191,907.899,507.742,-108.784,91.128,98.198,-7.07,,17.656,398.958,0.0,0.0,0.0,,398.958,0.0,0.0,0.0,398.958,0.0,398.958,0.0,0.0,398.958,398.958,0.0,217.105,1.84,1.84,1.84,218.934,1.82,1.82,1.82,
12/31/2011,1775.401,1268.27,507.131,-228.227,228.227,1547.174,0.0,-1441.012,238.445,,,179.933,1022.634,106.162,-69.6,82.636,90.625,-7.989,,-13.036,36.562,0.0,0.0,0.0,,36.562,0.0,0.0,0.0,36.562,0.0,36.562,0.0,0.0,36.562,36.562,0.0,217.279,0.17,0.17,0.17,218.982,0.17,0.17,0.17,
03/31/2012,1834.48,1352.238,482.242,-221.22,221.22,1613.26,0.0,-1477.885,264.601,,,179.392,1033.892,135.375,-88.411,86.32,92.666,-6.346,,2.091,46.964,0.0,0.0,0.0,,46.964,0.0,0.0,0.0,46.964,0.0,46.964,0.0,0.0,46.964,46.964,0.0,217.584,0.22,0.22,0.22,219.23,0.21,0.21,0.21,
