Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2012,2842.121,300.061,300.061,0,933.818,933.818,0,0,0,0,0,0,84.09,,,77.794,1317.969,46.542,117.008,-70.466,0,1477.61,1389.5,923.715,465.785,,88.11,1524.152,,593.81,533.113,,,60.697,583.639,355.0,,,,228.639,177.952,,,177.952,1355.401,278.863,278.863,,,,172.789,,,,,172.789,0.0,451.652,1807.053,0.0,525.172,0.116,525.056,-175.663,690.626,-5.067,1035.068,0,1035.068,2842.121,
12/31/2012,2721.87,283.649,283.649,0,823.441,823.441,0,0,0,0,0,0,88.264,0.0,12.357,81.8,1195.354,45.196,93.902,-48.706,0,1481.32,1390.473,926.609,463.864,,78.49,1526.516,,494.421,418.609,48.792,0.065,26.955,460.174,298.0,0.0,0.0,,162.174,187.627,0.0,0.0,187.627,1142.222,485.217,485.217,0.0,0.0,,180.609,0.0,0.0,0.0,0.0,180.609,0.0,665.826,1808.048,0.0,542.134,0.116,542.018,-375.663,750.697,-3.346,913.822,0,913.822,2721.87,
03/31/2013,2890.384,224.613,224.613,0,1011.464,1011.464,0,0,0,0,0,0,81.989,,,74.279,1318.066,45.892,97.104,-51.212,0,1526.426,1475.438,973.335,502.103,,50.988,1572.318,,562.419,501.036,,,61.383,507.375,385.0,,,,122.375,170.035,,,170.035,1239.829,491.988,491.988,,,,175.554,,,,,175.554,0.0,667.542,1907.371,0.0,557.395,0.116,557.279,-375.663,815.359,-14.078,983.013,0,983.013,2890.384,
06/30/2013,3013.089,292.905,292.905,0,1029.675,1029.675,0,0,0,0,0,0,83.238,,,75.596,1405.818,46.654,101.373,-54.719,0,1560.617,1510.35,994.648,515.702,,50.267,1607.271,,594.026,528.161,,,65.865,548.091,402.0,,,,146.091,158.459,,,158.459,1300.576,485.997,485.997,,,,176.502,,,,,176.502,0.0,662.499,1963.075,0.0,574.719,0.117,574.602,-375.663,888.458,-37.5,1050.014,0,1050.014,3013.089,
09/30/2013,3475.105,345.689,345.689,0,1055.901,1055.901,0,0,0,0,0,0,88.934,,,82.996,1490.524,48.797,108.288,-59.491,0,1935.784,1885.907,1241.969,643.938,,49.877,1984.581,,636.474,567.42,,,69.054,654.89,394.0,,,,260.89,305.596,,,305.596,1596.96,479.082,479.082,,,,225.161,,,,,225.161,0.0,704.243,2301.203,0.0,601.694,0.117,601.577,-375.663,967.078,-19.207,1173.902,0,1173.902,3475.105,
12/31/2013,3932.235,338.105,338.105,0,922.351,922.351,0,0,0,0,0,0,93.056,0.0,,88.306,1353.512,53.956,111.1,-57.144,0,2524.767,2423.988,1552.725,871.263,,100.779,2578.723,,582.072,467.202,39.802,0.314,74.754,1011.439,349.0,0.0,0.0,,662.439,315.387,0.0,0.0,315.387,1908.898,474.939,474.939,0.0,0.0,,304.505,0.0,0.0,0.0,0.0,249.504,55.001,779.444,2688.342,0.0,631.784,0.117,631.667,-375.663,1035.198,-47.426,1243.893,0,1243.893,3932.235,
03/31/2014,4036.717,283.374,283.374,0,1076.253,1076.253,0,0,0,0,0,0,111.782,,,107.524,1471.409,54.891,118.458,-63.567,0,2510.417,2422.428,1561.53,860.898,,87.989,2565.308,,689.782,578.507,,,111.275,926.368,393.5,,,,532.868,293.943,,,293.943,1910.093,459.916,459.916,,,,300.528,,,,,248.066,52.462,760.444,2670.537,0.0,663.035,0.118,662.917,-375.663,1110.307,-31.499,1366.18,0,1366.18,4036.717,
06/30/2014,4253.365,297.642,297.642,0,1112.927,1112.927,0,0,0,0,0,0,112.485,,,108.07,1523.054,56.5,125.195,-68.695,0,2673.811,2421.565,1572.93,848.635,162.383,89.863,2730.311,,697.509,573.482,,,124.027,1021.149,424.4,,,,596.749,309.33,,,309.33,2027.988,450.207,450.207,,,,299.65,,,,,245.984,53.666,749.857,2777.845,0.0,676.994,0.118,676.876,-375.663,1198.856,-24.667,1475.52,0,1475.52,4253.365,
09/30/2014,4224.44,304.109,304.109,0,1109.262,1109.262,0,0,0,0,0,0,91.304,,,87.86,1504.675,56.184,127.34,-71.156,0,2663.581,2422.127,1557.011,865.116,147.512,93.942,2719.765,,721.949,612.691,,,109.258,919.945,393.6,,,,526.345,286.796,,,286.796,1928.69,434.82,434.82,,,,302.123,,,,,233.695,68.428,736.943,2665.633,0.0,733.251,0.12,733.131,-375.663,1294.365,-93.146,1558.807,0,1558.807,4224.44,
12/31/2014,8524.701,477.069,477.069,0,1348.797,1348.797,0,0,0,0,0,0,311.484,0.0,60.421,210.033,2137.35,73.563,135.062,-61.499,0,6313.788,6099.424,3713.182,2386.242,141.933,12.01,6387.351,,895.051,716.676,28.974,3.558,145.843,1424.764,675.0,0.0,0.0,,749.764,576.803,0.0,0.0,576.803,2896.618,2168.953,2168.953,0.0,0.0,,840.568,0.0,0.0,0.0,0.0,799.939,40.629,3009.521,5906.139,0.0,1852.562,0.12,1852.442,-346.397,1403.905,-291.508,2618.562,0,2618.562,8524.701,
03/31/2015,8504.724,379.393,379.393,0,1452.474,1452.474,0,0,0,0,0,0,277.398,,,199.76,2109.265,72.066,137.608,-65.542,0,6323.393,6131.3,3761.378,2369.922,124.086,68.007,6395.459,,927.903,775.929,,,151.974,1336.108,679.0,,,,657.108,492.268,,,492.268,2756.279,2139.704,2139.704,,,,828.567,,,,,794.381,34.186,2968.271,5724.55,0.0,1878.503,0.12,1878.383,-346.397,1498.058,-249.99,2780.174,0,2780.174,8504.724,
06/30/2015,8574.671,384.175,384.175,0,1575.477,1575.477,0,0,0,0,0,0,241.354,,,187.211,2201.006,73.162,146.978,-73.816,0,6300.503,6105.219,3767.071,2338.148,121.807,73.477,6373.665,,976.527,815.544,,,160.983,1246.342,764.0,,,,482.342,498.731,,,498.731,2721.6,2112.245,2112.245,,,,833.822,,,,,794.135,39.687,2946.067,5667.667,0.0,1899.808,0.12,1899.688,-346.397,1596.736,-243.143,2907.004,0,2907.004,8574.671,
09/30/2015,8285.133,422.39,422.39,0,1396.957,1396.957,0,0,0,0,0,0,214.196,,,181.115,2033.543,75.86,154.987,-79.127,0,6175.73,5982.85,3712.326,2270.524,125.176,67.704,6251.59,,939.387,760.413,,,178.974,1001.624,665.0,,,,336.624,500.248,,,500.248,2441.259,2086.664,2086.664,,,,794.639,,,,,759.871,34.768,2881.303,5322.562,0.0,1935.382,0.12,1935.262,-353.707,1713.506,-332.61,2962.571,0,2962.571,8285.133,
12/31/2015,7889.806,447.152,447.152,0,1252.954,1252.954,0,0,0,0,0,0,244.518,0.0,1.639,235.605,1944.624,80.76,163.569,-82.809,0,5864.422,5729.629,3546.034,2183.595,76.568,56.586,5945.182,,820.205,669.528,5.977,,144.7,875.1,614.0,0.0,0.0,,261.1,552.169,0.0,0.0,552.169,2247.474,2059.9,2059.9,0.0,0.0,,752.385,0.0,0.0,0.0,0.0,713.428,38.957,2812.285,5059.759,0.0,1989.038,0.121,1988.917,-354.516,1766.336,-570.811,2830.047,0,2830.047,7889.806,
03/31/2016,8011.83,399.318,399.318,0,1431.808,1431.808,0,0,0,0,0,0,223.455,,,215.486,2054.581,85.605,177.167,-91.562,0,5871.644,5719.368,3564.211,2155.157,82.626,69.65,5957.249,,982.308,796.803,,,185.505,742.128,551.0,,,,191.128,513.578,,,513.578,2238.014,2032.905,2032.905,,,,753.142,,,,,713.404,39.738,2786.047,5024.061,0.0,2005.729,0.121,2005.608,-354.659,1876.308,-539.609,2987.769,0,2987.769,8011.83,
06/30/2016,8268.708,493.085,493.085,0,1621.385,1621.385,0,0,0,0,0,0,236.475,,,229.369,2350.945,90.423,189.665,-99.242,0,5827.34,5669.684,3557.446,2112.238,90.803,66.853,5917.763,,1064.717,904.151,,,160.566,824.158,713.0,,,,111.158,543.415,,,543.415,2432.29,2007.918,2007.918,,,,745.795,,,,,705.13,40.665,2753.713,5186.003,0.0,2032.808,0.121,2032.687,-380.854,1990.492,-559.741,3082.705,0,3082.705,8268.708,
09/30/2016,9916.054,405.435,405.435,0,1990.686,1990.686,0,0,0,0,0,0,289.035,,,280.156,2685.156,144.486,251.394,-106.908,0,7086.412,6942.858,4183.981,2758.877,79.717,63.837,7230.898,,1436.725,1230.339,,,206.386,1383.763,656.0,,,,727.763,634.485,,,634.485,3454.973,2552.357,2552.357,,,,730.203,,,,,692.221,37.982,3282.56,6737.533,0.0,2057.683,0.121,2057.562,-390.309,2123.297,-612.15,3178.521,0,3178.521,9916.054,
12/31/2016,9626.732,475.018,475.018,0,1793.009,1793.009,0,0,0,0,0,0,259.666,0.0,2.433,259.666,2527.693,142.504,253.361,-110.857,0,6956.535,6848.383,4195.15,2653.233,36.2,69.519,7099.039,,1390.244,1151.432,104.623,,134.189,1336.506,591.0,0.0,0.0,,745.506,569.568,0.0,0.0,569.568,3296.318,2521.727,2521.727,0.0,0.0,,724.649,0.0,0.0,0.0,0.0,668.58,56.069,3246.376,6542.694,0.0,2074.215,0.121,2074.094,-542.495,2218.721,-666.403,3084.038,0,3084.038,9626.732,
03/31/2017,10009.954,546.56,546.56,0,2036.833,2036.833,0,0,0,0,0,0,298.698,,,298.698,2882.091,149.037,271.534,-122.497,0,6978.826,6861.123,4227.472,2633.651,40.763,76.94,7127.863,,1460.181,1246.182,,,213.999,1407.708,676.0,,,,731.708,632.776,,,632.776,3500.665,2460.629,2460.629,,,,706.848,,,,,666.572,40.276,3167.477,6668.142,0.0,2114.682,0.122,2114.56,-542.495,2342.414,-572.789,3341.812,0,3341.812,10009.954,
06/30/2017,10101.711,564.578,564.578,0,2170.563,2170.563,0,0,0,0,0,0,310.217,,,310.217,3045.358,154.278,,,0,6902.075,6774.849,4212.523,2562.326,40.845,86.381,7056.353,,1446.839,1240.766,,,206.073,1443.444,741.0,,,,702.444,728.743,,,728.743,3619.026,2394.621,2394.621,,,,682.564,,,,,637.162,45.402,3077.185,6696.211,0.0,2137.035,0.122,2136.913,-594.887,2473.401,-610.049,3405.5,0,3405.5,10101.711,
09/30/2017,11330.294,834.756,834.756,0,2250.255,2250.255,0,0,0,0,0,0,436.49,,,436.49,3521.501,168.065,,,0,7640.728,7520.999,4644.559,2876.44,33.526,86.203,7808.793,,1721.426,1435.585,,,285.841,1602.507,794.0,,,,808.507,848.965,,,848.965,4172.898,2933.976,2933.976,,,,793.002,,,,,742.498,50.504,3726.978,7899.876,0.0,2165.448,0.122,2165.326,-944.887,2676.224,-466.367,3430.418,0,3430.418,11330.294,
12/31/2017,11318.359,913.595,913.595,0,2231.011,2231.011,0,0,0,0,0,0,405.095,0.0,1.801,405.095,3549.701,180.057,310.566,-130.509,0,7588.601,7440.78,4715.823,2724.957,32.859,113.161,7768.658,,1675.786,1437.314,63.698,,174.774,1616.512,811.0,0.0,0.0,,805.512,803.204,0.0,0.0,803.204,4095.502,2902.104,2902.104,0.0,0.0,,644.231,0.0,0.0,0.0,0.0,518.912,125.319,3546.335,7641.837,0.0,2214.346,0.122,2214.224,-944.888,2958.921,-551.857,3676.522,0,3676.522,11318.359,
03/31/2018,11692.465,979.573,979.573,0,2520.762,2520.762,0,0,0,0,0,0,406.73,,,406.73,3907.065,184.031,,,0,7601.369,7426.808,4744.292,2682.516,32.859,141.702,7785.4,,1870.549,1609.24,,,261.309,1621.913,829.0,,,,792.913,815.214,,,815.214,4307.676,2867.532,2867.532,,,,629.205,,,,,505.15,124.055,3496.737,7804.413,0.0,2248.725,0.123,2248.602,-1033.18,3181.11,-508.603,3888.052,0,3888.052,11692.465,
06/30/2018,11485.133,919.662,919.662,0,2655.937,2655.937,0,0,0,0,0,0,473.608,,,473.608,4049.207,179.096,,,0,7256.83,7071.438,4556.206,2515.232,39.859,145.533,7435.926,,1747.423,1532.741,,,214.682,1915.685,939.0,,,,976.685,938.406,,,938.406,4601.514,2832.316,2832.316,,,,612.218,,,,,498.918,113.3,3444.534,8046.048,0.0,2277.35,0.123,2277.227,-1325.539,3357.962,-870.688,3439.085,0,3439.085,11485.133,
09/30/2018,11450.89,924.442,924.442,0,2742.339,2742.339,0,0,0,0,0,0,466.21,,,466.21,4132.991,184.979,,,0,7132.92,6955.975,4517.348,2438.627,33.032,143.913,7317.899,,1869.018,1616.949,,,252.069,1699.548,931.0,,,,768.548,915.902,,,915.902,4484.468,2773.378,2773.378,,,,630.796,,,,,506.31,124.486,3404.174,7888.642,0.0,2316.876,0.123,2316.753,-1325.539,3515.657,-944.746,3562.248,0,3562.248,11450.89,
12/31/2018,11202.477,1031.145,1031.145,0,2311.815,2311.815,0,0,0,0,0,0,533.026,0.0,3.152,533.026,3875.986,186.201,351.683,-165.482,0,7140.29,6949.984,4542.074,2407.91,42.674,144.48,7326.491,,1379.243,1117.649,85.346,,176.248,2070.616,886.0,0.0,0.0,,1184.616,1045.354,0.0,0.0,1045.354,4495.213,2748.431,2748.431,0.0,0.0,,618.653,0.0,0.0,0.0,0.0,491.946,126.707,3367.084,7862.297,0.0,2306.966,0.123,2306.843,-1870.584,3817.656,-913.858,3340.18,0,3340.18,11202.477,
03/31/2019,11514.915,1057.465,1057.465,0,2597.459,2597.459,0,0,0,0,0,0,517.135,,,517.135,4172.059,252.351,,,0,7090.505,6904.738,4549.099,2355.639,26.506,159.261,7342.856,,1830.184,1518.827,,,311.357,1821.618,942.0,14.3,,14.3,865.318,910.296,,,910.296,4562.098,2772.851,2708.251,64.6,,64.6,648.999,,,,,494.025,154.974,3421.85,7983.948,0.0,2382.302,0.123,2382.179,-1906.906,3989.763,-934.192,3530.967,0,3530.967,11514.915,
06/30/2019,11975.592,1170.339,1170.339,0,2701.183,2701.183,0,0,0,0,0,0,514.836,,,514.836,4386.358,264.715,,,0,7324.519,7137.659,4720.471,2417.188,26.635,160.225,7589.234,,1793.775,1523.862,,,269.913,1947.594,974.0,15.2,,15.2,958.394,1007.841,,,1007.841,4749.21,2749.174,2676.374,72.8,,72.8,633.836,,,,,452.113,181.723,3383.01,8132.22,0.0,2427.763,0.123,2427.64,-1907.608,4251.414,-928.197,3843.372,0,3843.372,11975.592,
09/30/2019,11914.194,1058.762,1058.762,0,2695.998,2695.998,0,0,0,0,0,0,685.247,,,685.247,4440.007,266.722,,,0,7207.465,7023.028,4707.383,2315.645,26.25,158.187,7474.187,,1666.886,1375.929,,,290.957,1180.614,992.0,15.4,,15.4,173.214,1131.437,,,1131.437,3978.937,3387.08,3307.48,79.6,,79.6,647.867,,,,,457.174,190.693,4034.947,8013.884,0.0,2503.713,0.123,2503.59,-1965.944,4477.219,-1114.678,3900.31,0,3900.31,11914.194,
12/31/2019,12248.541,1271.494,1271.494,0,2539.934,2539.934,0,0,0,0,0,0,807.143,0.0,2.655,735.043,4618.571,284.125,498.105,-213.98,0,7345.845,7174.929,4833.047,2341.882,30.44,137.821,7629.97,,1525.097,1249.586,70.35,,205.161,1763.738,970.973,16.9,0.0,16.9,775.865,1174.233,0.0,0.0,1113.333,4463.068,3371.647,3289.947,81.7,0.0,81.7,702.21,0.0,0.0,0.0,0.0,519.98,182.23,4073.857,8536.925,0.0,2494.845,0.124,2494.721,-2523.493,4712.729,-972.465,3711.616,0,3711.616,12248.541,
03/31/2020,11310.15,1070.681,1070.681,0,2157.056,2157.056,0,0,0,0,0,0,901.275,,,901.275,4129.012,265.329,,,0,6915.809,6753.623,4583.881,2169.742,28.068,134.118,7181.138,,1308.945,1058.713,,,250.232,1929.77,819.0,16.3,,16.3,1094.47,1221.361,,,1221.361,4460.076,3326.541,3246.241,80.3,,80.3,727.304,,,,,486.551,240.753,4053.845,8513.921,0.0,2657.294,0.125,2657.169,-3128.73,4859.789,-1592.124,2796.229,0,2796.229,11310.15,
06/30/2020,10626.717,765.789,765.789,0,1933.343,1933.343,0,0,0,0,0,0,764.937,,,764.937,3464.069,185.599,,,0,6977.049,6703.554,4582.25,2121.304,61.773,211.722,7162.648,,1340.371,1096.303,,,244.068,1245.178,654.0,,,,591.178,1041.419,,,1041.419,3626.968,3202.463,3202.463,,,,830.852,,,,,501.231,329.621,4033.315,7660.283,0.0,2691.092,0.126,2690.966,-3160.96,5018.277,-1581.975,2966.434,0,2966.434,10626.717,
