Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,567.187988,,,-392.425995,,174.761993,,-119.720001,,,,55.042,-17.354001,,17.214001,,0.0,0.14,37.687999,-14.472,23.216,0.0,,,23.215999,0.0,23.216,-0.84,,22.376,22.376,,459.727997,0.04875,0.04875,,459.727997,0.04875,0.04875,0.04875,
06/30/1990,634.685974,,,-448.032013,,186.653961,,-123.709,,,,62.945,-25.914,,20.455999,,0.0,5.458,37.031,-14.631,22.4,0.0,,,22.400001,0.0,22.4,-1.098,,21.302,21.302,,455.967987,0.04625,0.04625,,455.967987,0.04625,0.04625,0.04625,
09/29/1990,723.135986,,,-500.510986,,222.625,,-130.371002,,,,92.253998,-15.580001,,20.415001,,0.0,-4.835,76.673997,-31.233,45.441002,0.0,,,45.440997,0.0,45.441002,-1.096,,44.345002,44.345002,,456.096008,0.0975,0.0975,,456.096008,0.0975,0.0975,0.0975,
12/29/1990,687.603027,,,-511.332001,,176.271026,,-136.959,,,,39.312,-47.621,,18.284,,0.0,29.337,-8.309,-1.624,-9.933,0.0,,,-9.933,0.0,-9.933,-1.096,,-11.029,-11.029,,456.104,-0.02375,-0.02375,-0.02375,456.104,-0.02375,-0.02375,-0.02375,
03/30/1991,613.307983,,,-419.329987,,193.977997,,-136.572006,,,,57.405998,-10.095,,16.166,,0.0,-6.071,47.310998,-18.782,28.528999,0.0,,,28.528998,0.0,28.528999,-1.094,,27.434999,27.434999,,456.112,0.06,0.06,,456.112,0.06,0.06,0.06,
06/29/1991,654.01001,,,-452.539001,,201.471008,,-139.429001,,,,62.042,-11.726999,,17.379999,,0.0,-5.653,50.315001,-19.664,30.650999,0.0,,,30.651001,0.0,30.650999,-1.092,,29.558999,29.558999,,456.463989,0.065,0.065,,456.463989,0.065,0.065,0.065,
09/28/1991,834.843994,,,-576.572021,,258.271973,,-157.904007,,,,100.367996,-12.493001,,18.072001,,0.0,-5.579,87.874996,-34.122002,53.752998,0.0,,,53.752994,0.0,53.752998,-1.091,,52.661998,52.661998,,457.208008,0.115,0.115,,457.208008,0.115,0.115,0.115,
01/04/1992,850.270996,,,-591.346008,,258.924988,,-174.686996,,,,84.237999,-6.542,,16.969,,0.0,-10.427,77.695999,-29.299,48.396999,0.0,,,48.396999,0.0,48.396999,-1.089,,47.307999,47.307999,,458.760008,0.10375,0.10375,0.10375,458.760008,0.10375,0.10375,0.10375,
04/04/1992,817.59198,,,-555.822021,,261.769958,,-176.052994,,,,85.717003,-14.09,,16.962,,0.0,-2.872,71.627003,-27.934999,43.692001,0.0,,,43.692003,0.0,43.692001,-1.087,,42.605001,42.605001,,464.951996,0.09125,0.09125,,464.951996,0.09125,0.09125,0.09125,
07/04/1992,852.544006,,,-583.341003,,269.203003,,-180.231003,,,,88.972,-13.640999,,17.316999,,0.0,-3.676,75.331001,-29.129,46.202,0.0,,,46.202001,0.0,46.202,-1.086,,45.116,45.116,,467.951996,0.09625,0.09625,,467.951996,0.09625,0.09625,0.09625,
10/03/1992,1125.293945,,,-757.078979,,368.214966,,-225.875,,,,142.339996,-18.03,,19.437,,0.0,-1.407,124.309996,-47.754002,76.556,0.0,,,76.555994,0.0,76.556,-1.083,,75.473,75.473,,469.623993,0.16125,0.16125,,469.623993,0.16125,0.16125,0.16125,
01/02/1993,1029.019043,,,-707.484009,,321.535034,,-209.184006,,,,112.350998,-7.845999,,17.351999,,0.0,-9.506,104.504999,-33.924,70.581001,0.0,,,70.580999,0.0,70.581001,-1.079,,69.502001,69.502001,,472.936008,0.1475,0.1475,0.1475,472.936008,0.1475,0.1475,0.1475,
04/03/1993,1016.643982,,,-693.41803,,323.225952,,-221.789001,,,,101.436996,-14.996,,18.222,,0.0,-3.226,86.440996,-33.712002,52.729,0.0,,,52.728995,0.0,52.729,-0.777,,51.952,51.952,,502.735992,0.10375,0.10375,,502.735992,0.10375,0.10375,0.10375,
07/03/1993,1053.411011,,,-725.86499,,327.546021,,-223.246994,,,,104.299004,-13.662,,17.993,,0.0,-4.331,90.637003,-34.905998,55.730999,0.0,,,55.731005,0.0,55.730999,-0.78,,54.950999,54.950999,,514.616028,0.10625,0.10625,,514.616028,0.10625,0.10625,0.10625,
10/02/1993,1152.842041,,,-797.797974,,355.044067,,-235.115005,,,,119.929001,11.139,,18.451,,0.0,-29.59,131.068001,-54.252998,76.815002,0.0,,,76.815002,0.0,76.815002,-0.775,,76.040002,76.040002,,515.296021,0.1475,0.1475,,515.296021,0.1475,0.1475,0.1475,
12/31/1993,1097.506958,,,-757.780029,,339.726929,,-233.582993,,,,106.143997,-14.302999,,18.004999,,0.0,-3.702,91.840998,-30.701,61.139999,0.0,,,61.139998,0.0,61.139999,-1.959,,59.180999,59.180999,,515.679992,0.1175,0.1175,0.1175,515.679992,0.1175,0.1175,0.1175,
04/02/1994,1123.035034,,,-760.422974,,362.612061,,-253.910004,,,,108.702003,-20.801999,,19.160999,,0.0,1.641,87.900004,-34.972,52.928001,0.0,,,52.928004,0.0,52.928001,-0.783,,52.145001,52.145001,,516.255981,0.10125,0.10125,,516.255981,0.10125,0.10125,0.10125,
07/02/1994,1186.323975,,,-806.148987,,380.174988,,-258.860992,,,,121.314003,-23.6,,21.579,,0.0,2.021,97.714003,-38.798,58.916,0.0,,,58.916002,0.0,58.916,-0.776,,58.14,58.14,,517.159973,0.1125,0.1125,,517.159973,0.1125,0.1125,0.1125,
10/01/1994,1373.036987,,,-930.960022,,442.076965,,-274.096985,,,,167.979996,-21.860999,,21.233999,,0.0,0.627,146.118997,-58.314999,87.804001,0.0,,,87.803998,0.0,87.804001,-0.776,,87.028001,87.028001,,517.656006,0.1675,0.1675,,517.656006,0.1675,0.1675,0.1675,
12/31/1994,1289.317017,,,-889.763,,399.554017,,-258.747009,,,,140.807007,-16.879,,18.306,,0.0,-1.427,123.928007,-49.040001,74.888,0.0,,,74.888006,0.0,74.888,-1.894,,72.994,72.994,,516.760008,0.14375,0.14375,0.14375,516.760008,0.14375,0.14375,0.14375,
04/01/1995,1187.587036,,,-799.14801,,388.439026,,-273.194,,,,115.245003,-18.754,,18.465,,0.0,0.289,96.491003,-38.537998,57.952999,0.0,,,57.953004,0.0,57.952999,-0.91,,57.042999,57.042999,,507.048004,0.1125,0.1125,0.1125,512.176025,0.11,0.11,0.11,
