Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,43.948997,,,,,,,,,,,,,,,,,,,,,,,,,3.072,,,3.072,3.072,,389.377103,0.007901,0.007901,,389.377103,0.007901,0.007901,0.007901,
03/31/1990,44.441002,,-27.757,,16.684002,,-11.223,,,5.461,-0.553,,,,0.0,,0.553,4.908,-1.767,3.141,0.0,,,3.141,0.0,3.141,0.0,,3.141,3.141,,390.971827,0.008121,0.008121,,390.971827,0.008121,0.008121,0.008121,
06/30/1990,45.365002,,-29.167999,,16.197002,,-10.384,,,5.813,-0.529,,,,0.0,,0.529,5.284,-1.902,3.382,0.0,,,3.382,0.0,3.382,0.0,,3.382,3.382,,392.566508,0.00856,0.00856,,392.566508,0.00856,0.00856,0.00856,
09/30/1990,46.327,,-29.135,,17.191999,,-11.18,,,6.012,-0.462,,,,0.0,,0.462,5.55,-1.998,3.552,0.0,,,3.552,0.0,3.552,0.0,,3.552,3.552,,392.839863,0.008999,0.008999,,392.839863,0.008999,0.008999,0.008999,
12/31/1990,47.047001,,-25.987,,21.060001,,-14.944,,,6.116,-0.367,,,,0.0,,0.367,5.749,-2.07,3.679,0.0,,,3.679,0.0,3.679,0.0,,3.679,3.679,,388.377848,0.009438,0.009438,0.009438,388.377848,0.009438,0.009438,0.009438,
03/31/1991,47.660999,,-30.469999,,17.191,,-10.596,,,6.595,-0.439,,,,0.0,,0.439,6.156,-2.216,3.94,0.0,,,3.94,0.0,3.94,0.0,,3.94,3.94,,398.94523,0.009877,0.009877,,398.94523,0.009877,0.009877,0.009877,
06/30/1991,71.419998,,-43.949001,,27.470997,,-19.493,,,7.978,-1.143,,,,0.0,,1.143,6.835,-2.461,4.374,0.0,,,4.374,0.0,4.374,0.0,,4.374,4.374,,424.022081,0.010316,0.010316,,424.022081,0.010316,0.010316,0.010316,
09/30/1991,82.388,,-49.686001,,32.702,,-24.414,,,8.288,-0.646,,,,0.0,,0.646,7.642,-2.751,4.891,0.0,,,4.891,0.0,4.891,0.0,,4.891,4.891,,463.006126,0.010535,0.010535,,463.006126,0.010535,0.010535,0.010535,
12/31/1991,79.863998,,-43.654999,,36.208999,,-27.419001,,,8.79,-0.772,,,,0.0,,0.772,8.018,-2.886,5.132,0.0,,,5.132,0.0,5.132,0.0,,5.132,5.132,,464.889375,0.011193,0.011193,0.011193,464.889375,0.011193,0.011193,0.011193,
03/31/1992,81.278,,-51.870998,,29.407001,,-19.993,,,9.414,-0.583,,,,0.0,,0.583,8.831,-3.356,5.475,0.0,,,5.475,0.0,5.475,0.0,,5.475,5.475,,465.375378,0.011852,0.011852,,465.375378,0.011852,0.011852,0.011852,
06/30/1992,82.317001,,-52.312,,30.005001,,-20.351,,,9.654,-0.472,,,,0.0,,0.472,9.182,-3.489,5.693,0.0,,,5.693,0.0,5.693,0.0,,5.693,5.693,,466.195487,0.012346,0.012346,,466.195487,0.012346,0.012346,0.012346,
09/30/1992,83.656998,,-52.542999,,31.113998,,-21.173,,,9.941,-0.471,,,,0.0,,0.471,9.47,-3.599,5.871,0.0,,,5.871,0.0,5.871,0.0,,5.871,5.871,,467.0865,0.012346,0.012346,,467.0865,0.012346,0.012346,0.012346,
12/31/1992,84.837997,,-47.168999,,37.668998,,-27.441,,,10.228,-0.632,,,,0.0,,0.632,9.596,-3.646,5.95,0.0,,,5.95,0.0,5.95,0.0,,5.95,5.95,,466.4385,0.01284,0.01284,0.01284,466.4385,0.01284,0.01284,0.01284,
