Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2015,20.0,468.0,194.0,-196.0,15.0,171.0,-382.0,-446.0,-446.0,0.0,-281.0,-284.0,0.0,0.0,0.0,-284.0,-284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,104.0,-310.0,784.0,291.0,497.0,-4.0,-207.0,41.0,-248.0,-163.0,-45.0,-202.0,,,
06/30/2015,772.0,-305.0,189.0,859.0,36.0,-517.0,1340.0,29.0,29.0,0.0,-245.0,-243.0,0.0,0.0,0.0,-243.0,-243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-508.0,-321.0,-135.0,-108.0,13.0,-40.0,-69.0,41.0,-110.0,17.0,-3.0,16.0,,,
09/30/2015,849.0,517.0,182.0,49.0,17.0,-32.0,64.0,101.0,101.0,0.0,-297.0,-271.0,0.0,0.0,0.0,-271.0,-271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,-455.0,-321.0,-10.0,-292.0,587.0,-305.0,-125.0,20.0,-145.0,1.0,-57.0,40.0,,,
12/31/2015,665.0,333.0,181.0,280.0,7.0,123.0,150.0,-129.0,-129.0,0.0,-227.0,-258.0,0.0,0.0,0.0,-258.0,-258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-439.0,-320.0,211.0,412.0,3.0,-204.0,-320.0,38.0,-358.0,-10.0,-23.0,-24.0,,,
03/31/2016,553.0,545.0,172.0,-59.0,15.0,-34.0,-40.0,-105.0,-105.0,0.0,-229.0,-220.0,0.0,0.0,0.0,-220.0,-220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-315.0,-318.0,119.0,-675.0,796.0,-2.0,-109.0,31.0,-140.0,-7.0,7.0,16.0,,,
06/30/2016,860.0,566.0,177.0,60.0,30.0,37.0,-7.0,57.0,57.0,0.0,-155.0,-177.0,0.0,0.0,0.0,-177.0,-177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-688.0,-332.0,-236.0,353.0,0.0,-589.0,-126.0,27.0,-153.0,6.0,4.0,21.0,,,
09/30/2016,948.0,550.0,179.0,22.0,19.0,-16.0,19.0,197.0,197.0,0.0,-192.0,-185.0,0.0,0.0,0.0,-185.0,-185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-534.0,-331.0,-26.0,-515.0,494.0,-5.0,-180.0,39.0,-219.0,3.0,6.0,228.0,,,
12/31/2016,871.0,505.0,177.0,4.0,13.0,-2.0,-7.0,185.0,185.0,0.0,-156.0,-189.0,0.0,0.0,0.0,-189.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,-648.0,-330.0,-70.0,-71.0,3.0,-2.0,-217.0,10.0,-227.0,-31.0,-28.0,39.0,,,
03/31/2017,436.0,563.0,178.0,-41.0,20.0,-25.0,-36.0,-264.0,-264.0,0.0,-178.0,-215.0,0.0,0.0,0.0,-215.0,-215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-367.0,-329.0,188.0,196.0,0.0,-8.0,-217.0,78.0,-295.0,-9.0,21.0,-88.0,,,
06/30/2017,825.0,531.0,180.0,41.0,30.0,-9.0,20.0,73.0,73.0,0.0,-209.0,-171.0,0.0,0.0,0.0,-171.0,-171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-397.0,-345.0,258.0,-82.0,344.0,-4.0,-273.0,29.0,-302.0,-37.0,-3.0,216.0,,,
09/30/2017,805.0,567.0,182.0,19.0,14.0,-7.0,12.0,37.0,37.0,0.0,-290.0,-209.0,0.0,0.0,0.0,-209.0,-209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,-916.0,-343.0,-370.0,-3.0,593.0,-960.0,-200.0,7.0,-207.0,-3.0,5.0,-396.0,,,
12/31/2017,863.0,617.0,184.0,56.0,12.0,-28.0,72.0,6.0,6.0,0.0,-174.0,-190.0,0.0,0.0,0.0,-190.0,-190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-741.0,-342.0,-260.0,249.0,0.0,-509.0,-100.0,7.0,-107.0,-39.0,13.0,-39.0,,,
03/31/2018,542.0,93.0,211.0,135.0,18.0,-27.0,144.0,103.0,103.0,0.0,-256.0,-189.0,0.0,0.0,0.0,-189.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-283.0,-341.0,247.0,249.0,0.0,-2.0,-183.0,14.0,-197.0,-6.0,7.0,10.0,,,
06/30/2018,787.0,455.0,224.0,118.0,8.0,44.0,66.0,-10.0,-10.0,0.0,-156.0,-158.0,0.0,0.0,0.0,-158.0,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-747.0,-350.0,-147.0,-145.0,0.0,-2.0,-215.0,8.0,-223.0,-35.0,-26.0,-142.0,,,
09/30/2018,692.0,451.0,217.0,0.0,19.0,27.0,-46.0,24.0,24.0,0.0,-220.0,-209.0,10.0,10.0,0.0,-219.0,-219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-453.0,-348.0,43.0,349.0,0.0,-306.0,-148.0,28.0,-176.0,0.0,-9.0,10.0,,,
12/31/2018,949.0,411.0,230.0,36.0,-4.0,-42.0,82.0,272.0,272.0,0.0,-270.0,-276.0,35.0,35.0,0.0,-311.0,-311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-632.0,-347.0,-77.0,-487.0,507.0,-97.0,-192.0,12.0,-204.0,-16.0,-2.0,45.0,,,
03/31/2019,317.0,454.0,234.0,4.0,16.0,11.0,-23.0,-375.0,-375.0,0.0,-324.0,-316.0,0.0,0.0,0.0,-316.0,-316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-42.0,-345.0,449.0,851.0,0.0,-402.0,-138.0,26.0,-164.0,-8.0,1.0,-48.0,,,
06/30/2019,609.0,485.0,236.0,38.0,32.0,15.0,-9.0,-150.0,-150.0,0.0,-198.0,-253.0,0.0,0.0,0.0,-253.0,-253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-371.0,-355.0,87.0,-308.0,696.0,-301.0,-32.0,134.0,-166.0,-71.0,3.0,43.0,,,
09/30/2019,886.0,671.0,230.0,-141.0,26.0,-18.0,-149.0,126.0,126.0,0.0,-245.0,-93.0,205.0,205.0,0.0,-298.0,-298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-747.0,-354.0,-217.0,-219.0,4.0,-2.0,-163.0,51.0,-214.0,-13.0,-12.0,-118.0,,,
12/31/2019,924.0,547.0,217.0,49.0,22.0,21.0,6.0,111.0,111.0,0.0,-275.0,-306.0,36.0,36.0,0.0,-342.0,-342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-632.0,-354.0,-17.0,-21.0,6.0,-2.0,-239.0,17.0,-256.0,-22.0,9.0,26.0,,,
03/31/2020,704.0,660.0,213.0,-25.0,15.0,-9.0,-31.0,-144.0,-144.0,0.0,-359.0,-352.0,0.0,0.0,0.0,-352.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,220.0,-357.0,707.0,-282.0,1241.0,-252.0,-106.0,108.0,-214.0,-24.0,-28.0,537.0,,,
06/30/2020,1579.0,681.0,201.0,63.0,39.0,21.0,3.0,634.0,634.0,0.0,-331.0,-284.0,0.0,0.0,0.0,-284.0,-284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.0,-787.0,-365.0,-385.0,-385.0,0.0,0.0,-22.0,27.0,-49.0,-15.0,8.0,469.0,,,
