Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1998,45.222,42.320002,34.837002,7.483,0.0,,,0.0,,,,,0.406,,,,42.726002,2.083,4.553,-2.47,0.0,0.413,,,,0.413,2.496,,1.093,1.093,,,,0.626,,,,,,0.59,,,,0.59,2.309,0.0,,,,,0.0,,,,,0.0,0.0,2.309,0.0,79.791,,,0.0,,-36.877998,42.913002,0.0,42.913002,45.222002,
07/31/1998,42.084999,37.494001,31.509001,5.985,0.0,,,0.0,,,,,0.346,,,,37.84,2.357,5.357,-3.0,0.0,1.888,,,,1.888,4.245,,0.81,0.81,,,,0.368,,,,,,0.885,,,,0.885,2.063,0.832,,,,,0.0,,,,,0.0,0.832,2.895,0.0,79.781998,,,0.0,,-40.591999,39.189999,0.0,39.189999,42.084999,
10/31/1998,38.097,33.652,29.607,4.045,0.0,,,0.0,,,,,0.169,,,,33.821,2.411,5.545,-3.134,0.0,1.865,0.276,,,1.589,4.276,,0.763,0.763,,,,0.368,,,,,,0.68,,,,0.68,1.811,0.74,,,,,0.0,,,,,0.0,0.74,2.551,0.0,79.798,,,0.0,-44.252,0.0,35.546,0.0,35.546,38.097,
01/31/1999,33.974,29.269,21.675,7.594,0.0,,,0.0,0.0,0.0,0.0,,0.461,,,,29.73,2.409,5.312,-2.903,0.0,1.835,0.249,,,1.586,4.244,,1.07,1.07,,,,0.368,,,,,,0.842,,,,0.842,2.28,0.647,,,,,0.0,,,,,0.0,0.647,2.927,0.0,80.179,,,0.0,-49.132,0.0,31.047,0.0,31.047,33.974,
04/30/1999,46.496,33.499,27.959,5.54,2.357,,,2.251,0.0,0.0,2.251,,0.264,,,,38.371,6.659,9.784,-3.125,0.0,1.466,0.296,,,1.17,8.125,,2.91,2.91,,,,0.368,,,,,,1.335,,,,1.335,4.613,4.475,,,,,0.0,,,,,0.0,4.475,9.088,0.0,80.242,,,0.0,-42.834,0.0,37.408,0.0,37.408,46.496,
07/31/1999,44.374,28.328,24.238,4.09,0.0,,,0.0,0.0,0.0,0.0,0.0,7.334,,,,35.662,7.413,10.8,-3.387,0.0,1.299,,,,1.299,8.712,,3.544,3.544,,,,0.368,,,,,,2.778,,,,2.778,6.69,4.383,,,,,0.0,,,,,0.0,4.383,11.073,0.0,80.288,,,0.0,,-46.987,33.301,0.0,33.301,44.374,
10/31/1999,38.909,21.328,13.266,8.062,0.0,,,0.0,0.0,0.0,0.0,0.0,8.979,,,,30.307,7.447,11.156,-3.709,0.0,1.155,,,,1.155,8.602,,4.404,4.404,,,,0.368,,,,,,1.446,,,,1.446,6.218,4.29,,,,,0.0,,,,,0.0,4.29,10.508,0.0,80.597,,,0.0,-52.164,-0.032,28.401,0.0,28.401,38.909,
01/31/2000,80.33,62.261,53.311,8.95,0.0,,,0.0,0.0,0.0,0.0,0.0,9.299,,,,71.56,7.759,11.791,-4.032,0.0,1.011,,,,1.011,8.77,,2.834,2.834,,,,0.368,,,,,,1.797,,,,1.797,4.999,4.199,,,,,0.0,,,,,0.0,4.199,9.198,0.0,126.935,,,0.0,-55.803,0.0,71.132,0.0,71.132,80.33,
04/30/2000,194.939,175.53,168.764,6.766,0.0,,,0.0,0.0,0.0,0.0,0.0,6.221,,,,181.751,8.494,12.859,-4.365,0.0,4.694,,,,4.694,13.188,,1.672,1.672,,,,0.368,,,,,,2.853,,,,2.853,4.893,124.106,,,,,0.0,,,,,0.0,124.106,128.999,0.0,128.062,,,0.0,-62.122,0.0,65.94,0.0,65.94,194.939,
07/31/2000,192.702,174.529,91.858,82.671,0.0,,,0.0,0.0,0.0,0.0,0.0,5.551,,,,180.08,8.213,13.029,-4.816,0.0,4.409,0.0,,,4.409,12.622,,2.1,2.1,,,,0.369,,,,,,4.709,,,,4.709,7.178,123.92,,,,,0.0,,,,,0.0,123.92,131.098,0.0,128.838,,,0.0,,-67.234,61.604,0.0,61.604,192.702,
10/31/2000,208.007,166.599,47.693,118.906,,,,3.902,0.0,3.902,0.0,0.0,0.849,,,,171.35,10.407,,,,26.25,22.015,,,4.235,36.657,,2.572,2.572,,,,0.277,0.277,0.0,0.0,,,3.425,,,,3.425,6.274,123.92,123.92,0.0,0.0,,0.0,,,,,0.0,123.92,130.194,0.0,174.702,,,0.0,-96.802,-0.087,77.813,0.0,77.813,208.007,
01/31/2001,414.515,369.904,260.669,109.235,,,,5.532,0.0,5.532,0.0,0.0,0.534,,,,375.97,12.627,,,,25.918,21.94,,,3.978,38.545,,2.826,2.826,,,,0.191,0.191,0.0,0.0,,,5.364,,,,5.364,8.381,123.92,123.92,0.0,0.0,,0.0,,,,,0.0,123.92,132.301,0.0,383.606,,,0.0,-101.435,0.043,282.214,0.0,282.214,414.515,
04/30/2001,406.429,363.729,231.575,132.154,,,,3.9,0.0,3.9,0.0,0.0,0.51,,,,368.139,13.487,,,0.0,24.803,21.116,,,3.687,38.29,,1.63,1.63,,,,0.092,0.092,0.0,0.0,,,5.235,,,,5.235,6.957,123.92,123.92,0.0,0.0,,8.088,,,,,8.088,132.008,138.965,0.0,383.826,,,0.0,-116.721,0.359,267.464,0.0,267.464,406.429,
07/31/2001,400.259,355.274,135.188,220.086,0.0,,,0.0,0.0,0.0,0.0,0.0,7.473,,,,362.747,13.731,20.642,-6.911,0.0,23.781,0.0,20.27,-20.27,23.781,37.512,,1.722,1.722,,,,0.0,0.0,0.0,0.0,,,6.268,,,,6.268,7.99,123.92,123.92,0.0,0.0,,7.941,,,,,7.941,131.861,139.851,0.0,384.093,,,0.0,-124.257,0.572,260.408,0.0,260.408,400.259,
10/31/2001,394.01,349.493,120.158,229.335,0.0,,,7.167,0.0,7.167,0.0,0.0,0.362,,,,357.022,13.388,,,0.0,23.6,20.23,20.23,0.0,3.37,36.988,,1.213,1.213,,,,0.0,0.0,0.0,0.0,,,5.7,,,,5.7,6.913,123.92,123.92,0.0,0.0,,7.793,,,,,7.793,131.713,138.626,0.0,384.197,,,0.0,-132.046,3.233,255.384,0.0,255.384,394.01,
01/31/2002,383.515,340.939,168.794,172.145,0.0,,,0.935,0.0,0.935,0.0,0.0,1.787,,,,343.661,13.459,,,0.0,26.395,20.165,20.165,0.0,6.23,39.854,,3.597,3.597,,,,0.0,0.0,0.0,0.0,,,5.984,,,,5.984,9.581,123.92,123.92,0.0,0.0,,7.646,,,,,7.646,131.566,141.147,0.0,384.429,,,0.0,-142.856,0.795,242.368,0.0,242.368,383.515,
04/30/2002,370.16,325.177,121.427,203.75,0.0,,,0.469,0.0,0.469,0.0,0.0,1.493,,,,327.139,13.736,,,0.0,29.285,20.165,20.165,0.0,9.12,43.021,,8.032,8.032,,,,0.0,0.0,0.0,0.0,,,5.828,,,,5.828,13.86,123.92,123.92,0.0,0.0,,7.499,,,,,7.499,131.419,145.279,0.0,385.104,,,-0.6,-159.961,0.338,224.881,0.0,224.881,370.16,
07/31/2002,354.069,308.584,47.574,261.01,0.0,,,0.863,0.0,0.863,0.0,0.0,1.337,,,,310.784,14.874,24.738,-9.864,0.0,28.411,19.954,19.954,0.0,8.457,43.285,,9.843,9.843,,,,0.0,0.0,0.0,0.0,,,7.476,,,,7.476,17.319,123.92,123.92,0.0,0.0,,7.352,,,,,7.352,131.272,148.591,0.0,385.199,,,-0.6,-180.799,1.678,205.478,0.0,205.478,354.069,
10/31/2002,329.703,283.458,20.204,263.254,0.0,,,0.297,0.0,0.0,0.0,0.297,2.326,,,,286.081,15.11,,,0.0,28.512,19.954,19.954,0.0,8.558,43.622,,8.262,8.262,,,,0.0,0.0,0.0,0.0,,,6.293,,,,6.293,14.555,123.92,123.92,0.0,0.0,,7.205,,,,,7.205,131.125,145.68,0.0,385.224,,,-0.6,-202.439,1.838,184.023,0.0,184.023,329.703,
01/31/2003,305.837,253.183,52.301,200.882,0.0,,,0.389,0.0,0.0,0.0,0.389,1.972,,,,255.544,14.736,,,0.0,35.557,19.954,19.954,0.0,15.603,50.293,,6.289,6.289,,,,0.0,0.0,0.0,0.0,,,6.226,,,,6.226,12.515,123.92,123.92,0.0,0.0,,7.058,,,,,7.058,130.978,143.493,0.0,385.316,,,-0.6,-223.904,1.532,162.344,0.0,162.344,305.837,
04/30/2003,282.043,230.935,61.208,169.727,0.0,,,1.393,0.0,0.0,0.0,1.393,2.406,,,,234.734,11.903,,,0.0,35.406,19.954,19.954,0.0,15.452,47.309,,2.246,2.246,,,,0.0,0.0,0.0,0.0,,,6.57,,,,6.57,8.816,123.92,123.92,0.0,0.0,,6.911,,,,,6.911,130.831,139.647,0.0,385.384,,,-0.6,-243.682,1.294,142.396,0.0,142.396,282.043,
07/31/2003,266.077,215.41,24.844,190.566,0.0,,,0.39,0.0,0.0,0.0,0.39,3.96,,,,219.76,12.276,27.675,-15.399,0.0,34.041,19.954,19.954,0.0,14.087,46.317,,7.56,7.56,,,,0.0,0.0,0.0,0.0,,,7.547,,,,7.547,15.107,123.92,123.92,0.0,0.0,,6.764,,,,,6.764,130.684,145.791,0.0,385.5,,,-0.6,-265.266,0.652,120.286,0.0,120.286,266.077,
10/31/2003,286.321,237.312,10.92,226.392,0.0,,,0.0,0.0,0.0,0.0,0.0,3.351,,,,240.663,12.365,,,0.0,33.293,19.954,19.954,0.0,13.339,45.658,,5.095,5.095,,,,3.92,3.92,0.0,0.0,,,6.609,,,,6.609,15.624,120.0,120.0,0.0,0.0,,6.617,,,,,6.617,126.617,142.241,0.0,429.812,,,-0.6,0.0,-285.132,144.08,0.0,144.08,286.321,
01/31/2004,272.119,223.216,10.525,212.691,0.0,,,0.092,0.0,0.0,0.0,0.092,5.096,,,,228.404,10.577,,,0.0,33.138,19.954,19.954,0.0,13.184,43.715,,7.985,7.985,,,,0.0,0.0,0.0,0.0,,,10.365,,,,10.365,18.35,120.0,120.0,0.0,0.0,,7.766,,,,,7.766,127.766,146.116,0.0,430.421,,,-0.6,0.0,-303.818,126.003,0.0,126.003,272.119,
04/30/2004,253.265,204.173,74.56,129.613,,,,0.064,,0.064,,,4.565,,,,208.802,10.27,,,,34.193,19.954,19.954,0.0,14.239,44.463,,4.476,4.476,,,,3.92,,,,,,5.434,,,,5.434,13.83,120.0,,,,,7.573,,,,,7.573,127.573,141.403,0.0,431.801,,,-0.6,-319.238,-0.101,111.862,,111.862,253.265,
07/31/2004,319.575,266.501,113.224,153.277,,,,0.826,0.0,0.0,0.0,0.826,9.006,,,,276.333,11.786,27.344,-15.558,0.0,31.456,19.954,19.954,0.0,11.502,43.242,,8.298,8.298,,,,3.92,3.92,0.0,0.0,,,7.455,,,,7.455,19.673,120.0,120.0,0.0,0.0,,7.38,,,,,7.38,127.38,147.053,0.0,512.83,,,-0.6,0.0,-339.708,172.522,0.0,172.522,319.575,
01/31/2005,425.412,370.993,177.019,193.974,0.0,,,0.823,0.0,0.0,0.0,0.823,3.718,,,,375.534,11.003,,,0.0,38.875,19.954,19.954,0.0,18.921,49.878,,1.385,1.385,,,,120.0,120.0,0.0,0.0,,,16.732,,,,16.732,138.117,150.0,150.0,0.0,0.0,,6.992,,,,,6.992,156.992,295.109,0.0,514.491,,,-0.6,-383.019,-0.569,130.303,0.0,130.303,425.412,
04/30/2005,280.579,226.576,35.141,191.435,0.0,0.0,,,,,,,5.46,,,,232.036,11.958,,,,36.585,19.954,19.954,0.0,16.631,48.543,,2.878,2.878,,,,0.123,0.0,0.123,0.123,,,23.355,,,,23.355,26.356,150.088,150.0,0.088,0.088,,5.735,,,,,5.735,155.823,182.179,0.0,517.157,,,-0.6,-415.469,-2.688,98.4,,98.4,280.579,
07/31/2005,248.122,195.404,46.951,148.453,0.0,,,0.0,0.0,0.0,0.0,,5.758,,,,201.162,11.546,23.925,-12.379,0.0,35.414,19.954,19.954,0.0,15.46,46.96,,7.455,7.455,,,,0.075,0.0,0.075,0.075,,,17.184,,,,17.184,24.714,150.149,150.0,0.149,0.149,,5.588,,,,,5.588,155.737,180.451,0.0,518.886,,,-0.6,-448.111,-2.504,67.671,0.0,67.671,248.122,
03/31/2006,237.924,189.271,11.947,177.324,0.0,,,0.0,0.0,0.0,0.0,0.0,3.928,,,,193.199,10.365,,,0.0,34.36,19.954,19.954,0.0,14.406,44.725,,1.319,1.319,,,,0.13,0.0,0.13,0.13,,,18.008,,,,18.008,19.457,150.056,150.0,0.056,0.056,,5.196,,,,,5.196,155.252,174.709,0.0,597.792,,,-0.981,-533.294,-0.302,63.215,0.0,63.215,237.924,
06/30/2006,214.581,164.033,52.642,111.391,0.0,,,0.0,0.0,0.0,0.0,0.0,4.539,,,,168.572,11.819,,,0.0,34.19,19.954,19.954,0.0,14.236,46.009,,0.508,0.508,,,,0.128,0.0,0.128,0.128,,,24.535,,,,24.535,25.171,150.025,150.0,0.025,0.025,,5.049,,,,,5.049,155.074,180.245,0.0,602.021,,,-0.981,-566.459,-0.245,34.336,0.0,34.336,214.581,
09/30/2006,211.001,110.664,39.981,70.683,0.0,,,0.0,0.0,0.0,0.0,0.0,36.834,,,,147.498,28.63,,,0.0,34.873,19.954,19.954,0.0,14.919,63.503,,3.479,3.479,,,,0.121,0.0,0.121,0.121,,,17.903,,,,17.903,21.503,176.0,176.0,0.0,0.0,,4.902,,,,,4.902,180.902,202.405,0.0,607.999,,,-0.981,-598.331,-0.091,8.596,0.0,8.596,211.001,
12/31/2006,333.537,216.554,166.826,49.728,0.0,,,2.314,,,,,3.973,,,,222.841,39.135,54.87,-15.735,0.0,71.561,19.954,19.954,0.0,51.607,110.696,,10.939,10.939,,,,0.067,0.0,0.067,0.067,,,16.816,,,,16.816,27.822,176.283,176.0,0.283,0.283,,4.755,,,,,4.755,181.038,208.86,0.0,763.695,,,-1.26,-637.581,-0.177,124.677,0.0,124.677,333.537,
03/31/2007,307.737,183.687,136.992,46.695,1.173,1.173,,3.113,0.0,0.0,3.113,0.0,19.002,,,,206.975,54.592,,,0.0,46.17,19.954,19.954,0.0,26.216,100.762,,8.761,8.761,,,,0.068,0.0,0.068,0.068,,,13.705,,,,13.705,22.534,176.264,176.0,0.264,0.264,,0.0,,,,,0.0,176.264,198.798,0.0,780.087,,,-1.26,-669.683,-0.205,108.939,0.0,108.939,307.737,
06/30/2007,296.89,142.894,112.764,30.13,10.265,10.265,,14.944,0.71,2.665,11.569,0.0,18.757,,,,186.86,76.749,,,0.0,33.281,19.954,19.954,0.0,13.327,110.03,,8.041,8.041,,,,0.262,0.0,0.262,0.262,,,15.638,,,,15.638,23.941,176.638,176.0,0.638,0.638,,0.0,,,,,0.0,176.638,200.579,0.0,795.264,,,-1.26,-696.866,-0.827,96.311,0.0,96.311,296.89,
09/30/2007,321.105,111.913,91.5,20.413,31.625,31.625,,32.212,3.959,16.604,11.649,0.0,14.952,,,,190.702,92.964,,,0.0,37.439,19.954,19.954,0.0,17.485,130.403,,10.547,10.547,,,,0.267,0.0,0.267,0.267,,,22.472,,,,22.472,33.286,194.57,194.0,0.57,0.57,,0.624,,,,,0.624,195.194,228.48,0.0,811.773,,,-1.26,-716.947,-0.941,92.625,0.0,92.625,321.105,
12/31/2007,334.357,105.754,95.321,10.433,46.278,46.278,,32.907,4.985,17.677,10.245,0.0,20.415,,,,205.354,104.28,120.65,-16.37,0.0,24.723,19.954,19.954,0.0,4.769,129.003,,9.072,9.072,,,,0.272,0.0,0.272,0.272,,,28.365,,,,28.365,37.709,194.499,194.0,0.499,0.499,,0.593,,,,,0.593,195.092,232.801,0.0,833.538,,,-1.26,-729.279,-1.443,101.556,0.0,101.556,334.357,
03/31/2008,363.994,106.547,104.854,1.693,53.702,53.702,,33.085,6.372,16.741,9.972,0.0,24.791,,,,218.125,111.219,,,0.0,34.65,30.443,19.954,10.489,4.207,145.869,,6.08,6.08,,,,22.78,22.5,0.28,0.28,,,29.575,,,,29.575,58.435,196.927,196.5,0.427,0.427,,0.593,,,,,0.593,197.52,255.955,0.0,844.538,,,-1.26,-733.528,-1.711,108.039,0.0,108.039,363.994,
06/30/2008,379.189,107.797,106.101,1.696,56.138,56.138,,48.048,5.931,33.55,8.567,0.0,16.147,,,,228.13,119.387,,,0.0,31.672,30.194,19.954,10.24,1.478,151.059,,6.989,6.989,,,,9.784,9.5,0.284,0.284,,,37.863,,,,37.863,54.636,196.855,196.5,0.355,0.355,,0.9,,,,,0.9,197.755,252.391,0.0,860.812,,,-1.26,-731.154,-1.6,126.798,0.0,126.798,379.189,
09/30/2008,430.343,125.85,124.15,1.7,70.715,70.715,,49.724,6.553,24.625,18.546,0.0,24.131,,,,270.42,128.45,,,0.0,31.473,29.946,19.954,9.992,1.527,159.923,,9.89,9.89,,,,7.29,7.0,0.29,0.29,,,44.207,,,,44.207,61.387,194.28,194.0,0.28,0.28,,0.916,,,,,0.916,195.196,256.583,0.0,881.519,,,-1.26,-711.466,4.967,173.76,0.0,173.76,430.343,
12/31/2008,477.551,138.012,138.012,0.0,74.476,74.476,,49.821,3.805,27.017,18.999,0.0,14.792,,,,277.101,139.885,161.657,-21.772,0.0,60.565,52.279,19.954,32.325,8.286,200.45,,8.655,8.655,,,,2.796,2.5,0.296,0.296,,,72.967,,,,72.967,84.418,141.425,141.222,0.203,0.203,,4.707,,,,,4.707,146.132,230.55,0.0,941.444,,,-1.26,-696.13,2.947,247.001,0.0,247.001,477.551,
03/31/2009,491.642,139.039,139.039,0.0,79.991,79.991,0.0,49.36,3.875,24.609,20.876,0.0,17.976,,4.147,10.094,286.366,144.833,,,0.0,60.443,51.054,19.954,31.1,5.242,205.276,,52.291,7.884,,,44.407,2.803,0.0,0.303,0.303,,2.5,14.99,,,0.906,9.652,70.084,141.347,141.222,0.125,0.125,,5.5,,,,,4.594,146.847,216.931,0.0,955.231,0.005,955.226,-2.331,-681.625,3.436,274.711,0.0,274.711,491.642,
06/30/2009,514.985,145.803,145.803,0.0,94.954,94.954,,45.495,4.072,18.158,23.265,0.0,13.978,,4.978,11.526,300.23,155.419,,,,59.336,50.202,19.954,30.248,4.156,214.755,,59.468,9.165,,,50.303,44.31,0.0,0.31,0.31,,44.0,8.42,,,0.923,0.0,112.198,9.962,9.918,0.044,0.044,,6.378,,,,,5.455,16.34,128.538,,1059.354,0.005,1059.349,-2.676,-664.823,-5.408,386.447,,386.447,514.985,
09/30/2009,552.006,165.295,165.295,0.0,109.455,109.455,0.0,40.999,2.595,5.257,33.147,0.0,16.395,,5.012,15.102,332.144,162.221,,,0.0,57.641,49.201,19.954,29.247,3.428,219.862,,72.812,15.117,,,57.695,20.494,0.0,0.494,0.494,,20.0,14.639,,,0.924,0.0,107.945,10.414,9.918,0.496,0.496,,6.409,,,,,5.485,16.823,124.768,0.0,1078.643,0.005,1078.638,-2.676,-638.092,-10.637,427.238,0.0,427.238,552.006,
12/31/2009,786.401,176.22,157.172,19.048,113.731,113.731,0.0,40.885,2.678,6.9,31.307,0.0,42.62,,194.308,25.894,373.456,164.691,193.068,-28.377,0.0,248.254,48.543,19.954,28.589,5.403,412.945,,78.445,11.53,0.0,0.0,66.915,0.422,0.0,0.422,0.422,,,6.395,0.0,,0.204,4.743,85.262,10.421,9.918,0.503,0.503,,2.362,0.0,0.908,0.908,0.0,1.25,12.783,98.045,0.0,1093.938,0.005,1093.933,-2.676,-400.964,-1.942,688.356,0.0,688.356,786.401,
03/31/2010,835.763,204.704,186.062,18.642,126.66,126.66,,55.552,4.928,25.398,25.226,0.0,43.165,3.646,187.928,15.699,430.081,162.966,,,0.0,242.716,47.368,19.954,27.414,3.774,405.682,,77.007,9.474,,,67.533,0.328,0.0,0.328,0.328,,,4.1,,0.005,0.194,0.309,81.435,9.356,8.918,0.438,0.438,,2.497,,,,,2.298,11.853,93.288,0.0,1114.554,0.005,1114.549,-2.676,-380.031,10.628,742.475,0.0,742.475,835.763,
06/30/2010,889.594,248.825,212.104,36.721,127.023,127.023,0.0,57.747,1.956,29.648,26.143,0.0,58.19,4.829,181.095,16.74,491.785,161.871,,,0.0,235.938,46.253,19.954,26.299,3.761,397.809,,84.296,10.955,,,73.341,0.245,0.0,0.245,0.245,,,4.688,,0.842,0.205,0.404,89.229,4.099,3.718,0.381,0.381,,4.052,,,,,3.005,8.151,97.38,0.0,1131.764,0.005,1131.759,-2.676,-358.257,21.383,792.214,0.0,792.214,889.594,
09/30/2010,942.257,298.554,209.956,88.598,154.088,154.088,,60.412,2.912,33.51,23.99,0.0,45.183,0.64,164.446,17.064,558.237,162.111,,,0.0,221.909,45.193,19.954,25.239,11.63,384.02,,101.521,13.322,,,88.199,0.939,0.0,0.939,0.939,,,15.203,,3.234,0.217,0.0,117.663,4.024,3.718,0.306,0.306,,8.754,,,,,5.303,12.778,130.441,0.0,1149.475,0.005,1149.47,-2.676,-330.384,-4.599,811.816,0.0,811.816,942.257,
12/31/2010,1012.037,361.605,267.145,94.46,168.732,168.732,0.0,62.165,4.835,37.312,20.018,0.0,54.054,0.59,154.569,25.046,646.556,162.24,205.291,-43.051,0.0,203.241,44.1,19.954,24.146,3.982,365.481,,123.056,16.026,,0.0,107.03,0.715,0.0,0.715,0.715,,,14.744,0.0,3.38,0.0,0.0,138.515,4.462,3.718,0.744,0.744,,9.324,0.0,3.816,3.816,0.0,2.128,13.786,152.301,0.0,1173.486,0.006,1173.48,-2.676,-303.934,-7.14,859.736,0.0,859.736,1012.037,
