Date,Net Premium Earned (Non-Life & Life),Capital Gains (Losses),Total Investment Income,Other Operating Income,Revenue,Insurance Claims & Charges,Underwriting Costs,Other Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1995,144.423004,5.542,96.098,69.174004,315.237,-164.996002,-45.41,-27.806999,77.024002,,0.0,77.024002,-25.152,51.872002,5.133,0.0,57.005001,0.0,,57.005001,,,51.872002,0.29037,0.317037,0.34963,163.522126,0.29037,0.317037,0.34963,163.522126,
06/30/1995,155.820007,1.255,107.401001,64.386002,328.862,-183.014008,-48.102001,-23.542,74.204002,,0.0,74.204002,-23.083,51.120998,13.408,0.0,64.528999,0.0,,64.528999,,,51.121002,0.311111,0.317037,0.4,161.314878,0.311111,0.317037,0.4,161.314878,
09/30/1995,153.641006,19.268999,118.538002,90.132004,381.579987,-199.274002,-56.450001,-26.775,99.081001,,0.0,99.081001,-33.648998,65.431999,0.0,0.0,65.431999,0.0,,65.431999,,,65.432003,0.328889,0.408889,0.408889,160.194376,0.328889,0.408889,0.408889,160.194376,
12/31/1995,302.526001,22.443001,218.768005,,543.737,-295.012024,-83.001999,-35.27,130.453003,,0.0,130.453003,-43.564999,86.888,0.0,0.0,86.888,-0.857,,86.031,,,86.031004,0.444444,0.537778,0.537778,160.211254,0.444444,0.537778,0.537778,160.211254,
03/31/1996,173.740005,12.133,212.682007,135.658005,534.213013,-314.209991,-84.995003,-28.799,106.209,,0.0,106.209,-35.244999,70.963997,0.0,0.0,70.963997,-0.82,,70.143997,,,70.144001,0.386667,0.435556,0.435556,160.260744,0.386667,0.435556,0.435556,161.045992,
06/30/1996,178.580994,10.669,220.662994,118.612,528.525024,-305.152008,-89.667999,-23.289,110.416,,0.0,110.416,-37.202999,73.212997,0.0,0.0,73.212997,-0.878,,72.334997,,,72.335001,0.408889,0.453333,0.453333,160.301256,0.404444,0.448889,0.448889,161.142757,
09/30/1996,236.0,16.0,225.0,38.0,515.0,-293.0,-39.0,-68.0,115.0,,0.0,115.0,-40.0,75.0,0.0,0.0,75.0,-0.852,,74.148,,,74.148,0.4,0.462222,0.462222,159.927755,0.4,0.462222,0.462222,160.415995,
12/31/1996,303.699005,8.397,235.149994,,547.245972,-298.700989,-84.365997,-52.332001,111.847,,0.0,111.847,-36.950001,74.897003,0.0,0.0,74.897003,-0.45,,74.447003,,,74.446999,0.431111,0.466667,0.466667,159.176256,0.426667,0.462222,0.462222,161.063999,
03/31/1997,240.0,61.0,238.0,52.0,591.0,-296.0,-91.0,-34.0,170.0,,0.0,170.0,-57.0,113.0,0.0,0.0,113.0,-4.0,,109.0,0.0,0.0,109.0,0.435556,0.684444,0.684444,159.207756,0.431111,0.68,0.68,160.294493,
06/30/1997,294.0,41.0,278.0,52.0,665.0,-360.0,-116.0,-25.0,164.0,,0.0,164.0,-55.0,109.0,0.0,0.0,109.0,-7.0,,102.0,0.0,0.0,102.0,0.471111,0.64,0.64,159.261744,0.466667,0.635556,0.635556,160.490255,
09/30/1997,307.0,5.0,290.0,55.0,657.0,-381.0,-122.0,-27.0,127.0,,0.0,127.0,-41.0,86.0,0.0,0.0,86.0,-7.0,,79.0,0.0,0.0,79.0,0.471111,0.497778,0.497778,159.412497,0.466667,0.493333,0.493333,160.359758,
12/31/1997,294.0,4.0,297.0,70.0,665.0,-362.0,-128.0,-45.0,130.0,,0.0,130.0,-42.0,88.0,0.0,0.0,88.0,-8.0,,80.0,0.0,0.0,80.0,0.488889,0.506667,0.506667,159.416994,0.484444,0.502222,0.502222,159.290995,
03/31/1998,289.0,43.0,301.0,64.0,697.0,-355.0,-135.0,-31.0,176.0,,0.0,176.0,-57.0,119.0,0.0,0.0,119.0,-7.0,,112.0,0.0,0.0,112.0,0.526667,0.7,0.7,159.482243,0.52,0.693333,0.693333,161.538746,
06/30/1998,265.0,18.0,301.0,66.0,650.0,-331.0,-128.0,-29.0,162.0,,0.0,162.0,-54.0,108.0,0.0,0.0,108.0,-6.0,,102.0,0.0,0.0,102.0,0.566667,0.633333,0.633333,159.396,0.56,0.626667,0.626667,160.749001,
09/30/1998,255.0,33.0,299.0,62.0,649.0,-321.0,-119.0,-28.0,181.0,,0.0,181.0,-66.0,115.0,0.0,0.0,115.0,-6.0,,109.0,0.0,0.0,109.0,0.566667,0.686667,0.686667,159.089996,0.566667,0.68,0.68,160.432503,
12/31/1998,240.0,-1.0,301.0,74.0,614.0,-300.0,-127.0,-36.0,151.0,,0.0,151.0,-49.0,102.0,0.0,0.0,102.0,-7.0,,95.0,0.0,0.0,95.0,0.6,0.606667,0.606667,158.844006,0.593333,0.6,0.6,160.444496,
03/31/1999,241.0,44.0,316.0,69.0,670.0,-306.0,-127.0,-33.0,204.0,-7.5,0.0,196.5,-71.0,133.0,0.0,0.0,133.0,-6.0,,127.0,0.0,0.0,119.5,0.62,0.8,0.8,158.887505,0.613333,0.793333,0.793333,160.655994,
06/30/1999,229.0,27.0,315.0,68.0,639.0,-303.0,-122.0,-27.0,187.0,-6.9,0.0,180.1,-63.0,124.0,0.0,0.0,124.0,-6.0,,118.0,0.0,0.0,111.1,0.626667,0.74,0.74,158.679005,0.62,0.733333,0.733333,160.263004,
09/30/1999,223.0,27.0,317.0,69.0,636.0,-310.0,-114.0,-28.0,184.0,-7.3,0.0,176.7,-62.0,122.0,0.0,0.0,122.0,-6.0,,116.0,0.0,0.0,108.7,0.626667,0.733333,0.733333,158.006996,0.62,0.726667,0.726667,159.587997,
12/31/1999,210.0,3.0,324.0,79.0,616.0,-289.0,-119.0,-32.0,176.0,-9.6,0.0,166.4,-60.0,116.0,0.0,0.0,116.0,-7.0,,109.0,0.0,0.0,99.4,0.686667,0.7,0.7,155.362495,0.68,0.693333,0.693333,156.922497,
03/31/2000,338.0,48.0,353.0,81.0,820.0,-407.0,-94.0,-98.0,221.0,-14.1,0.0,206.9,-76.0,145.0,0.0,0.0,145.0,-6.0,0.0,139.0,0.0,0.0,124.9,0.693333,0.9,0.9,154.730999,0.686667,0.893333,0.893333,155.914501,
06/30/2000,336.0,31.0,358.0,78.0,803.0,-401.0,-165.0,-29.0,208.0,-14.0,0.0,194.0,-72.0,136.0,0.0,0.0,136.0,-6.0,0.0,130.0,0.0,0.0,116.0,0.713333,0.84,0.84,154.725002,0.706667,0.833333,0.833333,156.106499,
09/30/2000,337.0,26.0,356.0,88.0,807.0,-407.0,-170.0,-27.0,203.0,-12.5,0.0,190.5,-68.0,135.0,0.0,0.0,135.0,-6.0,0.0,129.0,0.0,0.0,116.5,0.726667,0.836,0.836,154.522499,0.72,0.826667,0.826667,155.950504,
12/31/2000,354.0,-3.0,363.0,94.0,808.0,-445.0,-149.0,-32.0,182.0,-11.3,0.0,170.7,-61.0,121.0,0.0,0.0,121.0,-7.0,0.0,114.0,0.0,0.0,102.7,0.746667,0.74,0.74,154.324505,0.74,0.733333,0.733333,155.716496,
03/31/2001,349.0,57.0,370.0,78.0,854.0,-435.0,-94.0,-96.0,229.0,-8.5,0.0,220.5,-76.0,153.0,1.0,0.0,154.0,-6.0,0.0,148.0,0.0,0.0,138.5,0.715333,0.957333,0.97,153.529495,0.708,0.954667,0.96,155.019001,
06/30/2001,349.0,30.0,372.0,78.0,829.0,-425.0,-163.0,-28.0,213.0,-8.3,0.0,204.7,-72.0,141.0,0.0,0.0,141.0,-6.0,0.0,135.0,0.0,0.0,126.7,0.75,0.88,0.88,152.134003,0.75,0.87,0.87,153.671997,
09/30/2001,359.0,24.0,391.0,71.0,845.0,-465.0,-143.0,-28.0,209.0,-6.4,0.0,202.6,-70.0,139.0,0.0,0.0,139.0,-6.0,0.0,133.0,0.0,0.0,126.6,0.78,0.88,0.88,151.959,0.77,0.87,0.87,153.503006,
12/31/2001,367.0,-45.0,400.0,80.0,802.0,-471.0,-211.0,29.0,149.0,-5.000001,0.0,143.999999,-45.0,104.0,0.0,0.0,104.0,-7.0,0.0,97.0,0.0,0.0,91.999999,0.83,0.64,0.64,150.074997,0.82,0.64,0.64,151.445999,
03/31/2002,372.0,34.0,404.0,75.0,885.0,-486.0,-147.0,-34.0,218.0,-2.4,0.0,215.6,-72.0,146.0,0.0,0.0,146.0,-6.0,0.0,140.0,0.0,0.0,137.6,0.78,0.93,0.93,150.098999,0.78,0.92,0.92,151.804993,
06/30/2002,391.0,4.0,403.0,80.0,878.0,-495.0,-157.0,-28.0,198.0,-2.6,0.0,195.4,-67.0,131.0,0.0,0.0,131.0,-6.0,0.0,125.0,0.0,0.0,122.4,0.82,0.84,0.84,149.371002,0.81,0.83,0.83,151.033997,
09/30/2002,399.527008,3.767,406.196991,74.031998,883.52301,-513.400024,-152.007004,-29.250999,188.865005,-2.843,0.0,186.022006,-61.125,124.897003,0.0,0.0,124.897003,-6.141,0.0,118.756003,0.0,0.0,118.756006,0.81,0.82,0.82,144.641998,0.8,0.81,0.81,145.822006,
12/31/2002,401.0,-64.0,413.0,86.0,836.0,-505.0,-190.0,-34.0,107.0,-2.8,0.0,104.2,-34.0,73.0,0.0,0.0,73.0,-7.0,0.0,66.0,23.700001,-8.7,78.200001,0.87,0.47,0.47,143.373001,0.86,0.46,0.46,144.326996,
03/31/2003,426.0,-19.0,407.0,74.0,888.0,-521.0,-159.0,-35.0,173.0,-2.5,0.0,170.5,-58.0,115.0,0.0,0.0,115.0,-6.0,0.0,109.0,0.0,0.0,106.5,0.85,0.76,0.76,142.804001,0.85,0.76,0.76,143.662003,
06/30/2003,426.0,20.0,413.0,75.0,934.0,-524.0,-163.0,-27.0,220.0,-2.1,0.0,217.9,-74.0,146.0,0.0,0.0,146.0,-6.0,0.0,140.0,0.0,0.0,137.9,0.9,0.99,0.99,142.037994,0.89,0.98,0.98,143.054993,
09/30/2003,434.0,-5.0,412.0,80.0,921.0,-517.0,-181.0,-28.0,195.0,-2.0,0.0,193.0,-61.0,132.0,0.0,0.0,132.0,-6.0,0.0,126.0,0.0,0.0,126.0,0.92,0.89,0.89,141.365005,0.91,0.88,0.88,142.522003,
12/31/2003,356.0,-43.0,425.0,92.0,830.0,-443.0,-168.0,-35.0,184.0,-32.0,0.0,152.0,-53.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,1.02,0.82,0.82,140.996994,1.01,0.82,0.82,142.253006,
03/31/2004,462.0,24.0,406.0,93.0,985.0,-541.0,-181.0,-37.0,226.0,-11.0,0.0,215.0,-74.0,141.0,-13.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,141.0,0.9,1.0,0.91,140.658997,0.89,0.99,0.9,142.169006,
06/30/2004,535.0,10.0,414.0,88.0,1047.0,-585.0,-210.0,-29.0,223.0,-12.0,0.0,211.0,-69.0,142.0,0.0,0.0,142.0,0.0,0.0,142.0,0.0,0.0,142.0,0.98,1.03,1.03,138.287003,0.97,1.02,1.02,139.546005,
09/30/2004,507.0,3.0,406.0,86.0,1002.0,-575.0,-182.0,-31.0,214.0,-12.0,0.0,202.0,-68.0,134.0,0.0,0.0,134.0,0.0,0.0,134.0,0.0,0.0,134.0,0.96,0.98,0.98,136.5,0.96,0.97,0.97,137.5,
12/31/2004,521.054,3.631,445.264,98.11,1068.059,-586.089,-220.359,-36.193,225.418,-13.201,0.0,212.217,-66.554,145.663,0.0,0.0,145.663,0.0,0.0,145.663,0.0,0.0,145.663,1.05,1.07,1.07,136.598,1.04,1.06,1.06,137.669,
03/31/2005,331.0,5.0,408.0,293.0,1037.0,-537.0,-205.0,-38.0,257.0,-14.0,0.0,243.0,-82.0,161.0,0.0,0.0,161.0,0.0,0.0,161.0,0.0,0.0,161.0,1.15,1.18,1.18,136.600006,1.15,1.17,1.17,137.521408,
06/30/2005,353.0,5.0,425.0,280.0,1063.0,-601.0,-213.0,-29.0,220.0,-15.0,0.0,205.0,-68.0,137.0,0.0,0.0,137.0,0.0,0.0,137.0,0.0,0.0,137.0,0.99,1.01,1.01,135.152328,0.98,1.0,1.0,136.047485,
09/30/2005,330.0,-7.0,429.0,287.0,1039.0,-581.0,-215.0,-33.0,210.0,-15.0,0.0,195.0,-64.0,131.0,0.0,0.0,131.0,0.0,0.0,131.0,0.0,0.0,131.0,1.0,0.97,0.97,134.392456,1.0,0.97,0.97,135.28688,
12/31/2005,342.0,8.0,429.0,302.0,1081.0,-598.0,-207.0,-36.0,240.0,-16.0,0.0,224.0,-74.0,150.0,0.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0,150.0,1.08,1.12,1.12,134.125168,1.07,1.11,1.11,135.815598,
03/31/2006,,,,,,,,,,,,,,,,,,,,,,,,1.022,0.99,0.99,,1.022,0.99,0.99,,
06/30/2006,,,,,,,,,,,,,,,,,,,,,,,,1.053,1.01,1.01,,1.053,1.01,1.01,,
