Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,22.973,6.397,3.753,2.67,,,2.67,10.153,,,,10.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,44.915001,11.146,3.777,-0.983,,,-0.983,30.975,,,,30.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,15.493,14.314,3.831,-7.911,,,-7.911,5.259,,,,5.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,-48.130001,-27.992001,4.818001,-17.837999,,,-17.837999,-7.117999,,,,-7.117999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,1.193,36.870998,5.222,-1.866,,,-1.866,-39.034,,,,-39.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1991,87.110001,-48.379002,5.377,-46.361,,,-46.361,176.473007,,,,176.473007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/1991,80.029999,49.398998,6.455,-7.137,,,-7.137,31.313,,,,31.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,51.384998,59.960999,4.434001,-2.891001,,,-2.891001,-10.11901,,,,-10.11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,63.627998,63.248001,6.354,-3.399,,,-3.399,-2.575,,,,-2.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.627998,,,
06/30/1992,80.507004,71.639999,11.493,-3.425,,,-3.425,0.799,,,,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.507004,,,
09/30/1992,61.832001,88.917,9.426,-5.201,,,-5.201,-31.309999,,,,-31.309999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.832001,,,
12/31/1992,86.832008,133.794998,6.296,-4.256999,,,-4.256999,-49.001999,,,,-49.001999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,-5.737,89.297997,12.047,6.443,,,6.443,-113.525002,,,,-113.525002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,105.957001,100.223999,12.656,20.903,,,20.903,-27.826,,,,-27.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,144.794006,102.692001,13.771,5.499,,,5.499,22.832001,,,,22.832001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,187.992996,91.098991,12.269,5.056001,,,5.056001,79.569,,,,79.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,116.68,93.459999,17.789,9.821,,,9.821,-4.39,,,,-4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,100.686996,107.463997,19.076,12.278,,,12.278,-38.131001,,,,-38.131001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,130.438004,113.956001,18.202999,9.394,,,9.394,-11.115,,,,-11.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,184.085007,4.785011,19.452,121.337997,,,121.337997,38.509998,,,,38.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,156.306,108.624001,19.719,12.685,,,12.685,15.278,,,,15.278,,,-25.0,,,,-25.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,
06/30/1995,202.326996,137.703995,22.653999,13.392,,,13.392,28.577,,,,28.577,,,-30.1,,,,-30.1,,,,,,,,,,30.1,,,,,,,,,,,,,,,
09/30/1995,189.567001,145.772003,21.927,15.123,,,15.123,6.745,,,,6.745,,,-51.700001,,,,-51.700001,,,,,,,,,,51.700001,,,,,,,,,,,,,,,
12/31/1995,225.0,145.600006,19.9,36.099998,,,36.099998,23.4,,,,23.4,,,-55.89999,,,,-55.89999,,,,,,,,,,55.89999,,,,,,,,,,,,,,,
03/31/1996,93.300003,143.600006,27.9,13.3,,,13.3,-91.5,,,,-91.5,,,-42.5,,,,-42.5,,,,,,,,,,42.5,,,,,,,,,,,,,,,
06/30/1996,302.0,178.699997,27.0,14.9,,,14.9,81.400002,,,,81.400002,,,-50.200001,,,,-50.200001,,,,,,,,,,50.200001,,,,,,,,,,,,,,,
09/30/1996,150.5,179.5,25.0,11.3,,,11.3,-65.300003,,,,-65.300003,,,-74.900002,,,,-74.900002,,,,,,,,,,74.900002,,,,,,,,,,,,,,,
12/31/1996,276.799988,178.0,20.4,38.900002,,,38.900002,39.5,,,,39.5,,-99.299988,-99.299988,,,,-99.299988,,,,,,,,,,0.0,,,,,,,,,,,,177.5,,,
03/31/1997,232.100006,180.300003,36.400002,8.5,,,8.5,6.9,,,,6.9,,22.299999,-102.5,0.0,,,-102.5,,,0.0,0.0,0.0,,,,,124.799999,-158.899995,0.0,-78.199997,,,,-77.399998,24.299999,-101.699997,-3.3,,95.5,,,
06/30/1997,237.800003,200.5,28.700001,12.1,,,12.1,-3.5,,,,-3.5,,-203.100006,-92.5,0.0,,,-92.5,,,0.0,0.0,0.0,,,,,-110.600006,31.500002,0.0,100.0,,,,-45.899998,63.299999,-109.199997,-22.6,,66.199997,,,
09/30/1997,195.699997,83.800003,30.6,4.1,,,4.1,77.199997,,,,77.199997,,-73.5,-97.0,0.0,,,-97.0,,,0.0,0.0,0.0,,,,,23.5,-213.300006,0.0,-40.0,,,,-202.400006,3.2,-205.600006,29.1,,-91.099998,,,
12/31/1997,237.300003,179.699997,21.4,-20.0,,,-20.0,56.200001,,,,56.200001,,-47.900009,-95.799988,0.0,,,-95.799988,,,0.0,0.0,0.0,,,,,47.899979,-190.199994,0.0,100.0,,,,-277.899994,43.5,-321.399994,-12.3,,-0.799995,,,
