Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,528.642029,,-367.190002,,161.452026,,-104.958,,,56.493999,-0.279,,7.544,,-0.205,-7.06,56.214999,-19.847,36.368,0.0,,,36.367999,0.0,36.368,0.0,,36.368,36.368,,247.591995,0.1475,0.1475,,247.591995,0.1475,0.1475,0.1475,
06/30/1990,561.651001,,-385.006012,,176.644989,,-108.073997,,,68.570999,-2.044,,7.933,,-0.498,-5.391,66.526999,-24.275,42.251999,0.0,,,42.251999,0.0,42.251999,0.0,,42.251999,42.251999,,246.692001,0.17,0.17,,246.692001,0.17,0.17,0.17,
09/30/1990,552.810974,,-381.729004,,171.08197,,-106.901001,,,64.181,-1.105,,7.54,,-0.88,-5.555,63.076,-22.472,40.604,0.0,,,40.603999,0.0,40.604,0.0,,40.604,40.604,,246.011993,0.1675,0.1675,,246.011993,0.1675,0.1675,0.1675,
12/31/1990,567.241028,,-382.828003,,184.413025,,-120.379997,,,64.032997,-5.733,,7.641,,0.367,-2.275,58.299997,-21.844999,36.455002,0.0,,,36.454998,0.0,36.455002,0.0,,36.455002,36.455002,,241.414,0.1525,0.1525,0.1525,241.414,0.1525,0.1525,0.1525,
03/31/1991,553.400024,,-386.846008,,166.554016,,-113.911003,,,52.643002,-4.722,,6.874,,-0.435,-1.717,47.921001,-18.549999,29.371,0.0,,,29.371002,0.0,29.371,0.0,,29.371,29.371,,239.871994,0.1225,0.1225,,239.871994,0.1225,0.1225,0.1225,
06/30/1991,557.046997,,-390.61499,,166.432007,,-112.087997,,,54.344002,0.388,,6.706,,-0.144,-6.95,54.732002,-19.639999,35.091999,0.0,,,35.092002,0.0,35.091999,0.0,,35.091999,35.091999,,239.927994,0.145,0.145,,239.927994,0.145,0.145,0.145,
09/30/1991,534.114014,,-379.179993,,154.934021,,-108.954002,,,45.98,6.052,,4.756,,0.032,-10.84,52.032,-19.149,32.882999,0.0,,,32.882999,0.0,32.882999,0.0,,32.882999,32.882999,,239.712006,0.1375,0.1375,,239.712006,0.1375,0.1375,0.1375,
12/31/1991,551.224976,,-423.410004,,127.814972,,-117.440002,,,10.375,39.028001,,4.826,,-0.098,-43.756001,49.403001,-18.541,30.862,0.0,,,30.862001,0.0,30.862,0.0,,30.862,30.862,,237.811996,0.1325,0.1325,0.1325,237.811996,0.1325,0.1325,0.1325,
03/31/1992,545.713989,,-390.358002,,155.355988,,-108.441002,,,46.915001,-0.635,,4.495,,-0.236,-3.624,46.280001,-16.096001,30.184,-0.564,,,30.748001,0.0,30.747999,0.0,,30.747999,30.747999,,235.639999,0.1275,0.1275,,235.639999,0.1275,0.1275,0.1275,
06/30/1992,574.11499,,-407.700989,,166.414001,,-115.07,,,51.344002,-0.169,,4.784,,0.543,-5.158,51.175002,-19.886999,31.288,0.0,,,31.288003,0.0,31.288,0.0,,31.288,31.288,,233.604004,0.135,0.135,,233.604004,0.135,0.135,0.135,
09/30/1992,569.965027,,-396.876007,,173.08902,,-118.436996,,,54.652,-1.006,,5.461,,-0.171,-4.284,53.646,-19.896,33.75,0.0,,,33.75,0.0,33.75,0.0,,33.75,33.75,,233.188004,0.145,0.145,,233.188004,0.145,0.145,0.145,
01/01/1993,581.786011,,-406.660004,,175.126007,,-124.829002,,,50.297001,-1.063,,5.319,,-0.005,-4.251,49.234001,-15.313,33.921001,0.0,,,33.921001,0.0,33.921001,0.0,,33.921001,33.921001,,228.496004,0.15,0.15,0.15,228.496004,0.15,0.15,0.15,
03/31/1993,566.780029,,-398.665985,,168.114044,,-114.138,,,53.976002,-1.266,,4.246,,-0.024,-2.956,52.710002,-18.945999,33.764,0.0,,,33.764003,0.0,33.764,0.0,,33.764,33.764,,228.408005,0.1475,0.1475,,228.408005,0.1475,0.1475,0.1475,
