Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2002,1037.958984,19.238001,19.238001,0.0,132.979996,,,206.223999,40.785999,109.429001,56.008999,0.0,17.903999,,,376.346008,165.774002,440.19101,-274.416992,0.0,495.838989,470.261993,470.261993,0.0,25.576996,661.612991,,85.564003,85.564003,,,,83.474998,83.474998,0.0,0.0,,,72.746994,,,72.746994,241.785995,585.859985,585.859985,0.0,0.0,,51.837002,,,,51.837002,637.696987,879.482982,0.0,-275.597992,,,0.0,,434.074005,158.476013,0.0,158.476013,1037.958995,
09/30/2002,1028.635986,25.204,25.204,0.0,129.128006,,,197.078003,38.416,105.771004,52.890999,0.0,18.816999,,,370.22699,158.298996,429.95401,-271.654999,0.0,500.109985,474.234009,474.234009,0.0,25.875976,658.408981,,83.184998,83.184998,,,,83.373001,83.373001,0.0,0.0,,,78.059005,,,78.059005,244.617004,557.315979,557.315979,0.0,0.0,,47.806999,,,,47.806999,605.122978,849.739982,0.0,-275.039001,,,0.0,,453.934998,178.895997,0.0,178.895997,1028.635979,
12/31/2002,1078.908,20.659,20.659,,131.252,131.252,,205.643,38.133,111.337,56.173,0.0,31.61,,,389.164,160.69,446.117,-285.427,,529.054,486.841,486.841,0.0,42.213,689.744,,88.533,88.533,,,,78.363,,,,,,69.018,,,69.018,235.914,565.885,,,,,110.127,,,,110.127,676.012,911.926,,-274.239,,,0.0,522.44,-81.219,166.982,,166.982,1078.908,
03/31/2003,1126.308,32.142,32.142,0.0,149.003,149.003,,209.069,34.805,118.219,56.045,0.0,32.286,,,422.5,167.103,463.121,-296.018,0.0,536.705,495.066,495.066,0.0,41.639,703.808,,89.573,89.573,,,,82.437,82.437,0.0,0.0,,,83.872,,,83.872,255.882,566.806,566.806,0.0,0.0,,111.154,,,,111.154,677.96,933.842,0.0,-274.123,,,,545.753,-79.164,192.466,0.0,192.466,1126.308,
06/30/2003,1147.661987,22.327999,22.327999,0.0,158.817001,,,211.535004,43.693001,113.257004,54.584999,0.0,34.865002,,,427.545013,171.259995,485.846985,-314.587006,0.0,548.856995,501.414001,501.414001,0.0,47.442994,720.11699,,94.426003,94.426003,,,,10.255,,,,,,81.426999,,,81.426999,186.108002,624.663025,,,,,117.985001,,,,117.985001,742.648026,928.756028,0.0,-272.911011,,,0.0,565.231995,-73.415009,218.905975,0.0,218.905975,1147.662003,
09/30/2003,1143.258057,16.981001,16.981001,0.0,159.554993,159.554993,,210.770004,44.627998,114.128998,52.013,0.0,33.125,,,420.431,172.294006,490.710999,-318.416992,0.0,550.53302,504.290009,504.290009,0.0,46.243011,722.827026,,101.139999,101.139999,,,,1.168,,,,,,82.962005,,,82.962005,185.270004,573.932983,,,,,107.513,,,,107.513,681.445983,866.715987,0.0,-246.274002,,,0.0,593.44397,-70.627991,276.541977,0.0,276.541977,1143.257964,
12/31/2003,1181.384033,23.533001,23.533001,0.0,172.488007,172.488007,,221.384995,48.917,116.023003,56.445,0.0,33.943001,,,451.348999,178.266006,505.734985,-327.468994,0.0,551.768982,516.335022,516.335022,0.0,35.43396,730.034988,,116.834999,116.834999,,,,10.679,10.679,0.0,0.0,,,90.127999,,,90.127999,217.641998,532.280029,532.280029,0.0,0.0,,108.056,,,,108.056,640.336029,857.978027,0.0,-238.080002,,,0.0,626.429993,-64.94397,323.406021,0.0,323.406021,1181.384048,
03/31/2004,1200.052002,28.403999,28.403999,0.0,186.492996,186.492996,,224.809998,49.838001,119.167,55.805,0.0,35.195,,,474.902008,174.320007,499.907013,-325.587006,0.0,550.830017,515.978027,515.978027,0.0,34.85199,725.150024,,117.682999,117.682999,,,,10.465,10.465,0.0,0.0,,,85.327999,,,85.327999,213.475998,516.549988,516.549988,0.0,0.0,,113.056999,,,,113.056999,629.606987,843.082985,0.0,-222.764999,,,-16.174,662.088013,-66.180004,356.969009,0.0,356.969009,1200.051994,
06/30/2004,1213.06897,18.627001,18.627001,0.0,206.248001,206.248001,,230.266006,51.659,122.231003,56.375999,0.0,34.644001,,,489.785004,175.559006,498.332001,-322.77301,0.0,547.724976,518.497986,518.497986,0.0,29.22699,723.283982,,126.796997,126.796997,,,,11.23,,,,,,96.150997,,,96.150997,234.177994,465.437988,,,,,113.557999,,,,113.557999,578.995987,813.173981,0.0,-221.044006,,,-16.174,702.455017,-65.341991,399.89502,0.0,399.89502,1213.069001,
09/30/2004,1257.702026,22.523001,22.523001,0.0,199.270996,199.270996,,233.888,55.167999,119.269997,59.450001,0.0,42.588001,,,498.269989,185.440994,517.495972,-332.054993,0.0,573.991028,546.281982,546.281982,0.0,27.709046,759.432022,,130.934998,130.934998,,,,11.612,,,,,,127.335998,,,127.335998,269.882996,458.230988,,,,,97.815002,,,,97.815002,556.04599,825.928986,0.0,-215.414001,,,-32.877998,744.101013,-64.036003,431.773011,0.0,431.773011,1257.701997,
12/31/2004,1306.711,30.172,30.172,0.0,214.158,214.158,,247.303,55.697,128.879,62.727,0.0,37.382,,,529.015,197.753,547.008,-349.255,0.0,579.943,545.411,545.411,0.0,34.532,777.696,,134.856,134.856,,,,16.909,,,,,,125.807,,,125.807,277.572,432.144,,,,,115.391,,,,115.391,547.535,825.107,0.0,-207.416,,,-45.643,789.741,-55.078,481.604,0.0,481.604,1306.711,
03/31/2005,1393.159,26.257,26.257,0.0,230.516,230.516,,263.39,58.901,137.257,67.232,0.0,35.439,,,555.602,203.165,550.469,-347.304,0.0,634.392,595.06,595.06,0.0,39.332,837.557,,149.129,149.129,,,,17.514,,,,,,118.373,,,118.373,285.016,458.142,,,,,122.987,,,,122.987,581.129,866.145,0.0,-196.54,,,-50.366,833.426,-59.506,527.014,0.0,527.014,1393.159,
06/30/2005,1450.914,25.462,25.462,0.0,232.819,232.819,,268.811,60.139,141.125,67.547,0.0,41.459,,,568.551,207.565,552.876,-345.311,0.0,674.798,640.393,640.393,0.0,34.405,882.363,,150.131,150.131,,,,18.993,,,,,,108.433,,,108.433,277.557,458.412,,,,,132.937,,,,132.937,591.349,868.906,0.0,-183.496,,,-50.366,882.825,-66.955,582.008,0.0,582.008,1450.914,
09/30/2005,1472.94,38.061,38.061,0.0,241.047,241.047,,270.544,67.387,136.081,67.076,0.0,36.133,,,585.785,209.988,557.52,-347.532,0.0,677.167,643.825,643.825,0.0,33.342,887.155,,149.834,149.834,,,,15.247,,,,,,124.08,,,124.08,289.161,425.675,,,,,124.304,,,,124.304,549.979,839.14,0.0,-176.035,,,-54.347,932.278,-68.096,633.8,0.0,633.8,1472.94,
12/31/2005,1932.54,38.669,38.669,,302.867,302.867,,325.865,101.042,141.944,82.879,0.0,42.413,,,709.814,253.889,606.297,-352.408,0.0,968.837,886.72,886.72,0.0,82.117,1222.726,,177.266,177.266,,,,15.03,,,,,,143.634,,,143.634,335.93,765.97,,,,,141.405,,,,141.405,907.375,1243.305,0.0,-163.993,,,-54.347,985.317,-77.742,689.235,0.0,689.235,1932.54,
03/31/2006,2008.938,37.304,37.304,0.0,335.104,335.104,,347.842,101.616,164.999,81.227,0.0,50.545,,,770.795,263.969,632.383,-368.414,0.0,974.174,902.584,902.584,0.0,71.59,1238.143,,196.626,196.626,,,,16.409,,,,,,157.579,,,157.579,370.614,741.408,,,,,137.648,,,,137.648,879.056,1249.67,0.0,-156.351,,,-54.347,1039.906,-69.94,759.268,0.0,759.268,2008.938,
