Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,87.727997,68.893997,18.441,-332.240997,-157.177994,,,,,,,,,,,,,,,,,
06/30/1990,,49.657001,69.932999,111.880997,83.441002,314.911987,,,,,,,,,,,,,,,,,
09/30/1990,,39.327,68.103996,97.607002,5.448,210.485992,,,,,,,,,,,,,,,,,
12/31/1990,,52.193001,72.907997,44.598999,49.953999,219.654007,,,,,,,,,,,,,,,,,
03/31/1991,,65.651001,70.781998,25.813999,190.957001,353.20401,,,,,,,,,,,,,,,,,
06/30/1991,,33.313999,70.349998,77.810997,-50.069,131.406006,,,,,,,,,,,,,,,,,
09/30/1991,,29.493999,55.143002,75.335999,-19.174999,140.798004,,,,,,,,,,,,,,,,,
12/31/1991,,49.141998,27.698999,-68.788995,-147.382996,-139.330994,,,,,,,,,,,,,,,,,
03/31/1992,,29.739,64.059998,11.896,33.495998,139.190994,,,,,,,,,,,,,,,,,
06/30/1992,,31.021,59.455002,-20.487,-10.07,59.918999,,,,,,,,,,,,,,,,,
09/30/1992,,32.580002,65.050003,3.099,-18.482,82.247002,,,,,,,,,,,,,,,,,
12/31/1992,,113.228996,67.438004,151.997002,-87.835999,244.828003,,,,,,,,,,,,,,,244.828003,,
03/31/1993,,45.861,71.226997,-33.59,49.859001,133.356995,,,,,,,,,,,,,,,,,
06/30/1993,,132.955002,72.120003,-144.917999,21.035,81.192001,,,,,,,,,,,,,,,,,
09/30/1993,,24.309999,68.883003,61.764999,-19.902,135.056,,,,,,,,,,,,,,,,,
12/31/1993,,52.048,73.028,53.937,-19.493999,159.518997,,,,,,,,,,,,,,,159.518997,,
03/31/1994,,47.720001,74.888,32.623001,-10.179,145.052002,,,,,,,,,,,,,,,,,
06/30/1994,,33.012001,80.723,-87.810997,68.852997,94.777,,,,,,,,,,,,,,,,,
09/30/1994,,20.695,89.153999,80.081001,-58.183998,131.746002,,,,,,,,,,,,,,,,,
12/31/1994,,52.819,92.655998,23.094999,-27.403,141.167007,,,,,,,,,,,,,,,141.167007,,
03/31/1995,,-4.824,95.745003,23.476999,-13.856,100.542,,,-141.0,,,,,,,,,,,,,,
06/30/1995,,2.176,94.93,-78.523003,81.941002,100.524002,,,-161.0,,,,,,,,,,,,,,
09/30/1995,,-299.601013,94.886002,321.947998,16.665001,133.897995,,,-144.0,,,,,,,,,,,,,,
12/31/1995,,22.604,87.041,30.537001,-23.148001,117.033997,-143.0,,-143.0,,,,,,,,,,,,-25.966003,,
03/31/1996,,38.0,81.0,-41.0,53.0,131.0,,,-122.0,,,,,,,,,,,,,,
06/30/1996,,48.0,83.0,-12.0,22.0,141.0,,,-194.0,,,,,,,,,,,,,,
09/30/1996,,59.0,90.0,145.0,-37.0,257.0,,,-111.0,,,,,,,,,,,,,,
12/31/1996,,110.0,92.0,42.0,-121.0,123.0,,,-127.0,,,,,,,,,,,,,,
03/31/1997,,131.0,137.0,51.0,96.0,415.0,-142.0,0.0,-203.0,0.0,0.0,61.0,-115.0,-19.0,0.0,0.0,-78.0,0.0,-25.0,7.0,158.0,,
06/30/1997,,86.0,136.0,35.0,-47.0,210.0,37.0,0.0,-323.0,0.0,0.0,360.0,-17.0,-19.0,0.0,0.0,0.0,0.0,-33.0,35.0,230.0,,
09/30/1997,,65.0,136.0,77.0,-9.0,269.0,-306.0,0.0,-266.0,0.0,0.0,-40.0,16.0,-19.0,0.0,0.0,0.0,0.0,0.0,35.0,-21.0,,
12/31/1997,,37.0,129.0,82.0,-20.0,228.0,-423.0,0.0,-453.0,0.0,0.0,30.0,-97.0,-17.0,0.0,0.0,-27.0,0.0,0.0,-53.0,-292.0,,
03/31/1998,,48.0,131.0,121.0,-64.0,236.0,-285.0,0.0,-245.0,0.0,0.0,-40.0,-29.0,-24.0,0.0,0.0,0.0,0.0,0.0,-5.0,-78.0,,
