Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,1196.608032,245.738005,227.423004,18.315001,7.399,,,96.510002,,,,,49.918999,,,,,,399.56601,675.044006,,,,,121.998001,,,,,,121.998001,797.042007,,15.992,15.992,,,,77.884003,,,,,,112.843999,,,,112.843999,206.720001,192.0,,,,,149.966995,,,149.966995,341.966995,548.686996,14.375,404.606995,,,,,146.738998,565.720993,82.199997,647.92099,1196.607986,
06/30/1993,1199.130981,246.605,227.792999,18.812,4.961,,,110.763,,,,,11.846,,,,,,374.174988,685.940979,,,0.0,,139.014999,,,,,,139.014999,824.955978,,15.269,15.269,,,,55.865002,,,,,,108.240998,,,,108.240998,179.375,192.0,,,,,147.218002,,,147.218002,339.218002,518.593002,14.375,409.158997,,,,,172.130997,595.664993,84.873001,680.537994,1199.130997,
09/30/1993,1202.829956,188.626993,170.026993,18.6,5.34,,,117.823997,,,,,19.681,,,,,,331.471985,727.088013,,,0.0,,144.270004,,,,,,144.270004,871.358017,,20.115999,20.115999,,,,38.353001,,,,,,86.693003,,,,86.693003,145.162003,192.0,,,,,164.962997,,,164.962997,356.962997,502.125,14.375,413.600006,,,,,183.576996,611.552002,89.153,700.705002,1202.830002,
12/31/1993,1186.410034,88.459,69.75,18.709,7.416,,,122.246002,,,,,10.843,,,,,,228.964005,794.530029,1317.08606,-522.55603,0.0,,162.916,,,,,,162.916,957.446029,,17.937,17.937,,,,15.739,,,,,,76.357997,,,,76.357997,110.033997,192.0,,,,,163.264008,,,163.264008,355.264008,465.298005,14.375,430.304993,,,,,185.151993,629.831986,91.279999,721.111985,1186.40999,
03/31/1994,1228.262939,56.484001,37.476002,19.007999,,,,113.474998,,,,,20.915001,,,,,,190.873993,865.890991,,,0.0,,171.498001,,,,,,171.498001,1037.388992,,18.676001,18.676001,,,,15.739,,,,,,82.390999,,,,82.390999,116.806,219.5,,,,,160.703003,,,160.703003,380.203003,497.009003,14.375,433.092987,,,0.0,,206.539993,654.00798,77.246002,731.253983,1228.262985,
06/30/1994,1326.623047,45.36,31.045,14.315,0.0,,,129.826004,,,,,35.455002,,,,,,210.641006,961.390015,,,0.0,,154.591995,,,,,,154.591995,1115.98201,,20.914,20.914,,,,15.739,,,,,,94.968994,,,,94.968994,131.621994,314.5,,,,,143.856995,,,143.856995,458.356995,589.978989,14.375,435.233002,,,0.0,,209.242996,658.850998,77.792999,736.643997,1326.622986,
09/30/1994,1624.380005,253.772998,239.781998,13.991,0.0,,,112.514999,,,,,41.299999,,,,,,407.588013,1047.625977,,,0.0,,169.166,,,,,,169.166,1216.791977,,23.246,23.246,,,,15.739,,,,,,92.298996,,,,92.298996,131.283997,593.633972,,,,,151.910995,,,151.910995,745.544968,876.828964,14.375,439.122009,,,0.0,,215.158997,668.656006,78.894997,747.551003,1624.379967,
12/31/1994,1656.656982,174.074993,160.636993,13.438,37.597,,,130.931,,,,,27.531,,,,,,370.134003,1119.286011,1722.635987,-603.349976,0.0,,167.237,,,,,,167.237,1286.523011,,32.723,32.723,,,,15.739,,,,,,104.752996,,,,104.752996,153.214996,593.633972,,,,,156.856995,,,156.856995,750.490967,903.705963,14.375,440.528015,,,,,218.561996,673.465011,79.486,752.951011,1656.656974,
03/31/1995,1635.803955,123.955997,110.517998,13.438,24.167,,,133.664993,,,,,23.690001,,,,,,305.477997,1142.303955,,,0.0,,188.022003,,,,,,188.022003,1330.325958,,28.436001,28.436001,,,,21.539,,,,,,93.732992,,,,93.732992,143.707993,587.833984,,,,,149.354004,,,149.354004,737.187988,880.895981,14.375,440.752991,,,0.0,,220.035995,675.163986,79.744003,754.90799,1635.80397,
06/30/1995,1748.921997,175.962994,163.664993,12.298,26.007999,,,151.820007,,,,,16.941999,,,,,,370.733002,1184.104004,,,0.0,,194.085007,,,,,,194.085007,1378.189011,,29.938,29.938,,,,27.254999,,,,,,123.629007,,,,123.629007,180.822006,597.117981,,,,,152.975006,,,152.975006,750.092987,930.914993,14.375,444.765991,,,0.0,,272.362,731.502991,86.503998,818.006989,1748.921982,
09/30/1995,1780.064941,123.295999,111.029999,12.266,31.568001,,,160.485992,,,,,19.716,,,,,,335.06601,1230.312988,,,0.0,,214.686005,,,,,,214.686005,1444.998993,,41.540001,41.540001,,,,28.160999,,,,,,123.843006,,,,123.843006,193.544006,604.258972,,,,,150.231995,,,150.231995,754.490967,948.034973,14.375,445.385986,,,0.0,,284.300995,744.061981,87.968002,832.029984,1780.064957,
12/31/1995,1773.77002,70.961998,59.141998,11.82,24.458,,,173.983994,,,,,20.128,,,,,,289.532013,1255.277954,1950.778931,-695.500977,0.0,,228.960007,,,,,,228.960007,1484.237961,,38.57,38.57,,,,33.554001,,,,,,122.312004,,,,122.312004,194.436005,604.258972,,,,,150.147003,,,150.147003,754.405975,948.84198,0.0,459.303986,,,0.0,,283.643005,742.946991,81.981003,824.927994,1773.769974,
03/31/1996,2031.139038,253.583004,241.563004,12.02,27.343,,,193.585999,,,,,29.297001,,,,,,503.80899,1294.265991,,,0.0,,233.063995,,,,,,233.063995,1527.329987,,38.117001,38.117001,,,,47.773998,,,,,,112.176994,,,,112.176994,198.067993,594.633972,,,,,151.692001,,,151.692001,746.325974,944.393967,0.0,721.893005,,,0.0,,261.884003,983.777008,102.968002,1086.74501,2031.138977,
06/30/1996,2059.644043,225.951,214.735001,11.216,25.5,,,193.173004,,,,,45.977001,,,,,,490.601013,1324.213989,,,0.0,,244.828995,,,,,,244.828995,1569.042984,,39.515999,39.515999,,,,51.111,,,,,,121.143997,,,,121.143997,211.770996,594.633972,,,,,152.296997,,,152.296997,746.930969,958.701965,0.0,727.236023,,,0.0,,269.440002,996.676025,104.265999,1100.942024,2059.64399,
09/30/1996,2079.618896,199.410003,187.091003,12.319,38.813999,,,211.718002,,,,,45.817001,,,,,,495.759003,1293.311035,,,0.0,,290.549011,,,,,,290.549011,1583.860046,,46.323002,46.323002,,,,61.804001,,,,,,110.19099,,,,110.19099,218.317993,585.008972,,,,,149.403,,,149.403,734.411972,952.729965,0.0,727.35498,,,0.0,,292.832001,1020.186981,106.702003,1126.888984,2079.618949,
12/31/1996,3282.129883,239.776994,227.052994,12.724,29.663,,,279.315002,,,,,52.233002,,,,,,600.987976,2391.87207,3455.567016,-1063.694946,0.0,,289.269989,,,,,,289.269989,2681.142059,,72.135002,72.135002,,,,65.231003,,,,,,140.892998,,,,140.892998,278.259003,1039.875,,,,,297.035004,,,297.035004,1336.910004,1615.169007,0.0,1052.979004,,,,,509.77301,1562.752014,104.209,1666.961014,3282.130021,
03/31/1997,2219.840088,113.943999,100.82,13.124,36.487999,,,268.970001,60.365002,135.509995,71.084999,2.01,59.985001,,,,,,479.386993,1458.447998,,,0.0,,282.005005,,,,,,282.005005,1740.453003,,44.973,44.973,,,,55.675999,,,,,,200.464008,,,,200.464008,301.113007,592.21698,,,,,154.684006,,,154.684006,746.900986,1048.013992,0.0,724.992981,,,0.0,,308.576996,1033.569977,138.255997,1171.825974,2219.839966,
06/30/1997,3471.298096,128.087004,114.160004,13.927,30.487,,,397.763,87.184998,225.740005,82.844002,1.994,89.426003,,,,,,645.763,2577.268066,3796.746094,-1219.478027,0.0,,248.266998,,,,,,248.266998,2825.535065,,81.257004,81.257004,,,,59.238998,,,,,,230.437012,,,,230.437012,370.933014,1139.043945,,,,,290.885986,,,290.885986,1429.929932,1800.862946,0.0,1056.333008,,,0.0,,465.632996,1521.966003,148.468994,1670.434998,3471.297943,
09/30/1997,3511.785889,121.805998,108.170998,13.635,45.943001,,,409.424011,86.206001,227.917007,93.318001,1.982,88.523003,,,,,,665.695984,2564.728027,3843.077881,-1278.349976,0.0,,281.362,,,,,,281.362,2846.090027,,64.723,64.723,,,,61.054001,,,,,,217.36399,,,,217.36399,343.140991,1152.249023,,,,,290.140015,,,290.140015,1442.389038,1785.530029,0.0,1064.651978,,,0.0,,491.631012,1556.28299,169.973007,1726.255997,3511.786026,
12/31/1997,3613.981934,159.021995,146.231995,12.79,52.41,,,339.549011,84.365997,172.589005,82.594002,,90.389,,,,,,641.369995,2598.809082,3942.694092,-1343.88501,0.0,,373.803009,,,,,,373.803009,2972.612091,,83.100998,83.100998,,,,69.071999,,,,,,242.358009,,,,242.358009,394.531006,1179.410034,,,,,280.68399,,,280.68399,1460.094025,1854.625031,0.0,1067.390015,,,,,523.697021,1591.087036,168.270004,1759.35704,3613.982071,
03/31/1998,3524.149902,73.572002,64.482002,9.09,43.203999,,,339.147003,85.759003,166.514999,85.666,1.207,106.489998,,,,,,562.413025,2557.032959,3956.929932,-1399.896973,0.0,,404.70401,,,,,,404.70401,2961.736969,,55.868,55.868,,,,72.728996,,,,,,218.396992,,,,218.396992,346.993988,1134.860962,,,,,271.571014,,,271.571014,1406.431976,1753.425964,0.0,1068.281982,,,0.0,,549.530029,1617.812012,152.912003,1770.724014,3524.149979,
06/30/1998,3514.120117,65.313999,54.133999,11.18,24.500999,,,386.234985,86.953003,198.468002,99.620003,1.194,126.817001,,,,,,602.867004,2554.408936,4024.322021,-1469.912964,0.0,,356.843994,,,,,,356.843994,2911.25293,,38.973,38.973,,,,56.132,,,,,,168.499004,,,,168.499004,263.604004,1174.860962,,,,,275.612,,,275.612,1450.472961,1714.076965,0.0,1068.494995,,,0.0,,570.534973,1639.029968,161.013,1800.042969,3514.119934,
09/30/1998,3505.262939,66.608001,55.374001,11.234,30.207001,,,329.403015,,,329.403015,,104.872002,,,,,,531.090027,2542.375977,4060.666992,-1518.291016,0.0,,431.796997,,,,,,431.796997,2974.172974,,39.424999,39.424999,,,,51.568001,,,,,,144.993999,,,,144.993999,235.987,1180.136963,,,,,268.079987,,,268.079987,1448.216949,1684.203949,0.0,1069.073975,,,0.0,,572.810974,1641.884949,179.173996,1821.058945,3505.262894,
12/31/1998,3186.753906,90.887999,79.085999,11.802,52.066002,,,280.371002,79.388,138.341003,62.641998,0.0,89.754997,,,,,,513.080017,2048.707031,3633.291992,-1584.584961,0.0,,624.96698,0.0,,,,,624.96698,2673.674011,,37.943001,37.943001,,,,47.575001,,,,,,126.825001,,,,126.825001,212.343002,1201.130981,,,,,240.938995,,,240.938995,1442.069977,1654.412979,0.0,1328.347046,,,,,111.185997,1439.533043,92.807999,1532.341042,3186.754021,
03/31/1999,3208.580078,84.088998,72.045998,12.043,53.25,,,280.330994,79.067001,143.399002,57.865002,,90.452003,,,,,,508.122009,2030.57605,3672.553955,-1641.978027,150.889008,,518.992981,0.0,,,,,518.992981,2700.458038,,28.568001,28.568001,,,,35.648998,,,,,,101.258999,,,,101.258999,165.475998,1232.771973,,,,,252.350006,,,252.350006,1485.121979,1650.597977,0.0,1331.333008,,,,,121.675003,1453.008011,104.973999,1557.98201,3208.579987,
06/30/1999,3214.960938,93.059998,81.892998,11.167,37.098,,,335.894989,78.357002,210.393005,47.145,,84.016998,,,,,,550.070007,1975.90625,3638.855957,-1662.944946,117.762001,,571.218018,0.0,,,,,571.218018,2664.886269,,30.740999,30.740999,,,,36.648998,,,,,,119.351,,,,119.351,186.740997,1197.218994,,,,,256.690002,,,256.690002,1453.908997,1640.649994,0.0,1332.939941,,,,,123.442001,1456.381943,117.929001,1574.310944,3214.960938,
09/30/1999,3283.202881,31.428,20.745001,10.683,40.285999,,,317.363007,77.797997,160.944,78.621002,0.0,101.891998,,,,,,490.968994,1988.932983,3711.479004,-1722.546021,182.679993,,620.620972,,,,,,620.620972,2792.233948,,34.707001,34.707001,,,,28.096001,,,,,,130.256004,,,,130.256004,193.059006,1073.468018,,,,,489.677002,,,489.677002,1563.14502,1756.204025,0.0,1335.480957,,,,,73.897003,1409.37796,117.621002,1526.998962,3283.202988,
12/31/1999,3951.916016,132.246,122.832001,9.414,50.886002,,,353.727997,100.786003,190.576004,61.116001,1.25,114.099998,,,,,,650.960022,2271.989014,4566.189941,-2294.200928,171.205994,,857.760986,,,,,,857.760986,3300.955994,,53.925999,53.925999,,,,51.686001,,,,,,257.044006,,,,257.044006,362.656006,1191.022949,,,,,636.41803,,,636.41803,1827.440979,2190.096985,110.578003,1643.751953,,,,,-184.007004,1570.322952,191.496002,1761.818954,3951.915939,
03/31/2000,3437.799072,96.078002,90.663002,5.415,48.508999,,,334.878998,78.160004,222.740997,33.978001,,87.846001,,,,,,567.312012,1935.162964,3766.092041,-1830.928955,153.735001,,781.588989,0.0,,,,,781.588989,2870.486954,,35.423,35.423,,,,22.632,,,,,,158.325005,,,,158.325005,216.380005,1099.890015,,,,,527.005981,,,527.005981,1626.895996,1843.276001,0.0,1341.796997,,,,,115.856003,1457.653,136.869995,1594.522995,3437.798996,
06/30/2000,3415.993896,57.587998,52.162998,5.425,53.257,,,363.515991,84.197998,238.369003,40.949001,0.0,80.112,,,,,,554.473022,1943.982056,3841.48999,-1897.508057,146.554001,,770.984985,0.0,,,,,770.984985,2861.521042,,42.380001,42.380001,,,,23.681,,,,,,172.625995,,,,172.625995,238.686996,1045.557007,,,,,546.130981,,,546.130981,1591.687988,1830.374984,0.0,1345.276978,,,,,94.431999,1439.708977,145.910004,1585.618981,3415.993965,
09/30/2000,3464.417969,54.039,48.306,5.733,48.0,,,364.763,85.442001,238.824005,40.497002,0.0,81.130997,,,,,,547.932983,1940.98999,3902.412109,-1961.421997,173.169006,,802.325989,0.0,,,,,802.325989,2916.484985,,47.500999,47.500999,,,,28.327999,,,,,,169.747006,,,,169.747006,245.576004,1065.280029,,,,,529.862976,,,529.862976,1595.143005,1840.719009,0.0,1388.141968,,,0.0,,70.705002,1458.84697,164.852005,1623.698975,3464.417984,
12/31/2000,3916.766113,84.641999,77.557999,7.084,29.281,,,361.040009,95.394997,241.181,23.452,1.012,137.205002,,,,,,612.16803,2190.503906,4772.694824,-2582.190918,163.781998,,950.312012,,,,,,950.312012,3304.597916,,87.757004,87.757004,,,,80.446999,,,,,,230.397987,,,,230.397987,398.60199,1129.390015,,,,,697.416992,,,697.416992,1826.807007,2225.408997,110.578003,1676.347046,,,,,-286.881989,1500.04306,191.313995,1691.357056,3916.766052,
03/31/2001,3819.571045,85.805,47.179001,38.625999,23.929001,,,329.289001,93.079002,226.464996,9.743,0.002,92.341003,,,,,,531.364014,2193.988037,,,166.653,,927.565979,0.0,0.0,0.0,,,927.565979,3288.207016,,57.783001,57.783001,,,,48.328999,,,,,,180.618988,,,,180.618988,286.730988,1164.949951,,,,,709.002014,,,709.002014,1873.951965,2160.682953,11.5,1776.495972,,,,,-330.040009,1457.955963,200.932007,1658.88797,3819.570923,
06/30/2001,3913.542969,134.919002,76.746002,58.173,21.718,,,329.713989,93.025002,224.791,11.897,0.001,71.932999,,,,,,558.283997,2240.930908,,,159.298996,,955.028992,0.0,0.0,0.0,,,955.028992,3355.258896,,84.339996,84.339996,,,,194.947998,,,,,,170.878998,,,,170.878998,450.166992,1085.630005,,,,,732.47998,,,732.47998,1818.109985,2268.276977,11.5,1777.395996,,,,,-354.856995,1434.039001,211.227005,1645.266006,3913.542983,
09/30/2001,3977.256104,160.194,90.515999,69.678001,26.381001,,,327.800995,96.397003,222.292999,9.111,0.0,76.612,,,,,,590.987976,2261.64209,,,148.473999,,976.151978,,,,,,976.151978,3386.268067,,72.400002,72.400002,,,,189.188995,,,,,,194.464989,,,,194.464989,456.053986,1092.292969,,,,,738.79303,,,738.79303,1831.085999,2287.139985,11.5,1774.196045,,,,,-326.118988,1459.577057,230.539001,1690.116058,3977.256043,
12/31/2001,4141.688,224.534,149.431,75.103,19.088,19.088,,452.114,92.556,179.953,178.68,118.617,151.287,,,,,,847.023,1930.249,4517.882,-2587.633,117.692,,1246.724,176.998,0.0,176.998,,,1069.726,3294.665,,80.884,80.884,,,,192.151,,,,,,246.984,,,,246.984,520.019,1234.718,,,,,624.337,,,624.337,1859.055,2379.074,11.5,1772.25,,,,-274.536,-9.448,1499.766,262.848,1762.614,4141.688,
03/31/2002,10025.53,613.47,511.558,101.912,50.75,50.75,,509.575,115.127,338.155,56.293,,200.728,,,,,,1374.523,4332.59,,,91.924,,4226.493,2552.932,2506.935,45.997,,,1673.561,8651.007,,85.255,85.255,,,,440.077,,,,,,460.113,,,,460.113,985.445,1736.718,,,,,1758.135,,,1758.135,3494.853,4480.298,11.5,5513.768,,,,-302.707,22.919,5245.48,299.752,5545.232,10025.53,
06/30/2002,9750.231,306.355,285.405,20.95,55.536,55.536,,521.481,112.946,342.179,66.356,,167.661,,,,,,1051.033,4229.712,,,95.236,,4374.25,2614.932,2568.935,45.997,,,1759.318,8699.198,,138.098,138.098,,,,120.684,,,,,,365.265,,,,365.265,624.047,1668.809,,,,,1716.068,,,1716.068,3384.877,4008.924,0.0,5624.746,,,,-237.706,50.404,5437.444,303.863,5741.307,9750.231,
09/30/2002,9673.951,307.566,292.148,15.418,39.041,39.041,,522.042,107.112,365.106,49.714,89.942,228.198,,,,,,1096.847,4209.553,7380.916,-3171.363,182.698,,4184.853,2614.932,2568.935,45.997,,,1569.921,8577.104,,124.896,124.896,,,,100.931,,,,,,405.422,,,,405.422,631.249,1725.428,,,,,1611.759,,,1611.759,3337.187,3968.436,0.0,5620.347,,,,-218.046,-27.185,5375.116,330.399,5705.515,9673.951,
12/31/2002,10154.518,414.871,401.683,13.188,44.51,44.51,,498.317,103.31,270.431,124.464,199.873,155.558,,,,,,1113.256,2317.88,5274.905,-2957.025,199.761,,6523.621,4439.924,3024.576,1415.348,,,2083.697,9041.262,,105.277,105.277,,,,115.322,,,,,,472.864,,,,472.864,693.463,1701.282,,,,,1985.967,,,1985.967,3687.249,4380.712,0.0,5603.487,,,,-120.213,-64.026,5419.248,354.558,5773.806,10154.518,
03/31/2003,10168.575,392.34,380.316,12.024,27.519,27.519,,503.213,106.782,25.826,46.584,324.021,137.884,,,,,,1060.956,2360.336,,,495.272,,6252.011,4414.37,3006.086,1408.284,,,1837.641,9107.619,,126.879,126.879,,,,82.858,,,,,,492.544,,,,492.544,702.281,1577.054,,,,,1940.949,,,1940.949,3518.003,4220.284,0.0,5599.122,,,,-2.958,-22.997,5573.167,375.124,5948.291,10168.575,
06/30/2003,10151.626,286.771,274.741,12.03,44.971,44.971,,447.479,104.753,41.782,23.923,277.021,279.112,,,,,,1058.333,2343.102,,,573.541,,6176.65,4473.723,3068.657,1405.066,,695.059,1007.868,9093.293,,151.042,151.042,,,,176.422,,,,,,554.33,,,,554.33,881.794,1277.166,,,,,1829.676,,,1829.676,3106.842,3988.636,0.0,5732.991,,,,71.67,-3.867,5800.794,362.196,6162.99,10151.626,
09/30/2003,10155.214,544.185,419.411,124.774,52.802,52.802,,420.215,104.805,65.811,7.46,346.944,307.956,,,,,,1325.158,2378.02,,,297.069,,6154.967,4410.658,3037.201,1373.457,,727.134,1017.175,8830.056,,148.89,148.89,,,,175.927,,,,,,499.114,,,,499.114,823.931,1198.126,,,,,1800.992,,,1800.992,2999.118,3823.049,0.0,5765.064,,,,169.717,29.146,5963.927,368.238,6332.165,10155.214,
12/31/2003,11050.173,1458.733,1314.022,144.711,90.686,90.686,,474.344,108.806,64.038,52.875,248.625,336.705,,,,,,2360.468,2347.984,5814.634,-3466.65,305.81,,6035.911,4421.658,3042.557,1379.101,,,1614.253,8689.705,,163.164,163.164,,,,190.866,,,,,,479.99,,,,479.99,834.02,886.633,,,,,1598.067,,,1598.067,2484.7,3318.72,0.0,7061.324,,,,300.784,22.827,7384.935,346.518,7731.453,11050.173,
03/31/2004,12811.997,1817.847,1548.606,269.241,214.982,214.982,,530.92,189.121,60.46,33.097,248.242,391.391,,,,,,2955.14,3917.785,,,490.938,,5448.134,4442.529,3084.686,1357.843,,24.422,981.183,9856.857,,216.147,216.147,,,,380.874,,,,,,592.581,,,,592.581,1189.602,1526.879,,,,,1881.121,,,1881.121,3408.0,4597.602,,7094.126,,,,365.318,13.201,7472.645,741.75,8214.395,12811.997,
06/30/2004,12607.519,1676.758,1474.825,201.933,188.458,188.458,,469.954,189.484,61.344,8.306,210.82,379.823,,,,,,2714.993,5268.246,,,541.732,,4082.548,3088.592,3088.592,0.0,,24.22,969.736,9892.526,,221.874,221.874,,,,289.793,,,,,,499.448,,,,499.448,1011.115,1466.066,,,,,1872.49,,,1872.49,3338.556,4349.671,,7105.481,,,,369.589,19.923,7494.993,762.855,8257.848,12607.519,
