Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,417.897003,-392.243011,25.653992,-12.607,13.047,-0.692,,1.014,13.369,-5.296,8.073,0.0,,8.073,0,8.073,8.073,,0.65,0.65,11.891,,,,,
06/30/1990,397.296997,-378.888,18.408997,-11.537,6.872,-2.376,,9.075,13.571,-5.549,8.022,0.0,,8.022,0,8.022,8.022,,0.64,0.64,11.926,,,,,
09/30/1990,423.157013,-398.061005,25.096008,-9.201,15.895,-3.218,,2.386,15.063,-6.022,9.041,0.0,,9.041,0,9.041,9.041001,,0.72,0.72,11.938,,,,,
12/31/1990,468.18399,-445.777008,22.406982,-8.342,14.065,-4.886,,10.581,19.76,-8.415,11.345,0.0,,11.345,0,11.345,11.345,0.92,0.92,0.92,12.366,0.92,0.92,0.92,12.366,
03/31/1991,452.149994,-427.352997,24.796997,-11.599,13.198,-3.749,,5.984,15.433,-6.526,8.907,0.0,,8.907,0,8.907,8.907,,0.71,0.71,12.551,,,,,
06/30/1991,474.341003,-452.416992,21.924011,-9.985,11.939,-3.804,,7.868,16.003,-6.671,9.332,0.0,,9.332,0,9.332,9.332,,0.72,0.72,13.093,,,,,
09/30/1991,526.659973,-511.553009,15.106964,-9.924,5.183,-4.265,,16.042999,16.960999,-5.869,11.092,0.0,,11.092,0,11.092,11.092,,0.78,0.78,14.276,,,,,
12/31/1991,526.835022,-512.151978,14.683044,-13.15,1.533,-4.202,,12.184,9.515,-3.701,5.814,0.0,,5.814,0,5.814,5.814,0.4,0.4,0.4,14.236,0.4,0.4,0.4,14.236,
03/31/1992,508.962006,-493.886993,15.075012,-10.032,5.043,-3.694,,9.82,11.169,-4.405,6.764,-17.403,0.0,-10.639,0,-10.639,6.764,,0.44,-0.7,15.195,,,,,
06/30/1992,524.648987,-510.584015,14.064972,-8.857,5.208,-4.296,,11.033,11.945,-4.985,6.96,0.0,0.0,6.96,0,6.96,6.96,,0.23,0.23,30.26,,,,,
09/30/1992,584.650024,-585.625,-0.974976,-8.691,-9.666,-4.0,,2.629,-11.037,3.966,-7.071,-3.096,-0.074,-10.241,0,-10.241,-7.145,,-0.24,-0.34,30.297001,,,,,
12/31/1992,666.669983,-644.153992,22.515991,-13.954,8.562,-0.317,,4.061,12.306,-5.389,6.917,0.0,-0.06,6.857,0,6.857,6.857,0.23,0.23,0.23,30.511999,0.23,0.23,0.23,30.511999,
03/31/1993,560.195007,-542.31897,17.876038,-7.987,9.889,-0.189,0.0,5.413,15.113,-6.989,8.124,0.0,-0.241,7.883,0,7.883,7.883,,0.26,0.26,30.726999,,,,,
06/30/1993,655.392029,-637.549011,17.843018,-9.669,8.174,-0.422,0.0,5.605,13.357,-5.062,8.295,0.0,-0.088,8.207,0,8.207,8.207,,0.27,0.27,30.396,,,,,
09/30/1993,733.840027,-712.343994,21.496033,-7.909,13.587,-1.035,0.0,3.471,16.023,-6.663,9.36,0.0,-0.11,9.25,0,9.25,9.25,,0.3,0.3,31.278,,,,,
12/31/1993,773.116028,-753.869019,19.247009,-15.494,3.753,-1.631,0.0,16.183001,18.305001,-7.745,10.56,0.0,-0.133,10.427,0,10.427,10.427001,0.33,0.33,0.33,31.563,0.33,0.33,0.33,31.563,
03/31/1994,449.397003,-440.048004,9.348999,-7.19,2.159,-1.234,,6.118,7.043,,7.043,2.609,,9.652,0,9.652,,,0.22,0.3,32.174,,,,,
06/30/1994,495.798004,-506.432007,-10.634003,-7.933,-18.566999,-1.234,,-0.366,-20.166999,,-20.167,-20.299,,-40.466,0,-40.466,,,-0.62,-1.24,32.549999,,,,,
09/30/1994,590.679016,-581.463989,9.215027,-9.451,-0.236,-1.234,,4.636,3.166,,3.166,-6.367,,-3.201,0,-3.201,,,0.1,-0.1,32.641998,,,,,
12/31/1994,485.128998,-593.827026,-108.698028,-8.513,-117.210999,-1.232,,-27.297001,-145.74,,-145.740005,-169.880005,,-315.619995,0,-315.619995,,-4.45,-4.45,-9.64,32.700001,-4.45,-4.45,-9.64,32.700001,
03/31/1995,366.485992,-361.463013,5.02298,-10.619,-5.596,-5.431,,-8.072,-19.099,-0.537,-19.636,-31.683001,0.0,-51.319,0,-51.319,-19.636,,-0.6,-1.56,32.865002,,,,,
06/30/1995,459.209015,-448.580994,10.628021,-16.072001,-5.444,-7.054,,2.062,-10.436,,-10.436,-1.952,0.0,-12.388,0,-12.388,,,-0.31,-0.37,33.042,,,,,
09/30/1995,492.639008,-503.488007,-10.848999,-17.242001,-28.091,-7.054,,-2.737,-37.881999,,-37.882,-66.741997,0.0,-104.624001,0,-104.624001,,,-1.15,-3.17,33.047001,,,,,
12/31/1995,390.332001,-376.312012,14.019989,-15.31,-1.29,-8.678,,-1.714,-11.682,,-11.682,-81.925003,0.0,-93.607002,0,-93.607002,,,-0.35,-2.82,33.049999,,,,,
03/31/1996,324.203003,-309.473999,14.729004,-13.498,1.231,-5.224,,5.371,1.378,-1.082,0.296,0.0,0.0,0.296,0,0.296,0.296,,0.01,0.01,33.240002,,,,,
