Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,17.456,3996.885,193.628,4207.969,8.055,338.577,,346.632,3.629,0.491224,112.475074,5.448824,118.415122,0.051706,11.839153,0.573545,12.464404,
06/30/2008,13.424,3980.672,199.961,4194.057,6.914,160.541,,167.455,3.451,0.388799,115.292137,5.791467,121.472403,0.03922,11.630108,0.584215,12.253543,
09/30/2008,73.758,3950.835,215.159,4239.752,7.101,166.717,,173.818,9.094,2.1637,115.898228,6.311716,124.373644,0.214793,11.50534,0.626571,12.346704,
12/31/2008,5.057,4211.385,265.102,4481.544,,299.502,,299.502,23.682,0.132399,110.259911,6.940739,117.333048,0.014131,11.768159,0.740793,12.523083,
03/31/2009,3.277,4143.75,263.096,4410.123,,215.505,,215.505,-3.114,0.089258,112.865726,7.166099,120.121082,0.009486,11.994379,0.76155,12.765415,
06/30/2009,4.663,4031.52,152.952,4189.135,,145.725,,145.725,9.942,0.152627,131.957607,5.006345,137.116579,0.013575,11.736707,0.445279,12.195561,
09/30/2009,24.706,3524.163,145.868,3694.737,,125.171,,125.171,-7.348,0.778485,111.04626,4.596296,116.421041,0.071383,10.182358,0.421456,10.675197,
12/31/2009,125.011,3317.16,61.988,3504.159,,93.24,12.862,106.102,2.437,4.353507,115.520071,2.158732,122.03231,0.380766,10.103615,0.188807,10.673188,
03/31/2010,214.394,3243.995,66.263,3524.652,,99.923,12.909,112.832,0.656,8.125746,122.950646,2.511434,133.587826,0.660905,10.000158,0.204267,10.86533,
06/30/2010,286.372,3308.256,70.597,3665.225,7.322,121.174,10.051,138.547,-2.592,8.309709,95.996267,2.048526,106.354502,0.884346,10.216235,0.218011,11.318592,
09/30/2010,264.639,3425.487,75.292,3765.418,1.01,120.109,10.099,131.218,4.378,8.165328,105.691993,2.323104,116.180424,0.854922,11.066107,0.243232,12.164261,
