Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Finished Goods,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1989,6883.100098,1055.0,400.299988,654.700012,944.200012,,,228.100006,,,,,,,,2227.300049,3467.699951,,,0.0,,1188.099976,,,,,,,1188.099976,4655.799927,,1277.0,1277.0,,,,,,,,,,903.399902,,,903.399902,2180.399902,919.200012,,,,,577.400024,,,,,,577.400024,1496.600037,3676.999939,0.0,396.799988,,,,,2809.300049,3206.100037,0.0,3206.100037,6883.099976,
03/31/1990,6892.899902,1090.900024,443.5,647.400024,730.200012,,,230.699997,,,,,,,,2051.800049,3589.699951,,,0.0,,1251.400024,,,,,,,1251.400024,4841.099976,,1261.300049,1261.300049,,,,,,,,,,926.099854,,,926.099854,2187.399902,841.200012,,,,,577.400024,,,,,,577.400024,1418.600037,3605.999939,0.0,318.5,,,,,2968.399902,3286.899902,0.0,3286.899902,6892.899841,
06/30/1990,8013.600098,1843.999939,1217.199951,626.799988,803.700012,,,271.0,,,,,,,,2918.699951,3739.5,,,0.0,,1355.400024,,,,,,,1355.400024,5094.900024,,1200.199951,1200.199951,,,,,,,,,,887.600098,,,887.600098,2087.800049,1911.199951,,,,,670.0,,,,,,670.0,2581.199951,4669.0,0.0,157.100006,,,,,3187.5,3344.600006,0.0,3344.600006,8013.600006,
09/30/1990,8022.299805,1407.899964,819.799988,588.099976,719.799988,,,269.200012,,131.699997,,,,,,2528.600098,3910.500122,5315.600098,-1405.099976,0.0,,1583.199951,,,,,,,1583.199951,5493.700073,,861.0,861.0,,,,254.5,,,,,,1339.300049,,,1339.300049,2454.800049,1330.099976,,,,,748.799988,,,,,,748.799988,2078.899964,4533.700013,0.0,502.799988,,,-483.100006,,3468.900055,3488.600037,0.0,3488.600037,8022.30005,
12/31/1990,8567.799805,1393.5,784.0,609.5,1124.199951,,,258.399994,,,,,,,,2776.100098,4086.300049,,,0.0,,1705.400024,,,,,,,1705.400024,5791.700073,,1412.900024,1412.900024,,,,,,,,,,870.499878,,,870.499878,2283.399902,2008.900024,,,,,766.599976,,,,,,766.599976,2775.5,5058.899902,0.0,527.400024,,,-652.0,,3633.5,3508.900024,0.0,3508.900024,8567.799927,
03/31/1991,8370.200195,1329.200012,790.400024,538.799988,961.5,,,279.399994,,,,,,,,2570.100098,4231.299805,,,0.0,,1568.800049,,,,,,,1568.800049,5800.099854,,1308.400024,1308.400024,,,,,,,,,,863.599976,,,863.599976,2172.0,1913.300049,,,,,726.400024,,,,,,726.400024,2639.700073,4811.700073,0.0,539.299988,,,-664.099976,,3683.299927,3558.499939,0.0,3558.499939,8370.200012,
06/30/1991,8907.5,1538.699951,760.099976,778.599976,1114.900024,,,313.399994,,,,,,,,2967.0,4366.700195,,,0.0,,1573.800049,,,,,,,1573.800049,5940.500244,,1508.5,1508.5,,,,,,,,,,857.199951,,,857.199951,2365.699951,2121.699951,,,,,739.5,,,,,,739.5,2861.199951,5226.899902,0.0,544.200012,,,-664.099976,,3800.499878,3680.599915,0.0,3680.599915,8907.499817,
09/30/1991,9428.5,1668.5,886.099976,782.400024,969.700012,,,311.600006,,158.5,,,,,,3108.300049,4571.599853,6239.399902,-1667.800049,0.0,,1748.599976,,,,,,,1748.599976,6320.199829,,1111.5,1111.5,,,,268.399994,,,,,,1477.999908,,,1477.999908,2857.899902,1945.400024,,,,,753.900024,,,,,,753.900024,2699.300048,5557.19995,0.0,549.700012,,,-664.099976,,3985.700074,3871.30011,0.0,3871.30011,9428.50006,
12/31/1991,10326.799805,1547.200012,630.700012,916.5,1459.400024,,,306.299988,,,,,,,,3312.899902,4687.799805,,,0.0,,2326.100098,,,,,,,2326.100098,7013.899902,,1978.900024,1978.900024,,,,,,,,,,898.900024,,,898.900024,2877.800049,2562.399902,,,,,788.5,,,,,,788.5,3350.899902,6228.699951,0.0,555.599976,,,-664.099976,,4206.599976,4098.099976,0.0,4098.099976,10326.799927,
03/31/1992,10203.5,1540.200012,694.299988,845.900024,1181.199951,,,388.600006,,,,,,,,3110.0,4762.0,,,0.0,,2331.5,,,,,,,2331.5,7093.5,,1880.099976,1880.099976,,,,,,,,,,940.400024,,,940.400024,2820.5,2345.399902,,,,,779.900024,,,,,,779.900024,3125.299927,5945.799927,0.0,602.299988,,,-664.099976,,4319.499878,4257.69989,0.0,4257.69989,10203.499817,
06/30/1992,10398.599609,1701.700012,679.5,1022.200012,1459.900024,,,392.399994,,,,,,,,3554.0,4753.100098,,,0.0,,2091.5,,,,,,,2091.5,6844.600098,,2146.699951,2146.699951,,,,,,,,,,860.699951,,,860.699951,3007.399902,2118.600098,,,,,805.299988,,,,,,805.299988,2923.900085,5931.299988,0.0,613.400024,,,-664.099976,,4517.999878,4467.299927,0.0,4467.299927,10398.599915,
09/30/1992,10861.700195,2171.799988,764.799988,1407.0,1033.300049,,,462.799988,,265.600006,,,,,,3933.5,4798.699829,6798.299805,-1999.599976,0.0,,2129.5,,,,,,,2129.5,6928.199829,,1374.400024,1374.400024,,,,614.599976,,,,,,1671.300049,,,1671.300049,3660.300049,1607.800049,,,,,889.0,,,,,,889.0,2496.800049,6157.100098,0.0,619.900024,,,-664.099976,,4748.799927,4704.599975,0.0,4704.599975,10861.700073,
12/31/1992,11986.400391,2541.500061,733.200012,1808.300049,1851.5,,,403.600006,,,,,,,,4796.600098,4946.0,,,0.0,,2243.800049,,,,,,,2243.800049,7189.800049,,2308.699951,2308.699951,,,,,,,,,,883.900146,,,883.900146,3192.600098,2819.800049,,,,,865.299988,,,,,,865.299988,3685.100037,6877.700134,0.0,846.299988,,,-684.099976,,4946.499878,5108.69989,0.0,5108.69989,11986.400024,
03/31/1993,11519.5,2326.500061,420.200012,1906.300049,1506.900024,,,419.600006,,,,,,,,4253.0,5047.0,,,0.0,,2219.5,,,,,,,2219.5,7266.5,,2210.100098,2210.100098,,,,,,,,,,853.699951,,,853.699951,3063.800049,2290.300049,,,,,874.099976,,,,,,874.099976,3164.400024,6228.200073,0.0,857.700012,,,-684.099976,,5117.700073,5291.30011,0.0,5291.30011,11519.500183,
