Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/29/2007,577,-1368,381,1919,,121,1798,-355,-84,-202,41.0,-110,,-1170,-700,32,,,-732,,,,,,,,,,-470,799,,957,,,,,,,-158,,206,,,
09/28/2007,643,256,154,92,,41,51,141,-11,78,,74,,-131,-120,40,,,-160,,,0.0,0.0,0.0,,,,,-11,-332,0.0,-1477,,,,0.0,0.0,0.0,1145,,180,,,
12/28/2007,393,949,134,-549,,42,-591,-141,-32,-128,5.0,14,,-32,-122,4,,0.0,-126,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90,-384,-70.0,-95,,,,-232.0,0.0,-232.0,13,,-23,81.0,,
03/28/2008,-446,301,131,-837,,85,-922,-41,-49,-157,,165,,797,-127,27,,,-154,,,0.0,0.0,0.0,,,,,924,-525,-66.0,-108,,,,-351.0,9.0,-360.0,0,,-174,,,
06/27/2008,404,330,134,3,,78,-75,-63,-71,-25,76.0,-43,,-166,-159,6,,,-165,,,0.0,0.0,0.0,,,,,-7,-288,-69.0,3,,,,-198.0,42.0,-240.0,-24,,-50,,,
09/26/2008,638,202,140,70,,-41,111,226,45,43,-40.0,178,,296,-160,5,,,-165,,,0.0,0.0,0.0,,,,,456,-541,-66.0,-21,,,,-407.0,3.0,-410.0,-47,,393,278.0,,
12/26/2008,33,-37,127,-44,,-70,26,-81,495,-144,-199.0,-233,0.0,-93,-111,4,4.0,0.0,-115,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-457,-74.0,-228,-400.0,191.0,-19.0,-152.0,0.0,-152.0,-3,-24.0,-541,64.0,,
03/27/2009,457,-3238,252,2949,,-679,3628,464,832,148,-544.0,28,,-172,-202,7,7.0,0.0,-209,-209.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,-3,-623,-147.0,-326,0.0,442.0,-768.0,-152.0,0.0,-152.0,2,-26.0,-364,1e-05,,
06/26/2009,330,-77,130,12,,-10,22,171,-53,216,74.0,-66,-5.0,616,-49,12,12.0,0.0,-61,-61.0,0.0,0.0,0.0,0.0,665.0,665.0,0.0,0.0,1,-415,-74.0,-336,0.0,6.0,-342.0,0.0,0.0,0.0,0,5.0,536,15.0,,
09/25/2009,542,93,133,165,,109,56,168,-128,270,50.0,-24,0.0,-53,-54,4,4.0,0.0,-58,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-216,-73.0,-141,0.0,0.0,-141.0,0.0,0.0,0.0,-2,-10.0,263,,,
12/25/2009,330,172,138,72,,53,19,-52,-76,-40,162.0,-98,,-64,-74,2,2.0,0.0,-76,-76.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,-2,-93,-74.0,0,0.0,0.0,0.0,-18.0,0.0,-18.0,-1,1.0,174,,,
03/26/2010,500,304,128,66,,102,-36,2,-70,-114,98.0,88,0.0,-135,-78,3,3.0,0.0,-81,-81.0,0.0,0.0,0.0,0.0,-55.0,0.0,-55.0,0.0,-2,-220,-72.0,0,0.0,0.0,0.0,-147.0,0.0,-147.0,-1,-1.0,144,32.0,,
