Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,24.746846,,24.746846,18.012652,18.012653,17.565995,,27.212332,31.418963,,
06/30/1990,,,,,,24.745572,,24.745572,17.838703,17.838704,17.838704,,27.911534,42.278502,,
09/30/1990,,,,,,24.295559,,24.295559,17.393379,17.39338,17.39338,,28.409222,41.61348,,
12/31/1990,,,,,,-27.184345,,-27.184345,-19.673985,-19.673985,-19.673985,,,,,
03/31/1991,,7.380731,0.467309,1.9033,,19.731172,-42.869414,19.731172,19.731172,19.731172,19.731172,,,,,
06/30/1991,,6.703714,0.431654,1.686175,,20.910622,-36.19291,20.910622,20.910622,20.910622,20.910622,,,,,
09/30/1991,,6.483105,0.417047,1.599518,,21.759065,-33.301341,21.759065,21.759065,21.759065,21.759065,,,,,
12/31/1991,,15.294902,0.985484,4.409197,,22.865878,,22.865878,22.865878,22.865878,22.865878,,,,,
03/31/1992,,10.226296,0.685056,3.058388,,22.453611,28.698651,22.453611,15.266438,-5.686816,-5.686816,,32.008986,48.283222,5.288711,
06/30/1992,,10.730876,0.746274,3.459714,,25.070724,33.462069,25.070724,16.998333,16.998334,16.998334,,32.198474,43.132116,6.102422,
09/30/1992,,10.598487,0.751018,3.472487,,25.938756,36.448941,25.938756,17.278677,17.278675,17.278675,,33.386639,41.684952,6.180513,
12/31/1992,,10.988511,0.781992,3.84708,,15.787744,2.295048,26.253788,17.609975,17.609975,17.609975,,32.92406,46.335394,5.896941,
03/31/1993,,16.263341,1.210951,5.85977,,25.967741,47.990272,26.762729,17.912549,15.009718,15.009718,,33.069048,49.183492,8.264462,
06/30/1993,,17.245992,1.311392,6.190344,,28.208084,44.002367,29.034454,19.519981,19.519983,19.519983,,32.769595,42.979071,9.833825,
09/30/1993,,17.982426,1.42112,6.820087,,28.863799,40.659702,29.530018,19.593214,19.593213,19.593213,,33.649841,45.493901,9.801519,
12/31/1993,,17.162582,1.340472,6.607344,,26.065142,79.1632,28.938828,20.213156,20.213157,20.213157,,30.152125,46.064473,9.256729,
03/31/1994,,13.199486,1.022889,4.779624,,-11.121142,,-9.424645,-6.431548,-7.16701,-7.16701,,,,,
06/30/1994,,11.093014,0.864957,3.917093,,19.181009,,20.785556,13.037027,13.037028,13.037028,,37.278432,67.588088,3.595458,
09/30/1994,,11.262227,0.916357,4.066838,,32.241053,,33.943376,21.836036,21.836037,21.836037,,35.669226,40.596427,6.690165,
12/31/1994,,10.400005,0.849595,4.256349,,55.004338,552.938998,35.068904,22.492482,22.492484,22.492484,,35.862032,42.288408,6.002008,
03/31/1995,,18.051352,1.43559,6.638138,,34.833214,111.498004,22.633612,14.769426,14.769428,14.769428,,34.745604,69.130166,5.572422,
06/30/1995,,21.940102,1.713477,7.780209,,35.455929,64.619842,32.609768,20.974857,20.974855,20.974855,,35.67922,47.821684,11.447976,
09/30/1995,,25.443276,2.055916,9.1575,,39.259883,51.849978,40.601069,26.193074,26.193077,26.193077,,35.486738,38.541028,15.637176,
12/31/1995,,21.047536,1.739658,8.480089,,38.33419,6.694825,40.05262,25.391252,25.391253,25.391253,,36.605267,48.069949,10.929996,
03/31/1996,,30.288202,2.524458,11.35403,,38.916697,,38.916697,24.17668,24.176681,24.176681,,37.875819,48.758076,15.520257,
06/30/1996,,20.940255,1.770578,8.329551,,37.130227,1869.342627,18.619243,10.547023,10.547021,10.547021,,43.354179,115.809618,-3.310574,
09/30/1996,,20.345792,1.744218,7.608091,,39.651987,50.803547,39.651987,25.582125,25.582123,25.582123,,35.483372,46.937623,10.795961,
12/31/1996,,17.147584,1.419027,6.782113,,38.814989,52.331032,38.814989,24.95304,24.953041,24.953041,,35.712876,48.260769,8.872028,
03/31/1997,,22.643306,1.816479,8.128643,,41.317608,250.517632,41.317608,26.731748,26.731749,26.731749,,35.301802,50.952235,11.106035,
06/30/1997,,22.333835,1.746113,8.214707,,40.454257,456.546501,40.454257,26.255003,26.255002,26.255002,,35.099531,48.369266,11.531123,
09/30/1997,,22.174963,1.707533,7.30518,,39.968745,,39.968745,25.955812,25.955813,25.955813,,35.059727,47.407629,11.662339,
12/31/1997,,23.460673,1.731207,7.603178,,22.971147,-1287.341328,21.032751,27.993787,27.993788,27.993788,,,45.754432,12.726375,
