Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1997,,,18.613001,,18.613001,18.613001,,,,,,,,,,,
06/30/1997,,,7.413,,7.413,7.413,,,,,,,,,,,
09/30/1997,,,-11.048,,-12.566,-12.566,,,,,,,,,,,
12/31/1997,,,-892.241028,,-904.130981,-904.130981,,,,,,,,,,,
03/31/1998,,,-15.644,,-26.844,-26.844,,,,,,,,,,,
06/30/1998,,,-29.437,,-32.808998,-32.808998,,,,,,,,,,,
09/30/1998,,,-43.902,,-43.902,-43.902,,,,,,,,,,,
12/31/1998,,,-170.701996,,-642.870972,-642.870972,,,,,,,,,,,
03/31/1999,,,-2.501,,-2.501,-2.501,,,,,,,,,,,
06/30/1999,,,-74.615997,,-74.616,-74.616,,,,,,,,,,,
09/30/1999,,,25.48,,46.428,46.428,,,,,,,,,,,
12/31/1999,,,8.229,,8.229,8.229,,,,,,,,,,,
03/31/2000,,,19.870001,,14.77,14.77,,,,,,,,,,,
06/30/2000,,,1.036,,-16.061,-16.061,,,,,,,,,,,
09/30/2000,,,58.588001,,69.288,69.288,,-0.673400673400674,,,,,,,,,
12/31/2000,,,81.183998,,84.184,84.184,,28.5266457680251,,,,,,,,,
03/31/2001,,,69.418999,,67.919,67.919,,4.79041916167663,,,,,,,,,
06/30/2001,,,17.566,,28.338,28.338,,-52.0,,,,,,,,,
09/30/2001,,,23.228001,,24.602,24.602,,54.8387096774194,,,,,,,,,
12/31/2001,,,-1.036,,-20.863,-20.863,,65.5172413793103,,,,,,,,,
03/31/2002,,,-1.959,,-1.959,-1.959,,,,,,,,,,,
06/30/2002,,,11.142,,11.142,11.142,,-18.6991869918699,,,,,,,,,
09/30/2002,,,18.611,,-0.89,-0.89,,8.843537414966,,,,,,,,,
12/31/2002,,,18.422001,,18.42,18.42,,-13.9784946236559,,,,,,,,,
03/31/2003,,,68.806999,,84.22,84.22,,1.04529616724739,,,,,,,,,
