Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,83.576997,-1.818,0.881,0.0,0.881,-2.699,85.394997,0.0,,,,85.394997,0.0,0.0,83.576997,-53.140999,0.0,53.140999,30.436001,0.0,,0.0,30.436001,-7.266,,,,23.17,0.0,,,23.170001,-12.714,10.456,0.0,0.0,10.456,10.456,,34.924501,0.3,0.3,0.3,35.105999,0.3,0.3,0.3,
12/31/1999,295.516014,8.889,11.698,0.0,11.698,-2.809,286.627014,0.0,,,,286.627014,0.0,0.0,295.516014,-162.307007,0.0,162.307007,133.209,0.0,,0.0,133.209,-37.598999,,,,95.610001,0.0,,,95.610001,-50.937,44.673,0.0,0.0,44.673,44.673,,34.62,1.293333,1.293333,1.293333,34.840499,1.28,1.28,1.28,
03/31/2000,112.588997,-2.209,1.638,0.0,1.638,-3.847,114.797997,0.0,,,,114.797997,0.0,0.0,112.588997,-70.862999,0.0,70.862999,41.726002,0.0,,0.0,41.726002,-9.6,,,,32.125999,0.0,,,32.126001,-18.311001,13.815,0.0,0.0,13.815,13.815,,34.083,0.406667,0.406667,0.62,34.650001,0.4,0.4,0.613333,
06/30/2000,107.334996,-3.56,0.582,0.0,0.582,-4.142,110.894997,0.0,,,,110.894997,0.0,0.0,107.334996,-68.915001,0.0,68.915001,38.419998,0.0,,0.0,38.419998,-9.503,,,,28.917,0.0,,,28.916998,-15.24,13.677,0.0,0.0,13.677,13.677,,33.282,0.413333,0.413333,0.64,33.7605,0.406667,0.406667,0.633333,
09/30/2000,115.297002,-2.908,1.174,0.0,1.174,-4.082,118.205002,0.0,,,,118.205002,0.0,0.0,115.297002,-74.363998,0.0,74.363998,40.932999,0.0,,0.0,40.932999,-9.991,,,,30.941999,0.0,,,30.941998,-16.563999,14.378,0.0,0.0,14.378,14.378,,33.213,0.433333,0.433333,0.673333,33.963,0.426667,0.426667,0.66,
12/31/2000,110.000998,-4.809,-1.13,0.0,-1.13,-3.679,114.809998,0.0,,,,114.809998,0.0,0.0,110.000998,-70.130997,0.0,70.130997,39.869999,0.0,,0.0,39.869999,-9.858,,,,30.011999,0.0,,,30.011999,-15.226,14.786,0.0,0.0,14.786,14.786,,33.27,0.446667,0.446667,0.686667,34.005,0.433333,0.433333,0.673333,
03/31/2001,97.837998,-2.637,0.524,0.0,0.524,-3.161,100.474998,0.0,,,,100.474998,0.0,0.0,97.837998,-63.162998,0.0,63.162998,34.674999,0.0,,0.0,34.674999,-7.953,,,,26.722,0.0,,,26.721999,-14.792,11.93,0.0,0.0,11.93,11.93,,33.0945,0.36,0.36,0.613333,33.852001,0.353333,0.353333,0.593333,
06/30/2001,100.663,,1.47,,1.47,-3.351,100.663,,,,,100.663,,,100.663,-62.773,,62.773,36.009,,,,36.009,-8.738,,,,27.271,,,,27.271,-14.164,13.107,,,13.107,13.107,,33.163602,0.393333,0.393333,0.393333,33.982427,0.386667,0.386667,0.386667,
09/30/2001,96.584,,1.952,,1.952,-2.97,96.584,,,,,96.584,,,96.584,-60.91,,60.91,34.656,0.0,,0.0,34.656,-8.233,,,,26.423,,,,26.423,-14.071,12.352,,0.0,12.352,12.352,,33.270087,0.373333,0.373333,0.373333,34.262748,0.36,0.36,0.36,
12/31/2001,204.239,-6.724,1.683,0.0,1.683,-8.407,210.963,0.0,,,,210.963,0.0,0.0,204.239,-130.24,0.0,130.24,73.999,14.773,,-14.773,88.772,-16.354,,,,57.645,0.0,,,72.418,-33.115,24.53,0.0,0.0,24.53,24.53,,33.290358,0.73685,0.73685,0.73685,34.295348,0.715257,0.715257,0.715257,
03/31/2002,113.398999,-5.936,0.6,0.0,0.6,-6.536,119.334999,0.0,,,,119.334999,0.0,0.0,113.398999,-69.597,0.0,69.597,43.801998,0.0,,0.0,43.801998,-9.672,,,,34.130001,0.0,,,34.129998,-19.622,14.508,0.0,0.0,14.508,14.508,,33.337501,0.433333,0.433333,0.733333,34.444499,0.42,0.42,0.72,
06/30/2002,123.379,-6.252,0.792,0.0,0.792,-7.044,129.631,0.0,,,,129.631,0.0,0.0,123.379,-74.071,0.0,74.071,49.308,0.0,,0.0,25.588,-10.235,,,,39.073,0.0,,,15.353,-23.72,15.353,0.0,0.0,15.353,15.353,,33.2955,0.46,0.46,0.766667,34.2945,0.446667,0.446667,0.746667,
09/30/2002,110.49,-4.768,1.206,,1.206,-5.974,115.258,,,,,115.258,,,110.49,-70.033,,70.033,40.457,0.0,,0.0,40.457,-8.547,,,,31.91,0.0,,,31.91,-19.091,12.819,0.0,0.0,12.819,12.819,,32.8605,0.393333,0.393333,0.393333,33.453,0.38,0.38,0.38,
12/31/2002,113.524,-4.788,0.875,0.0,0.875,-5.663,118.312,0.0,,,,118.312,0.0,0.0,113.524,-73.007,0.0,73.007,40.517,43.342,,-43.342,83.859,-8.842,,,,31.675,0.0,,,75.017,-18.413,13.262,0.0,0.0,13.262,13.262,,32.623392,0.406518,0.406518,0.406518,33.271398,0.398601,0.398601,-0.55961,
03/31/2003,104.806,-5.441,0.0,0.0,0.0,-5.441,110.247,0.0,,,,110.247,0.0,0.0,104.806,-68.325,0.0,68.325,36.481,1.475,,-1.475,37.956,-8.665,,,,29.291,0.0,,,29.291,-16.294,12.997,0.0,0.0,12.997,12.997,,32.088,0.406667,0.406667,0.713333,32.5935,0.4,0.4,0.706667,
06/30/2003,110.72,-5.981,0.0,0.0,0.0,-5.981,116.701,0.0,,,,116.701,0.0,0.0,110.72,-70.544,0.0,70.544,40.176,1.484,,-1.484,41.66,-9.216,,,,32.444,0.0,,,32.444,-18.621,13.823,0.0,0.0,13.823,13.823,,31.5675,0.44,0.44,0.753333,32.229,0.426667,0.426667,0.74,
09/30/2003,122.564,-5.901,0.0,0.0,0.0,-5.901,128.465,0.0,,,,128.465,0.0,0.0,122.564,-77.867,0.0,77.867,44.697,3.334,,-3.334,48.031,-11.393,,,,36.638,0.0,,,36.638,-20.243,16.395,0.0,0.0,16.395,16.395,,31.8435,0.513333,0.513333,0.826667,32.952,0.5,0.5,0.8,
12/31/2003,133.963,-5.653,0.0,0.0,0.0,-5.653,139.616,0.0,,,,139.616,0.0,0.0,133.963,-80.778,0.0,80.778,53.185,-23.842,,23.842,29.343,-12.03,,,,43.107,0.0,,,17.313,-25.794,17.313,0.0,0.0,17.313,17.313,,31.971,0.541522,0.541522,0.541522,62.6775,0.276223,0.276223,0.437589,
03/31/2004,144.319,-7.315,0.0,0.0,0.0,-7.315,151.634,0.0,,,,151.634,0.0,0.0,144.319,-89.974,0.0,89.974,54.345,1.884,,-1.884,56.229,-12.627,,,,43.602,0.0,,,43.602,-25.432,18.17,0.0,0.0,18.17,18.17,,30.31,0.6,0.6,0.94,39.975,0.47,0.47,0.73,
06/30/2004,149.752,-8.81,0.0,0.0,0.0,-8.81,158.562,0.0,,,,158.562,0.0,0.0,149.752,-92.15,0.0,92.15,57.602,1.698,,-1.698,59.3,-12.614,,,,46.686,0.0,,,46.686,-27.766,18.92,0.0,0.0,18.92,18.92,,28.993,0.65,0.65,1.01,38.197,0.51,0.51,0.97,
09/30/2004,157.653,-8.193,0.0,0.0,0.0,-8.193,165.846,0.0,,,,165.846,0.0,0.0,157.653,-101.449,0.0,101.449,56.204,-1.387,,1.387,54.817,-11.199,,,,43.618,0.0,,,43.618,-26.819,16.799,0.0,0.0,16.799,16.799,,29.353,0.57,0.57,0.96,30.57,0.55,0.55,0.92,
12/31/2004,176.548,-7.407,0.0,0.0,0.0,-7.407,183.955,0.0,,,,183.955,0.0,0.0,176.548,-108.542,0.0,108.542,68.006,6.265,,-6.265,74.271,-15.506,,,,58.765,0.0,,,58.765,-35.507,23.258,0.0,0.0,23.258,23.258,,31.314,0.74,0.74,1.16,41.846,0.58,0.58,1.05,
03/31/2005,201.612,,,,,-8.07,201.612,,,,,201.612,,,201.612,-127.12,,127.12,66.422,4.178,,-4.178,70.6,-15.662,,,,54.938,,,,54.938,-29.385,25.553,,,25.553,25.553,,33.311259,0.77,0.77,1.23,44.075669,0.61,0.61,1.09,
06/30/2005,208.257,,,,,-8.541,208.257,,,,,208.257,,,208.257,-132.474,,132.474,67.242,4.846,,-4.846,72.088,-15.412,,,,56.676,,,,56.676,-30.435,26.241,,,26.241,26.241,,33.591741,0.78,0.78,1.23,44.375152,0.63,0.63,1.1,
09/30/2005,234.126,,,,,-10.071,234.126,,,,,234.126,,,234.126,-153.357,,153.357,70.698,7.175,,-7.175,77.873,-16.744,,,,61.129,,,,61.129,-32.619,28.51,,,28.51,28.51,,33.926047,0.84,0.84,1.3,44.908036,0.67,0.67,1.08,
12/31/2005,261.753,-10.744,0.0,0.0,0.0,-10.744,272.497,0.0,,,,272.497,0.0,0.0,261.753,-168.486,0.0,168.486,93.267,20.087,,-20.087,113.354,-22.765,,,,90.589,0.0,,,90.589,-51.824,38.765,0.0,0.0,38.765,38.765,,33.833,1.15,1.15,1.62,45.304,0.9,0.9,1.38,
03/31/2006,278.042,,,,,-11.482,278.042,0.0,,,,278.042,0.0,,278.042,-174.336,0.0,174.336,92.224,19.785,5.599,-25.384,112.009,-20.697,,,,91.312,,,,91.312,-56.072,35.24,0.0,,35.24,35.24,,33.68123,1.05,1.05,1.53,46.307678,0.81,0.81,1.16,
06/30/2006,283.108,,,,,-15.102,283.108,,,,,283.108,0.0,,283.108,-178.634,0.0,178.634,89.372,-0.84,6.467,-5.627,88.532,-17.696,,,,70.836,,,,70.836,-36.9,33.936,0.0,,33.936,33.936,,31.224354,1.09,1.09,1.56,45.213524,0.86,0.86,1.19,
09/30/2006,280.44,,,,,-16.25,280.44,,,,,280.44,0.0,,280.44,-178.381,0.0,178.381,85.809,6.128,2.505,-8.633,91.937,-19.467,,,,72.47,,,,72.47,-39.324,33.146,0.0,,33.146,33.146,,30.371364,1.09,1.09,1.62,44.399722,0.87,0.87,1.23,
03/31/2007,291.45,-18.387,0.0,0.0,0.0,-18.387,309.837,,,,,309.837,,,291.45,-197.535,,197.535,93.915,15.235,7.971,-23.206,109.15,-21.508,,,,87.642,,,,87.642,-51.02,36.622,,,36.622,36.622,,29.698622,1.23,1.23,1.61,44.600908,0.93,0.93,1.18,
06/30/2007,331.464,,,,,-18.378,331.464,,,,,331.464,,,331.464,-207.52,,207.52,105.566,33.93,8.913,-42.843,139.496,-24.6,,,,114.896,,,,114.896,-73.009,41.887,,,41.887,41.887,,29.847093,1.4,1.4,1.77,45.230844,1.04,1.04,1.29,
09/30/2007,345.605,,,,,-17.998,345.605,,,,,345.605,,,345.605,-217.985,,217.985,109.622,30.04,10.61,-40.65,139.662,-25.011,,,,114.651,,,,114.651,-72.066,42.585,0.0,,42.585,42.585,,29.857038,1.43,1.43,1.8,44.672886,1.07,1.07,1.32,
12/31/2007,360.804,-22.156,,,,-22.156,382.96,,,,,382.96,,,360.804,-215.211,,215.211,145.593,65.705,-30.703,-35.002,180.595,-35.747,,,,144.848,,,,144.848,-83.981,60.867,,,60.867,60.867,,28.465544,2.14,2.14,2.58,45.226043,1.53,1.53,1.8,
03/31/2008,312.097,-22.937,0.0,0.0,,-22.937,335.034,0.0,,,,335.034,0.0,,312.097,-220.467,0.0,220.467,91.63,11.703,-13.988,2.285,89.345,-18.337,,,,71.008,0.0,,,71.008,-39.785,31.223,0.0,0.0,31.223,31.223,,34.470123,0.91,0.91,1.33,40.821649,0.81,0.81,1.17,
06/30/2008,292.037,-16.927,0.0,0.0,,-16.927,308.964,0.0,,,,308.964,0.0,,292.037,-205.503,0.0,205.503,86.534,38.062,-18.818,-19.244,105.778,-20.341,,,,85.437,0.0,,,85.437,-50.802,34.635,0.0,0.0,34.635,34.635,,39.300624,0.88,0.88,1.25,42.371454,0.82,0.82,1.16,
09/30/2008,270.941,-19.883,0.0,0.0,,-19.883,290.824,0.0,,,,290.824,0.0,,270.941,-193.641,0.0,193.641,77.3,-23.193,9.664,13.529,63.771,-24.383,,,,39.388,0.0,,,39.388,-22.917,16.471,0.0,0.0,16.471,16.471,,39.522159,0.42,0.42,0.87,42.063538,0.39,0.39,0.82,
12/31/2008,201.717,-21.678,0.0,0.0,,-21.678,223.395,0.0,,,,223.395,0.0,,201.717,-180.002,0.0,180.002,21.715,-274.803,137.721,137.082,-115.367,51.433,,,,-63.934,0.0,,,-63.934,-19.72,-83.654,0.0,0.0,-83.654,-83.654,,39.52356,-2.12,-2.12,-0.16,39.52356,-2.12,-2.12,-0.16,
03/31/2009,178.475,0.0,0.0,0.0,,,178.475,0.0,0.0,0.0,0.0,178.475,0.0,,178.475,-133.75,0.0,133.75,44.725,-17.568,-6.416,23.984,27.157,-3.917,-8.045,11.962,,23.24,0.0,0.0,0.0,23.24,-17.115,6.125,0.0,0.0,6.125,6.125,0.0,40.022423,0.15,0.15,0.15,41.08213,0.15,0.15,0.15,
06/30/2009,201.246,0.0,0.0,0.0,,,201.246,0.0,0.0,0.0,0.0,201.246,0.0,,201.246,-150.349,0.0,150.349,50.897,10.296,-7.351,-2.945,61.193,-4.944,0.078,4.866,,56.249,0.0,0.0,0.0,56.249,-45.27,10.979,0.0,0.0,10.979,10.979,0.1261,41.450659,0.26,0.26,0.267911,43.15914,0.26,0.26,0.262922,
09/30/2009,217.461,0.0,0.0,0.0,,,217.461,0.0,0.0,0.0,0.0,217.461,0.0,,217.461,-154.426,0.0,154.426,63.035,10.191,-8.203,-1.988,73.226,-5.366,1.493,3.873,,67.86,0.0,0.0,0.0,67.86,-50.091,17.769,0.0,0.0,17.769,17.769,6.88805,41.854249,0.42,0.42,0.589117,44.267107,0.4,0.4,0.555602,
12/31/2009,244.658,0.0,0.0,0.0,,,244.658,0.0,0.0,0.0,0.0,244.658,0.0,,244.658,-164.517,0.0,164.517,80.141,2.911,-9.662,6.751,83.052,-17.485,16.41,1.075,,65.567,0.0,0.0,0.0,65.567,-40.967,24.6,0.0,0.0,24.6,24.6,0.0,42.185181,0.58,0.58,0.58,44.852911,0.55,0.55,0.55,
03/31/2010,251.0,0.0,0.0,0.0,,,251.0,0.0,0.0,0.0,0.0,251.0,0.0,,251.0,-182.5,0.0,182.5,68.5,-3.8,-9.1,12.9,64.7,-11.9,3.3,8.6,,52.8,0.0,0.0,0.0,52.8,-35.3,17.5,0.0,0.0,17.5,17.5,0.0,42.4,0.41,0.41,0.41,45.4,0.38,0.38,0.38,
06/30/2010,332.1,0.0,0.0,0.0,,,332.1,0.0,0.0,0.0,0.0,332.1,0.0,,332.1,-236.3,0.0,236.3,95.8,-20.7,-9.9,30.6,75.1,-16.9,7.9,9.0,,58.2,0.0,0.0,0.0,58.2,-33.0,25.2,0.0,0.0,25.2,25.2,0.0,44.6,0.56,0.56,0.56,47.6,0.53,0.53,0.53,
09/30/2010,354.4,0.0,0.0,0.0,,,354.4,0.0,0.0,0.0,0.0,354.4,0.0,,354.4,-258.8,0.0,258.8,95.6,-2.6,-9.5,12.1,93.0,-24.0,17.4,6.6,,69.0,0.0,0.0,0.0,69.0,-35.0,34.0,0.0,0.0,34.0,34.0,0.0,51.2,0.66,0.66,0.66,51.9,0.65,0.65,0.65,
12/31/2010,420.8,0.0,0.0,0.0,,,420.8,0.0,0.0,0.0,0.0,420.8,0.0,,420.8,-306.8,0.0,306.8,114.0,31.9,-49.0,17.1,145.9,-38.6,,,,107.3,0.0,0.0,0.0,107.3,-45.3,62.0,0.0,0.0,62.0,62.0,0.0,51.5,1.2,1.2,1.2,52.7,1.18,1.18,1.18,
03/31/2011,426.3,0.0,0.0,0.0,,,426.3,0.0,0.0,0.0,0.0,426.3,0.0,,426.3,-301.4,0.0,301.4,124.9,-8.8,-10.2,19.0,116.1,-26.7,17.1,9.6,,89.4,0.0,0.0,0.0,89.4,-50.3,39.1,0.0,0.0,39.1,39.1,0.0,51.8,0.76,0.76,0.76,53.1,0.74,0.74,0.74,
06/30/2011,462.3,0.0,0.0,0.0,,,462.3,0.0,0.0,0.0,0.0,462.3,0.0,,462.3,-322.3,0.0,322.3,140.0,-12.4,-20.1,32.5,127.6,-26.6,19.2,7.4,,101.0,0.0,0.0,0.0,101.0,-55.5,45.5,0.0,0.0,45.5,45.5,0.0,52.1,0.87,0.87,0.87,53.4,0.85,0.85,0.85,
09/30/2011,413.8,0.0,0.0,0.0,,,413.8,0.0,0.0,0.0,0.0,413.8,0.0,,413.8,-287.8,0.0,287.8,126.0,-26.1,-9.8,35.9,99.9,-19.8,5.0,14.8,,80.1,0.0,0.0,0.0,80.1,-40.0,40.1,0.0,0.0,40.1,40.1,0.0,51.9,0.77,0.77,0.77,53.0,0.76,0.76,0.76,
12/31/2011,402.4,0.0,0.0,0.0,,,402.4,0.0,0.0,0.0,0.0,402.4,0.0,,402.4,-307.2,0.0,307.2,95.2,13.8,-32.6,18.8,109.0,-19.9,,,,89.1,0.0,0.0,0.0,89.1,-48.8,40.3,0.0,0.0,40.3,40.3,0.0,51.5,0.78,0.78,0.78,52.6,0.77,0.77,0.77,
03/31/2012,417.7,0.0,0.0,0.0,,,417.7,0.0,0.0,0.0,0.0,417.7,0.0,,417.7,-308.9,0.0,308.9,108.8,8.8,-14.5,5.7,117.6,-24.6,11.2,13.4,,93.0,0.0,0.0,0.0,93.0,-55.6,37.4,0.0,0.0,37.4,37.4,0.0,51.6,0.72,0.72,0.72,52.9,0.71,0.71,0.71,
06/30/2012,429.6,0.0,0.0,0.0,,,429.6,0.0,0.0,0.0,0.0,429.6,0.0,,429.6,-404.6,0.0,404.6,25.0,37.9,-13.4,-24.5,62.9,-2.0,17.5,-15.5,,60.9,0.0,0.0,0.0,60.9,-54.3,6.6,0.0,0.0,6.6,6.6,0.0,51.4,0.13,0.13,0.13,52.7,0.12,0.12,0.12,
09/30/2012,467.3,0.0,0.0,0.0,,,467.3,0.0,0.0,0.0,0.0,467.3,0.0,,467.3,-327.6,0.0,327.6,139.7,-2.2,-19.4,21.6,137.5,-19.4,11.6,7.8,,118.1,0.0,0.0,0.0,118.1,-63.2,54.9,0.0,0.0,54.9,54.9,0.0,51.7,1.06,1.06,1.06,53.0,1.04,1.04,1.04,
12/31/2012,491.0,0.0,0.0,0.0,,,491.0,0.0,0.0,0.0,0.0,491.0,0.0,,491.0,-364.1,0.0,364.1,126.9,50.2,-82.3,32.1,177.1,-37.8,32.5,5.3,,139.3,0.0,0.0,0.0,139.3,-64.3,75.0,0.0,2.7,77.7,77.7,0.0,52.1,1.491363,1.491363,1.491363,55.5,1.491363,1.491363,1.491363,
03/31/2013,502.2,0.0,0.0,0.0,,,502.2,0.0,0.0,0.0,0.0,502.2,0.0,,502.2,-351.7,0.0,351.7,150.5,16.7,-50.6,33.9,167.2,-37.5,34.1,3.4,,129.7,0.0,0.0,0.0,129.7,-67.3,62.4,0.0,0.0,62.4,62.4,0.0,52.7,1.18,1.18,1.18,54.2,1.15,1.15,1.15,
06/30/2013,541.0,0.0,0.0,0.0,,,541.0,0.0,0.0,0.0,0.0,541.0,0.0,,541.0,-379.6,0.0,379.6,161.4,11.0,-36.2,25.2,172.4,-38.2,36.1,2.1,,134.2,0.0,0.0,0.0,134.2,-69.5,64.7,0.0,0.0,64.7,64.7,0.0,53.1,1.22,1.22,1.22,54.6,1.18,1.18,1.18,
09/30/2013,551.6,0.0,0.0,0.0,,,551.6,0.0,0.0,0.0,0.0,551.6,0.0,,551.6,-382.5,0.0,382.5,169.1,18.3,-34.1,15.8,187.4,-31.0,31.6,-0.6,,156.4,0.0,0.0,0.0,156.4,-81.2,75.2,0.0,0.0,75.2,75.2,0.0,53.2,1.41,1.41,1.41,56.9,1.37,1.37,1.37,
12/31/2013,594.0,0.0,0.0,0.0,,,594.0,0.0,0.0,0.0,0.0,594.0,0.0,,594.0,-440.9,0.0,440.9,153.1,183.5,-186.8,3.3,336.6,-87.5,83.3,4.2,,249.1,0.0,0.0,0.0,249.1,-90.9,158.2,0.0,0.0,158.2,158.2,-4.68,53.2,2.97,2.97,2.885714,59.1,2.79,2.79,2.710812,
03/31/2014,593.1,0.0,0.0,0.0,,,593.1,0.0,0.0,0.0,0.0,593.1,0.0,,593.1,-399.1,0.0,399.1,194.0,14.3,-46.2,31.9,208.3,-48.9,45.6,3.3,,159.4,0.0,0.0,0.0,159.4,-82.2,77.2,0.0,0.0,77.2,77.2,12.22,53.7,1.44,1.44,1.665177,55.2,1.4,1.4,1.621377,
06/30/2014,636.3,0.0,0.0,0.0,,,636.3,0.0,0.0,0.0,0.0,636.3,0.0,,636.3,-437.9,0.0,437.9,198.4,40.7,-54.7,14.0,239.1,-61.1,57.7,3.4,,178.0,0.0,0.0,0.0,178.0,-78.9,99.1,0.0,0.0,99.1,99.1,0.0,55.4,1.79,1.79,1.79,56.6,1.75,1.75,1.75,
09/30/2014,640.3,0.0,0.0,0.0,,,640.3,0.0,0.0,0.0,0.0,640.3,0.0,,640.3,-416.1,0.0,416.1,224.2,29.2,-48.4,19.2,253.4,-63.5,45.4,18.1,,189.9,0.0,0.0,0.0,189.9,-86.7,103.2,0.0,0.0,103.2,103.2,0.0,55.6,1.86,1.86,1.86,58.8,1.82,1.82,1.82,
12/31/2014,641.2,0.0,0.0,0.0,,,641.2,0.0,0.0,0.0,0.0,641.2,0.0,,641.2,-442.5,0.0,442.5,198.7,114.1,-132.4,18.3,312.8,-54.5,,,,258.3,0.0,0.0,0.0,258.3,-85.7,172.6,0.0,0.0,172.6,172.6,0.0,55.3,3.12,3.12,3.12,58.5,3.02,3.02,3.02,
03/31/2015,635.0,0.0,0.0,0.0,,,635.0,0.0,0.0,0.0,0.0,635.0,0.0,,635.0,-403.6,0.0,403.6,231.4,58.9,-53.1,-5.8,290.3,-69.6,35.5,34.1,,220.7,0.0,0.0,0.0,220.7,-92.7,128.0,0.0,0.0,128.0,128.0,0.0,54.8,2.34,2.34,2.34,57.8,2.28,2.28,2.28,
