Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/2010,,-55.047,,,3204.085,,4931.444,64.972552,,,,,,,,,
06/30/2010,,,,,,,,,,,,,,,,,
03/31/2011,,-49.199,0.0,0.0,3081.83,,4820.596,63.930477,,,,,,,,,
06/30/2011,,-60.177,0.0,0.0,3072.659,,4841.783,63.461312,,,,,,,,,
09/30/2011,,-47.835,0.0,0.0,2991.613,,4845.486,61.740205,,,,,,,,,
12/31/2011,,-58.926,0.0,,3038.081,,4882.544,62.22332,,,,,,,,,
03/31/2012,,,,,,,,,,,,,,,,,
06/30/2012,,,,,,,,,,,,,,,,,
09/30/2012,,-68.694,,,2910.898,,4922.41,59.135627,,,,,,,,,
12/31/2012,,-45.5,0.0,,2985.353,,5004.137,59.657699,,,,,,,,,
03/31/2013,6048.525638,-81.201,0.0,28.873,2638.327,8634.524638,5039.915,52.348641,0.305556,3.773094,15.397238,25.273974,5881.090338,8467.089338,42.326622,,
06/30/2013,6183.685618,-82.84,0.0,30.64,3191.21,9322.695618,5575.503,57.236271,0.342306,3.967702,16.175098,26.634751,6183.163983,9322.173983,45.696195,,
09/30/2013,6326.812895,-56.96,0.0,22.191,3113.041,9405.084895,5687.929,54.730659,0.330996,3.802923,15.182691,24.494833,6500.195077,9578.467077,45.859878,,
12/31/2013,7277.03726,-56.467,0.0,22.358,3127.789,10370.71726,5759.055,54.310803,0.301598,4.034837,16.179017,26.196155,7481.125362,10574.805362,50.549328,,
03/31/2014,6622.98847,-64.76,0.0,34.985,3654.19,10247.40347,6324.155,57.781474,0.356597,3.785952,14.695263,23.396539,6809.415778,10433.830778,49.929682,,
06/30/2014,6520.230065,-63.483,0.0,29.122,3502.248,9988.117065,6217.029,56.333146,0.350641,3.531635,13.114994,20.334653,6671.993815,10139.880815,48.560144,,
09/30/2014,7412.483904,-55.869,0.0,31.372,3463.911,10851.897904,6347.895,54.567869,0.319199,3.694493,13.629562,20.952482,7510.42866,10949.84266,52.733384,,
12/31/2014,10643.998907,-84.824,0.0,0.0,6184.104,16743.278907,9702.917,63.734483,0.369348,5.356339,20.726548,33.290742,9945.787565,16045.067565,73.55466,,
03/31/2015,12407.136152,-121.422,0.0,0.0,5958.752,18244.466152,9438.144,63.134786,0.326606,5.365964,21.983854,37.218337,12114.503329,17951.833329,79.420714,,
06/30/2015,12840.36142,-172.958,0.0,0.0,5763.919,18431.32242,9504.374,60.644909,0.312724,4.955268,19.662972,32.97219,12901.98519,18492.94619,80.440984,,
